reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
31844,,,,,,,,,,,,,,,,,,4.2.1,5.3.3.18,4.2.1,4.2.1,5.3.3.18,4.2.1,4.2.1,5.3.3.18,4.2.1,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74,"3.3.2,0.95164954662323;5.3.3,0.009591796435415745;1.3.1,0.0038522144313901663;5.4.99,0.0025276080705225468;2.8.3,0.002326017012819648",4.2.1,5.3.3.18,4.2.1,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74,3.3.2;5.3.3;1.3.1;5.4.99;2.8.3,4.2.1,5.3.3.18,4.2.1,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74,3.3.2;5.3.3;1.3.1;5.4.99;2.8.3,4.2.1,5.3.3.18,4.2.1,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74,3.3.2;5.3.3;1.3.1;5.4.99;2.8.3,5.5.1,5.3.3.18,4.2.1,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74,3.3.2;5.3.3;1.3.1;5.4.99;2.8.3,5.5.1,5.3.3.18
31916,,,,,,,,,,,,,,,,,,2.7.1,2.7.1.175,2.7.1,2.7.1,2.7.1.175,2.7.1,2.7.1,2.7.1.175,2.7.1,2.7.1.175;2.7.1.2|2.7.1.6,"2.7.1,0.944560706615448;2.7.6,0.030842941254377365;2.7.4,0.014552426524460316;2.7.7,0.0035806032828986645;2.7.11,0.0012948837829753757",2.7.1,2.7.1.175,2.7.1,2.7.1.175;2.7.1.2|2.7.1.6,2.7.1;2.7.6;2.7.4;2.7.7;2.7.11,2.7.1,2.7.1.175,2.7.1,2.7.1.175;2.7.1.2|2.7.1.6,2.7.1;2.7.6;2.7.4;2.7.7;2.7.11,2.7.1,2.7.1.175,2.7.1,2.7.1.175;2.7.1.2|2.7.1.6,2.7.1;2.7.6;2.7.4;2.7.7;2.7.11,2.7.1,2.7.1.175,2.7.1,2.7.1.175;2.7.1.2|2.7.1.6,2.7.1;2.7.6;2.7.4;2.7.7;2.7.11,2.7.1,2.7.1.175
31968,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.112,1.14.14,1.14.14,1.14.14.112,1.14.14,1.14.14,1.14.14.112,1.14.14,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.112;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,"1.14.14,0.9797280430793762;1.14.19,0.019561689347028732;1.5.1,0.0001448113762307912;1.17.7,0.0001140713065979071;1.3.8,8.155792602337897e-05",1.14.14,1.14.14.112,1.14.14,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.112;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.17.7;1.3.8,1.14.14,1.14.14.112,1.14.14,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.112;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.17.7;1.3.8,1.14.14,1.14.14.112,1.14.14,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.112;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.17.7;1.3.8,1.14.14,1.14.14.112,1.14.14,1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.112;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.17.7;1.3.8,1.14.14,1.14.14.112
32052,,,,,,,,,,,,,,,,,,3.6.1,3.6.1.60,3.6.1,3.6.1,3.6.1.60,3.6.1,3.6.1,3.6.1.60,3.6.1,6.3.1.15;2.7.7.53;2.10.1.1;2.7.7.1|2.7.7.18,"3.6.1,0.9683418273925781;3.1.4,0.010734534822404385;2.4.1,0.009201728738844395;2.7.8,0.0031579749193042517;3.2.1,0.0022138331551104784",3.6.1,3.6.1.60,3.6.1,6.3.1.15;2.7.7.53;2.10.1.1;2.7.7.1|2.7.7.18,3.6.1;3.1.4;2.4.1;2.7.8;3.2.1,3.6.1,3.6.1.60,3.6.1,6.3.1.15;2.7.7.53;2.10.1.1;2.7.7.1|2.7.7.18,3.6.1;3.1.4;2.4.1;2.7.8;3.2.1,3.6.1,3.6.1.60,3.6.1,6.3.1.15;2.7.7.53;2.10.1.1;2.7.7.1|2.7.7.18,3.6.1;3.1.4;2.4.1;2.7.8;3.2.1,3.6.1,3.6.1.60,3.6.1,6.3.1.15;2.7.7.53;2.10.1.1;2.7.7.1|2.7.7.18,3.6.1;3.1.4;2.4.1;2.7.8;3.2.1,3.6.1,3.6.1.60
32068,,,,,,,,,,,,,,,,,,3.5.4,3.5.4.32,1.17.3,3.5.4,3.5.4.32,1.17.3,3.5.4,3.5.4.32,1.17.3,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2,"3.5.4,0.8881082534790039;3.5.1,0.05491112545132637;1.7.99,0.011380714364349842;1.7.1,0.010566857643425465;3.5.5,0.007399655878543854",3.5.4,3.5.4.32,1.17.3,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2,3.5.4;3.5.1;1.7.99;1.7.1;3.5.5,3.5.4,3.5.4.32,1.17.3,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2,3.5.4;3.5.1;1.7.99;1.7.1;3.5.5,3.5.4,3.5.4.32,1.17.3,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2,3.5.4;3.5.1;1.7.99;1.7.1;3.5.5,3.5.4,3.5.4.32,1.17.3,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2,3.5.4;3.5.1;1.7.99;1.7.1;3.5.5,3.5.4,3.5.4.32
32168,,,,,,,,,,,,,,,,,,6.3.2,6.3.2.39,6.3.2,6.3.2,6.3.2.39,6.3.2,6.3.2,6.3.2.39,6.3.2,6.3.2.39;6.3.2.38;6.3.2.11;6.3.1.14;6.3.-.-|6.3.2.52;6.3.2.58;6.3.2|6.3.2.5|6.3.2.51;6.3.2.14;6.3.1.5|6.3.5.1,"6.3.2,0.5471929907798767;6.1.1,0.16602246463298798;6.3.4,0.15393348038196564;6.3.1,0.032511401921510696;3.6.1,0.02690110169351101",6.3.2,6.3.2.39,6.3.2,6.3.2.39;6.3.2.38;6.3.2.11;6.3.1.14;6.3.-.-|6.3.2.52;6.3.2.58;6.3.2|6.3.2.5|6.3.2.51;6.3.2.14;6.3.1.5|6.3.5.1,6.3.2;6.1.1;6.3.4;6.3.1;3.6.1,6.3.2,6.3.2.39,6.3.2,6.3.2.39;6.3.2.38;6.3.2.11;6.3.1.14;6.3.-.-|6.3.2.52;6.3.2.58;6.3.2|6.3.2.5|6.3.2.51;6.3.2.14;6.3.1.5|6.3.5.1,6.3.2;6.1.1;6.3.4;6.3.1;3.6.1,6.3.2,6.3.2.39,6.3.2,6.3.2.39;6.3.2.38;6.3.2.11;6.3.1.14;6.3.-.-|6.3.2.52;6.3.2.58;6.3.2|6.3.2.5|6.3.2.51;6.3.2.14;6.3.1.5|6.3.5.1,6.3.2;6.1.1;6.3.4;6.3.1;3.6.1,6.3.2,6.3.2.39,6.3.2,6.3.2.39;6.3.2.38;6.3.2.11;6.3.1.14;6.3.-.-|6.3.2.52;6.3.2.58;6.3.2|6.3.2.5|6.3.2.51;6.3.2.14;6.3.1.5|6.3.5.1,6.3.2;6.1.1;6.3.4;6.3.1;3.6.1,6.3.2,6.3.2.39
32176,,,,,,,,,,,,,,,,,,2.4.1,2.4.1.69,2.4.1,2.4.1,2.4.1.69,2.4.1,2.4.1,2.4.1.69,2.4.1,2.4.1.69;2.4.1|2.4.1.344;2.4.1.361;2.4.1.273;2.4.1.308;2.4.1|2.4.1.-|2.4.1.236;2.4.1.142;2.4.1.252;2.4.1.270;2.4.1.353;2.4.1.132;2.4.1.65;2.4.1.152;2.4.1.32;2.4.1.214;2.4.1.13,"2.4.1,0.9986158609390259;2.4.2,0.0005976508837193251;3.6.1,0.00038674112875014544;2.7.7,0.00012962371692992747;2.7.8,7.973580795805901e-05",2.4.1,2.4.1.69,2.4.1,2.4.1.69;2.4.1|2.4.1.344;2.4.1.361;2.4.1.273;2.4.1.308;2.4.1|2.4.1.-|2.4.1.236;2.4.1.142;2.4.1.252;2.4.1.270;2.4.1.353;2.4.1.132;2.4.1.65;2.4.1.152;2.4.1.32;2.4.1.214;2.4.1.13,2.4.1;2.4.2;3.6.1;2.7.7;2.7.8,2.4.1,2.4.1.69,2.4.1,2.4.1.69;2.4.1|2.4.1.344;2.4.1.361;2.4.1.273;2.4.1.308;2.4.1|2.4.1.-|2.4.1.236;2.4.1.142;2.4.1.252;2.4.1.270;2.4.1.353;2.4.1.132;2.4.1.65;2.4.1.152;2.4.1.32;2.4.1.214;2.4.1.13,2.4.1;2.4.2;3.6.1;2.7.7;2.7.8,2.4.1,2.4.1.69,2.4.1,2.4.1.69;2.4.1|2.4.1.344;2.4.1.361;2.4.1.273;2.4.1.308;2.4.1|2.4.1.-|2.4.1.236;2.4.1.142;2.4.1.252;2.4.1.270;2.4.1.353;2.4.1.132;2.4.1.65;2.4.1.152;2.4.1.32;2.4.1.214;2.4.1.13,2.4.1;2.4.2;3.6.1;2.7.7;2.7.8,2.4.1,2.4.1.69,2.4.1,2.4.1.69;2.4.1|2.4.1.344;2.4.1.361;2.4.1.273;2.4.1.308;2.4.1|2.4.1.-|2.4.1.236;2.4.1.142;2.4.1.252;2.4.1.270;2.4.1.353;2.4.1.132;2.4.1.65;2.4.1.152;2.4.1.32;2.4.1.214;2.4.1.13,2.4.1;2.4.2;3.6.1;2.7.7;2.7.8,2.4.1,2.4.1.69
32400,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,"1.1.1,0.9995273351669312;1.17.1,7.743291644146666e-05;1.3.1,7.429131073877215e-05;1.16.1,4.103612445760518e-05;1.14.13,3.356250817887485e-05",1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.17.1;1.3.1;1.16.1;1.14.13,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.17.1;1.3.1;1.16.1;1.14.13,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.17.1;1.3.1;1.16.1;1.14.13,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.17.1;1.3.1;1.16.1;1.14.13,1.1.1,1.1.1.296
32404,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,"1.1.1,0.9834349751472473;1.3.1,0.005756709259003401;1.17.1,0.002323076594620943;1.14.13,0.0017855771584436297;1.12.1,0.0009972621919587255",1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296
32408,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,"1.1.1,0.9834349751472473;1.3.1,0.005756709259003401;1.17.1,0.002323076594620943;1.14.13,0.0017855771584436297;1.12.1,0.0009972621919587255",1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296,1.1.1,1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.1.1;1.3.1;1.17.1;1.14.13;1.12.1,1.1.1,1.1.1.296
32428,,,,,,,,,,,,,,,,,,1.3.99,1.3.99.25,,1.3.99,1.3.99.25,,1.3.99,1.3.99.25,,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1.275;1.1.1|1.1.1.243;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.9;4.2.3.61;4.2.3.73;4.2.3.51;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.64;4.2.3.98;4.2.3.204;4.2.3.109;4.2.3.110,"1.3.99,0.9960129261016846;1.17.99,0.0009539680904708803;5.3.3,0.0007225028239190578;1.14.19,0.0004527397977653891;5.5.1,0.00036008728784509003",1.3.99,1.3.99.25,,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1.275;1.1.1|1.1.1.243;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.9;4.2.3.61;4.2.3.73;4.2.3.51;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.64;4.2.3.98;4.2.3.204;4.2.3.109;4.2.3.110,1.3.99;1.17.99;5.3.3;1.14.19;5.5.1,1.3.99,1.3.99.25,,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1.275;1.1.1|1.1.1.243;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.9;4.2.3.61;4.2.3.73;4.2.3.51;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.64;4.2.3.98;4.2.3.204;4.2.3.109;4.2.3.110,1.3.99;1.17.99;5.3.3;1.14.19;5.5.1,1.3.99,1.3.99.25,,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1.275;1.1.1|1.1.1.243;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.9;4.2.3.61;4.2.3.73;4.2.3.51;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.64;4.2.3.98;4.2.3.204;4.2.3.109;4.2.3.110,1.3.99;1.17.99;5.3.3;1.14.19;5.5.1,1.3.99,1.3.99.25,,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1.275;1.1.1|1.1.1.243;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.9;4.2.3.61;4.2.3.73;4.2.3.51;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.64;4.2.3.98;4.2.3.204;4.2.3.109;4.2.3.110,1.3.99;1.17.99;5.3.3;1.14.19;5.5.1,1.3.99,1.3.99.25
32500,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.153,1.1.1,1.14.13,1.14.13.153,1.1.1,1.14.13,1.14.13.153,1.1.1,1.6.3.2;1.14.13.105;1.14.14.1,"1.14.13,0.9033991098403931;4.1.99,0.029386160895228386;1.14.19,0.014424977824091911;1.1.1,0.012642422690987587;1.3.1,0.009657296352088451",1.14.13,1.14.13.153,1.1.1,1.6.3.2;1.14.13.105;1.14.14.1,1.14.13;4.1.99;1.14.19;1.1.1;1.3.1,1.14.13,1.14.13.153,1.1.1,1.6.3.2;1.14.13.105;1.14.14.1,1.14.13;4.1.99;1.14.19;1.1.1;1.3.1,1.14.13,1.14.13.153,1.1.1,1.6.3.2;1.14.13.105;1.14.14.1,1.14.13;4.1.99;1.14.19;1.1.1;1.3.1,1.14.13,1.14.13.153,1.1.1,1.6.3.2;1.14.13.105;1.14.14.1,1.14.13;4.1.99;1.14.19;1.1.1;1.3.1,1.14.13,1.14.13.153
32552,,,,,,,,,,,,,,,,,,4.2.3,4.2.3.111,4.2.3,4.2.3,4.2.3.111,4.2.3,4.2.3,4.2.3.111,4.2.3,4.2.3.112;4.2.3.120;4.2.3.115;4.2.3.51;4.2.3.117;4.2.3.105;4.2.3.204;4.2.3.68;4.2.3.116;4.2.3.114;4.2.3.6;4.2.3.197;4.2.3.37;4.2.3.149;4.2.3.187;4.2.3.174;4.2.3.136;4.2.3.110;4.2.3.109;4.2.3.62;4.2.3.108;4.2.3.10;4.2.3.52;4.2.3.69;4.2.3.22;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.129;4.2.3.169;4.2.3.82;4.2.3.55;4.2.3.96;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.98;4.2.3.17;4.2.3.7;4.2.3.64;4.2.3.-|4.2.3.104,"4.2.3,0.7604730725288391;2.5.1,0.22958439588546753;3.1.7,0.009525814093649387;4.2.1,0.00018353905761614442;3.6.1,6.131780537543818e-05",4.2.3,4.2.3.111,4.2.3,4.2.3.112;4.2.3.120;4.2.3.115;4.2.3.51;4.2.3.117;4.2.3.105;4.2.3.204;4.2.3.68;4.2.3.116;4.2.3.114;4.2.3.6;4.2.3.197;4.2.3.37;4.2.3.149;4.2.3.187;4.2.3.174;4.2.3.136;4.2.3.110;4.2.3.109;4.2.3.62;4.2.3.108;4.2.3.10;4.2.3.52;4.2.3.69;4.2.3.22;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.129;4.2.3.169;4.2.3.82;4.2.3.55;4.2.3.96;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.98;4.2.3.17;4.2.3.7;4.2.3.64;4.2.3.-|4.2.3.104,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.111,4.2.3,4.2.3.112;4.2.3.120;4.2.3.115;4.2.3.51;4.2.3.117;4.2.3.105;4.2.3.204;4.2.3.68;4.2.3.116;4.2.3.114;4.2.3.6;4.2.3.197;4.2.3.37;4.2.3.149;4.2.3.187;4.2.3.174;4.2.3.136;4.2.3.110;4.2.3.109;4.2.3.62;4.2.3.108;4.2.3.10;4.2.3.52;4.2.3.69;4.2.3.22;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.129;4.2.3.169;4.2.3.82;4.2.3.55;4.2.3.96;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.98;4.2.3.17;4.2.3.7;4.2.3.64;4.2.3.-|4.2.3.104,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.111,4.2.3,4.2.3.112;4.2.3.120;4.2.3.115;4.2.3.51;4.2.3.117;4.2.3.105;4.2.3.204;4.2.3.68;4.2.3.116;4.2.3.114;4.2.3.6;4.2.3.197;4.2.3.37;4.2.3.149;4.2.3.187;4.2.3.174;4.2.3.136;4.2.3.110;4.2.3.109;4.2.3.62;4.2.3.108;4.2.3.10;4.2.3.52;4.2.3.69;4.2.3.22;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.129;4.2.3.169;4.2.3.82;4.2.3.55;4.2.3.96;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.98;4.2.3.17;4.2.3.7;4.2.3.64;4.2.3.-|4.2.3.104,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.111,4.2.3,4.2.3.112;4.2.3.120;4.2.3.115;4.2.3.51;4.2.3.117;4.2.3.105;4.2.3.204;4.2.3.68;4.2.3.116;4.2.3.114;4.2.3.6;4.2.3.197;4.2.3.37;4.2.3.149;4.2.3.187;4.2.3.174;4.2.3.136;4.2.3.110;4.2.3.109;4.2.3.62;4.2.3.108;4.2.3.10;4.2.3.52;4.2.3.69;4.2.3.22;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.129;4.2.3.169;4.2.3.82;4.2.3.55;4.2.3.96;4.2.3.164|4.2.3.ek;2.5.1.86;4.2.3.98;4.2.3.17;4.2.3.7;4.2.3.64;4.2.3.-|4.2.3.104,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.111
