Reaction ID,Theia
R02693,"3.1.1,0.7158641815185547;2.3.1,0.276847243309021;2.4.1,0.00458300719037652;3.1.-,0.0011408942518755794;3.2.1,0.0003852345689665526"
R09951,"1.1.1,0.9491094350814819;1.17.1,0.01961127668619156;1.6.5,0.006598188541829586;1.1.5,0.004632480908185244;1.10.99,0.003886181628331542"
R12665,"5.3.1,0.9975330829620361;1.1.2,0.000491415907163173;1.1.1,0.0004471730499062687;1.1.5,0.00038333330303430557;4.1.1,0.00029149698093533516"
R07043,"1.14.14,0.5934213399887085;5.4.4,0.3246335983276367;3.3.2,0.07243146747350693;1.14.13,0.004577385727316141;1.13.11,0.003933663014322519"
R09147,"1.14.13,0.5800811648368835;1.14.14,0.09768922626972198;1.8.99,0.08136561512947083;2.5.1,0.07850421220064163;1.97.1,0.02977442555129528"
R13350,"4.1.1,0.9560640454292297;1.1.1,0.02553126960992813;2.3.1,0.00915903877466917;2.2.1,0.0020901912357658148;5.4.1,0.0017907122382894158"
R11521,"2.1.1,1.0;2.3.1,2.6909351483195287e-12;1.-.-,2.140189501315115e-12;1.3.98,1.4818298497976112e-12;1.14.13,9.083330875653273e-13"
R01535,"2.3.1,0.758491039276123;5.1.3,0.09601255506277084;2.4.2,0.08835125714540482;2.7.4,0.008960447274148464;1.14.14,0.008491577580571175"
R13081,"3.2.1,0.9998328685760498;2.4.1,8.994869131129235e-05;3.1.1,4.193471613689326e-05;2.3.1,2.301100357726682e-05;3.4.13,4.240566795488121e-06"
R06074,"3.1.3,0.6640868782997131;2.4.1,0.1796499639749527;3.1.4,0.06547283381223679;2.7.7,0.023726612329483032;2.3.1,0.02021676115691662"
R00487,"2.3.1,0.9999065399169922;6.3.4,2.1119170924066566e-05;2.6.1,1.5025575521576684e-05;1.2.1,1.1311503840261139e-05;2.3.3,8.798844646662474e-06"
R00865,"1.1.2,0.9958458542823792;2.2.1,0.002761423820629716;1.1.1,0.0003685365663841367;5.1.2,0.00013629705063067377;1.7.2,0.0001266976323677227"
R03590,"1.14.20,0.9876279830932617;1.14.11,0.008794580586254597;1.9.3,0.001060522859916091;1.14.3,0.0009262394160032272;1.13.12,0.0007960815564729273"
R06336,"1.4.11,0.9802724719047546;1.14.11,0.019612956792116165;1.14.20,4.386525324662216e-05;1.14.-,3.805416781688109e-05;1.14.13,1.7971797205973417e-05"
R06206,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R09876,"3.5.4,0.9909948706626892;1.7.1,0.003131998237222433;1.7.2,0.0026448399294167757;3.5.5,0.00102663179859519;3.5.99,0.0007447268581017852"
R03274,"2.7.1,0.812363862991333;3.1.3,0.11025133728981018;2.7.11,0.04995720461010933;3.1.4,0.011682514101266861;3.6.1,0.00495277950540185"
R11682,"3.2.1,0.9999899864196777;2.4.1,9.817033060244285e-06;3.4.11,6.574590116770196e-08;5.1.3,6.309338118626329e-08;3.1.4,5.356115906351988e-08"
R08529,"3.1.3,0.9533771276473999;3.2.1,0.023326251655817032;3.1.4,0.01748325489461422;3.1.1,0.00221857032738626;3.6.3,0.0011836793273687363"
R09609,"4.2.3,0.9998751878738403;5.5.1,0.00011876754433615133;2.7.8,3.6854926293017343e-06;4.3.2,5.670842142535548e-07;1.1.99,2.076264138395345e-07"
R10125,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R00674,"4.2.1,0.9964115023612976;4.1.99,0.00341449654661119;2.5.1,5.074641740065999e-05;4.4.1,2.320532439625822e-05;5.3.99,1.5819750842638314e-05"
R03466,"1.13.11,0.9851381778717041;1.14.-,0.004998120479285717;1.1.99,0.0032890073489397764;1.14.11,0.0021129692904651165;1.13.12,0.0012056066188961267"
R10447,"2.1.1,1.0;2.3.1,1.7349725036633e-14;6.-.-,5.139631811305564e-16;2.5.1,3.8984236117170024e-16;6.3.2,2.483089260974598e-16"
R08723,"1.1.1,0.9892277717590332;5.3.3,0.01056095864623785;1.14.13,6.180765922181308e-05;1.3.1,5.1614264521049336e-05;1.6.5,1.9919994883821346e-05"
R12342,"3.1.3,0.42500802874565125;3.6.1,0.21576885879039764;2.7.99,0.12068237364292145;2.7.8,0.08643022924661636;3.-.-,0.0544159971177578"
R01329,"3.2.1,0.9999638795852661;2.4.1,2.208665137004573e-05;3.1.1,2.9073764835629845e-06;3.2.2,2.4424637103948044e-06;3.6.1,1.4962738532631192e-06"
R05823,"1.1.1,0.9980227947235107;2.7.1,0.00106787437107414;1.3.1,0.0007188391755335033;1.2.1,2.9707141948165372e-05;1.-.-,2.4800376195344143e-05"
R12061,"2.3.2,0.3467218577861786;3.5.1,0.3082393705844879;2.3.1,0.10973725467920303;1.14.99,0.10395313799381256;4.4.1,0.040736306458711624"
R04260,"5.3.3,0.9989944100379944;3.1.1,0.00028173267492093146;5.5.1,0.00020415235485415906;5.3.2,0.00015722113312222064;2.4.1,0.0001327862119069323"
R12332,"3.5.2,0.9998544454574585;3.5.1,7.680960698053241e-05;3.2.1,2.986435720231384e-05;1.14.14,1.3026282431383152e-05;3.5.4,1.0153067705687135e-05"
R09704,"5.1.99,0.9999904632568359;5.1.1,3.1950014545145677e-06;2.6.1,2.0858906282228418e-06;2.3.1,1.118156887969235e-06;2.3.2,1.0235198715236038e-06"
R00846,"1.1.3,0.9430089592933655;1.1.99,0.04704318940639496;1.1.5,0.00923122651875019;1.3.3,0.00016913886065594852;1.7.3,0.00014448861475102603"
R03877,"4.99.1,0.9999876022338867;2.7.3,9.554645657772198e-06;2.7.1,7.408129931718577e-07;3.6.2,6.524036848531978e-07;3.-.-,3.1499027386416856e-07"
R10126,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R00497,"6.3.2,0.9735312461853027;2.7.3,0.013725416734814644;2.7.1,0.011966384947299957;2.3.2,0.000209592588362284;2.1.1,0.00017584899615030736"
R10590,"2.3.1,0.9373463988304138;1.1.1,0.03753458335995674;5.3.1,0.0040947990491986275;2.8.1,0.003180531319230795;1.14.99,0.0026950095780193806"
R08744,"2.3.1,0.9920451641082764;3.1.2,0.004864566959440708;6.2.1,0.0025198704097419977;3.1.1,0.000149292332935147;6.3.2,0.0001424303336534649"
R11281,"3.1.3,0.9768998622894287;3.6.1,0.020826442167162895;2.7.1,0.0010068007977679372;3.1.4,0.0005132989608682692;4.2.3,0.0002872401673812419"
R12611,"1.14.18,0.5594092011451721;1.11.1,0.2666773200035095;1.11.2,0.12404721975326538;1.10.3,0.006259988062083721;1.14.13,0.0054185292683541775"
R02734,"3.5.1,0.82598477602005;3.4.11,0.08923936635255814;3.4.13,0.05553136393427849;3.4.17,0.009923454374074936;2.3.2,0.005420622415840626"
R07384,"2.7.8,0.9999346733093262;2.7.-,1.661612441239413e-05;6.2.1,1.3554185898101423e-05;3.1.3,1.2316042557358742e-05;2.7.1,1.2144171705585904e-05"
R12401,"1.1.1,0.9996808767318726;1.14.-,0.00018735561752691865;1.3.1,6.956290599191561e-05;1.14.13,2.6929967134492472e-05;1.-.-,9.268210305890534e-06"
R09684,"4.2.3,0.8954116702079773;3.1.7,0.07352446764707565;5.5.1,0.01179029792547226;5.3.3,0.010033797472715378;2.5.1,0.006402496248483658"
R10929,"6.3.2,0.5543054342269897;2.7.3,0.41683173179626465;6.3.1,0.008318856358528137;2.1.1,0.007128107361495495;2.7.1,0.005716299172490835"
R07493,"1.3.1,0.9798032641410828;1.1.1,0.01869628019630909;1.2.1,0.000853316392749548;1.3.99,0.00019747110491152853;5.3.3,0.00017541967099532485"
R04137,"4.2.1,0.9999159574508667;5.4.4,5.843013059347868e-05;1.-.-,1.2247456652403343e-05;5.5.1,3.052642114198534e-06;4.3.-,2.2847777927381685e-06"
R10508,"2.5.1,0.8185563683509827;5.5.1,0.17523902654647827;2.3.1,0.0033478986006230116;4.2.3,0.000994315487332642;4.2.99,0.0005962027935311198"
R06241,"1.1.3,0.503391444683075;1.14.12,0.27062705159187317;1.14.-,0.09696190804243088;2.7.99,0.08031558245420456;1.13.11,0.019019238650798798"
R02965,"1.18.99,0.6453381180763245;1.12.5,0.32239821553230286;1.6.5,0.005904265213757753;1.6.99,0.005189384799450636;1.12.99,0.00468261307105422"
R11849,"4.2.1,0.5471923351287842;4.2.3,0.4261716902256012;5.5.1,0.024663124233484268;4.3.2,0.0017500811954960227;4.3.1,5.4125273891258985e-05"
R04512,"3.2.1,0.9966598749160767;3.1.4,0.0010604294948279858;2.4.1,0.0009421163704246283;3.2.2,0.0007549268193542957;3.7.1,0.0001256410323549062"
R07072,"3.3.2,0.9998261332511902;1.14.14,0.0001268915511900559;3.4.11,2.4413715436821803e-05;5.4.4,1.0425193977425806e-05;1.14.13,3.888943865604233e-06"
R02820,"1.1.1,0.9999425411224365;1.-.-,2.0237463104422204e-05;1.2.1,1.025073288474232e-05;1.3.1,9.427202712686267e-06;1.12.1,4.6389377530431375e-06"
R13063,"3.2.1,0.9999116659164429;2.4.1,3.702037429320626e-05;2.4.2,2.241552465420682e-05;3.1.3,1.2224148122186307e-05;2.3.1,9.050888365891296e-06"
R04819,"1.1.1,0.9992032647132874;1.3.1,0.0005871293251402676;2.3.1,7.57325833546929e-05;1.14.13,4.3696101784007624e-05;1.-.-,2.9710981834796257e-05"
R07051,"1.14.14,0.5295150279998779;1.14.13,0.4684152901172638;1.5.1,0.00034871199750341475;1.14.12,0.00029154602088965476;1.6.99,0.00020594375382643193"
R10956,"2.1.1,1.0;2.3.1,1.4503915402030998e-08;2.5.1,4.3891693057851455e-10;2.6.1,2.619873207265755e-10;3.13.1,2.4852811475462033e-10"
R11343,"1.1.2,0.9994458556175232;1.1.1,0.00016620066890027374;3.8.1,9.224015229847282e-05;1.1.5,7.97770480858162e-05;1.2.98,7.802464097039774e-05"
R00411,"3.5.1,0.8621457815170288;3.4.11,0.07822279632091522;3.4.13,0.02477978728711605;2.3.2,0.016767699271440506;3.4.17,0.007823063060641289"
R10309,"1.1.1,0.9999223947525024;1.3.1,3.727869625436142e-05;4.2.1,1.972865720745176e-05;1.-.-,5.779668754257727e-06;1.2.1,5.511359177035047e-06"
R10963,"2.1.1,1.0;1.-.-,1.2257921067071464e-10;2.3.1,1.1543458897089742e-11;2.5.1,5.641692842062174e-12;3.3.1,1.8881955460986477e-12"
R00420,"5.1.3,0.739292562007904;2.7.8,0.1484527736902237;2.3.1,0.03400896489620209;2.7.7,0.01740775629878044;5.4.99,0.011399623937904835"
R09228,"1.3.1,0.8468509912490845;1.14.12,0.1476592719554901;1.6.5,0.0031298634130507708;1.1.1,0.0012107701040804386;1.21.1,0.00025844507035799325"
R07263,"4.1.3,0.9985621571540833;2.3.3,0.0007209606119431555;3.1.2,0.0003093564882874489;3.7.1,0.00027280469657853246;2.8.3,0.0001013545406749472"
R10580,"3.2.1,0.9984259605407715;3.7.1,0.0008204368641600013;2.3.1,0.00045279861660674214;4.2.1,8.577453263569623e-05;5.1.3,4.491665094974451e-05"
R01251,"1.5.1,0.9798392653465271;1.2.1,0.008586962707340717;1.3.1,0.004777509719133377;1.6.99,0.0011502400739118457;1.19.1,0.001126415329053998"
R09242,"1.7.1,0.991071879863739;1.1.1,0.0038144453428685665;1.-.-,0.0026805999223142862;1.14.13,0.0005858526565134525;1.18.1,0.0003767480666283518"
R11765,"1.5.1,0.9987509250640869;1.19.1,0.0008130941423587501;1.14.13,0.00011281240585958585;1.6.99,7.100192306097597e-05;1.1.1,6.91675886628218e-05"
R09719,"1.3.8,0.987798273563385;1.3.99,0.00911919679492712;1.14.14,0.0028140032663941383;1.1.99,0.0001308570062974468;1.3.5,3.829329216387123e-05"
R11921,"4.99.1,0.9999648332595825;4.1.99,1.4344029295898508e-05;4.4.1,4.957996225130046e-06;2.5.1,3.6524168081086827e-06;1.14.14,2.856836545106489e-06"
R04247,"2.7.7,0.5440191030502319;2.7.1,0.2534911036491394;2.7.4,0.18583692610263824;3.6.3,0.004472077824175358;6.2.1,0.004259916488081217"
R09631,"2.3.1,0.9997639060020447;1.2.1,8.379813516512513e-05;3.1.1,8.053248166106641e-05;3.1.2,5.3039915655972436e-05;2.5.1,3.4217050597362686e-06"
R02623,"2.1.1,1.0;2.3.1,5.686120463366251e-10;2.5.1,3.521571922959765e-11;3.5.1,1.8164636461648342e-11;3.1.1,1.7461797632845055e-11"
R12918,"2.1.1,1.0;3.3.1,1.2468886367855703e-08;3.4.13,1.4833705375139061e-09;3.13.1,9.897052066776268e-10;4.2.1,9.665703792904878e-10"
R08270,"1.14.14,0.6636344790458679;1.14.13,0.32391485571861267;1.14.-,0.002929797861725092;1.14.99,0.0011524964356794953;1.6.99,0.0010261714924126863"
R06968,"3.5.4,0.9838134050369263;3.8.1,0.002795423846691847;3.5.1,0.0025889850221574306;4.3.1,0.0017017463687807322;3.1.1,0.0009701170492917299"
R07295,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R03642,"3.2.1,0.9998263716697693;2.4.1,5.084987060399726e-05;3.1.1,3.979902248829603e-05;3.1.4,3.633736560004763e-05;5.1.3,1.3821287211612798e-05"
R07664,"1.1.3,0.5544277429580688;1.1.99,0.16171230375766754;1.1.1,0.15162573754787445;2.1.1,0.060606732964515686;1.1.5,0.01983652636408806"
R04398,"2.1.1,1.0;1.-.-,1.0000750227945332e-10;2.3.1,1.6196009811064727e-11;2.5.1,1.1959466403310692e-11;6.3.2,4.679742270780052e-12"
R07890,"1.1.1,0.9943572878837585;2.3.1,0.004035318270325661;1.3.1,0.0008571567595936358;1.2.1,0.00042513085645623505;1.-.-,8.607742347521707e-05"
R12286,"2.5.1,0.9881066083908081;3.2.1,0.005457722116261721;4.2.3,0.00261223828420043;3.1.2,0.001755530945956707;4.2.1,0.0006087248912081122"
R01240,"2.4.1,0.9978930354118347;3.2.1,0.001422837027348578;2.7.7,0.00028835306875407696;5.1.3,0.00011352416913723573;2.4.2,8.918188541429117e-05"
R03831,"1.21.3,0.9994708895683289;1.14.21,0.00047637950046919286;1.1.3,1.578406045155134e-05;1.8.3,1.1484297829156276e-05;1.14.18,7.55004020902561e-06"
R00357,"1.4.3,0.9987226128578186;1.4.1,0.0006652390002273023;1.4.9,0.00010826183279277757;1.4.11,8.380766666959971e-05;4.3.1,6.935209239600226e-05"
R06601,"3.5.1,0.8557146191596985;3.4.11,0.08692170679569244;3.5.2,0.03267930820584297;3.1.1,0.01596677117049694;3.2.1,0.003505006665363908"
R01316,"1.1.1,0.514414370059967;1.14.13,0.24544602632522583;3.1.1,0.17761433124542236;3.1.4,0.05054347962141037;2.3.1,0.0038337938021868467"
R11199,"2.3.1,0.998845100402832;6.2.1,0.0011471746256574988;2.5.1,2.1468690647452604e-06;6.3.2,1.050193191076687e-06;1.3.1,9.34329307256121e-07"
R08318,"1.14.14,0.9997652173042297;1.14.13,0.00011237831495236605;1.14.99,5.5582509958185256e-05;5.4.4,2.5260476832045242e-05;4.2.1,1.3382386896410026e-05"
R06982,"4.4.1,0.642837405204773;1.1.1,0.3164752423763275;1.1.99,0.012456297874450684;5.3.3,0.008292121812701225;2.3.1,0.005204266868531704"
R06458,"2.3.1,0.9608457684516907;1.1.1,0.03903207555413246;4.1.1,5.7404158724239096e-05;1.2.1,4.063265078002587e-05;4.2.1,8.652155884192325e-06"
R00890,"2.4.1,0.666908323764801;2.7.7,0.32236695289611816;2.4.2,0.004364145919680595;2.3.1,0.0013134526088833809;6.2.1,0.0011727632954716682"
R11153,"1.14.13,0.9999862909317017;1.14.14,1.0680667401175015e-05;1.-.-,2.060311089735478e-06;1.13.12,8.662952382110234e-07;1.14.15,2.8485212411055727e-08"
R12980,"2.7.4,0.740511417388916;2.7.1,0.20748527348041534;2.1.1,0.0456983745098114;2.7.2,0.002086911117658019;1.6.2,0.0005935762892477214"
R01648,"2.6.1,0.998997151851654;1.4.1,0.0008920409600250423;1.4.3,7.696921238675714e-05;4.1.1,1.769248592609074e-05;1.4.11,4.167671249888372e-06"
R04136,"1.1.1,0.9811286926269531;1.3.1,0.008926132693886757;1.2.1,0.00615688506513834;1.-.-,0.0032912997994571924;1.1.99,0.00011024058039765805"
R12496,"2.3.1,0.9998952150344849;3.1.1,0.00010378252773080021;2.3.3,5.102830868963792e-07;1.2.7,2.164318573250057e-07;6.2.1,1.0791710280955158e-07"
R05783,"3.5.1,0.9995044469833374;3.5.3,0.00027698182384483516;3.5.5,4.9160811613546684e-05;3.2.1,3.0142015020828694e-05;3.4.11,2.288011455675587e-05"
R01181,"5.4.99,0.9879240393638611;2.3.1,0.005458056461066008;1.3.99,0.002922403858974576;5.4.1,0.002445570193231106;2.8.3,0.0006881847511976957"
R01923,"2.3.1,0.9973117113113403;3.1.1,0.002402856480330229;1.2.1,0.00018903857562690973;3.1.2,7.622502744197845e-05;6.2.1,4.560800789477071e-06"
R10609,"2.4.2,0.9998902082443237;2.4.1,7.898949115769938e-05;2.3.1,2.4017348550842144e-05;5.1.3,5.172430519451154e-06;2.4.-,6.198442292770778e-07"
R11848,"4.2.3,0.8696770071983337;4.2.1,0.0939209908246994;5.5.1,0.016846543177962303;3.7.1,0.009788610972464085;3.1.7,0.004172182641923428"
R05084,"1.1.1,0.9999783039093018;1.2.1,1.9756949768634513e-05;1.3.1,8.973915441856661e-07;2.3.1,3.6535510616886313e-07;1.-.-,2.8076669877918903e-07"
R03829,"2.4.1,0.5078933835029602;2.7.7,0.4842638075351715;6.2.1,0.0023801543284207582;2.7.4,0.0009029399952851236;2.7.1,0.0005889303283765912"
R07248,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R06280,"2.1.1,0.6652142405509949;2.5.1,0.1531214565038681;4.3.1,0.1345071643590927;1.-.-,0.0065153674222528934;5.5.1,0.005805322900414467"
R09116,"4.2.3,0.741450309753418;5.5.1,0.2331722229719162;2.4.1,0.011143215931952;5.4.99,0.005267290398478508;2.3.1,0.004949197173118591"
R05415,"1.13.11,0.7585586905479431;1.1.1,0.1408298909664154;1.1.99,0.030768951401114464;1.14.12,0.017059337347745895;1.-.-,0.013090853579342365"
R00434,"4.6.1,0.8670641183853149;3.1.4,0.10802365094423294;2.7.1,0.018792152404785156;3.6.1,0.003550740424543619;6.2.1,0.0006504441262222826"
R09034,"2.3.1,0.9999338388442993;3.1.2,3.6568781069945544e-05;3.1.1,2.5490297048236243e-05;1.2.7,1.6209210116358008e-06;5.4.1,1.2496382169047138e-06"
R13344,"1.4.3,0.5235373377799988;1.21.3,0.16554595530033112;5.4.99,0.11315855383872986;2.4.2,0.05864114686846733;1.11.2,0.044034432619810104"
R05707,"1.5.1,0.9356833696365356;1.14.13,0.024398203939199448;1.19.1,0.01828901469707489;1.6.99,0.008291260339319706;1.14.14,0.007162074092775583"
R11191,"2.1.1,0.9999996423721313;4.1.1,7.77310731336911e-08;1.3.98,7.737016005648911e-08;2.3.1,5.792856327957452e-08;6.3.2,4.4368633211888664e-08"
R03112,"2.1.1,1.0;1.-.-,1.4224679212304636e-09;1.14.13,1.793603460198412e-11;2.3.1,9.192160053961285e-12;1.3.98,3.7614191275570086e-12"
R06846,"1.1.1,0.999226450920105;2.3.1,0.0003839477722067386;1.1.5,0.00011039540549973026;1.3.1,8.028181764530018e-05;2.5.1,3.244551407988183e-05"
R09781,"2.4.2,0.9020369648933411;2.4.1,0.09397710859775543;5.1.3,0.0007996475324034691;2.7.7,0.0007052740547806025;5.4.2,0.0006209511193446815"
R13267,"1.1.1,0.884116530418396;2.3.1,0.1140650287270546;4.2.1,0.0008158641867339611;1.-.-,0.0002915538498200476;1.14.13,0.00023891025921329856"
R03992,"2.3.1,0.6872990727424622;6.2.1,0.30229899287223816;3.1.2,0.006791518535465002;2.3.2,0.002212066203355789;3.4.19,0.00016003377095330507"
R10527,"1.14.11,0.9956704378128052;1.14.20,0.0036877067759633064;1.4.11,0.0002076693344861269;1.1.99,0.00014216540148481727;1.1.5,0.00010104262764798477"
R10186,"3.6.1,0.9325005412101746;3.1.4,0.04503250867128372;3.-.-,0.006043438799679279;3.6.4,0.004738751798868179;3.6.3,0.003198361722752452"
R05720,"1.13.11,0.999987006187439;2.3.1,1.0310654033673927e-05;1.14.12,1.3829790077579673e-06;1.14.13,4.880914161731198e-07;1.14.-,2.9899692322032934e-07"
R04531,"2.7.7,0.4783138036727905;2.4.2,0.38755354285240173;5.1.3,0.056304771453142166;2.3.1,0.05459905415773392;2.4.1,0.014341888949275017"
R00575,"6.3.5,0.9861939549446106;6.3.4,0.013793820515275002;6.4.1,4.977336629963247e-06;6.3.1,3.3155165510834195e-06;2.7.2,2.393277554801898e-06"
R01283,"2.5.1,0.49948495626449585;4.4.1,0.48920363187789917;4.2.1,0.004983910359442234;4.3.1,0.002851317636668682;1.4.1,0.0015076212584972382"
R04776,"2.3.1,0.9999213218688965;6.3.2,3.16189180011861e-05;6.2.1,1.6875279470696114e-05;1.8.4,1.0748310160124674e-05;6.3.-,6.1502241806010716e-06"
R10936,"3.1.2,0.5100224018096924;4.2.1,0.46122100949287415;4.4.1,0.00750201428309083;2.3.1,0.0063705299980938435;1.13.12,0.004176089074462652"
R12828,"1.14.13,0.9401456117630005;1.14.14,0.050698842853307724;1.11.1,0.003936115186661482;1.13.12,0.0016369064105674624;1.14.-,0.000809930672403425"
R09150,"1.1.-,0.9365270137786865;2.3.1,0.021149257197976112;3.1.1,0.015214617364108562;1.1.1,0.006437683943659067;2.4.1,0.004824557341635227"
R07796,"2.3.1,0.7317163348197937;2.8.3,0.24833978712558746;4.2.1,0.019096817821264267;4.1.2,0.0006351616466417909;3.1.2,5.707553282263689e-05"
R12339,"2.4.1,0.9938317537307739;2.7.7,0.00607301015406847;2.4.-,3.7624515243805945e-05;6.2.1,1.2237838745932095e-05;5.1.3,9.132144441537093e-06"
R00331,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R04450,"3.1.2,0.9989118576049805;2.3.1,0.0009141967166215181;6.2.1,4.334076584200375e-05;1.2.1,3.296509385108948e-05;3.1.1,2.7869766199728474e-05"
R11363,"1.14.-,0.7130616307258606;1.14.13,0.19570252299308777;1.97.1,0.03284616023302078;1.13.11,0.011671029031276703;1.14.12,0.009661059826612473"
R03739,"4.1.1,0.9968205690383911;1.14.20,0.001673264428973198;1.17.2,0.00041878229239955544;1.1.98,0.00015480013098567724;1.17.98,0.00010286963515682146"
R02118,"2.4.1,0.99378502368927;2.4.2,0.0037827282212674618;5.1.3,0.0010612262412905693;2.7.7,0.0008542758878320456;1.14.-,7.297290721908212e-05"
R04753,"1.3.1,0.8943567872047424;2.3.1,0.10389497131109238;1.3.99,0.0009226524271070957;1.3.3,0.0003946150536648929;1.1.1,0.00020950294856447726"
R05435,"1.14.12,0.9999294281005859;1.1.1,2.7016674721380696e-05;1.14.13,2.5664345230325125e-05;1.3.1,7.648695827811025e-06;1.11.1,2.572034645709209e-06"
R04649,"2.4.99,0.8211253881454468;3.1.3,0.1252744495868683;2.7.7,0.023213323205709457;2.3.2,0.02229170873761177;3.1.4,0.0020035146735608578"
R13246,"3.1.3,0.657870888710022;4.6.1,0.25042960047721863;3.1.4,0.08688057959079742;3.6.1,0.002843498717993498;2.7.1,0.0005052375490777194"
R11165,"2.1.1,1.0;2.3.1,3.9640588034295376e-10;2.5.1,2.0144333250093904e-12;3.1.1,4.4275122305405257e-13;3.5.1,1.448256526639588e-13"
R03558,"2.4.1,0.9999653100967407;2.7.7,2.0607227270375006e-05;3.2.1,6.967569333937718e-06;3.1.1,2.8629146981984377e-06;2.7.8,7.576996381430945e-07"
R09111,"4.2.3,0.9941529631614685;5.5.1,0.005483363289386034;4.3.2,0.00019300241547171026;5.3.3,8.820566290523857e-05;2.5.1,4.47619277110789e-05"
R10945,"4.2.1,0.9999915361404419;3.1.2,3.7495938158826903e-06;3.5.1,1.7916354408953339e-06;3.4.11,1.3896247992306598e-06;3.4.17,3.77060189293843e-07"
R09590,"2.7.3,0.3564684987068176;6.3.1,0.19174236059188843;6.3.2,0.17550605535507202;6.2.1,0.09807325899600983;2.3.2,0.08403367549180984"
R08098,"5.2.1,0.33180201053619385;2.7.8,0.3064579665660858;2.4.1,0.24507546424865723;1.14.99,0.044607385993003845;2.3.2,0.011736244894564152"
R09529,"2.4.1,0.9986780285835266;2.1.1,0.0011668832739815116;2.7.7,8.543978037778288e-05;2.3.1,2.8659518648055382e-05;5.1.3,1.0155077688978054e-05"
R07415,"1.4.3,0.9975634813308716;1.5.3,0.0015188230900093913;3.5.4,0.0007681401912122965;1.5.99,4.770461600855924e-05;4.1.99,4.566285133478232e-05"
R06886,"1.3.-,0.9995668530464172;1.14.12,0.00011611697846092284;1.1.3,7.492065196856856e-05;4.2.1,5.956454333500005e-05;1.1.99,4.183665078016929e-05"
R12747,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R09391,"1.14.13,0.9974135756492615;2.3.1,0.0011231886455789208;1.1.1,0.0005477543454617262;1.13.12,0.00035636816755868495;6.2.1,0.00014284209464676678"
R08985,"2.1.1,0.9794189929962158;2.4.1,0.008675015531480312;2.7.8,0.005389756057411432;1.14.99,0.0012612680438905954;2.7.4,0.0012480970472097397"
R00493,"2.6.1,0.997122585773468;4.3.1,0.0019224631832912564;1.4.1,0.0008691911934874952;1.4.11,1.9130113287246786e-05;4.1.1,1.286605402128771e-05"
R07672,"5.1.3,0.9966179728507996;2.7.1,0.0012060347944498062;2.7.7,0.0008050506003201008;2.3.1,0.00023740442702546716;2.3.2,0.00016336279804818332"
R08705,"1.1.1,0.9999604225158691;1.8.1,8.418282050115522e-06;1.14.13,7.799653758411296e-06;2.7.1,5.998577307764208e-06;1.-.-,4.2168730942648835e-06"
R13364,"3.1.3,0.9779716730117798;3.6.1,0.014264456927776337;2.7.1,0.006515428423881531;3.1.4,0.0007054296438582242;4.2.3,0.0003270551678724587"
R07940,"2.3.1,0.9958851933479309;4.2.1,0.002366185886785388;1.14.14,0.0007836081786081195;1.14.13,0.00032948923762887716;3.5.1,0.00023846245312597603"
R05227,"2.5.1,0.9966757297515869;4.2.1,0.0031663249246776104;3.1.3,0.00010903404472628608;1.3.1,1.4742101484443992e-05;2.7.1,1.063630679709604e-05"
R08610,"1.14.11,0.9763795733451843;1.14.20,0.021087927743792534;1.2.4,0.0006814365042373538;4.1.1,0.0006558469031006098;1.1.99,0.0003935601271223277"
R10702,"1.14.13,0.9969712495803833;1.14.15,0.0015932639362290502;1.14.14,0.0008816777262836695;1.1.1,0.00015601373161189258;1.14.99,0.00011094367073383182"
R04296,"2.4.1,0.9998935461044312;3.2.1,8.510485349688679e-05;2.7.7,9.884738574328367e-06;5.1.3,4.93073821417056e-06;2.4.2,2.531430482122232e-06"
R07814,"1.14.99,0.9550719261169434;1.13.11,0.0390084832906723;1.17.99,0.00426619965583086;1.14.12,0.0013834983110427856;4.1.99,0.0002213301631854847"
R04100,"5.3.3,0.9983854293823242;1.3.1,0.0011065202997997403;4.2.1,0.00020936345390509814;5.3.2,0.0001357086730422452;1.3.99,6.855371611891314e-05"
R05374,"4.1.1,0.9998452663421631;5.3.2,6.502890755655244e-05;5.3.3,3.640048817032948e-05;3.7.1,1.4916477994120214e-05;1.2.7,1.083904044207884e-05"
