reaction_id,SIMMER_SIMMER pred,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,theia_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_theia_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_ec,merged_output_merged_output_ec,merged_output_ec,ec
14998,3.1.1,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;3.3.2;3.5.1;5.4.99,,,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4,3.1.1,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;3.3.2;3.5.1;5.4.99,,,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4,3.1.1,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;3.3.2;3.5.1;5.4.99,,,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4,3.1.1,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;4.2.3;4.1.99;4.2.2,,,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4,3.1.1,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;4.2.3;4.1.99;4.2.2,,,"3.1.1,0.7657569646835327;4.2.1,0.04178556799888611;3.3.2,0.02265261299908161;3.8.1,0.022005295380949974;3.1.4,0.014216143637895584",3.1.1,3.1.1,,,,3.1.1,,,3.1.1.46,3.1.1.46,3.1.1.46,3.1.1.46,3.1.1.46,3.1.1.46,3.1.1.46
37980,2.1.1,2.1.1.295;2.1.1.329;2.1.1.95;2.1.1.132;2.1.1.201,2.1.1,2.1.1;2.5.1;3.5.4;1.5.8,,,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1.295;2.1.1.329;2.1.1.95;2.1.1.132;2.1.1.201,2.1.1,2.1.1;2.5.1;3.5.4;1.5.8,,,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1.295;2.1.1.329;2.1.1.95;2.1.1.132;2.1.1.201,2.1.1,2.1.1;2.5.1;3.5.4;1.5.8,,,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1.295;2.1.1.329;2.1.1.95;2.1.1.132;2.1.1.201,2.1.1,1.14.15;2.1.1;2.5.1;1.3.7,,,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1.295;2.1.1.329;2.1.1.95;2.1.1.132;2.1.1.201,2.1.1,1.14.15;2.1.1;2.5.1;1.3.7,,,"2.1.1,0.9978023171424866;2.5.1,0.000698898802511394;2.8.4,0.0003945720090996474;3.13.2,0.000339388003339991;1.17.98,0.00019226117001380771",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.295,2.1.1.295,2.1.1.295,2.1.1.295,2.1.1.295,2.1.1.295,2.1.1.295
17998,2.1.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98,2.1.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98,2.1.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98,2.1.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;2.5.1;1.3.8;3.13.2,,,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98,2.1.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;2.5.1;1.3.8;3.13.2,,,"2.1.1,0.997751772403717;2.8.4,0.0005047094891779125;3.13.2,0.0003639715723693371;1.3.98,0.00032031259615905583;1.17.98,0.00021275483595672995",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.151,2.1.1.151,2.1.1.151,2.1.1.151,2.1.1.151,2.1.1.151,2.1.1.151
82216,2.1.1,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,2.1.1;2.5.1;3.13.2;1.3.8,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,2.1.1,2.1.1;2.5.1;3.13.2;1.3.8,,,"2.1.1,0.9981235861778259;2.5.1,0.0005374153261072934;3.13.2,0.000367547880159691;2.8.4,0.00030450872145593166;1.17.98,0.00015332704060710967",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.399,2.1.1.399,2.1.1.399,2.1.1.399,2.1.1.399,2.1.1.399,2.1.1.399
70532,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.212;3.2.1.183;2.4.1.87;2.4.1.312;2.4.1.255;2.4.1.40;2.4.1.147;2.4.1.90,2.4.1,2.4.99;2.8.2;2.4.1;3.1.1,,,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.212;3.2.1.183;2.4.1.87;2.4.1.312;2.4.1.255;2.4.1.40;2.4.1.147;2.4.1.90,2.4.1,2.4.99;2.8.2;2.4.1;3.1.1,,,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.212;3.2.1.183;2.4.1.87;2.4.1.312;2.4.1.255;2.4.1.40;2.4.1.147;2.4.1.90,2.4.1,2.4.99;2.8.2;2.4.1;3.1.1,,,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.212;3.2.1.183;2.4.1.87;2.4.1.312;2.4.1.255;2.4.1.40;2.4.1.147;2.4.1.90,2.4.1,2.4.2;2.7.8;2.4.3;2.7.7,,,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.212;3.2.1.183;2.4.1.87;2.4.1.312;2.4.1.255;2.4.1.40;2.4.1.147;2.4.1.90,2.4.1,2.4.2;2.7.8;2.4.3;2.7.7,,,"2.4.1,0.9976770281791687;2.4.2,0.0012998436577618122;3.2.1,0.0002790587313938886;2.7.7,0.00017851617303676903;2.7.8,0.00017502412083558738",2.4.1,2.4.1,,,,2.4.1,,,2.4.1.222,2.4.1.222,2.4.1.222,2.4.1.222,2.4.1.222,2.4.1.222,2.4.1.222
54065,4.2.3,4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.197;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.172;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.-|4.2.3.162;4.2.3.169;4.2.3.82;4.2.3|4.2.3.-|4.2.3.56;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81;4.2.3.-|4.2.3.104,4.2.3,3.3.2;4.2.3;5.5.1;4.1.99,,,4.2.3;5.5.1;3.1.7;4.2.1;2.5.1,4.2.3,4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.197;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.172;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.-|4.2.3.162;4.2.3.169;4.2.3.82;4.2.3|4.2.3.-|4.2.3.56;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81;4.2.3.-|4.2.3.104,4.2.3,3.3.2;4.2.3;5.5.1;4.1.99,,,4.2.3;5.5.1;3.1.7;4.2.1;2.5.1,4.2.3,4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.197;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.172;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.-|4.2.3.162;4.2.3.169;4.2.3.82;4.2.3|4.2.3.-|4.2.3.56;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81;4.2.3.-|4.2.3.104,4.2.3,3.3.2;4.2.3;5.5.1;4.1.99,,,4.2.3;5.5.1;3.1.7;4.2.1;2.5.1,4.2.3,4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.197;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.172;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.-|4.2.3.162;4.2.3.169;4.2.3.82;4.2.3|4.2.3.-|4.2.3.56;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81;4.2.3.-|4.2.3.104,4.2.3,4.2.3;3.3.2;5.4.4;3.13.2,,,4.2.3;5.5.1;3.1.7;4.2.1;2.5.1,4.2.3,4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.197;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.172;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.-|4.2.3.162;4.2.3.169;4.2.3.82;4.2.3|4.2.3.-|4.2.3.56;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81;4.2.3.-|4.2.3.104,4.2.3,4.2.3;3.3.2;5.4.4;3.13.2,,,"4.2.3,0.997113823890686;5.5.1,0.001465144450776279;3.1.7,0.0006405279273167253;4.2.1,0.000606034358497709;2.5.1,0.00016457869787700474",4.2.3,4.2.3,,,,4.2.3,,,4.2.3.175,4.2.3.175,4.2.3.175,4.2.3.175,4.2.3.175,4.2.3.175,4.2.3.175
28607,1.14.14,1.14.14.38;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.30;1.14.14.108;1.14.99.46;1.14.19.9;1.13.12.24,1.14.14,6.7.1;1.14.17;1.14.14;1.10.3,,,1.14.14;4.3.3;1.19.6;1.5.1;1.14.19,1.14.14,1.14.14.38;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.30;1.14.14.108;1.14.99.46;1.14.19.9;1.13.12.24,1.14.14,6.7.1;1.14.17;1.14.14;1.10.3,,,1.14.14;4.3.3;1.19.6;1.5.1;1.14.19,1.14.14,1.14.14.38;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.30;1.14.14.108;1.14.99.46;1.14.19.9;1.13.12.24,1.14.14,6.7.1;1.14.17;1.14.14;1.10.3,,,1.14.14;4.3.3;1.19.6;1.5.1;1.14.19,1.14.14,1.14.14.38;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.30;1.14.14.108;1.14.99.46;1.14.19.9;1.13.12.24,1.14.14,2.1.3;1.14.15;1.14.17;1.3.7,,,1.14.14;4.3.3;1.19.6;1.5.1;1.14.19,1.14.14,1.14.14.38;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.8;1.14.14.15;1.14.14.46;1.14.19.56;1.5.1.39;1.14.14.30;1.14.14.108;1.14.99.46;1.14.19.9;1.13.12.24,1.14.14,2.1.3;1.14.15;1.14.17;1.3.7,,,"1.14.14,0.9997796416282654;4.3.3,6.156649760669097e-05;1.19.6,5.239067104412243e-05;1.5.1,1.8968166841659695e-05;1.14.19,1.8139744497602805e-05",1.14.14,1.14.14,,,,1.14.14,,,1.14.14.38,1.14.14.38,1.14.14.38,1.14.14.38,1.14.14.38,1.14.14.38,1.14.14.38
55709,2.4.2,2.4.2.60;2.4.2.59;3.2.2.5|3.2.2.6,1.8.1,5.5.1;4.2.1;2.5.1;1.14.13,,,2.3.1;6.3.4;2.5.1;4.4.1;1.8.1,2.4.2,2.4.2.60;2.4.2.59;3.2.2.5|3.2.2.6,1.8.1,5.5.1;4.2.1;2.5.1;1.14.13,,,2.3.1;6.3.4;2.5.1;4.4.1;1.8.1,2.4.2,2.4.2.60;2.4.2.59;3.2.2.5|3.2.2.6,1.14.19,5.5.1;4.2.1;2.5.1;1.14.13,,,2.3.1;6.3.4;2.5.1;4.4.1;1.8.1,2.4.2,2.4.2.60;2.4.2.59;3.2.2.5|3.2.2.6,1.14.19,1.17.7;1.14.15;6.3.3;1.3.7,,,2.3.1;6.3.4;2.5.1;4.4.1;1.8.1,2.4.2,2.4.2.60;2.4.2.59;3.2.2.5|3.2.2.6,1.14.19,1.17.7;1.14.15;6.3.3;1.3.7,,,"2.3.1,0.4717812240123749;6.3.4,0.08733265101909637;2.5.1,0.07198000699281693;4.4.1,0.06172714754939079;1.8.1,0.05915086716413498",2.4.2,1.14.19,,,,1.14.19,,,2.4.2.60,2.4.2.60,2.4.2.60,2.4.2.60,2.4.2.60,2.4.2.60,2.4.2.60
15558,7.2.2,6.3.1.2,7.2.2,1.2.99;1.17.99;1.5.8;1.14.99,,,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5,7.2.2,6.3.1.2,7.2.2,1.2.99;1.17.99;1.5.8;1.14.99,,,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5,7.2.2,6.3.1.2,3.5.4,1.2.99;1.17.99;1.5.8;1.14.99,,,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5,7.2.2,6.3.1.2,3.5.4,1.7.99;7.2.2;7.1.2;2.10.1,,,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5,7.2.2,6.3.1.2,3.5.4,1.7.99;7.2.2;7.1.2;2.10.1,,,"3.6.1,0.301264226436615;3.6.5,0.26519569754600525;3.6.4,0.23680317401885986;5.6.2,0.06314579397439957;6.3.5,0.0255206897854805",7.2.2,7.2.2,,,,7.2.2,,,7.2.2.11,7.2.2.11,7.2.2.11,7.2.2.11,7.2.2.11,7.2.2.11,7.2.2.11
52565,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.3.1,5.3.2;5.3.1;5.3.3;5.1.3,,,5.1.3;5.3.1;1.1.1;4.1.1;4.1.2,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.3.1,5.3.2;5.3.1;5.3.3;5.1.3,,,5.1.3;5.3.1;1.1.1;4.1.1;4.1.2,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.1.3,5.3.2;5.3.1;5.3.3;5.1.3,,,5.1.3;5.3.1;1.1.1;4.1.1;4.1.2,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.1.3,5.3.2;2.2.1;4.1.3;5.1.2,,,5.1.3;5.3.1;1.1.1;4.1.1;4.1.2,5.3.1,5.3.1.35;2.7.1.217;1.1.1.129|1.1.1.45;1.1.1.411;1.1.1.410;1.2.7.5;1.1.1.264;1.1.1.346;5.1.2.7;1.1.1|1.1.1.-|1.1.1.215;4.4.1.21,5.1.3,5.3.2;2.2.1;4.1.3;5.1.2,,,"5.1.3,0.40071091055870056;5.3.1,0.17618706822395325;1.1.1,0.1251405030488968;4.1.1,0.04725983738899231;4.1.2,0.04721458628773689",5.3.1,5.1.3,,,,5.1.3,,,5.3.1.35,5.3.1.35,5.3.1.35,5.3.1.35,5.3.1.35,5.3.1.35,5.3.1.35
