reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
16986,1.3.1.32,1.3.1,2.4.2;2.4.1;2.5.1;3.1.1,1.3.1.32;1.14.19.48;1.6.3.2;1.11.1.21;1.12.1.3|1.12.1.5,1.1.1;1.14.13,1.3.1;1.1.1;1.2.1;1.17.1;1.4.1,1.3.1,1.3.1
17010,6.2.1.26,6.2.1,6.3.2;2.3.2;6.2.1;2.7.7,6.2.1.2;6.2.1.36;6.2.1.14;6.2.1.48;6.2.1.2|6.2.1.3,6.2.1,6.2.1;3.1.2;1.2.1;2.3.1;2.3.3,6.2.1,6.2.1
17150,1.14.14.1,1.14.14,1.14.14;1.14.19;1.14.99;1.14.13,1.13.12.16;1.14.14.33;1.14.14.28;1.14.14.108;1.14.14.3;1.14.14.5;1.14.14.-|1.14.14.13;1.14.14.155;1.14.14.35;1.14.14.21;1.14.14.30;1.14.14.173;1.14.99.46,1.14.14,1.14.14;1.14.19;1.14.99;1.5.1;1.19.6,1.14.14,1.14.14
17198,1.2.3.13,1.14.11,1.14.11;1.14.20;1.13.12;4.1.1,1.13.11.27;1.13.11.46;1.14.14.117;1.13|1.13.12.19;1.14.13.-|1.14.13.168;1.14.20.1;1.13.11.83;1.13.12.24;1.14.13.84;4.1.1.80;1.14.13.64;1.14.11|1.14.11.2|1.14.11.57;1.14.11.9;1.14.11.23|1.14.20.6;1.14.11.8;1.14.11.22|1.14.20.5;1.14.11.17;1.14.11.31,4.1.1,1.13.11;4.1.1;1.14.11;1.13.12;1.14.20,1.13.11,1.13.11
17210,3.5.2.18,3.5.1,4.3.1;3.5.4;3.5.5;3.3.2,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,5.3.3,3.5.1;4.2.1;3.4.13;3.5.2;3.4.19,3.5.1,3.5.1
17258,1.14.14.104,1.14.14,1.14.14;1.14.19;1.14.12;1.14.13,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.8;1.14.14.15;1.14.19.56;1.14.14.46;1.5.1.39;1.14.14.104;1.14.14.108;1.14.99.46;1.14.14.30;1.14.19.9;1.13.12.16;1.14.14.33,1.14.14,1.14.14;1.14.19;1.5.1;1.19.6;1.17.8,1.14.14,1.14.14
17382,5.2.1.5,5.4.4,5.2.1;5.3.3;5.3.2;5.1.1,3.1.1.4,5.3.3;1.14.19,5.3.3;1.13.11;5.2.1;1.14.19;2.8.3,5.3.3,5.3.3
17390,1.1.1.250,1.1.1,1.1.1;1.3.1;1.2.1;2.4.1,1.1.1.14|1.1.1.56;1.1.1.14|1.1.1.9;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.12;1.1.1.11;1.1.1|1.1.1.10|1.1.1.405;1.1.1.287;1.1.1.301;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.1.1,1.1.1;5.3.1;5.1.3;1.17.1;1.4.1,1.1.1,1.1.1
17402,4.2.1.83,4.2.1,4.2.1;4.1.99;1.13.12;4.3.1,4.2.1.83;4.2.1.80;6.3.2.27;5.3.3.10;5.3.2.8|5.3.3.16;4.2.1.3|4.2.1.4;2.3.3.8|4.1.3.6;2.3.3.1|2.3.3.14|2.3.3.16|2.3.3.3|4.1.3.7;2.3.3.1,5.5.1,4.2.1;4.1.3;5.3.2;3.7.1;2.3.3,4.2.1,4.2.1
17442,2.6.1.3,2.6.1,2.6.1;2.2.1;4.1.2;4.4.1,2.6.1.1;2.6.1.15;2.6.1|2.6.1.42,2.6.1,2.6.1;1.14.11;5.4.3;6.3.2;4.1.1,2.6.1,2.6.1
17478,2.1.1.132,2.1.1,2.1.1;2.3.1;3.5.4;2.5.1,2.1.1.132;2.1.1.133;2.1.1.151;2.1.1.196;2.1.1.107,,2.1.1;2.5.1;1.17.98;1.3.98;2.8.4,2.1.1,2.1.1
17510,3.5.99.2,3.5.4,3.1.1;3.3.2;3.1.2;3.5.1,2.5.1.2;2.5.1.3,,2.5.1;4.2.1;1.14.19;3.1.3;3.6.1,2.5.1,2.5.1
17518,3.5.1.55,3.5.1,3.5.3;3.4.13;3.5.1;3.4.19,3.5.1.82;3.5.1.133;3.5.1.15;3.5.1.83;2.6.1.57;6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.31;3.5.1.14;2.3.1.1|2.3.1.183|6.3.4.16,3.5.1,3.5.1;3.4.13;3.4.17;3.5.2;4.2.1,3.5.1,3.5.1
17642,4.1.1.19,4.1.1,1.2.1;3.1.1;4.1.1;7.2.4,4.1.1.17|4.1.1.19|4.1.1.86,4.1.1,4.1.1;2.6.1;5.4.3;1.13.12;6.3.2,4.1.1,4.1.1
17758,4.1.1.57,4.1.1,7.2.4;4.1.1;1.5.1;1.2.1,4.1.1.86;4.1.1.17|4.1.1.19|4.1.1.86,4.1.1,4.1.1;5.4.3;2.6.1;1.13.12;1.17.98,4.1.1,4.1.1
17766,5.4.2.4,5.4.2,3.1.1;2.7.7;2.5.1;3.6.1,5.4.2.4;3.1.3.9;2.7.1.106;3.6.1.7,3.1.3,2.7.2;3.1.1;3.7.1;1.2.1;4.1.1,5.4.2,5.4.2
17770,1.14.15.7,1.14.15,1.14.19;1.14.14;1.11.1;1.14.12,1.14.15.7;1.14.11.72;1.14.11.1;1.14.12.3;1.14.12.-|1.14.12.26;1.14.12|1.14.12.12;1.14.12.7;1.14.12.19;1.14.12.10;1.14.12.18;1.14.12.15;1.14.11|1.14.11.-|1.14.11.13;1.14.11|1.14.11.-|1.14.11.15;1.13.11.-|1.14.12.-|1.14.12.25;1.14.13.208;1.13|1.13.12.19;1.13.11.34;1.13.11|1.13.11.12|1.13.11.33,5.1.1,1.14.15;1.14.19;1.17.7;1.6.1;1.97.1,1.14.15,1.14.15
17862,5.3.1.21,4.1.2,4.2.99;5.3.3;4.1.2;5.4.99,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,1.14.15,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1,4.1.2,4.1.2
17866,1.5.1.34,1.5.1,2.5.1;2.1.1;2.4.1;1.19.1,1.5.1.34;1.14.13.225|1.6.3.1;1.8.1.9;1.14.13.25;1.12.1.3|1.12.1.5;1.6.3.2,1.5.1;1.14.13,1.5.1;1.1.1;1.17.1;1.12.1;1.3.1,1.5.1,1.5.1
17942,4.2.1.99,4.2.1,4.2.1;1.13.11;4.3.1;4.1.99,4.1.3.1|4.1.3.30;4.2.1.79;4.2.1.117;4.2.1.85;1.1.1.37,4.2.1,4.2.1;4.1.3;2.3.3;1.17.99;5.5.1,4.2.1,4.2.1
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17990,2.7.11.1,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11
17998,2.1.1.151,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,2.1.1.151;2.1.1.132;2.1.1.271;2.1.1.289;2.1.1.130;2.1.1.131;2.1.1.11;2.1.1.163,2.1.1,2.1.1;2.8.4;3.13.2;1.3.98;1.17.98,2.1.1,2.1.1
18378,2.7.1.87,2.7.1,2.7.1;2.7.7;2.8.2;2.7.4,2.7.1.72;2.3.1.193;6.3.2.25;6.3.1.14|6.3.2.22;6.3.2.29;6.3.2.60|6.3.2.M4;6.3.2.-|6.3.2.43;6.3.4.14;6.3.4.14|6.4.1.1;6.3.4.3,2.7.1,2.7.1;2.7.4;2.7.7;2.7.11;2.7.6,2.7.1,2.7.1
18466,1.13.11.30,1.13.11,4.2.1;1.13.12;5.3.3;1.13.11,1.13.11.-|1.13.11.29;1.13.11.15;1.13.11.2;1.14.18.1;1.13.11.8;1.13.11.25;1.10.3|1.10.3.1|1.14.18.1;1.13.11.16;1.13.11.39,1.13.11,1.13.11;1.14.18;1.10.3;4.1.99;5.3.2,1.13.11,1.13.11
18562,1.3.1.70,1.3.1,2.4.2;2.4.1;1.3.1;3.1.1,1.3.1.70;1.14.13.72;1.6.3.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.7.1.14;1.1.1.417;1.3.1.22;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.170;1.1.1.146;1.3.1.72;1.1.1.62,1.3.1;1.1.1,1.3.1;1.1.1;1.17.1;1.5.1;1.18.1,1.3.1,1.3.1
18614,1.14.99.15,1.14.99,1.11.2;1.11.1;1.2.99;4.2.3,1.14.99.15;1.14.14.1,2.1.1,1.14.19;1.14.99;1.21.3;1.14.13;1.16.3,1.14.99,1.14.99
18646,2.5.1.44,2.5.1,2.1.1;3.5.4;2.5.1;2.3.1,2.5.1.44;2.5.1.44|2.5.1.45|2.5.1.46;2.5.1.16;1.5.3.13|1.5.3.16|1.5.3.17,2.5.1,4.3.1;1.5.1;3.5.99;1.5.3;3.5.1,2.5.1,2.5.1
18658,1.1.1.81,1.1.1,1.3.1;1.1.1;1.2.1;1.5.1,1.1|1.1.1.26|1.1.1.27|1.1.1.28|1.1.1.29|1.1.1.387|1.1.1.81,1.1.1,1.1.1;1.4.1;1.17.1;1.12.1;1.2.1,1.1.1,1.1.1
18750,1.8.1.8,1.8.1,1.8.1;7.2.1;2.1.1;1.8.98,1.2.1.50;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.8.1,1.8.1;1.12.1;1.2.1;1.6.3;1.16.1,1.8.1,1.8.1
18774,2.1.1.247,2.1.1,2.5.1;2.1.1;4.2.3;1.3.7,2.1.1.251;2.1.1.247|2.1.1.248;2.1.1.247|2.1.1.249;2.1.1.-|2.1.1.247|2.1.1.250;2.1.1.86;2.1.1.246|2.1.1.247|2.1.1.251|2.1.1.253;2.1.1.-|2.1.1.246|2.1.1.90;2.1.1|2.1.1.10;1.8.1.5;4.4.1.23;1.8.98.5;1.8.98.1;1.8.98.4;1.8.7.3;2.1.1.9;2.1.1.5,2.1.1,2.1.1;2.8.4;2.5.1;3.13.2;2.3.1,2.1.1,2.1.1
18858,1.14.14.138,1.14.14,1.14.14;1.19.6;1.17.8;1.14.12,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.14.15;1.14.19.56;1.5.1.39;1.14.14.8;1.14.14.57;1.14.14.138;1.14.14.108;1.14.14.5;1.14.14.30;1.14.99.46;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.19;1.5.1;1.14.99;1.19.6,1.14.14,1.14.14
18966,4.2.1.75,4.2.1,1.1.3;1.11.2;1.21.3;1.11.1,1.3.3.3|1.3.3.4|4.1.1.37|4.2.1.75,,4.2.1;2.5.1;3.1.3;3.2.1;1.14.13,4.2.1,4.2.1
18970,4.1.1.106,4.1.1,1.17.9;1.2.2;1.21.98;1.17.2,4.2.1.104;3.5.1.110|4.2.1.104;4.1.1.47;4.1.1.1,1.17.98,4.1.1;1.17.98;3.1.1;1.2.99;1.2.2,4.1.1,4.1.1
19030,3.5.1.54,3.5.1,3.5.3;1.13.12;1.13.11;1.2.3,6.3.4.6;6.3.3.5;3.5.1.87;3.5.1.77;3.5.1.110|4.2.1.104,,3.5.1;3.5.2;3.5.5;1.13.12;3.5.3,3.5.1,3.5.1
19042,1.14.14.29,1.14.14,1.14.14;1.14.12;1.14.19;1.14.13,1.14.14.28;1.14.14.3;1.14.14.13;1.14.14.5;1.14.14.46;1.14.14.15;1.14.19.56;1.5.1.39;1.14.14.8;1.14.14.29;1.14.14.23;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16,1.14.14,1.14.14;1.14.19;1.19.6;1.5.1;1.14.99,1.14.14,1.14.14
19102,1.1.1.165,1.1.1,1.3.1;1.1.1;1.5.1;2.4.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.14.12.12;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5,1.14.12;1.1.1,1.1.1;1.2.1;1.17.1;1.12.1;1.3.1,1.1.1,1.1.1
19126,2.6.1.45,2.6.1,2.2.1;2.6.1;2.8.3;4.1.2,2.6.1.7;2.6.1.35;2.6.1.39|2.6.1.73;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.44|2.6.1.45|2.6.1.7;5.3.1.22;1.4.3.19;2.6.1.51;3.4.11.1|3.4.11.2|3.4.11.23|3.4.11.5|3.4.13.-;3.4.13.23,,2.6.1;4.1.3;5.4.3;4.1.1;4.3.1,2.6.1,2.6.1
19158,4.2.1.82,4.2.1,4.2.1;4.1.99;4.3.1;5.5.1,4.2.1.5|4.2.1.68;4.2.1.25;4.2.1.82;4.2.1.140|4.2.1.39|4.2.1.6;4.2.1.140|4.2.1.39|4.2.1.82;4.2.1.68|4.2.1.7;4.2.1.146|4.2.1.68;5.5.1.25;4.2.1.90;1.1.1.69;1.1.1.264;1.1.1.346;4.2.1.9,4.2.1,4.2.1;5.1.3;3.2.1;4.1.2;3.7.1,4.2.1,4.2.1
19270,6.2.1.31,6.2.1,2.8.2;6.2.1;1.8.99;2.3.2,6.2.1.37;6.2.1.65|6.2.1.ak;6.2.1.32;6.2.1.33;6.2.1.27;6.2.1.2|6.2.1.30;6.2.1.1,6.2.1,6.2.1;2.7.7;2.3.1;2.7.4;2.5.1,6.2.1,6.2.1
19342,1.14.15.3,1.14.19,1.14.18;1.14.99;1.16.3;1.17.99,1.14.15.3;1.14.13.230;1.14.13.30|1.14.14.94;1.16.3.2;1.14.-.-|1.14.14.80;1.14.14.177;1.14.14.129;1.14.14.-|1.14.14.1,,1.14.19;1.14.18;1.1.2;1.16.3;1.14.13,1.14.19,1.14.19
19386,2.4.1.219,2.4.1,2.4.2;2.4.99;2.4.1;3.1.1,2.4.1.219;2.4.1.202;2.4.1.354;2.4.1.85;2.4.1.324;2.4.1.-|2.4.1.323;2.4.1.38|2.4.1.90;2.4.1.239;2.4.1.210;2.4.1.-|2.4.1.297;2.4.1.173;2.4.1.-|2.4.1.284;2.4.1.22;2.4.1.245;2.4.1.-|2.4.1.266;2.4.1.87;2.4.1.338;2.4.1.15,2.4.1,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1,2.4.1
19394,2.6.1.71,2.6.1,2.2.1;2.8.3;2.6.1;4.1.2,2.6.1.13;2.6.1.-|2.6.1.113|2.6.1.29;2.6.1.-|2.6.1.19|2.6.1.96;2.6.1.21;2.6.1.18;2.6.1.105;2.6.1.77,2.6.1,2.6.1;4.1.2;1.4.3;2.3.1;4.1.3,2.6.1,2.6.1
19398,6.3.2.5,6.3.2,6.3.3;4.1.99;1.1.98;1.5.8,6.3.2|6.3.2.5|6.3.2.51;6.3.2.26;6.3.2.11;6.3.-.-|6.3.2.52;6.3.2.38;6.3.2.57;6.3.2.39;6.3.2.14;6.3.1.14;6.3.3.4;6.3.2.36;3.6.1|3.6.1.-|3.6.1.65|3.6.1.8|3.6.1.9,6.3.2,6.3.2;6.3.1;6.3.4;3.5.2;6.3.3,6.3.2,6.3.2
19430,2.7.11.15,2.7.11,3.1.1;3.1.4;2.3.2;3.1.2,2.7.2.2;2.7.1.40;6.3.2.42;6.3.4.20,2.7.11,2.7.11;2.7.4;2.7.1;2.7.2;2.7.6,2.7.11,2.7.11
19626,2.1.2.1,4.1.2,4.1.2;4.1.3;2.1.2;4.2.1,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2,4.1.2,4.1.2
19626,2.1.2.1,4.1.2,4.1.2;4.1.3;2.1.2;4.2.1,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2,4.1.2,4.1.2
19626,2.1.2.1,4.1.2,4.1.2;4.1.3;2.1.2;4.2.1,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;2.6.1;4.1.2;4.3.1;2.1.2,4.1.2,4.1.2
19666,1.3.1.62,1.3.1,2.4.2;2.4.1;1.3.1;1.1.1,1.3.99.3;1.3.1.9;1.1.1|1.3.1.44;1.3.1.38;1.3.1.93;2.3.1.119,1.3.1,1.3.1;1.1.1;1.2.1;2.5.1;1.17.1,1.3.1,1.3.1
19810,3.5.1.116,3.5.1,3.5.3;3.5.1;3.5.4;3.5.5,3.5.1.87;3.5.1.77;3.5.1.6;3.5.1.20;6.3.3.5;3.5.3.9;3.5.1.110|4.2.1.104,4.3.2;4.1.1,3.5.1;4.3.2;4.2.1;3.5.2;3.5.3,3.5.1,3.5.1
19862,1.1.1.147,1.1.1,1.1.1;1.2.1;1.3.1;2.4.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1,1.1.1,1.1.1
19966,4.4.1.3,2.1.1,4.1.99;4.1.1;5.5.1;3.5.1,4.4.1.14;1.2.1.3|1.2.1.8,,2.5.1;2.1.1;1.17.98;1.3.98;4.1.99,2.1.1,2.1.1
20014,2.1.3.2,2.1.3,2.1.3;4.1.1;4.1.99;1.4.7,2.1.3.2,,2.1.3;3.5.2;6.3.4;3.5.1;6.3.2,2.1.3,2.1.3
20030,1.1.1.273,1.1.1,1.1.1;1.3.1;1.2.1;2.8.2,1.6.3.2;1.12.1.3|1.12.1.5;1.3.1.36;1.8.1.9;1.14.13.240;1.5.1.40;1.3.1.77;1.1.1.318;1.3.1.20,1.1.1,1.1.1;1.3.1;1.2.1;1.17.1;2.7.1,1.1.1,1.1.1
20074,4.1.2.42,4.1.2,4.1.2;4.1.3;4.2.1;2.1.2,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;4.2.1;4.1.2;4.3.1;2.1.2,4.1.2,4.1.2
20098,4.2.1.8,4.2.1,4.2.1;4.3.1;4.1.2;4.1.99,4.2.1.140|4.2.1.39|4.2.1.6;4.2.1.140|4.2.1.39|4.2.1.82;4.2.1.146|4.2.1.68;4.2.1.68|4.2.1.7;1.1.1.69;1.1.1.264;4.3.1.9;5.5.1.25;4.2.1.162;1.1.99.3;1.1.1|1.1.1.215;4.2.1.12;4.2.1.90;1.1.1.45;4.2.1.25;4.2.1.5|4.2.1.68;1.1.1.58,4.2.1,4.2.1;5.1.2;4.1.2;4.1.3;3.2.1,4.2.1,4.2.1
20130,3.2.2.4,3.2.2,3.2.1;3.1.4;2.4.2;3.1.1,2.4.2.57;2.4.2.7|2.4.2.8,3.2.2,3.2.2;2.4.2;2.7.8;3.2.1;3.1.4,2.4.2,3.2.2
20150,1.14.14.55,1.14.14,1.14.14;1.17.8;1.19.6;1.14.12,1.14.14.13;1.14.14.28;1.14.14.3;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.46;1.14.14.8;1.5.1.39;1.14.14.55;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9;1.14.14.12,1.14.14,1.14.14;1.14.19;1.5.1;1.14.99;1.19.6,1.14.14,1.14.14
20162,2.4.1.82,2.4.1,2.4.1;2.4.2;3.1.1;2.8.3,2.4.1.82;2.4.1.67;2.4.1.123;2.7.1.69;3.2.1.70;2.4.1.140;2.4.1.13;5.4.99.11;2.4.1.10;3.2.1.20|3.2.1.70,2.4.1;3.2.1,2.4.1;5.4.99;5.1.3;3.2.1;2.4.2,2.4.1,2.4.1
20202,5.1.1.11,7.4.2,1.16.99;1.17.2;1.17.98;4.7.1,6.3.-.-|6.3.2.52;6.3.1.1|6.3.5.4,3.6.1,3.6.1;6.3.2;2.7.7;2.7.4;6.1.1,3.6.1,3.6.1
20222,6.3.4.3,6.3.4,6.3.2;2.1.3;6.3.4;6.3.3,6.3.4.3,6.3.4,6.3.4;2.1.2;6.3.3;6.3.2;2.7.4,6.3.4,6.3.4
20338,3.1.6.17,3.1.6,3.1.6;3.12.1;4.99.1;3.13.2,2.7.7.5;3.1.6.2;3.1.6.13;4.2.1.126,,3.1.6;3.6.2;3.1.1;3.8.1;1.2.98,3.1.6,3.1.6
