Reaction ID,Theia
R03681,"2.4.1,0.9998100399971008;2.4.2,0.00015025149332359433;3.2.1,1.4686831491417252e-05;2.7.7,1.0018175998993684e-05;4.1.3,2.625187562443898e-06"
R04789,"1.14.13,0.995572566986084;1.14.14,0.004074393305927515;1.14.-,0.00021960728918202221;1.14.99,9.411006612936035e-05;1.13.12,2.521886744943913e-05"
R04277,"3.1.1,0.9952979683876038;1.13.11,0.0028970870189368725;1.3.2,0.0006406597094610333;1.2.3,0.00042095943354070187;1.4.-,0.0001553151960251853"
R10006,"4.2.3,0.9999995231628418;5.5.1,3.826692136499332e-07;4.3.2,1.5337900549639016e-07;2.5.1,1.3526196163127224e-08;4.2.1,7.474406871210704e-09"
R12124,"2.3.1,0.9617845416069031;2.7.1,0.03488161042332649;3.1.1,0.0029269030783325434;2.1.1,0.00038992599002085626;3.1.3,8.92304251465248e-06"
R07150,"1.1.1,0.985713005065918;1.2.1,0.008285176940262318;4.2.1,0.0007643690332770348;1.14.13,0.0007501619402319193;1.8.1,0.0005839487421326339"
R07060,"1.1.1,0.9999731779098511;1.8.1,5.972589860903099e-06;1.-.-,4.9636487347015645e-06;1.3.1,4.880863343714736e-06;1.14.13,1.655061623750953e-06"
R02620,"1.2.1,0.9993659853935242;1.3.1,0.00044554457417689264;2.3.1,0.00016676814993843436;1.1.1,6.772344477212755e-06;1.6.99,2.726756065385416e-06"
R11207,"6.3.1,0.6478748321533203;6.3.2,0.08441947400569916;2.3.2,0.06992325186729431;6.2.1,0.052147895097732544;2.7.3,0.04938556253910065"
R12011,"2.1.1,0.999997615814209;2.-.-,1.1961726613662904e-06;2.5.1,2.0017368740354868e-07;1.3.98,1.7769077942375588e-07;4.3.3,9.705186698738544e-08"
R13022,"1.7.1,0.6910797953605652;1.5.1,0.23443104326725006;1.4.1,0.019383789971470833;1.4.3,0.01700759120285511;1.1.1,0.007413019426167011"
R08512,"2.5.1,0.7516918778419495;2.1.1,0.15717041492462158;5.3.3,0.059340305626392365;4.4.1,0.011475570499897003;1.8.4,0.010419689118862152"
R13228,"4.2.3,0.9836727976799011;4.2.1,0.014971408061683178;5.4.4,0.0004649708280339837;1.14.15,0.00018896990513894707;2.3.3,0.00017420033691450953"
R07939,"1.14.13,0.48722198605537415;1.13.12,0.42021551728248596;1.14.14,0.08586850017309189;1.3.98,0.002237207256257534;1.5.1,0.0012112257536500692"
R06278,"2.1.1,0.9034016132354736;2.5.1,0.0951836034655571;2.7.1,0.0007227257010526955;2.6.1,0.00040311264456249774;1.14.12,0.0001204139698529616"
R12208,"3.2.1,0.9999983310699463;2.4.1,1.6814415175758768e-06;3.1.4,2.5627381106119174e-08;3.4.11,1.3503650642121556e-08;3.1.1,1.100056667979743e-08"
R06437,"5.1.3,0.6980050802230835;2.7.8,0.0669204518198967;5.3.3,0.05098079517483711;2.7.7,0.04152417927980423;5.3.2,0.018420331180095673"
R04455,"1.12.98,0.9949207901954651;3.5.4,0.001808525761589408;1.5.1,0.0016032203566282988;1.5.98,0.000800692941993475;1.5.99,0.00020857842173427343"
R11339,"1.1.1,0.9999327659606934;2.3.1,6.209166895132512e-05;2.4.1,1.5130227666304563e-06;2.7.1,9.411493806510407e-07;1.-.-,8.943903253566532e-07"
R11876,"1.8.1,0.9522491097450256;1.8.4,0.02823738567531109;1.6.4,0.00856492668390274;1.6.2,0.0035280860029160976;1.6.5,0.0014507557498291135"
R08240,"1.1.1,0.985414981842041;2.3.1,0.010168286971747875;1.2.1,0.001933301449753344;1.17.1,0.0009521548054181039;1.3.1,0.0009405419114045799"
R12018,"1.14.19,0.9999926090240479;1.14.13,5.363966920413077e-06;1.14.18,1.7242665535377455e-06;1.14.-,1.1613336425853049e-07;1.14.99,4.8493838278318435e-08"
R08676,"2.4.1,0.9984827637672424;5.4.99,0.0015090368688106537;6.2.1,1.3409643315753783e-06;2.7.7,1.16547892048402e-06;2.4.2,9.53659593960765e-07"
R12079,"2.3.2,0.9894347786903381;2.5.1,0.0067914254032075405;3.5.1,0.0019296546233817935;4.3.1,0.0007532000890932977;1.14.-,0.00031638756627216935"
R00230,"2.3.1,0.8539416790008545;6.2.1,0.12316929548978806;2.7.2,0.0070276823826134205;3.1.2,0.005170702002942562;2.3.3,0.004605296533554792"
R00529,"2.8.2,0.9985330104827881;2.7.7,0.0010807268554344773;2.7.1,0.00022782935411669314;6.2.1,3.862724042846821e-05;1.8.4,2.9684568289667368e-05"
R11203,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R06279,"2.8.2,0.8504493832588196;2.1.1,0.09701406955718994;2.5.1,0.029987135902047157;2.7.8,0.008418031968176365;4.3.1,0.0074891806580126286"
R13346,"1.3.1,0.6348098516464233;1.3.99,0.24459725618362427;1.-.-,0.11942771822214127;4.2.1,0.0003676175547298044;1.14.14,0.000303070672089234"
R11849,"4.2.1,0.5471923351287842;4.2.3,0.4261716902256012;5.5.1,0.024663124233484268;4.3.2,0.0017500811954960227;4.3.1,5.4125273891258985e-05"
R09089,"2.6.1,0.9999579191207886;1.1.1,4.025625821668655e-05;2.3.1,9.849073876466719e-07;1.1.2,4.288759782866691e-07;1.1.99,2.7831717375192966e-07"
R04881,"2.1.1,1.0;1.-.-,2.0975288292281874e-13;2.5.1,1.2917885179239679e-14;2.3.1,1.1789989659203009e-14;6.3.2,6.920673378178841e-15"
R08083,"1.1.1,0.9987747073173523;1.3.1,0.0005514019285328686;1.2.1,0.0005009353626519442;2.3.1,6.687216955469921e-05;1.5.1,2.3036707716528326e-05"
R02832,"1.1.1,0.9999550580978394;1.3.1,3.401377398404293e-05;1.2.1,4.165910468145739e-06;2.3.1,3.2108694085764e-06;1.-.-,1.666854473114654e-06"
R06788,"1.13.11,0.9354337453842163;3.7.1,0.0350867435336113;4.2.1,0.017558611929416656;5.3.2,0.0030891576316207647;1.-.-,0.0029386121314018965"
R00617,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R00278,"1.4.3,0.7785088419914246;1.1.3,0.21575795114040375;1.-.-,0.0035179706756025553;1.11.1,0.0004554283223114908;1.11.2,0.0003142076311632991"
R01437,"4.1.1,0.6431335210800171;2.6.1,0.32402101159095764;2.3.1,0.013151014223694801;4.3.1,0.011361760087311268;4.3.2,0.001396479201503098"
R12004,"5.5.1,0.9999974966049194;4.2.1,8.5826582107984e-07;4.5.1,7.243994559757994e-07;1.3.-,2.1700731167584308e-07;4.1.2,1.5026139976725972e-07"
R02732,"2.7.1,0.9946985244750977;3.1.3,0.004262502305209637;2.7.7,0.0010047047398984432;2.7.4,2.3413409508066252e-05;5.1.3,4.156891009188257e-06"
R06913,"4.1.2,0.8110403418540955;4.2.1,0.1838747262954712;4.4.1,0.0024719792418181896;4.5.1,0.0008608534699305892;4.1.99,0.00048186889034695923"
R08896,"1.1.3,0.9999544620513916;1.1.99,4.06789367843885e-05;1.8.3,3.116519792456529e-06;1.21.3,9.697372433947749e-07;1.1.5,1.7842549482338654e-07"
R06804,"2.4.1,0.9907076358795166;2.4.2,0.009199338033795357;2.3.1,4.865755545324646e-05;3.2.1,1.7736458175932057e-05;2.7.7,1.4682375876873266e-05"
R03410,"2.1.1,0.9999997615814209;2.3.1,1.9347035618011432e-07;6.3.2,1.4615031407316792e-10;2.5.1,8.56813578420379e-11;2.7.8,1.9075005464053163e-11"
R01326,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R03530,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R08960,"1.1.1,0.9992032647132874;1.3.1,0.0005871293251402676;2.3.1,7.57325833546929e-05;1.14.13,4.3696101784007624e-05;1.-.-,2.9710981834796257e-05"
R02471,"1.1.1,0.999982476234436;1.1.5,7.680863745918032e-06;1.2.1,3.629196953625069e-06;1.-.-,2.321696001672535e-06;1.1.-,1.1810109299403848e-06"
R00697,"4.3.1,0.9997788071632385;3.5.5,4.361507672001608e-05;2.1.2,4.137828727834858e-05;4.1.99,2.6900748707703315e-05;4.2.1,1.9379227524041198e-05"
R04018,"3.2.1,0.6510512828826904;3.5.1,0.348940908908844;3.5.3,4.23963774665026e-06;2.4.1,2.8557219593494665e-06;3.1.1,1.953656436626261e-07"
R13044,"4.2.1,0.6804250478744507;5.4.4,0.2969125807285309;1.13.11,0.015450207516551018;1.14.99,0.0017582890577614307;5.3.3,0.0014768210239708424"
R03051,"1.1.1,0.9999817609786987;1.14.13,1.27532430269639e-05;1.-.-,3.098027491432731e-06;1.1.5,1.114933525059314e-06;2.2.1,2.8424474862731586e-07"
R13002,"2.4.1,0.9999963045120239;2.7.1,2.3395070911647053e-06;3.1.3,8.947432093009411e-07;2.4.2,2.909610543611052e-07;2.7.3,1.781862408734014e-07"
R08174,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R01919,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R09256,"2.3.1,0.9999043941497803;6.2.1,8.28252814244479e-05;3.1.1,2.965583689729101e-06;3.1.2,1.9638039248093264e-06;1.2.1,1.9342101040820125e-06"
R00709,"1.1.1,0.9998464584350586;1.2.1,7.835828000679612e-05;1.3.1,1.8792505215969868e-05;1.2.4,1.3242596651252825e-05;1.5.1,1.2024060197290964e-05"
R02284,"3.5.2,0.9889045357704163;3.4.17,0.008333376608788967;1.3.98,0.0005421497044153512;4.3.2,0.0005073512438684702;3.4.22,0.0001838023163145408"
R04510,"5.4.99,0.9998378753662109;4.2.1,7.770549564156681e-05;5.4.1,4.5573189709102735e-05;5.5.1,1.172421525552636e-05;5.3.3,8.262597475550137e-06"
R01417,"2.7.3,0.9999873638153076;3.5.1,3.5968944303022e-06;3.9.1,2.1466325961227994e-06;6.3.1,1.451982939215668e-06;3.-.-,1.3455373846227303e-06"
R07168,"1.5.1,0.9993910789489746;2.1.1,0.00013285667228046805;1.8.1,0.0001234629307873547;1.6.2,4.595105201588012e-05;1.19.1,4.092029485036619e-05"
R01560,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R11265,"1.1.1,0.8765019774436951;1.-.-,0.019929667934775352;1.3.1,0.017922183498740196;1.8.1,0.01717367209494114;1.6.5,0.015832072123885155"
R05318,"1.9.99,0.7875447273254395;1.7.2,0.11840730905532837;1.1.2,0.031316522508859634;1.9.98,0.028310095891356468;1.8.2,0.027581308037042618"
R03033,"4.2.1,0.988596498966217;5.3.99,0.004134078975766897;2.5.1,0.002474813023582101;1.1.99,0.0011621686862781644;1.1.1,0.0009841277496889234"
R00519,"1.17.1,0.5613240003585815;1.1.1,0.2560158371925354;1.3.1,0.07392096519470215;1.3.98,0.020941106602549553;1.6.99,0.014885198324918747"
R02257,"1.1.1,0.8513119220733643;1.3.1,0.12676341831684113;1.2.1,0.01771366409957409;2.3.1,0.003522216808050871;4.1.2,0.0003275648632552475"
R06270,"1.3.-,0.7756911516189575;1.3.98,0.20892900228500366;1.21.98,0.005978513974696398;1.3.1,0.00458670174703002;6.6.1,0.0008901993278414011"
R12568,"2.7.7,0.74260014295578;2.7.1,0.09708835184574127;2.4.99,0.08315200358629227;2.3.2,0.0351102277636528;2.7.4,0.015109989792108536"
R01717,"5.4.4,0.7771037220954895;5.4.99,0.14078247547149658;3.3.2,0.044003210961818695;5.5.1,0.008112188428640366;5.2.1,0.005237946752458811"
R12853,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R02948,"4.1.1,0.8039003014564514;1.1.1,0.11830872297286987;2.3.1,0.047833651304244995;5.1.2,0.011967961676418781;2.2.1,0.010264640673995018"
R13048,"2.8.2,0.9976474642753601;2.7.7,0.0015141406329348683;2.7.8,0.0007380858878605068;1.8.4,3.030963671335485e-05;2.3.1,2.2153486497700214e-05"
R08266,"1.14.13,0.9877045154571533;1.14.14,0.012233810499310493;1.5.1,1.7629081412451342e-05;4.2.1,1.4676631508336868e-05;1.14.15,1.134994272433687e-05"
R03354,"3.5.1,0.9429160356521606;2.3.1,0.05623617395758629;2.4.2,0.0002811855520121753;2.1.2,0.00013497374311555177;6.3.4,8.16344836493954e-05"
R09769,"5.3.1,0.9999696016311646;2.4.1,8.558165063732304e-06;1.1.3,6.059591214579996e-06;5.4.2,4.32830302088405e-06;3.2.1,3.4426918773533544e-06"
R05175,"5.1.1,0.999843955039978;2.6.1,7.726651529083028e-05;2.3.1,1.998505467781797e-05;4.3.1,1.4030112652108073e-05;5.1.99,8.799846909823827e-06"
R07399,"2.3.3,0.9712188839912415;4.1.3,0.01425171084702015;2.3.1,0.009214530698955059;4.4.1,0.002885030349716544;4.2.1,0.0013057945761829615"
R07779,"1.14.13,0.9924375414848328;1.14.18,0.0057030958123505116;1.14.19,0.00046472373651340604;1.14.14,0.0003663356474135071;1.14.15,0.0003127843083348125"
R09891,"4.2.3,0.9947592616081238;4.2.1,0.003861165139824152;4.3.2,0.0007994086481630802;5.5.1,0.0004265403840690851;1.3.-,9.703949763206765e-05"
R01192,"2.4.2,0.9689112901687622;2.4.1,0.009525060653686523;2.3.1,0.006535406224429607;2.7.6,0.005266793537884951;2.7.7,0.004101294558495283"
R01664,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R09036,"2.3.1,0.9999610185623169;3.1.1,2.5440911485929973e-05;3.1.2,6.323492016235832e-06;1.2.7,2.9368684408837e-06;6.2.1,1.584734263815335e-06"
R08695,"4.2.3,0.48853492736816406;3.1.7,0.45910724997520447;5.3.3,0.03867661580443382;2.5.1,0.0059242104180157185;5.5.1,0.004924993962049484"
R01786,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R01787,"1.1.1,0.9993197917938232;1.3.1,0.0004439129843376577;1.2.1,5.4149677453096956e-05;1.6.5,3.167928662151098e-05;1.8.1,1.9881454136339016e-05"
R04819,"1.1.1,0.9992032647132874;1.3.1,0.0005871293251402676;2.3.1,7.57325833546929e-05;1.14.13,4.3696101784007624e-05;1.-.-,2.9710981834796257e-05"
R06405,"1.1.-,0.856942355632782;1.1.1,0.11158237606287003;1.14.-,0.019019078463315964;1.14.13,0.004987410735338926;4.2.1,0.0023839278146624565"
R09443,"3.3.2,0.999953031539917;3.4.11,2.1361141989473253e-05;1.14.14,8.137700206134468e-06;3.1.1,6.182817287481157e-06;4.2.1,3.5638831832329743e-06"
R03490,"2.4.2,0.9529039859771729;2.3.1,0.022098399698734283;2.7.7,0.020998774096369743;2.7.6,0.001069761929102242;5.1.3,0.0005023115081712604"
R11095,"2.7.3,0.8568965792655945;3.9.1,0.14309993386268616;3.6.1,8.359862135876028e-07;3.1.4,5.477023137245851e-07;3.-.-,2.4983881985463086e-07"
R00275,"1.15.1,0.9997209906578064;1.8.3,0.00017440896772313863;1.2.3,4.13506459153723e-05;1.11.1,1.8521055608289316e-05;1.6.3,1.573592635395471e-05"
R08188,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R01777,"2.3.1,0.9996433258056641;1.2.1,0.00027398805832490325;3.1.1,6.410467904061079e-05;3.1.2,7.284140338015277e-06;2.5.1,3.859298885799944e-06"
R10357,"1.14.13,0.9950527548789978;1.14.14,0.004063676577061415;1.6.5,0.00029867340344935656;3.3.2,7.874840230215341e-05;1.14.15,5.795616743853316e-05"
R02389,"2.4.1,0.9303475618362427;2.3.1,0.05892450734972954;3.1.1,0.010395538061857224;2.7.1,0.00010369328083470464;2.7.7,5.9632300690282136e-05"
R02122,"2.8.2,0.9999403953552246;3.2.1,5.856645293533802e-05;2.6.1,3.13920736516593e-07;2.7.7,2.817030804180831e-07;1.8.4,1.431008058716543e-07"
R04125,"2.1.2,0.9984297156333923;1.4.4,0.0014976351521909237;4.3.1,6.945649511180818e-05;3.5.4,2.2535496100317687e-06;3.5.99,5.52036510725884e-07"
R00243,"1.4.1,0.9999667406082153;1.5.1,1.404504928359529e-05;1.5.99,5.995509582135128e-06;1.4.3,3.5965870210930007e-06;1.7.1,1.6848249515533098e-06"
R00466,"1.2.3,0.9844500422477722;4.1.3,0.005303694400936365;1.5.3,0.0027474090456962585;1.17.3,0.002662201877683401;1.11.1,0.0008984798914752901"
R04372,"3.1.3,0.9508794546127319;3.6.1,0.04657479003071785;3.2.1,0.0012952799443155527;3.7.1,0.00039351615123450756;3.1.4,0.00018790943431667984"
R10381,"1.14.21,0.9999395608901978;1.14.19,2.257154483231716e-05;1.3.3,1.4582975381927099e-05;1.6.99,8.98515008884715e-06;1.10.99,3.551075224095257e-06"
R08306,"1.1.1,0.9999814033508301;1.2.1,8.967540452431422e-06;1.-.-,3.9706183088128455e-06;1.14.13,1.282223252019321e-06;2.3.1,9.337211395177292e-07"
R12249,"3.1.1,0.9925372004508972;3.1.2,0.001893809880129993;3.7.1,0.0014671069802716374;3.3.2,0.0008759856573306024;3.4.11,0.0005212356918491423"
R06385,"1.1.1,0.9999500513076782;1.14.13,2.2388332581613213e-05;1.-.-,2.0604573364835232e-05;1.1.-,1.5485917401747429e-06;2.3.1,1.2097189028281718e-06"
R10541,"3.6.1,0.9010404348373413;3.1.3,0.0660729855298996;3.1.4,0.031871046870946884;2.7.1,0.0002890795876737684;3.-.-,0.00024605426006019115"
R07495,"1.1.1,0.9999817609786987;1.14.13,1.1792021723522339e-05;1.2.1,1.910863147713826e-06;1.1.5,1.5351859019574476e-06;1.1.-,1.3746836202699342e-06"
R12388,"2.4.1,0.9999004602432251;2.7.7,7.619851385243237e-05;2.4.2,1.5994210116332397e-05;2.4.99,9.062770800483122e-07;5.1.3,5.654044912262179e-07"
R03407,"1.1.1,0.9955599308013916;1.3.1,0.004138108342885971;2.3.1,8.083630382316187e-05;1.8.1,4.3465748603921384e-05;1.6.5,3.1826464692130685e-05"
R07665,"1.14.13,0.7385603189468384;1.14.99,0.15714077651500702;1.14.15,0.05718928202986717;1.14.14,0.028537200763821602;1.-.-,0.009675988927483559"
R02427,"3.1.1,0.9959279894828796;2.3.1,0.0025234248023480177;3.1.2,0.0006006717449054122;3.-.-,0.00034272606717422605;4.2.1,0.0002373726892983541"
R09737,"2.1.1,1.0;4.1.1,1.58164183972076e-08;4.3.3,1.0343558898284755e-08;2.5.1,9.063811035048275e-09;2.3.1,7.153003522830659e-09"
R00469,"3.5.1,0.9984875917434692;4.3.2,0.0014737413730472326;3.5.3,2.799818685161881e-05;3.4.19,4.79843811262981e-06;3.5.-,3.655385171441594e-06"
R00911,"3.4.13,0.9593473672866821;3.4.17,0.016234247013926506;3.5.1,0.014678929932415485;3.4.11,0.008692600764334202;3.4.16,0.00034603691892698407"
R07459,"2.7.1,0.9455624222755432;1.14.-,0.03770814463496208;1.14.13,0.0033870674669742584;3.5.99,0.002232958795502782;1.14.15,0.0020119708497077227"
R08575,"2.2.1,0.9979421496391296;5.3.1,0.00204663397744298;4.1.2,5.164642516319873e-06;1.1.2,3.272219373684493e-06;1.1.99,1.9309704839542974e-06"
R12443,"2.1.1,1.0;2.3.1,1.1086731532827798e-09;4.1.1,6.9069433332458186e-12;2.5.1,4.827013354996579e-12;1.-.-,1.3300022975309966e-12"
R06931,"1.3.1,0.9991993308067322;1.14.12,0.0005507458699867129;1.1.1,0.00019938535115215927;2.5.1,2.1368892703321762e-05;1.6.5,5.9714748203987256e-06"
R09843,"2.7.7,0.74260014295578;2.7.1,0.09708835184574127;2.4.99,0.08315200358629227;2.3.2,0.0351102277636528;2.7.4,0.015109989792108536"
R11282,"2.7.7,0.7510359287261963;2.4.1,0.2395067662000656;6.2.1,0.0022684272844344378;2.7.4,0.0012769903987646103;2.7.1,0.0008245868957601488"
R05313,"1.3.1,0.9998995065689087;1.1.1,6.90604283590801e-05;1.6.5,1.471924679208314e-05;1.14.13,4.342706233728677e-06;1.14.12,3.0616474759881385e-06"
R05374,"4.1.1,0.9998452663421631;5.3.2,6.502890755655244e-05;5.3.3,3.640048817032948e-05;3.7.1,1.4916477994120214e-05;1.2.7,1.083904044207884e-05"
R00131,"3.5.1,0.9822582006454468;3.5.3,0.013667692430317402;6.3.4,0.0030338503420352936;4.2.1,0.00015117535076569766;3.5.4,0.00015028181951493025"
R07782,"3.5.1,0.9965271353721619;3.5.5,0.002608685754239559;3.1.1,0.0002741896314546466;3.4.17,0.00013947018305771053;4.2.1,7.383909542113543e-05"
R01344,"2.6.1,0.9914905428886414;4.3.1,0.0028353575617074966;1.5.99,0.0017593386583030224;1.4.1,0.001137915882281959;1.4.11,0.0004457490285858512"
R02136,"2.7.1,0.9167584180831909;4.6.1,0.06497018784284592;1.1.1,0.01787904091179371;1.1.99,0.00025490656844340265;5.1.3,3.7622001400450245e-05"
R09070,"1.1.1,0.4965584874153137;1.14.13,0.4835011661052704;1.3.1,0.0072925458662211895;1.2.1,0.004778273869305849;1.6.5,0.0026243641041219234"
R07710,"1.14.13,0.978158175945282;1.14.14,0.013140719383955002;1.14.12,0.005318954586982727;1.6.3,0.0006658922065980732;1.14.15,0.0005905239377170801"
R12198,"3.1.1,0.7909296751022339;3.5.1,0.13223661482334137;3.4.17,0.028875751420855522;3.2.1,0.010958405211567879;3.1.2,0.006860041059553623"
R00610,"1.5.3,0.9839848875999451;1.4.3,0.011952771805226803;1.14.14,0.0019362859893590212;1.5.8,0.0007309757056646049;1.7.3,0.000489582889713347"
R02330,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R06683,"1.14.13,0.9999042749404907;1.14.14,8.695224823895842e-05;1.14.15,5.491700449056225e-06;1.14.-,1.7265955420953105e-06;1.13.12,6.218156727300084e-07"
R02691,"2.3.1,0.9967052340507507;2.7.8,0.0011551848147064447;2.7.7,0.001144256442785263;2.4.2,0.00048568789497949183;5.1.3,0.0003783998836297542"
R11084,"6.2.1,1.0;2.7.4,7.730672102468361e-09;2.1.1,6.118183293324364e-09;2.7.2,8.0878365116277e-10;3.1.2,3.666560666193419e-10"
R11917,"4.1.1,0.9894174933433533;1.4.3,0.004468870814889669;1.2.3,0.0019665497820824385;1.13.12,0.0017401908989995718;1.11.1,0.0008613099344074726"
R01777,"2.3.1,0.9996433258056641;1.2.1,0.00027398805832490325;3.1.1,6.410467904061079e-05;3.1.2,7.284140338015277e-06;2.5.1,3.859298885799944e-06"
R10395,"4.2.1,0.9994499087333679;5.4.4,0.0004636152880266309;1.14.14,1.585133941262029e-05;2.3.3,1.3542345186579041e-05;4.1.3,1.0694563570723403e-05"
R09771,"3.1.3,0.8935187458992004;5.4.2,0.06945189088582993;3.6.1,0.02637212909758091;2.7.1,0.0023025115951895714;4.2.3,0.002280184533447027"
R02834,"1.1.1,0.9998906850814819;1.2.1,5.325720849214122e-05;1.3.1,4.611774784279987e-05;1.14.15,1.833771761994285e-06;1.-.-,1.7970827457247651e-06"
R04930,"4.4.1,0.9998437166213989;2.5.1,0.00011073552013840526;2.3.-,1.743299981171731e-05;2.9.1,4.408022050483851e-06;3.13.1,3.109809313173173e-06"
R01899,"1.1.1,0.9999978542327881;1.-.-,7.9413439380005e-07;2.3.1,4.7260650148928107e-07;1.14.13,4.286555395083269e-07;1.1.-,1.8440852045387146e-07"
R13100,"4.2.3,0.8911309838294983;4.2.1,0.1083010733127594;5.5.1,0.00027766096172854304;1.1.1,9.682612289907411e-05;5.3.99,7.843350613256916e-05"
R00896,"2.6.1,0.9999326467514038;2.8.1,5.5068427172955126e-05;1.4.1,3.507635256028152e-06;2.7.8,2.4436617422907148e-06;1.1.1,1.152005552285118e-06"
R11615,"2.3.1,0.964628279209137;1.2.1,0.035071033984422684;3.1.2,0.00022178672952577472;1.3.1,5.8843845181399956e-05;1.8.1,9.342967132397462e-06"
R08142,"1.14.-,0.9784178137779236;1.14.13,0.019963834434747696;1.14.15,0.0007579317316412926;1.14.14,0.00016493590374011546;4.2.1,0.00012114058336010203"
R12050,"2.5.1,0.9944071769714355;2.3.2,0.0023533697240054607;2.7.8,0.0017204006435349584;1.14.13,0.00036792870378121734;3.5.1,0.00021259869390632957"
R11946,"1.13.11,0.9999785423278809;1.14.99,1.882510696304962e-05;1.14.18,1.2084850595783792e-06;6.2.1,2.69152337750711e-07;1.10.3,2.244048715738245e-07"
R11286,"5.1.3,0.9858878254890442;1.14.13,0.00267094187438488;1.14.19,0.002492082305252552;3.2.1,0.001350901322439313;5.3.99,0.0008508525788784027"
R03409,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R04205,"2.3.1,0.9998999834060669;2.4.1,5.03129449498374e-05;3.1.1,3.585602098610252e-05;1.2.7,4.151732809987152e-06;1.2.1,3.5589391700341366e-06"
R06392,"3.1.1,0.9999701976776123;1.14.13,1.940346737683285e-05;3.5.1,4.165266545896884e-06;1.14.18,1.4881517245157738e-06;3.3.2,1.4669842585135484e-06"
R02623,"2.1.1,1.0;2.3.1,5.686120463366251e-10;2.5.1,3.521571922959765e-11;3.5.1,1.8164636461648342e-11;3.1.1,1.7461797632845055e-11"
R00334,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R12615,"1.14.11,0.9989394545555115;1.4.11,0.0006104824715293944;1.14.20,0.0003080834576394409;1.1.99,8.536537643522024e-05;2.6.1,1.8334823835175484e-05"
R10466,"3.5.3,0.9987043142318726;3.2.1,0.0004905544919893146;1.14.13,0.0001808716478990391;1.14.14,0.00015158031601458788;3.1.4,5.623553806799464e-05"
R05449,"1.14.14,0.9445754289627075;1.14.13,0.050015710294246674;1.13.12,0.0006683465326204896;1.14.12,0.0006072772084735334;1.3.8,0.0005880406242795289"
R09376,"1.1.1,0.9998877048492432;1.8.1,2.3941320250742137e-05;1.2.1,1.7005635527311824e-05;1.3.1,1.6335578038706444e-05;2.5.1,1.0927130460913759e-05"
R04907,"1.4.3,0.5396609306335449;1.13.11,0.4360756576061249;6.3.1,0.020488854497671127;4.1.1,0.0015532511752098799;2.7.8,0.001054900698363781"
R02830,"1.14.13,0.9923235177993774;1.14.14,0.0057373796589672565;1.14.99,0.0003314868954475969;1.-.-,0.00027922593289986253;1.14.15,0.0002487103920429945"
R13127,"3.6.1,0.9950509667396545;3.1.3,0.0027286869008094072;3.-.-,0.0016529234126210213;3.1.4,0.0003993396821897477;3.6.2,0.00011871416063513607"
R12269,"4.2.3,0.9989973902702332;5.5.1,0.0007303159218281507;5.3.3,0.00012331617472227663;4.3.2,2.505164775357116e-05;2.5.1,2.2131522200652398e-05"
R13186,"3.5.1,0.6042192578315735;1.14.13,0.2643308639526367;1.11.1,0.09552900493144989;1.8.1,0.016073789447546005;3.2.2,0.008494325913488865"
