Reaction ID,Theia
R00357,"1.4.3,0.9987226128578186;1.4.1,0.0006652390002273023;1.4.9,0.00010826183279277757;1.4.11,8.380766666959971e-05;4.3.1,6.935209239600226e-05"
R01069,"4.1.2,0.9997873902320862;5.3.1,0.0001998490624828264;1.1.1,5.523938398255268e-06;2.2.1,2.1254636521916837e-06;1.1.99,1.5869543403823627e-06"
R00188,"3.1.4,0.34686318039894104;3.1.3,0.1964726746082306;3.6.1,0.1225590929389;2.7.3,0.024920163676142693;3.2.1,0.02209785394370556"
R10892,"2.7.1,0.6880262494087219;6.3.2,0.2880938947200775;2.3.1,0.023341646417975426;2.7.3,0.00022628676379099488;2.7.7,8.008981967577711e-05"
R04495,"2.4.2,0.9554303884506226;2.3.1,0.03876255825161934;2.4.1,0.002421022392809391;2.7.6,0.001264936407096684;5.1.3,0.0005763787194155157"
R10278,"4.4.1,0.997902512550354;2.3.1,0.0015627023531123996;1.13.11,0.00044329967931844294;3.7.1,1.835790135373827e-05;4.1.3,1.6801937817945145e-05"
R11463,"4.4.1,0.6823732852935791;2.5.1,0.10554506629705429;4.2.99,0.07331524789333344;3.3.2,0.035656824707984924;3.7.1,0.029815811663866043"
R11191,"2.1.1,0.9999996423721313;4.1.1,7.77310731336911e-08;1.3.98,7.737016005648911e-08;2.3.1,5.792856327957452e-08;6.3.2,4.4368633211888664e-08"
R09557,"1.2.1,0.9999585151672363;2.5.1,3.374072548467666e-05;1.8.1,1.814547204048722e-06;1.1.1,1.7202969502250198e-06;1.3.1,9.404683964930882e-07"
R02208,"1.3.1,0.7536909580230713;1.3.99,0.20769797265529633;1.1.1,0.03738664835691452;1.3.3,0.00033063587034121156;1.3.8,0.00019239123503211886"
R07951,"4.2.1,0.9967033267021179;2.3.1,0.0013151477323845029;5.3.3,0.000975197646766901;3.1.2,0.0003066649951506406;5.4.4,0.000270992488367483"
R02868,"2.7.1,0.9978252649307251;2.7.2,0.0008844866533763707;2.1.1,0.00046578911133110523;3.6.1,0.00016982709348667413;3.1.3,0.00014199994620867074"
R08958,"1.1.1,0.9999481439590454;1.-.-,1.6270392734440975e-05;1.14.14,6.624432444368722e-06;1.3.1,6.298331754805986e-06;4.2.1,4.990698016626993e-06"
R01736,"3.1.2,0.9996252059936523;4.4.1,0.0002623668988235295;4.2.1,0.00010635038779582828;3.13.1,1.6415681329817744e-06;3.4.11,9.499589168626699e-07"
R07656,"2.3.1,0.9924904704093933;1.3.99,0.001820097677409649;6.-.-,0.0012496428098529577;1.3.1,0.0012353261699900031;5.4.1,0.0008393939351662993"
R08042,"1.-.-,0.9827637672424316;1.7.1,0.01442545372992754;1.14.13,0.000913939147721976;1.1.1,0.0003690444282256067;1.5.1,0.00026443475508131087"
R11533,"2.1.1,0.9999997615814209;2.6.1,1.0640539471751254e-07;2.3.1,1.0357282320683225e-07;2.5.1,9.88635751042466e-09;6.3.2,8.923780825398353e-09"
R09824,"2.6.1,0.9958176016807556;1.1.99,0.0029782613273710012;5.1.3,0.00033985154004767537;1.1.1,0.0002787480188999325;2.3.1,0.00016305749886669219"
R03498,"1.1.1,0.9178650975227356;1.14.13,0.07865263521671295;1.8.1,0.0016253673238679767;1.1.5,0.000885000335983932;1.6.5,0.00024687833501957357"
R08889,"1.13.11,0.5959710478782654;1.13.12,0.34034472703933716;1.14.99,0.03941602632403374;1.14.19,0.0037901538889855146;1.5.3,0.002907410031184554"
R05221,"2.7.1,0.9945159554481506;2.7.4,0.005249769426882267;2.7.2,0.00014364880917128175;6.2.1,4.220698610879481e-05;2.1.1,1.5343946870416403e-05"
R07891,"2.3.1,0.9915733933448792;3.1.2,0.004672247916460037;2.8.3,0.003276666859164834;3.2.1,0.00014236042625270784;3.1.1,0.00012983009219169617"
R11466,"1.14.99,0.2463611513376236;1.1.1,0.1947818100452423;1.14.-,0.08968045562505722;5.3.2,0.06986232846975327;4.1.1,0.04923911392688751"
R05812,"1.3.1,0.9323294162750244;1.1.1,0.022223878651857376;1.6.2,0.010313314385712147;1.6.5,0.0076731410808861256;1.2.1,0.007207032293081284"
R13355,"1.14.13,0.7344425916671753;1.13.12,0.06920969486236572;1.4.11,0.06602530181407928;1.3.98,0.05096490681171417;1.4.99,0.02410835213959217"
R02681,"1.2.3,0.9534075856208801;1.5.3,0.018339190632104874;1.11.1,0.005363756325095892;1.17.3,0.00411185622215271;3.1.2,0.003485951805487275"
R12578,"4.4.1,0.337801456451416;3.13.1,0.2978501617908478;4.2.1,0.12740805745124817;3.1.2,0.061789385974407196;3.3.2,0.03118566796183586"
R01899,"1.1.1,0.9999978542327881;1.-.-,7.9413439380005e-07;2.3.1,4.7260650148928107e-07;1.14.13,4.286555395083269e-07;1.1.-,1.8440852045387146e-07"
R11616,"2.3.1,0.964628279209137;1.2.1,0.035071033984422684;3.1.2,0.00022178672952577472;1.3.1,5.8843845181399956e-05;1.8.1,9.342967132397462e-06"
R01754,"2.7.1,0.975781261920929;2.7.7,0.009117260575294495;2.4.1,0.004660746548324823;2.1.1,0.003820854937657714;2.7.4,0.0033129574730992317"
R10615,"1.2.1,0.9998387098312378;1.1.1,5.980999776511453e-05;1.17.1,3.225695400033146e-05;1.2.3,2.5212248146999627e-05;1.2.99,2.2541111320606433e-05"
R12431,"2.3.1,0.9990851879119873;6.3.1,0.0006697520148009062;2.3.2,0.00017029291484504938;6.2.1,4.021337736048736e-05;3.1.1,1.221550064656185e-05"
R05355,"1.3.1,0.9999868869781494;1.3.99,6.345330803014804e-06;1.14.21,1.4242323231883347e-06;1.14.12,1.2637194686249131e-06;5.3.2,9.659436273068422e-07"
R09735,"2.10.1,0.9631345272064209;2.1.4,0.023640168830752373;3.13.1,0.004076830577105284;3.1.2,0.0023179929703474045;2.8.1,0.00215929071418941"
R05814,"5.4.99,0.9999713897705078;5.4.1,2.0192837837385014e-05;2.1.1,1.7198105979332468e-06;4.1.3,1.0463140824867878e-06;2.6.1,8.187400908354903e-07"
R08897,"2.6.1,0.9999873638153076;1.1.99,5.335567038855515e-06;1.1.3,1.63261415764282e-06;1.14.11,1.6202210417759488e-06;4.1.1,1.0891933470702497e-06"
R13139,"1.4.3,0.9999408721923828;1.5.3,2.964989107567817e-05;3.5.4,1.824918217607774e-05;1.5.99,6.091016530263005e-06;1.4.9,3.21340621667332e-06"
R00159,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R08943,"1.14.13,0.9408016204833984;1.14.14,0.05835575610399246;1.14.15,0.00012014114327030256;1.14.12,0.00010435057629365474;1.14.99,0.00010385586210759357"
R06796,"2.3.1,1.0;6.2.1,1.05902024927218e-08;3.1.1,8.012389862699365e-09;3.1.2,4.032126632580457e-09;1.2.1,4.3545639316633356e-10"
R10879,"1.14.13,0.9998767375946045;1.14.14,0.0001060852810041979;1.14.15,7.243537766044028e-06;1.1.1,2.1388609638961498e-06;1.5.1,1.6084082972156466e-06"
R08846,"4.3.1,0.4461722671985626;1.6.2,0.12127646058797836;1.3.1,0.07720981538295746;1.7.1,0.06327027082443237;1.5.1,0.05579483509063721"
R09970,"4.2.3,0.9907354712486267;5.5.1,0.006964036263525486;4.3.2,0.0009087081998586655;2.5.1,0.00080438784789294;5.3.3,0.00036177955917082727"
R07001,"1.14.14,0.6545154452323914;1.14.13,0.3339366018772125;1.14.-,0.006432727444916964;1.14.12,0.004096540156751871;1.14.99,0.0007641867850907147"
R07556,"1.14.13,0.8726589679718018;1.14.15,0.064362071454525;1.14.-,0.0250039454549551;1.14.99,0.023497391492128372;1.13.11,0.007252225652337074"
R08990,"1.14.13,0.9981391429901123;2.3.1,0.0010219919495284557;1.14.14,0.0003431636723689735;1.1.1,0.00014048631419427693;5.4.4,7.468362309737131e-05"
R00880,"1.1.1,0.9966037273406982;1.2.1,0.0024502212181687355;1.17.1,0.00020338973263278604;1.6.6,8.73277967912145e-05;4.2.1,8.17474428913556e-05"
R10985,"1.1.1,0.948337972164154;2.7.11,0.016182133927941322;2.7.1,0.00821295939385891;1.3.1,0.006296691484749317;1.8.1,0.0047250911593437195"
R01286,"4.4.1,0.9989909529685974;3.13.1,0.0004581744142342359;4.2.1,0.00015561388863716274;3.1.2,9.565019718138501e-05;2.5.1,8.86318739503622e-05"
R06865,"1.14.13,0.5847362875938416;1.14.16,0.20039981603622437;1.14.18,0.10058023035526276;1.14.15,0.03230863809585571;1.14.-,0.02587663009762764"
R02598,"3.1.3,0.9835518002510071;3.1.4,0.013088440522551537;3.6.1,0.0030509107746183872;2.3.2,9.59483950282447e-05;2.4.99,6.758227391401306e-05"
R04341,"3.5.1,0.9996089339256287;3.5.5,9.281204256694764e-05;3.4.17,7.83800205681473e-05;1.4.1,6.618816405534744e-05;6.3.1,3.84255763492547e-05"
R00462,"4.1.1,0.9952185750007629;2.3.1,0.0033181007020175457;6.2.1,0.0003712116740643978;1.2.4,0.00023354482254944742;1.1.1,0.00011700287723215297"
R08536,"1.1.1,0.9999873638153076;5.1.3,9.879510798782576e-06;1.2.1,9.682904646979296e-07;1.-.-,8.275532081825077e-07;2.2.1,1.6564548843689408e-07"
R05111,"2.7.7,0.8630102276802063;5.1.3,0.05245530232787132;2.4.2,0.04198169708251953;2.3.1,0.036159295588731766;2.7.4,0.001824928098358214"
R03802,"3.2.1,0.9948338270187378;2.3.1,0.0037510686088353395;3.1.1,0.0005756541504524648;5.1.3,0.0003993437276221812;5.3.1,8.951032214099541e-05"
R04077,"2.1.1,1.0;2.3.1,1.8102881416126593e-09;2.5.1,3.042057716839963e-10;4.3.3,3.0415878149447906e-10;1.-.-,2.435812662682224e-10"
R04420,"5.3.1,0.9997739195823669;1.1.3,4.464354060473852e-05;5.3.3,4.056421676068567e-05;4.4.1,3.309795283712447e-05;4.2.99,2.4845026928232983e-05"
R07649,"4.2.3,0.9977290034294128;5.5.1,0.0013909632107242942;5.3.3,0.0005990668432787061;3.1.7,0.00023862411035224795;4.3.2,2.1893421944696456e-05"
R11775,"2.7.1,0.5259632468223572;2.7.4,0.1938878297805786;6.2.1,0.15393401682376862;2.7.2,0.05208911374211311;4.1.1,0.048363517969846725"
R03950,"2.1.1,1.0;2.3.1,1.9099468673289266e-08;2.5.1,4.7414780435239834e-11;6.3.2,3.343863033689054e-11;4.4.1,9.687306512518035e-12"
R09529,"2.4.1,0.9986780285835266;2.1.1,0.0011668832739815116;2.7.7,8.543978037778288e-05;2.3.1,2.8659518648055382e-05;5.1.3,1.0155077688978054e-05"
R11366,"5.4.3,0.999996542930603;2.6.1,3.39236794388853e-06;4.3.1,4.097901040722718e-08;5.1.1,1.6970293614804177e-08;2.7.8,6.812296948766061e-09"
R06926,"1.14.13,0.7385603189468384;1.14.99,0.15714077651500702;1.14.15,0.05718928202986717;1.14.14,0.028537200763821602;1.-.-,0.009675988927483559"
R13258,"2.3.1,0.999997615814209;3.1.2,6.59244392409164e-07;4.1.1,5.629138968288316e-07;1.2.7,3.3507700436530286e-07;4.4.1,3.349613280079211e-07"
R05071,"1.1.1,0.9863983988761902;2.2.1,0.0067403074353933334;2.3.1,0.0014511081390082836;5.4.99,0.0011251326650381088;1.1.2,0.0008307403768412769"
R11307,"3.2.1,0.9998138546943665;3.7.1,0.00018200695922132581;5.4.99,1.815603695831669e-06;5.4.1,1.3825022051605629e-06;2.4.1,2.5789762503336533e-07"
R01023,"2.3.1,0.9999898672103882;3.1.2,6.811053481214913e-06;3.1.1,2.6737973257695558e-06;6.2.1,5.359643751035037e-07;2.3.3,4.8175742506373354e-08"
R03459,"3.5.4,0.9971737861633301;3.4.19,0.0008727036765776575;3.5.99,0.0008308564429171383;3.5.1,0.0003366806486155838;3.5.5,0.0002863446425180882"
R10362,"1.14.13,0.9891583919525146;1.14.14,0.010780912823975086;1.14.15,2.787913217616733e-05;1.14.18,8.694906682649162e-06;1.14.12,7.671384082641453e-06"
R02505,"2.3.1,0.9999809265136719;1.13.11,1.594187597220298e-05;4.1.1,1.6855318563102628e-06;6.2.1,6.108913339630817e-07;4.2.1,3.959912362461182e-07"
R01394,"5.3.1,0.9991371035575867;1.1.1,0.00044100137893110514;1.1.3,0.00022324323072098196;1.1.2,0.00016660487744957209;2.6.1,1.605272336746566e-05"
R04370,"1.1.1,0.9999948740005493;1.-.-,1.7370600744470721e-06;1.14.13,1.2029877325403504e-06;1.14.14,5.406458853940421e-07;4.2.1,3.4186541597591713e-07"
R02297,"2.4.2,0.999356210231781;2.7.1,0.0003645546385087073;2.7.8,0.00021331534662749618;3.2.2,3.4718184906523675e-05;2.4.1,8.138607881846838e-06"
R08015,"1.7.1,0.9982433319091797;1.-.-,0.0007336479611694813;1.6.5,0.00020638896967284381;1.1.1,0.00016322820738423616;1.7.-,0.0001114362312364392"
R05842,"3.3.2,0.996322512626648;1.1.1,0.0015276214107871056;1.14.13,0.00045517319813370705;3.8.1,0.0004101934318896383;4.2.1,0.0003238080535084009"
R04954,"4.2.1,0.9333892464637756;2.3.1,0.06370429694652557;1.13.12,0.0015939443837851286;2.1.1,0.00043061585165560246;5.4.4,0.00028893561102449894"
R04890,"1.4.3,0.9999617338180542;1.4.9,1.7859414583654143e-05;3.5.4,1.2503174730227329e-05;1.5.3,3.098065917583881e-06;1.5.99,2.6229681679978967e-06"
R07375,"2.1.1,1.0;1.-.-,1.499253721171101e-09;2.3.1,3.5298906159164645e-11;2.5.1,1.2776030233752067e-11;3.3.1,7.615686727080462e-12"
R02181,"2.8.2,1.0;2.7.8,6.780573880149632e-09;1.8.4,2.4766084738558902e-09;2.5.1,7.91601839633671e-10;2.3.1,4.469407899332367e-10"
R10037,"2.4.1,0.9995194673538208;2.7.7,0.00033103907480835915;3.2.1,7.443504000548273e-05;5.1.3,3.261817619204521e-05;1.2.-,1.1625790648395196e-05"
R07300,"3.5.1,0.9282596111297607;3.1.1,0.06888900697231293;3.1.2,0.0011043320409953594;4.2.1,0.0006159581243991852;2.3.1,0.00025259432732127607"
R00425,"3.5.4,0.9979717135429382;2.4.2,0.001180364633910358;3.6.1,0.0007558282231912017;6.3.4,5.124146264279261e-05;3.-.-,9.283130566473119e-06"
R05175,"5.1.1,0.999843955039978;2.6.1,7.726651529083028e-05;2.3.1,1.998505467781797e-05;4.3.1,1.4030112652108073e-05;5.1.99,8.799846909823827e-06"
R01318,"2.3.1,0.9994237422943115;1.14.13,0.0003584149235393852;1.1.1,0.0002169489162042737;1.3.1,4.5130667558623827e-07;1.-.-,1.7797604812130885e-07"
R02298,"2.4.2,0.9950174689292908;3.2.2,0.004514241591095924;2.7.3,0.0002485680452082306;3.1.3,3.721421671798453e-05;2.7.1,2.4077467969618738e-05"
R11170,"2.7.1,0.9999257326126099;2.7.13,3.9718874177196994e-05;2.7.3,3.0913008231436834e-05;2.7.4,1.6925599766182131e-06;2.7.11,1.0356066013628151e-06"
R03026,"4.2.1,0.9939870834350586;2.3.1,0.005430385936051607;5.1.2,0.00026868635904975235;5.4.4,0.00018688016280066222;2.8.3,3.309485691715963e-05"
R13243,"3.1.3,0.9184669852256775;3.6.1,0.05044214800000191;3.6.3,0.005187418777495623;3.4.24,0.00239819404669106;2.7.1,0.0021236916072666645"
R09610,"4.2.3,0.9998044371604919;5.5.1,0.00019038347818423063;4.3.2,4.1813700590864755e-06;1.3.-,6.932294240868941e-07;3.1.7,1.2106605140616011e-07"
R10915,"1.11.1,0.9999703168869019;1.14.14,1.7646869309828617e-05;1.17.3,4.24334666604409e-06;1.4.3,2.0649872567446437e-06;1.14.13,9.985834594772314e-07"
R11505,"1.6.3,0.9999791383743286;1.6.99,5.815720669488655e-06;1.4.3,2.415062681393465e-06;1.8.3,2.189621000070474e-06;1.7.3,1.6334914789695176e-06"
R11398,"2.4.1,0.9982548356056213;3.1.3,0.001424779649823904;3.6.1,0.0001564455305924639;2.7.1,8.62092783791013e-05;2.7.3,6.140802724985406e-05"
R13142,"4.2.1,0.2781485319137573;1.14.14,0.18652357161045074;3.1.3,0.16138844192028046;3.1.7,0.10987121611833572;3.1.4,0.10841143876314163"
R02985,"3.2.1,0.9957327246665955;2.3.1,0.0034850453957915306;5.4.1,0.0003594989830162376;3.1.1,0.0002188005018979311;3.1.4,3.268306682002731e-05"
R00816,"1.13.11,0.9998459815979004;1.1.3,5.474441422848031e-05;1.1.99,2.4254859454231337e-05;1.14.-,1.5033064300951082e-05;1.14.12,1.3601021237263922e-05"
R01579,"3.5.1,0.998700737953186;1.4.1,0.00048677725135348737;6.3.5,0.00012676829646807164;3.5.5,0.0001112280588131398;1.4.3,9.036424307851121e-05"
R00365,"1.4.1,0.3175012469291687;1.5.1,0.2511155307292938;4.1.3,0.14138390123844147;1.7.1,0.083774134516716;4.3.2,0.0433802455663681"
R02735,"5.1.1,0.9986710548400879;2.3.2,0.0004030507116112858;5.1.99,0.00029783431091345847;1.5.99,0.00016537374176550657;3.5.1,6.578006286872551e-05"
R05650,"1.13.-,0.9915429353713989;5.3.99,0.002261683577671647;1.3.-,0.002181706251576543;1.14.14,0.0013974630273878574;1.13.11,0.000802679976914078"
R02375,"2.3.1,0.9941573143005371;3.1.1,0.0023209855426102877;1.2.1,0.0007678208639845252;3.1.2,0.0005659463931806386;2.3.-,0.00033614764106459916"
R11696,"1.1.1,0.9999773502349854;1.14.13,1.1155397260154132e-05;1.2.1,3.7667514334316365e-06;1.-.-,1.7004945220833179e-06;1.3.1,1.4156523775454843e-06"
R08601,"3.1.3,0.5441817045211792;3.1.1,0.3173880875110626;2.3.1,0.10497146844863892;4.2.1,0.024860018864274025;3.2.1,0.007958274334669113"
R02938,"3.5.1,0.9998416900634766;6.3.1,8.822098607197404e-05;3.5.5,1.6065729141701013e-05;6.3.5,1.1104361874458846e-05;1.13.12,8.273952516901772e-06"
R09731,"2.5.1,0.5552414059638977;5.3.3,0.4392559826374054;1.17.1,0.0027443747967481613;2.7.1,0.0008159149438142776;4.1.1,0.0002686076913960278"
R04480,"2.3.1,0.9999338388442993;3.1.2,3.6568781069945544e-05;3.1.1,2.5490297048236243e-05;1.2.7,1.6209210116358008e-06;5.4.1,1.2496382169047138e-06"
R04266,"5.1.3,0.9922303557395935;2.3.1,0.0017423294484615326;2.5.1,0.0009812714997678995;2.8.1,0.0004092550079803914;5.1.99,0.0003646823752205819"
R02560,"1.7.2,0.9668886661529541;1.8.2,0.031193068251013756;1.10.2,0.001487391535192728;1.8.99,0.0002840396773535758;1.8.7,4.9660022341413423e-05"
R03119,"1.1.1,0.999907374382019;1.2.1,5.8926943893311545e-05;1.-.-,9.71361714618979e-06;1.3.1,7.146351890696678e-06;2.3.1,4.935313427267829e-06"
R01300,"6.2.1,0.9279124736785889;2.8.3,0.06014280393719673;2.3.1,0.011079296469688416;2.7.2,0.0006177177419885993;3.1.2,0.00011422717943787575"
R07164,"1.4.1,0.9988860487937927;1.1.1,0.0006582155474461615;1.5.1,0.0001144069101428613;1.7.1,8.76740668900311e-05;1.8.2,4.3849599023815244e-05"
R05510,"3.1.1,0.9661604762077332;5.5.1,0.023451661691069603;3.7.1,0.009999088011682034;1.13.11,0.00015764728595968336;3.1.7,0.00011876826465595514"
R03625,"2.4.1,0.9989116191864014;2.7.1,0.000751237035728991;2.7.7,0.00016551568114664406;3.2.1,0.00011489683674881235;5.5.1,1.9927043467760086e-05"
R10119,"2.3.1,0.9999411106109619;3.1.1,4.298769272281788e-05;3.1.2,1.4029898011358455e-05;1.2.4,4.1856944221763115e-07;4.1.1,3.9553501096634136e-07"
R07898,"1.1.1,0.9988874793052673;1.3.1,0.0005620968877337873;1.2.1,0.00038053657044656575;2.3.1,9.997317829402164e-05;1.18.1,2.872902223316487e-05"
R11539,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R00299,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R10815,"2.1.1,0.9020807147026062;3.6.1,0.0561349131166935;2.7.1,0.026580892503261566;2.7.7,0.005906715523451567;2.4.2,0.00434959027916193"
R01739,"1.1.1,0.9401779770851135;1.1.99,0.054401107132434845;1.1.5,0.004843490663915873;1.1.3,0.0003356554370839149;1.1.-,6.191545980982482e-05"
R09351,"2.3.1,0.8067387342453003;2.4.1,0.19264112412929535;3.1.1,0.0004644116561394185;3.2.1,6.275042687775567e-05;2.4.2,4.604169225785881e-05"
R10655,"2.8.2,1.0;1.8.4,6.330332924520121e-10;2.5.1,3.931147907199062e-10;2.7.8,3.8150932413216765e-10;2.7.7,1.2459103193585008e-10"
R00631,"1.2.1,0.9988402724266052;1.1.1,0.0004272263322491199;3.1.1,0.0003608794941101223;1.4.1,0.00013526891416404396;1.17.1,7.464447116944939e-05"
R12768,"4.1.3,0.8382605910301208;3.7.1,0.06989940255880356;1.1.1,0.024894725531339645;5.4.99,0.013885493390262127;5.5.1,0.012904569506645203"
R12146,"1.1.1,0.9998942613601685;1.-.-,5.502059138962068e-05;1.3.1,1.8265673134010285e-05;1.1.99,1.7488617231720127e-05;2.7.1,4.169512521912111e-06"
R04411,"2.3.1,0.9998774528503418;3.1.1,9.483635949436575e-05;2.4.1,2.3978433091542684e-05;3.2.1,2.111359208356589e-06;2.7.1,8.247308187492308e-07"
R07626,"2.3.1,0.8531799912452698;2.5.1,0.08374080061912537;4.2.1,0.05661681294441223;1.14.14,0.0027677440084517;4.1.2,0.0009127447847276926"
R10288,"4.2.1,0.999983549118042;2.3.1,7.542049843323184e-06;3.5.2,3.848878350254381e-06;5.4.4,8.867755241226405e-07;1.14.14,5.629801194118045e-07"
R08574,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R07477,"2.5.1,0.9995777010917664;1.3.1,0.00022663561685476452;1.14.13,6.76522176945582e-05;1.5.1,6.329111783998087e-05;4.2.99,4.3065407226094976e-05"
R05075,"2.3.1,0.9354045391082764;6.2.1,0.038852572441101074;3.1.2,0.019114889204502106;1.2.1,0.004530003294348717;2.8.3,0.0013476164313033223"
R00543,"3.7.1,0.9184941649436951;3.1.2,0.028600189834833145;1.2.98,0.02129502408206463;4.4.1,0.012139035388827324;4.-.-,0.003728579729795456"
R09931,"1.1.1,0.8113197684288025;1.-.-,0.18054060637950897;1.3.1,0.002256781328469515;1.11.1,0.0020534698851406574;2.3.1,0.0017531935591250658"
R08164,"2.4.1,0.9999734163284302;2.6.1,1.3504390153684653e-05;1.1.3,5.4218976401898544e-06;2.7.7,4.510868166107684e-06;1.14.-,8.114156457850186e-07"
R12539,"1.14.13,0.6692114472389221;1.5.1,0.17230351269245148;1.18.1,0.05173499509692192;1.1.1,0.022553330287337303;1.7.1,0.011599168181419373"
R05238,"1.2.1,0.9809278845787048;3.1.2,0.007269164081662893;1.2.3,0.003190426155924797;3.1.1,0.0025607093703001738;4.2.1,0.0015499602304771543"
R12865,"1.1.1,0.47475266456604004;3.1.1,0.33808597922325134;1.14.13,0.1080484613776207;3.5.1,0.028701262548565865;2.3.1,0.021708611398935318"
R02220,"1.2.1,0.9988975524902344;1.3.1,0.0007385541684925556;1.8.1,0.00016348603821825236;1.1.1,9.055460395757109e-05;1.6.5,2.3234884793055244e-05"
R04965,"4.2.1,0.9333892464637756;2.3.1,0.06370429694652557;1.13.12,0.0015939443837851286;2.1.1,0.00043061585165560246;5.4.4,0.00028893561102449894"
R11505,"1.6.3,0.9999791383743286;1.6.99,5.815720669488655e-06;1.4.3,2.415062681393465e-06;1.8.3,2.189621000070474e-06;1.7.3,1.6334914789695176e-06"
R10520,"1.1.1,0.9993327260017395;1.3.1,0.0003655378823168576;1.1.99,0.00014683340850751847;1.1.5,7.064682722557336e-05;1.2.1,3.6574132536770776e-05"
R07345,"1.1.1,0.9992183446884155;1.8.1,0.0002431479952065274;1.3.1,0.00016504296218045056;1.-.-,0.00010876595479203388;1.6.5,6.666780245723203e-05"
R07764,"4.2.1,0.4504299461841583;1.13.11,0.23532436788082123;1.-.-,0.13952696323394775;1.14.15,0.06904952228069305;5.4.4,0.03550126776099205"
R11126,"2.3.1,0.999894380569458;3.1.1,8.646739297546446e-05;1.14.13,6.573956397915026e-06;6.2.1,5.673085070156958e-06;3.1.2,3.432224730204325e-06"
R02340,"4.1.2,0.6416890025138855;4.2.1,0.3442344665527344;2.7.6,0.0024957540445029736;4.1.1,0.0019506958778947592;4.1.3,0.0012156242737546563"
R05248,"1.13.11,0.9999756813049316;4.1.1,1.5042716768220998e-05;1.3.5,3.4523329759394983e-06;1.13.12,1.0752979733297252e-06;1.14.17,8.930104513638071e-07"
R11672,"2.6.1,0.9999891519546509;4.3.1,4.848308435612125e-06;1.4.3,3.9846731851866934e-06;3.5.99,3.9935579820848943e-07;1.1.2,3.672325306069979e-07"
R08721,"1.1.1,0.9997319579124451;1.14.13,0.0001891302817966789;5.3.3,5.2902229072060436e-05;1.1.-,8.750400411372539e-06;1.-.-,8.440045348834246e-06"
R03299,"1.14.13,0.9083467125892639;1.14.14,0.08495941013097763;1.14.12,0.0031155559699982405;1.14.18,0.0010654464131221175;1.14.-,0.0007497155456803739"
R02073,"2.7.1,0.9971745014190674;3.1.3,0.0010850911494344473;2.4.1,0.0004271564248483628;2.7.8,0.0002738232724368572;2.3.1,0.0002513642539270222"
R04022,"2.3.1,0.9821887612342834;3.1.1,0.01509092841297388;3.1.2,0.0021741269156336784;1.2.1,0.00043963995995000005;2.5.1,3.067607030970976e-05"
R03274,"2.7.1,0.812363862991333;3.1.3,0.11025133728981018;2.7.11,0.04995720461010933;3.1.4,0.011682514101266861;3.6.1,0.00495277950540185"
R01684,"2.6.1,0.9999997615814209;1.4.1,2.697953789265739e-07;4.1.1,1.563325113806968e-08;4.1.2,2.8257221007521593e-09;4.1.3,2.5221571497979767e-09"
R12970,"3.5.1,0.6342053413391113;3.2.1,0.36399832367897034;2.3.1,0.0010535508627071977;3.2.2,0.0003190756542608142;3.1.1,0.00030348976724781096"
R07854,"4.2.1,0.9830594062805176;1.11.1,0.010233212262392044;3.5.5,0.004575035069137812;3.5.1,0.0006139317993074656;1.7.2,0.00028189586009830236"
R02241,"2.3.1,0.9999338388442993;3.1.2,3.6568781069945544e-05;3.1.1,2.5490297048236243e-05;1.2.7,1.6209210116358008e-06;5.4.1,1.2496382169047138e-06"
R05531,"2.4.1,0.9996669292449951;3.1.1,0.0001925996912177652;2.7.7,0.0001014880690490827;2.4.2,1.8637863831827417e-05;2.3.1,8.661661013320554e-06"
R11345,"1.14.11,0.9677202105522156;1.4.11,0.023761719465255737;1.14.20,0.004192140884697437;1.1.99,0.0027495771646499634;4.1.1,0.0005954515654593706"
R10758,"6.2.1,0.9598270058631897;2.3.1,0.0249465461820364;2.7.3,0.006753747817128897;6.3.2,0.002505985554307699;3.1.2,0.0014454602496698499"
R08858,"2.4.1,0.9435414671897888;2.4.-,0.03484276682138443;6.2.1,0.0034683847334235907;5.1.99,0.0029509596060961485;3.2.1,0.002032357733696699"
R02401,"1.2.1,0.964704155921936;1.1.1,0.020609775558114052;1.5.1,0.005846797022968531;1.4.1,0.004664913285523653;4.1.99,0.002218906069174409"
R00649,"2.1.1,0.9988135099411011;3.3.1,0.0007665792945772409;3.4.19,0.0002682022750377655;2.8.4,3.846621257252991e-05;2.3.1,1.409038213751046e-05"
R13127,"3.6.1,0.9950509667396545;3.1.3,0.0027286869008094072;3.-.-,0.0016529234126210213;3.1.4,0.0003993396821897477;3.6.2,0.00011871416063513607"
R08660,"4.4.1,0.9857347011566162;4.1.99,0.007076449226588011;4.3.1,0.005996793508529663;2.5.1,0.00039193552220240235;1.14.-,0.00012953381519764662"
