reaction,left_comp,right_comp,left_smiles,right_smiles
R11309,Dextran,Isomaltose,*OC[C@H]1O[C@H](OC[C@H]2OC(*)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O
R00866,ATP // D-Fructose,ADP // D-Fructose 1-phosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)O
R09392,(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone,(3R)-3-Isopropenyl-6-oxoheptanoate,CC(=C)[C@@H]1CCC(OC(=O)C1)(C)O,C=C(C)[C@H](CCC(C)=O)CC(=O)O
R03062,Cephalosporin C // H2O,Deacetylcephalosporin C // Acetate,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O.O,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)CO.CC(=O)O
R02030,Phosphatidylglycerol // CDP-diacylglycerol,Cardiolipin // CMP,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(*)=O.*C(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(*)=O,*C(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(*)=O)OC(*)=O)OC(*)=O.C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
R02287,5-Formiminotetrahydrofolate // L-Glutamate,Tetrahydrofolate // N-Formimino-L-glutamate,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C(CC(=O)O)[C@@H](C(=O)O)N,C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C(CC(=O)O)[C@@H](C(=O)O)N=CN
R12828,Elymoclavine // 2 NADPH // 2 H// // 2 Oxygen,Paspalic acid // 2 NADP// // 3 H2O,CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CO.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].O=O,CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R01431,Xylitol // NADP//,D-Xylose // NADPH // H//,C([C@H](C([C@H](CO)O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R12065,[Protein]-S-[1-(5-O-phosphono-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl]-L-cysteine,"[Protein]-dehydroalanine // Pyridinium-3,5-bisthiocarboxylate mononucleotide",*NC(=O)[C@H](CSC(=O)c1cc(C(=O)S)c[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1)NC(*)=O,C=C(C(=O)N)NC=O.C1=C(C=[N+](C=C1C(=O)S)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)S
R03778,Octanoyl-CoA // Acetyl-CoA,CoA // 3-Oxodecanoyl-CoA,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
R04509,ATP // 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,ADP // 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1=NC=C(C(=N1)N)COP(=O)(O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O
R06543,(-)-Epigallocatechin // 2 NADP//,Delphinidin // 2 NADPH // H//,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R09889,"trans,trans-Farnesyl diphosphate",(//)-beta-Caryophyllene // Diphosphate,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,C/C/1=C\CCC(=C)[C@@H]2CC([C@H]2CC1)(C)C.OP(=O)(O)OP(=O)(O)O
R01134,IMP // Ammonia // NADP//,GMP // NADPH // H//,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O.N.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R03731,S-Adenosyl-L-methionine // Isoorientin,S-Adenosyl-L-homocysteine // Isoscoparine,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N.COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
R00923,(S)-Methylmalonyl-CoA,Propanoyl-CoA // CO2,C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C(=O)=O
R07599,3-Methyl-2-oxobutanoic acid // Thiamin diphosphate,2-Methyl-1-hydroxypropyl-ThPP // CO2,CC(C)C(=O)C(=O)O.CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,Cc1ncc(C[n+]2c(C(O)C(C)C)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.C(=O)=O
R12797,Alkyl sulfate // H2O,Alcohol // Sulfate,*OS(=O)(=O)O.O,*O.OS(=O)(=O)O
R09596,ATP // UDP-N-acetylmuramoyl-L-alanyl-D-glutamate // D-Lysine,ADP // Orthophosphate // N6-(UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl)-D-lysine,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C[C@@H](C(=O)N[C@H](CCC(=O)O)C(=O)O)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C.C(CCN)C[C@H](C(=O)O)N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.OP(=O)(O)O.C[C@@H](C(=O)N[C@H](CCC(=O)NCCCC[C@H](C(=O)O)N)C(=O)O)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
R03685,"Bis-D-fructose 2',1:2,1'-dianhydride // H2O",Inulobiose,C1[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)OC[C@@]3(O1)[C@H]([C@@H]([C@H](O3)CO)O)O.O,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OCC2([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O
R02600,Sulfoacetaldehyde // NADPH // H//,2-Hydroxyethanesulfonate // NADP//,C(C=O)S(=O)(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],C(CS(=O)(=O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
R10741,Epithienamycin F // 2-Oxoglutarate // Oxygen,Epithienamycin E // Succinate // CO2 // H2O,C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)C)OS(=O)(=O)O.C(CC(=O)O)C(=O)C(=O)O.O=O,C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)S/C=C/NC(=O)C)OS(=O)(=O)O.C(CC(=O)O)C(=O)O.C(=O)=O.O
R11188,"Nucleoside 3',5'-bisphosphate // H2O",Nucleoside 5'-phosphate // Orthophosphate,*[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O.O,*[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.OP(=O)(O)O
R07713,(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate // H2O,2-Carboxybenzaldehyde // Pyruvate,O=C(O)C(=O)/C=C\c1ccccc1C(=O)O.O,C1=CC=C(C(=C1)C=O)C(=O)O.CC(=O)C(=O)O
R10732,"trans,trans-Farnesyl diphosphate",(-)-exo-alpha-Bergamotene // Diphosphate,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C.OP(=O)(O)OP(=O)(O)O
R02476,Androsterone // NAD//,"5alpha-Androstane-3,17-dione // NADH // H//",C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R09893,"trans,trans-Farnesyl diphosphate",delta-Guaiene // Diphosphate,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,C[C@H]1CCC2=C(CC[C@H](C[C@@H]12)C(=C)C)C.OP(=O)(O)OP(=O)(O)O
R06322,Gibberellin A12 // 2-Oxoglutarate // Oxygen,Gibberellin A15 open lactone // Succinate // CO2,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O.C(CC(=O)O)C(=O)C(=O)O.O=O,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(CO)CCC[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O.C(CC(=O)O)C(=O)O.C(=O)=O
R01976,(S)-3-Hydroxybutanoyl-CoA // NADP//,Acetoacetyl-CoA // NADPH // H//,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R03049,11-cis-Retinyl palmitate // H2O,11-cis-Retinol // Hexadecanoic acid,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C\C=C(/C)\C=C\C1=C(CCCC1(C)C)C.O,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C\C(=C\CO)\C)/C.CCCCCCCCCCCCCCCC(=O)O
R09529,UDP-glucuronate // Baicalein,UDP // Baicalin,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O.O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O.O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
R02863,Thiamine // Pyridine,Heteropyrithiamine // 5-(2-Hydroxyethyl)-4-methylthiazole,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.C1=CC=NC=C1,CC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2.CC1=C(SC=N1)CCO
R04466,Acetyl-CoA // Heparan sulfate alpha-D-glucosaminide,CoA // Heparan sulfate N-acetyl-alpha-D-glucosaminide,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.*O[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.*O[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O
R06073,UDP-D-glucose // D-Fructose 6-phosphate,UDP // Sucrose 6'-phosphate,C1=C(C(=O)C(=C(N1)N)C#N)Br.C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)OP(=O)(O)O,C1=C(C(=CN=C1Br)Br)N.Cl.CC(C)(C)C1=C(C=C(C=C1)[N+](=O)[O-])O
R03102,L-2-Aminoadipate 6-semialdehyde // NAD// // H2O,L-2-Aminoadipate // NADH // H//,C(CC=O)C[C@@H](C(=O)O)N.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O,C(C[C@@H](C(=O)O)N)CC(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R12397,(Palmitoyl)adenylate // Peptidyl-carrier protein,AMP // Palmitoyl-[(hydroxy)phthioceranic acid synthase],CCCCCCCCCCCCCCCC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.*S,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.*NC(=O)[C@H](CSC(=O)CCCCCCCCCCCCCCC)NC(*)=O
R01261,L-Alanine // 2-Oxo acid,Pyruvate // L-Amino acid,C[C@@H](C(=O)O)N.*C(=O)C(=O)O,CC(=O)C(=O)O.*[C@H](N)C(=O)O
R11062,Phosphatidylglycerol // Phosphatidylethanolamine,Cardiolipin // Ethanolamine,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(*)=O.*C(=O)OCC(COP(=O)(O)OCCN)OC(*)=O,*C(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(*)=O)OC(*)=O)OC(*)=O.C(CO)N
R00301,D-Glucose // NADP//,"D-Glucono-1,4-lactone // NADPH // H//",C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C(C([C@@H]1[C@@H]([C@H](C(=O)O1)O)O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R10972,"alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate // H2O","D-Ribose 2,5-bisphosphate",C([C@@H]1[C@H]([C@@H]2[C@H](O1)OP(=O)(O2)O)O)OP(=O)(O)O.O,C([C@@H]1[C@H]([C@H](C(O1)O)OP(=O)(O)O)O)OP(=O)(O)O
R07147,D-Glucose // NADP//,"D-Glucono-1,5-lactone // NADPH // H//",C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R11374,Protodeoxyviolaceinic acid // Oxygen // NADH // H//,Deoxyviolaceinic acid // NAD// // H2O,C1=CC=C2C(=C1)C(=CN2)C3=CC(=C(N3)C(=O)O)C4=CNC5=CC=CC=C54.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],C1=CC=C2C(=C1)C(=CN2)C3=CC(=C(N3)C(=O)O)C4=C(NC5=CC=CC=C54)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O
R11191,S-Adenosyl-L-methionine // 7-Demethylmitomycin A,S-Adenosyl-L-homocysteine // Mitomycin A,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.CC1=C(C2=C([C@H]([C@@]3(N2C[C@H]4[C@@H]3N4)OC)COC(=O)N)C(=O)C1=O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N.CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)OC
R12390,3''-O-Acetyl-ADP-D-ribose // H2O,ADP-ribose // Acetate,CC(=O)O[C@@H]1[C@H](OC([C@@H]1O)O)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O.O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O)N.CC(=O)O
R12538,"Dibenzothiophene-5,5-dioxide // FMN-N5-peroxide",2'-Hydroxybiphenyl-2-sulfinate // FMN-N5-oxide,C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O.CC1=CC2=C(C=C1C)N(C3=C(N2C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC(=O)NC3=O)OO,C1=CC=C(C(=C1)C2=CC=CC=C2S(=O)O)O.CC1=CC2=C(C=C1C)[N+](=C3C(=O)NC(=O)N=C3N2C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)[O-]
R08314,"Carbamazepine-10,11-epoxide // H2O",Dihydroxycarbazepine,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N.O,C1=CC=C2C(=C1)C(C(C3=CC=CC=C3N2C(=O)N)O)O
R10446,L-Asparagine // 2-Oxoglutarate // Oxygen,"(2S,3S)-3-Hydroxyasparagine // Succinate // CO2",C([C@@H](C(=O)O)N)C(=O)N.C(CC(=O)O)C(=O)C(=O)O.O=O,[C@H]([C@@H](C(=O)N)O)(C(=O)O)N.C(CC(=O)O)C(=O)O.C(=O)=O
R03154,Succinyl-CoA // (S)-2-Methylmalate,Succinate // (3S)-Citramalyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O.C[C@](CC(=O)O)(C(=O)O)O,C(CC(=O)O)C(=O)O.C[C@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)(C(=O)O)O
R02383,Tyramine // Oxygen // NADH // H//,Dopamine // NAD// // H2O,C1=CC(=CC=C1CCN)O.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],C1=CC(=C(C=C1CCN)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O
