Reaction ID,Prediction
R03429,"2.7.1,0.9999059438705444;2.7.4,4.368340159999207e-05;4.6.1,2.808843055390753e-05;3.1.3,7.124783223844133e-06;2.3.1,5.444474481919315e-06"
R06937,"1.14.12,0.9991235136985779;1.3.1,0.0005385882104746997;1.14.13,0.00018283972167409956;1.13.11,0.00010661813576007262;1.14.14,2.7847985620610416e-05"
R08354,"2.7.3,0.8727696537971497;6.3.1,0.08684749901294708;2.7.1,0.031228622421622276;2.7.7,0.002095121657475829;2.7.4,0.001331863459199667"
R01903,"1.1.1,0.9999929666519165;1.3.1,1.9404640170250786e-06;1.-.-,1.5351957927123294e-06;2.3.1,1.0780755701489397e-06;1.2.1,7.343715537899698e-07"
R04856,"3.1.6,0.8213558197021484;3.2.1,0.09811136871576309;3.5.1,0.08046566694974899;2.8.2,3.567199382814579e-05;3.5.3,7.349526185862487e-06"
R09218,"1.6.5,0.4271089732646942;1.13.11,0.21851466596126556;1.1.-,0.07432882487773895;1.14.-,0.05220922827720642;2.7.8,0.050105705857276917"
R02353,"1.1.1,0.9984142780303955;1.3.1,0.0004737837880384177;2.3.1,0.0003853368980344385;1.14.13,0.00015565476496703923;1.-.-,0.00012729663285426795"
R03633,"2.1.1,1.0;1.-.-,2.1786816328892705e-13;1.14.21,1.2873636178075114e-14;2.5.1,8.916677719263393e-15;3.3.1,8.430716282698762e-15"
R10672,"1.14.14,0.9978907704353333;1.14.13,0.001819435739889741;1.11.1,0.00017322202620562166;1.14.99,5.282384154270403e-05;1.14.12,2.537328145990614e-05"
R09762,"1.14.-,0.9997214674949646;1.1.1,0.00016473849245812744;2.4.1,2.997231058543548e-05;1.-.-,1.0481921890459489e-05;4.1.1,8.91644594958052e-06"
R02271,"5.4.3,0.5948396921157837;2.6.1,0.39186275005340576;4.1.2,0.0049829850904643536;1.5.1,0.0026229615323245525;4.3.1,0.002478883834555745"
R04777,"2.3.1,0.9999463558197021;6.2.1,2.2358635760610923e-05;3.1.2,9.926306120178197e-06;6.3.2,7.023617399681825e-06;2.1.1,2.0363429484859807e-06"
R06243,"1.14.-,0.6011322140693665;3.5.1,0.24113662540912628;3.2.1,0.05785813555121422;2.4.1,0.05031608045101166;3.1.1,0.019917473196983337"
R04427,"2.1.1,0.9999997615814209;2.3.1,1.7016186859564186e-07;1.3.-,7.607424379330041e-08;4.2.1,5.3599290339434447e-08;2.5.1,3.6236119882460116e-08"
R00952,"2.4.1,0.9996613264083862;2.4.2,0.00014737460878677666;2.7.1,0.00011249047383898869;2.7.3,4.237557732267305e-05;3.1.3,2.917651363532059e-05"
R01585,"6.3.1,0.6075488328933716;3.5.1,0.20424121618270874;6.3.4,0.1770857274532318;6.3.5,0.004183230455964804;1.5.1,0.0019276951206848025"
R10424,"2.7.7,0.5397867560386658;2.4.1,0.448260098695755;6.2.1,0.003339045215398073;2.7.4,0.0010185163700953126;2.5.1,0.0006569704855792224"
R05137,"5.3.99,0.9938191771507263;5.99.1,0.005945615470409393;1.13.-,0.00014079047832638025;2.5.1,2.148095882148482e-05;5.4.4,7.668875696253963e-06"
R03840,"2.7.1,0.995013415813446;2.7.2,0.0017320215702056885;3.1.3,0.0011102012358605862;3.6.1,0.0005427396972663701;2.1.1,0.00046657866914756596"
R06399,"1.1.1,0.9999836683273315;1.3.1,1.2996099940210115e-05;1.14.13,2.5353940600325586e-06;1.2.1,2.6052339308080263e-07;2.3.1,1.2878186339548847e-07"
R05554,"3.5.3,0.9989446997642517;4.3.2,0.0010132180759683251;3.5.1,1.9020731997443363e-05;3.2.1,1.3583008694695309e-05;3.4.19,4.058853392052697e-06"
R07631,"4.2.1,0.34367918968200684;3.1.7,0.33719611167907715;4.2.3,0.1806289404630661;5.4.4,0.09155748784542084;3.7.1,0.011910900473594666"
R10249,"1.1.1,0.9231871366500854;1.-.-,0.07066359370946884;1.11.1,0.0034526074305176735;1.3.1,0.0017944086575880647;1.6.5,0.00039696862222626805"
R13182,"2.1.1,0.9999997615814209;2.5.1,1.845735511096791e-07;6.2.1,9.69626601232676e-09;2.3.1,8.772264581402567e-10;2.6.1,2.470902371598527e-10"
R01270,"3.2.2,0.9565750360488892;3.5.1,0.025900831446051598;3.1.1,0.015148001722991467;2.3.1,0.0014854210894554853;3.2.1,0.0006384754669852555"
R00055,"1.1.3,0.987808346748352;1.14.11,0.0021089999936521053;1.9.3,0.0015039333375170827;1.14.18,0.0014829556457698345;1.14.15,0.001131980330683291"
R04598,"5.3.3,0.6774888634681702;1.1.1,0.15237095952033997;3.1.1,0.12992213666439056;1.13.11,0.03104127198457718;1.3.1,0.007951321080327034"
R05878,"1.5.1,0.999914288520813;1.14.14,2.4125662093865685e-05;1.14.13,1.4099321560934186e-05;1.2.1,5.891029559279559e-06;1.5.99,5.6337426030950155e-06"
R10493,"4.2.3,0.9999616146087646;4.2.1,2.824410330504179e-05;5.5.1,3.2117236514750402e-06;5.4.4,2.295374315508525e-06;1.1.1,1.5571412177450838e-06"
R10734,"4.2.3,0.9987536668777466;5.5.1,0.0009724614792503417;4.3.2,0.00023491165484301746;1.14.15,1.6143880202434957e-05;2.5.1,4.001190518465592e-06"
R09717,"4.1.2,0.44457927346229553;4.1.3,0.38557150959968567;2.6.1,0.15791727602481842;4.1.1,0.004863276146352291;4.3.1,0.0020042064134031534"
R12242,"2.3.1,0.9987367987632751;2.6.1,0.000729704974219203;3.1.1,0.0001872784923762083;3.2.1,0.00015408371109515429;2.7.7,5.162919842405245e-05"
R03462,"1.13.11,0.6975353360176086;1.1.1,0.11754811555147171;5.3.3,0.06483505666255951;1.1.99,0.04539366811513901;1.-.-,0.021419966593384743"
R01257,"1.1.99,0.9912163019180298;1.1.5,0.007426423020660877;1.1.3,0.00032293968251906335;1.1.2,0.0002733561850618571;1.3.8,0.00023602673900313675"
R03435,"3.1.4,0.4447462558746338;3.1.3,0.4292881190776825;3.6.1,0.06653984636068344;3.1.1,0.03141168877482414;2.7.8,0.014798959717154503"
R09888,"4.2.3,0.9800998568534851;5.5.1,0.01979389786720276;5.3.3,3.491461757221259e-05;4.3.2,2.2857333533465862e-05;2.7.8,2.057114033959806e-05"
R02990,"2.8.3,0.957740068435669;2.3.1,0.041440848261117935;3.1.1,0.0005005460698157549;2.6.1,0.0001227016473421827;3.1.2,4.1309780499432236e-05"
R00026,"3.2.1,0.9999643564224243;2.3.1,2.8142252631369047e-05;3.7.1,3.2835218917171005e-06;5.4.1,1.6125671891131788e-06;2.4.1,9.72556676970271e-07"
R08238,"2.4.2,0.6833389401435852;2.7.8,0.20404788851737976;3.2.2,0.10818871110677719;2.3.1,0.00290369032882154;1.1.1,0.0003625437384471297"
R10663,"1.14.13,0.999904990196228;1.14.14,4.696745963883586e-05;1.14.12,1.60206309374189e-05;1.14.15,1.540710945846513e-05;1.13.12,3.3310109301964985e-06"
R03928,"2.4.2,0.6387954950332642;2.7.7,0.22966916859149933;2.3.1,0.05860695242881775;5.1.3,0.03295140340924263;4.1.1,0.015540956519544125"
R11591,"2.1.1,0.7390139698982239;4.2.1,0.25749966502189636;5.3.99,0.002411851193755865;4.3.1,0.0004918954218737781;2.5.1,0.00022031445405445993"
R04473,"2.3.1,0.9982659220695496;6.2.1,0.0011693687411025167;3.1.2,0.0004025321395602077;5.4.1,5.002906982554123e-05;1.3.1,3.76130010408815e-05"
R02793,"1.1.1,0.9920985698699951;1.3.1,0.007253753021359444;1.14.13,0.00042868198943324387;1.2.1,8.001767855603248e-05;1.18.1,7.046715472824872e-05"
R03847,"1.1.1,0.9998906850814819;1.2.1,5.325740858097561e-05;1.3.1,4.611792610376142e-05;1.14.15,1.8337822211833554e-06;1.-.-,1.7970895669350284e-06"
R04929,"2.7.1,0.4798894226551056;2.7.4,0.34490031003952026;6.2.1,0.08019416034221649;2.7.7,0.06634974479675293;2.4.1,0.005350778810679913"
R01992,"3.5.1,0.9531928300857544;3.4.11,0.02791021019220352;3.4.17,0.012221974320709705;3.4.13,0.006377208512276411;3.4.16,6.571320409420878e-05"
R01320,"2.1.1,0.9995383024215698;2.3.1,0.0003410899662412703;1.14.13,0.00011987379548372701;1.-.-,2.0086254437501339e-07;2.5.1,1.9572571829939989e-07"
R03056,"2.3.1,0.9999922513961792;3.1.1,6.516714165627491e-06;6.2.1,3.2373722547163197e-07;3.1.2,2.088190171889437e-07;1.2.7,1.4064440279071277e-07"
R04410,"2.3.1,0.8351989388465881;3.1.1,0.15916839241981506;2.4.1,0.005248493514955044;3.5.1,0.0001958987704711035;2.3.2,7.075617759255692e-05"
R08893,"1.1.99,0.6691697835922241;4.2.1,0.0717119574546814;2.1.1,0.058860018849372864;2.5.1,0.04576990008354187;4.3.3,0.03137361630797386"
R04721,"2.3.1,0.9964250922203064;3.1.1,0.001131615019403398;2.7.8,0.0008822903619147837;2.7.1,0.00039462363929487765;2.3.2,0.0001326699712080881"
R05125,"1.1.1,0.49417734146118164;4.1.2,0.4801063537597656;5.3.3,0.018500175327062607;2.3.1,0.001810665475204587;4.2.1,0.0013246707385405898"
R02862,"2.1.1,0.9999994039535522;2.3.1,4.938486313221802e-07;2.5.1,3.668563053338403e-08;6.3.2,1.178379083199843e-08;2.4.2,8.620729019526152e-09"
R12721,"2.7.7,0.6674378514289856;2.7.1,0.22363853454589844;6.2.1,0.08773768693208694;2.7.4,0.00683529581874609;2.3.1,0.005376904737204313"
R04903,"1.2.1,0.9982853531837463;1.1.1,0.0008068682509474456;1.2.99,0.000275370548479259;1.8.1,0.0002713185967877507;1.5.1,9.605103696230799e-05"
R08617,"4.2.3,0.9544461369514465;5.5.1,0.013394362293183804;1.1.3,0.012098951265215874;2.5.1,0.011575935408473015;5.3.1,0.003330240258947015"
R04648,"2.4.99,0.8204552531242371;3.1.3,0.14805783331394196;2.4.1,0.02056870609521866;3.1.4,0.0049589043483138084;2.7.7,0.0023211005609482527"
R06353,"1.14.13,0.9990015625953674;1.1.1,0.0005479850806295872;1.14.14,0.0003048678918275982;1.14.15,3.0106515623629093e-05;1.8.99,2.2049200197216123e-05"
R11718,"4.1.2,0.999924898147583;4.2.1,2.376756128796842e-05;2.3.1,1.0019480214396026e-05;4.1.3,8.826488738122862e-06;4.2.3,7.479836312995758e-06"
R10565,"1.1.1,0.9999415874481201;1.-.-,1.752017851686105e-05;1.3.1,1.678765875112731e-05;2.3.1,9.14649626793107e-06;1.2.1,3.476223355391994e-06"
R11501,"1.11.1,0.999678373336792;1.11.2,0.00010967439447995275;1.14.14,0.00010255089000565931;4.2.1,4.8984773457050323e-05;1.2.1,2.1831097910762765e-05"
R01131,"2.7.1,0.995013415813446;2.7.2,0.0017320215702056885;3.1.3,0.0011102012358605862;3.6.1,0.0005427396972663701;2.1.1,0.00046657866914756596"
R05298,"4.1.3,0.9939272403717041;4.1.2,0.00286527955904603;4.2.1,0.0019834004342556;1.1.1,0.0004626333829946816;2.6.1,0.00024187016242649406"
R05420,"3.1.1,0.9723733067512512;3.7.1,0.023006515577435493;5.5.1,0.0027525178156793118;3.5.1,0.0006660762592218816;5.3.3,0.0005897148512303829"
R00771,"5.3.1,0.9978415966033936;2.3.1,0.0008133600349538028;2.2.1,0.00034967836108990014;1.1.1,0.00027109531220048666;1.1.2,0.00023992691421881318"
