reaction_id,SIMMER_SIMMER pred,merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_ec,theia_Prediction,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,ec
17158,6.3.1;2.7.1,6.3.1;2.7.1,6.3.1;2.7.1,6.3.1;2.7.1,6.3.1;2.7.1,6.3.1;2.7.1,6.3.1;2.7.1,,2.7.1,,,2.7.3.2,2.7.1,,,2.7.3.2,2.7.1,,,2.7.3.2,"2.7.14,0.724538266658783;2.7.1,0.09265010058879852;2.7.13,0.02943519689142704;2.7.2,0.01746627688407898;2.7.6,0.011785728856921196",2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.11,1.2.7;1.2.3;1.13.11;1.2.99,,,2.7.3.2,2.7.14;2.7.1;2.7.13;2.7.2;2.7.6,2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.11,1.2.7;1.2.3;1.13.11;1.2.99,,,2.7.3.2,2.7.14;2.7.1;2.7.13;2.7.2;2.7.6,2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.11,2.1.4;3.5.1;2.8.3;3.13.1,,,2.7.3.2,2.7.14;2.7.1;2.7.13;2.7.2;2.7.6,2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.11,2.1.4;3.5.1;2.8.3;3.13.1,,,2.7.3.2,2.7.14;2.7.1;2.7.13;2.7.2;2.7.6,2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.11,2.1.4;3.5.1;2.8.3;3.13.1,,,2.7.3.2
56597,1.14.14,1.14.14,1.14.14,1.14.14,1.14.14,1.14.14,1.14.14,,1.14.14,,,1.14.14.155,1.14.14,,,1.14.14.155,1.14.14,,,1.14.14.155,"1.14.14,0.9998772144317627;1.14.19,9.179195330943912e-05;1.14.99,6.398843652277719e-06;3.5.99,6.219273018359672e-06;2.5.1,5.162305114936316e-06",1.14.14.155;1.14.14.108;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.20;1.21.3;1.14.11,,,1.14.14.155,1.14.14;1.14.19;1.14.99;3.5.99;2.5.1,1.14.14.155;1.14.14.108;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.20;1.21.3;1.14.11,,,1.14.14.155,1.14.14;1.14.19;1.14.99;3.5.99;2.5.1,1.14.14.155;1.14.14.108;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.99;1.14.15;1.14.18,,,1.14.14.155,1.14.14;1.14.19;1.14.99;3.5.99;2.5.1,1.14.14.155;1.14.14.108;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.99;1.14.15;1.14.18,,,1.14.14.155,1.14.14;1.14.19;1.14.99;3.5.99;2.5.1,1.14.14.155;1.14.14.108;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.14.14.8;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14,1.14.14;1.14.99;1.14.15;1.14.18,,,1.14.14.155
43685,6.7.1,6.7.1,6.7.1,6.7.1,6.7.1,6.7.1,6.7.1,,6.3.2,,,2.7.9.1,6.3.2,,,2.7.9.1,6.3.2,,,2.7.9.1,"2.7.13,0.5545254945755005;6.5.1,0.17122934758663177;2.7.6,0.1621762216091156;2.7.1,0.011923431418836117;2.7.9,0.010267971083521843",6.3.1.13;6.1.3.1;6.3.1.14;2.7.9.1;6.3.1.20,6.3.2,4.2.3;4.2.1;1.8.3;2.5.1,,,2.7.9.1,2.7.13;6.5.1;2.7.6;2.7.1;2.7.9,6.3.1.13;6.1.3.1;6.3.1.14;2.7.9.1;6.3.1.20,6.3.2,4.2.3;4.2.1;1.8.3;2.5.1,,,2.7.9.1,2.7.13;6.5.1;2.7.6;2.7.1;2.7.9,6.3.1.13;6.1.3.1;6.3.1.14;2.7.9.1;6.3.1.20,6.3.2,6.2.1;6.3.2;2.7.11;2.7.12,,,2.7.9.1,2.7.13;6.5.1;2.7.6;2.7.1;2.7.9,6.3.1.13;6.1.3.1;6.3.1.14;2.7.9.1;6.3.1.20,6.3.4,6.2.1;6.3.2;2.7.11;2.7.12,,,2.7.9.1,2.7.13;6.5.1;2.7.6;2.7.1;2.7.9,6.3.1.13;6.1.3.1;6.3.1.14;2.7.9.1;6.3.1.20,6.3.4,6.2.1;6.3.2;2.7.11;2.7.12,,,2.7.9.1
29904,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,7.2.2,,6.3.2,,,7.5.2.7,6.3.2,,,7.5.2.7,6.3.2,,,7.5.2.7,"3.6.1,0.4224162995815277;3.6.4,0.20205901563167572;3.6.5,0.15492506325244904;5.6.2,0.10084584355354309;6.3.5,0.0543358288705349",6.3.4.13;6.3.3.1,7.2.2,7.1.3;7.2.3;4.2.3;3.1.7,,,7.5.2.7,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.2.2,7.1.3;7.2.3;4.2.3;3.1.7,,,7.5.2.7,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.2.2,7.5.2;7.6.2;7.1.2;7.3.2,,,7.5.2.7,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.5.2,7.5.2;7.6.2;7.1.2;7.3.2,,,7.5.2.7,3.6.1;3.6.4;3.6.5;5.6.2;6.3.5,6.3.4.13;6.3.3.1,7.5.2,7.5.2;7.6.2;7.1.2;7.3.2,,,7.5.2.7
14458,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,2.3.1,,2.3.1,,,2.3.3.12,2.3.1,,,2.3.3.12,2.3.1,,,2.3.3.12,"2.3.1,0.834757387638092;3.1.2,0.15255755186080933;2.8.3,0.004496599081903696;6.2.1,0.003935955464839935;4.2.1,0.001122941728681326",1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,3.1.2;2.3.2;2.8.3;3.13.1,,,2.3.3.12,2.3.1;3.1.2;2.8.3;6.2.1;4.2.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,3.1.2;2.3.2;2.8.3;3.13.1,,,2.3.3.12,2.3.1;3.1.2;2.8.3;6.2.1;4.2.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.2;2.3.1;2.4.1;2.8.3,,,2.3.3.12,2.3.1;3.1.2;2.8.3;6.2.1;4.2.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.2,2.3.2;2.3.1;2.4.1;2.8.3,,,2.3.3.12,2.3.1;3.1.2;2.8.3;6.2.1;4.2.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.2,2.3.2;2.3.1;2.4.1;2.8.3,,,2.3.3.12
25242,2.6.3;2.6.1,2.6.3;2.6.1,2.6.3;2.6.1,2.6.3;2.6.1,2.6.3;2.6.1,2.6.3;2.6.1,2.6.3;2.6.1,,3.5.1,,,3.5.3.26,3.5.1,,,3.5.3.26,3.5.1,,,3.5.3.26,"4.2.1,0.3968445360660553;4.3.2,0.26262161135673523;3.5.1,0.0714992880821228;4.3.1,0.056059930473566055;3.5.99,0.03806271776556969",3.5.3.9;3.5.1.77;3.5.1.87;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,3.5.1,4.3.1;2.1.2;3.5.99;4.3.2,,,3.5.3.26,4.2.1;4.3.2;3.5.1;4.3.1;3.5.99,3.5.3.9;3.5.1.77;3.5.1.87;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,3.5.1,4.3.1;2.1.2;3.5.99;4.3.2,,,3.5.3.26,4.2.1;4.3.2;3.5.1;4.3.1;3.5.99,3.5.3.9;3.5.1.77;3.5.1.87;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,3.5.1,3.5.4;4.3.1;3.5.99;4.3.2,,,3.5.3.26,4.2.1;4.3.2;3.5.1;4.3.1;3.5.99,3.5.3.9;3.5.1.77;3.5.1.87;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,3.5.1,3.5.4;4.3.1;3.5.99;4.3.2,,,3.5.3.26,4.2.1;4.3.2;3.5.1;4.3.1;3.5.99,3.5.3.9;3.5.1.77;3.5.1.87;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,3.5.1,3.5.4;4.3.1;3.5.99;4.3.2,,,3.5.3.26
56045,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,,3.2.1,,,3.2.1.210,3.2.1,,,3.2.1.210,3.2.1,,,3.2.1.210,"3.2.1,0.8882136940956116;4.2.1,0.01355413906276226;3.6.1,0.012626866810023785;3.1.3,0.011818945407867432;5.1.3,0.011620428413152695",3.2.1.113;3.2.1.207;3.2.1.106;3.2.1.114;3.2.1.24;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131,3.2.1,3.2.1;5.4.2;3.3.2;4.2.2,,,3.2.1.210,3.2.1;4.2.1;3.6.1;3.1.3;5.1.3,3.2.1.113;3.2.1.207;3.2.1.106;3.2.1.114;3.2.1.24;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131,3.2.1,3.2.1;5.4.2;3.3.2;4.2.2,,,3.2.1.210,3.2.1;4.2.1;3.6.1;3.1.3;5.1.3,3.2.1.113;3.2.1.207;3.2.1.106;3.2.1.114;3.2.1.24;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131,3.2.1,3.2.1;3.3.2;3.1.4;4.2.2,,,3.2.1.210,3.2.1;4.2.1;3.6.1;3.1.3;5.1.3,3.2.1.113;3.2.1.207;3.2.1.106;3.2.1.114;3.2.1.24;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131,3.2.1,3.2.1;3.3.2;3.1.4;4.2.2,,,3.2.1.210,3.2.1;4.2.1;3.6.1;3.1.3;5.1.3,3.2.1.113;3.2.1.207;3.2.1.106;3.2.1.114;3.2.1.24;2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131,3.2.1,3.2.1;3.3.2;3.1.4;4.2.2,,,3.2.1.210
34380,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,,2.4.1,,,2.4.1.287,2.4.1,,,2.4.1.287,2.4.1,,,2.4.1.287,"2.4.1,0.9515798091888428;2.4.2,0.03261494264006615;5.1.3,0.0077917915768921375;2.7.8,0.0022312765941023827;2.7.7,0.0013559655053541064",2.4.1.287;2.4.1.288;2.4.1.309;2.4.1.264;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.227,2.4.1,2.4.99;2.7.4;2.7.1;2.7.8,,,2.4.1.287,2.4.1;2.4.2;5.1.3;2.7.8;2.7.7,2.4.1.287;2.4.1.288;2.4.1.309;2.4.1.264;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.227,2.4.1,2.4.99;2.7.4;2.7.1;2.7.8,,,2.4.1.287,2.4.1;2.4.2;5.1.3;2.7.8;2.7.7,2.4.1.287;2.4.1.288;2.4.1.309;2.4.1.264;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.227,2.4.1,2.7.9;6.5.1;2.7.6;2.7.7,,,2.4.1.287,2.4.1;2.4.2;5.1.3;2.7.8;2.7.7,2.4.1.287;2.4.1.288;2.4.1.309;2.4.1.264;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.227,2.4.1,2.7.9;6.5.1;2.7.6;2.7.7,,,2.4.1.287,2.4.1;2.4.2;5.1.3;2.7.8;2.7.7,2.4.1.287;2.4.1.288;2.4.1.309;2.4.1.264;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.227,2.4.1,2.7.9;6.5.1;2.7.6;2.7.7,,,2.4.1.287
20390,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,,1.14.13,,,1.14.13.19,1.14.13,,,1.14.13.19,1.14.13,,,1.14.13.19,"1.14.13,0.6794162392616272;1.6.3,0.1750664860010147;1.17.1,0.04000617936253548;1.14.19,0.026582367718219757;1.5.1,0.01537899486720562",1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.240;1.14.13.87;1.14.14.57;1.14.13.84;1.14.13.89;1.14.13.2|1.14.13.33;1.14.13.8,1.14.13,1.14.13;1.14.18;1.5.3;1.10.3,,,1.14.13.19,1.14.13;1.6.3;1.17.1;1.14.19;1.5.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.240;1.14.13.87;1.14.14.57;1.14.13.84;1.14.13.89;1.14.13.2|1.14.13.33;1.14.13.8,1.14.13,1.14.13;1.14.18;1.5.3;1.10.3,,,1.14.13.19,1.14.13;1.6.3;1.17.1;1.14.19;1.5.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.240;1.14.13.87;1.14.14.57;1.14.13.84;1.14.13.89;1.14.13.2|1.14.13.33;1.14.13.8,1.14.13,1.14.13;4.1.99;2.1.1;2.3.1,,,1.14.13.19,1.14.13;1.6.3;1.17.1;1.14.19;1.5.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.240;1.14.13.87;1.14.14.57;1.14.13.84;1.14.13.89;1.14.13.2|1.14.13.33;1.14.13.8,1.14.13,1.14.13;4.1.99;2.1.1;2.3.1,,,1.14.13.19,1.14.13;1.6.3;1.17.1;1.14.19;1.5.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.88;1.14.13.240;1.14.13.87;1.14.14.57;1.14.13.84;1.14.13.89;1.14.13.2|1.14.13.33;1.14.13.8,1.14.13,1.14.13;4.1.99;2.1.1;2.3.1,,,1.14.13.19
20382,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,,1.1.1,,,1.1.1.209,1.1.1,,,1.1.1.209,1.1.1,,,1.1.1.209,"1.1.1,0.9867588877677917;1.12.1,0.003297434188425541;1.17.1,0.002315705409273505;1.3.1,0.002100706333294511;1.6.99,0.0009924964979290962",1.1.1.152|1.1.1.184|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,1.2.1;1.5.1;1.3.1;1.18.1,,,1.1.1.209,1.1.1;1.12.1;1.17.1;1.3.1;1.6.99,1.1.1.152|1.1.1.184|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,1.2.1;1.5.1;1.3.1;1.18.1,,,1.1.1.209,1.1.1;1.12.1;1.17.1;1.3.1;1.6.99,1.1.1.152|1.1.1.184|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,2.1.1;1.5.1;2.3.1;1.3.8,,,1.1.1.209,1.1.1;1.12.1;1.17.1;1.3.1;1.6.99,1.1.1.152|1.1.1.184|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,2.1.1;1.5.1;2.3.1;1.3.8,,,1.1.1.209,1.1.1;1.12.1;1.17.1;1.3.1;1.6.99,1.1.1.152|1.1.1.184|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.1,1.1.1,2.1.1;1.5.1;2.3.1;1.3.8,,,1.1.1.209
19978,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,2.8.2,,2.8.2,,,2.8.2.9,2.8.2,,,2.8.2.9,2.8.2,,,2.8.2.9,"2.8.2,0.9933013916015625;3.6.2,0.003167200367897749;1.8.99,0.0019588456489145756;3.1.6,0.0004569852608256042;2.4.99,0.0002104315353790298",2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8,2.7.11,2.7.1;2.7.7;2.7.8;6.3.1,,,2.8.2.9,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8,2.7.11,2.7.1;2.7.7;2.7.8;6.3.1,,,2.8.2.9,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8,2.7.11,2.7.6;2.7.1;2.7.9;2.7.11,,,2.8.2.9,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8,2.8.2,2.7.6;2.7.1;2.7.9;2.7.11,,,2.8.2.9,2.8.2;3.6.2;1.8.99;3.1.6;2.4.99,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8,2.8.2,2.7.6;2.7.1;2.7.9;2.7.11,,,2.8.2.9
52809,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.346,2.1.1,,,2.1.1.346,2.1.1,,,2.1.1.346,"2.1.1,0.9986615180969238;2.3.1,0.0007012295536696911;2.5.1,0.00020389446581248194;1.17.98,7.93173021520488e-05;3.13.2,7.262485451065004e-05",2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223,2.1.1,2.8.4;2.1.1;1.3.8;4.4.1,,,2.1.1.346,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223,2.1.1,2.8.4;2.1.1;1.3.8;4.4.1,,,2.1.1.346,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.346,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.346,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.346
37088,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.8.4.4,2.1.1,,,2.8.4.4,2.1.1,,,2.8.4.4,"2.1.1,0.5216797590255737;1.21.98,0.18177521228790283;2.8.1,0.09588459134101868;2.8.4,0.05121086910367012;1.1.98,0.03993722423911095",2.8.1.8,2.1.1,2.8.4;4.4.1;2.8.1;1.12.7,,,2.8.4.4,2.1.1;1.21.98;2.8.1;2.8.4;1.1.98,2.8.1.8,2.1.1,2.8.4;4.4.1;2.8.1;1.12.7,,,2.8.4.4,2.1.1;1.21.98;2.8.1;2.8.4;1.1.98,2.8.1.8,2.1.1,2.8.4;2.1.1;2.8.1;2.5.1,,,2.8.4.4,2.1.1;1.21.98;2.8.1;2.8.4;1.1.98,2.8.1.8,2.1.1,2.8.4;2.1.1;2.8.1;2.5.1,,,2.8.4.4,2.1.1;1.21.98;2.8.1;2.8.4;1.1.98,2.8.1.8,2.1.1,2.8.4;2.1.1;2.8.1;2.5.1,,,2.8.4.4
