reaction_id,SelenzymeRF,BEC-Pred,BridgIT,Theia,E-zyme1,E-zyme2,SIMMER,EC Number
483,2.7.11.2;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.189;2.7.1.219;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16;2.7.1.16|2.7.1.47;2.7.1.53;2.7.1.30,2.7.11,,2.7.11;2.7.1;2.7.12;2.7.10;2.7.4,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1|4.1.2|3.5.-;2.7.1|4.1.2|4.3.3;2.7.1|4.1.2|3.5.4;3.1.3|2.2.1|4.3.3;2.7.1|2.2.1|2.6.1;2.7.1|4.2.3|2.6.1;3.1.3|4.4.1|2.6.1;2.7.1|2.6.1;2.7.1|4.3.1;2.7.1|2.6.1;2.7.1|2.6.1;2.7.1|2.6.1;3.1.3|2.6.1;2.7.1|2.6.1;2.7.1|2.6.1;2.7.1|2.6.1;3.1.3|2.-.-;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.4;3.1.3;2.7.1;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.4;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.8;2.7.1;3.1.4;2.7.1;3.1.4;2.7.8;2.7.2;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.8;2.7.1;2.7.8;2.7.8;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.8;2.7.-;2.7.8;2.7.1;2.7.1;2.7.8;2.7.1;2.7.8;3.1.4;2.7.1,2.7.1,2.7.11.26
484,4.2.1.131;2.4.1.8|3.2.1.20|4.2.1.131;5.2.1.-|5.2.1.13;2.5.1|2.5.1.32|5.5.1.19;1.3.5.6,4.2.1,4.2.1.113;4.2.3.38;1.14.13.197;4.2.99.20;5.5.1.6;4.3.3.3;3.7.1.21;3.1.7.9;1.1.1.394;2.3.1.85;4.1.1.28;3.2.1.118;4.3.1.9;1.2.1.31;1.4.1.18;3.3.1.1;2.5.1.119;1.17.98.2;3.5.5.4;1.3.8.6;1.1.3.47;3.5.1.110;2.7.8.23,4.2.1;3.1.1;5.5.1;4.2.3;3.1.2,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.99;1.3.99;1.3.99;1.3.99;1.14.99;1.3.5;1.3.5;1.3.8;1.3.8;1.3.5;1.3.5;1.3.5;1.3.8;1.3.5;1.3.5;1.3.5;1.3.5;1.3.99;1.3.8,4.2.1;5.5.1,4.2.1.131
485,2.4.2.-|2.4.2.49;2.4.2.17,2.7.1,2.4.2.49;2.4.1.284;2.4.99.1,2.4.2;2.7.7;6.5.1;2.5.1;1.14.13,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2|6.1.1;5.1.3|4.2.2;6.5.1|5.1.3;2.4.99|6.5.1;6.1.1|3.1.1;4.2.1|2.4.99;3.1.3|4.2.1;3.6.1|3.1.3;2.7.8|3.6.1;3.1.1|2.7.8;4.3.3,2.4.2|4.2.3;3.2.1|4.2.3|2.4.2;3.2.1|4.2.3|2.4.1;3.2.1|4.2.3|2.4.1;2.4.1|4.2.3;3.2.1|4.2.3|2.4.1;3.2.1|4.2.3|2.4.1;2.4.1|4.3.3;2.4.1|4.2.3|2.7.8;3.2.1|4.2.3|2.4.2;2.4.1|4.2.3;3.2.1|4.2.3|2.4.2;2.4.1|4.1.99;2.4.1|1.14.-|2.4.2;3.2.1|1.14.-|2.4.1;2.4.1;3.2.1|2.4.2;2.4.1;2.4.1;2.4.1;3.2.1|2.4.2;2.4.1;3.2.1|2.4.1;2.4.1;2.4.1;3.2.1|2.4.1;3.2.1|2.4.1;3.2.1|2.4.2;2.4.2|3.6.1;2.4.1|2.4.99;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2,2.4.2;2.4.1,2.4.2.49
486,2.1.1.69;2.1.1|2.1.1.76;2.1.1.114;2.1.1.163,2.1.1,,2.1.1;1.-.-;2.3.1;1.1.2;2.5.1,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.1.1|1.11.1|4.2.1|2.-.-;2.1.1|1.14.12|4.2.1|2.5.1;2.1.1|1.14.12|4.2.1|2.3.1;2.1.1|1.14.12|4.2.1;2.1.1|1.14.12|4.2.1;2.1.1|1.14.12|4.2.1;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12|4.2.1;2.1.1|4.2.1|1.14.12;2.1.1|1.14.12|4.1.3;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.-.-|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|4.2.1|1.14.12;2.1.1|1.14.12;2.1.1|1.14.12;2.1.1|4.2.1|1.14.12;2.1.1|1.14.12|4.1.99;2.1.1|1.14.12;2.1.1|4.2.1|1.14.12;2.1.1|4.2.1|1.14.13;2.1.1|4.1.3|1.14.13;2.1.1|4.2.1|1.14.12;2.1.1|4.2.1|1.3.1;2.1.1|4.1.99|1.3.1;2.1.1|1.14.13|1.14.12;2.1.1|1.14.18;2.1.1|4.2.1|4.4.1;2.1.1|1.14.12;2.1.1|1.14.12|1.3.1;2.1.1|1.14.12|4.2.1;2.1.1|1.14.12|1.14.13;2.1.1|1.14.21|4.2.99;2.1.1|1.14.13|1.10.9;2.1.1|1.3.1;2.1.1|1.3.1|4.1.3;2.1.1|1.14.12|4.1.3;2.1.1|1.13.11|1.3.1;2.1.1|1.14.18|1.3.1;2.1.1|1.14.14|1.3.1;2.1.1|1.14.14|1.3.1;1.14.13|1.3.1;1.14.11|1.14.13|1.3.1;2.1.1|1.14.-|5.3.3;1.14.11|1.14.-|1.3.1;1.14.11|4.2.99|1.3.1;2.1.1|1.10.9|1.14.13;1.14.11|4.1.3|1.3.1;4.1.3|1.8.5;1.3.1;5.3.3|1.3.1;1.3.1;1.3.1;1.3.1|1.1.5;1.3.1|1.3.7;1.3.1;1.3.1;1.14.13|1.14.-;1.8.5|4.2.1;1.1.5|1.-.-;1.3.1;1.3.1;1.14.14;1.14.14;1.14.13;2.1.1;2.5.1;1.14.14;1.14.-;1.10.3;1.14.13;1.14.12;1.14.12;1.14.12;1.3.1;1.14.12;1.10.9;1.14.21;1.14.12;1.3.-;1.14.12;1.13.11;1.14.-;1.14.18;1.14.14;1.14.14;1.14.18;2.1.1;1.3.1;1.3.1;1.3.1;1.14.12;1.3.1,2.1.1,2.1.1.69
487,1.14.14.3;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.28;1.14.14.35;1.14.14.15;1.14.19.56;1.14.14.46;1.5.1.39;1.14.14.77;1.14.99.46;1.14.14.30;1.14.14.108;1.14.19.9;1.13.12.16,1.14.14,,1.14.14;4.2.1;1.14.13;5.4.4;5.3.99,1.14.13;1.14.14;1.14.11;1.14.99;1.14.15;1.14.-;1.17.4;1.14.18;1.17.1;1.14.16;1.14.12;1.17.99;1.7.1;1.5.99;1.1.1;1.14.17;1.17.2;1.3.99;1.97.1;1.10.3;1.13.11;1.1.4;1.10.99;1.13.12;1.17.3;1.1.99;1.17.-;1.-.-;1.17.7;1.3.7;1.14.20;1.7.3;2.6.3;1.6.6;1.8.99;1.4.-;1.1.-;4.1.99;1.7.2;3.7.1,1.14.13|2.5.1;1.14.12|1.11.1;1.14.15;1.14.15;1.14.15;1.14.13;1.14.13;1.14.17;1.14.13;3.5.99;1.13.11;1.14.14,5.4.99,1.14.14.77
488,1.14.99.61;1.14.11.-|1.14.11.35;1.14.11.11;1.14.11|1.14.11.-|1.14.11.13;1.14.11.24;1.14.11.25;1.14.11.8;1.4.3.13;1.8.3.5;1.3.3.6;1.14.11.21;1.1.3.30;1.14.11.28;1.14.11.-|1.14.11.55;1.3.3.16;1.14.11.41;1.1.99.8;1.1.3.20;1.14.11.76;1.1.3.18;1.6.3.1;1.14.13.242,1.14.99,,1.14.99;1.7.99;4.2.1;1.14.14;1.14.19,1.14.11;1.14.13;1.14.15;1.14.14;1.14.99;1.17.99;1.14.-;1.17.1;1.17.7;2.5.1,1.14.13;1.14.13;1.14.13;1.14.14;1.14.13;1.14.13;1.14.13;1.14.99;1.14.13;1.14.13;1.14.14;1.14.14;1.14.13;1.3.99;1.14.99;1.14.99;1.14.99;1.14.13;1.14.-;4.2.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.15;1.14.15;1.14.99;1.14.15;1.14.15;1.14.15;1.14.15;1.14.13;1.14.11;1.14.11;1.14.13;1.14.13;1.14.-;1.14.-;1.14.-;1.14.11;1.14.11;1.14.11;1.14.11;1.14.15;1.14.11;1.14.-;1.14.-;1.14.-;1.14.-;1.14.-;1.14.13;1.14.13;5.3.3;1.14.11;1.14.13,,1.14.99.61
489,2.6.1.90;2.6.1.-|2.6.1.33|2.6.1.59;2.6.1.59;2.6.1.-|2.6.1.106;2.6.1.-|2.6.1.110;2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.102;2.6.1.98;1.4.7.1;2.6.1.104;2.6.1.94;2.6.1.107|2.6.1.57;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.6.1,,2.6.1;1.1.99;1.14.11;2.3.2;5.1.3,2.6.1;1.4.3;1.4.1;1.4.7|1.4.9;1.4.9|1.4.99;1.4.99|1.4.7;1.4.2;1.14.11|4.3.1;2.-.-|1.13.12;4.1.1;1.13.12|1.14.11;2.4.2|2.-.-;4.3.1|2.4.2;1.4.5,2.6.1|4.2.3;2.6.1|4.2.3;2.6.1|4.2.3|1.4.1;2.6.1|4.2.3;4.3.1|4.2.3|1.5.1;2.6.1|4.2.3|4.4.1;2.6.1|4.2.3|1.4.3;2.6.1|4.2.3|1.4.3;2.6.1|4.2.3|1.4.1;1.17.1|4.2.3|1.5.1;2.6.1|4.2.3|1.4.1;2.6.1|4.2.3|4.4.1;2.6.1|4.2.3|4.4.1;1.17.4|4.2.3|2.6.1;4.2.3|2.6.1;4.2.3|1.4.3;4.2.3|1.4.3;4.2.3|2.6.1;4.2.3|1.4.1;4.2.3|4.1.99|1.4.1;4.2.3|1.4.99;4.2.3|2.6.1;4.2.3|1.4.1;4.3.3|4.2.3|4.4.1;4.2.3|4.4.1;4.2.3|4.1.2|4.4.1;4.2.3|4.1.2|1.4.3;4.2.3|4.1.2|4.3.1;4.1.99|2.2.1;4.2.3|2.2.1;4.3.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,2.6.1,2.6.1.89
49,1.1.1.21|1.2.1.16|1.2.1.26|1.2.1.79;1.2.1.-|1.2.1.26|1.2.1.3,1.2.1,1.2.1.16;1.1.1.202;1.17.1.10;2.3.1.85;1.2.4.1;1.8.1.4;1.3.1.20;1.2.3.13;1.1.3.39;1.2.5.1,1.2.1;1.1.1;1.5.1;1.4.1;4.1.99,1.2.1|1.3.1;1.2.3|1.3.99;1.2.99|1.5.1;1.2.-|1.3.8;1.1.1|5.3.3;1.2.7|1.3.3;1.14.13|1.14.11;1.1.3|2.3.1;1.5.1|1.1.1;1.14.99|1.3.5;1.17.1|5.2.1;1.14.11|5.3.2;1.5.99|5.3.1;1.2.2|1.3.7;1.1.-|1.4.3;1.14.14|1.5.99;1.14.21;5.1.3;1.5.3;1.10.3;1.6.5;1.3.-;2.5.1;1.1.3;1.6.99;1.5.-;4.1.1;1.4.1;1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.3.2;1.6.3;1.6.1;1.10.9;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.2.1|4.2.3|1.-.-;1.2.1|2.7.7|4.1.99|1.-.-;1.2.1|4.2.3;1.2.1|4.2.3;1.2.1|4.2.3;1.2.1|4.2.3;1.2.1|4.2.3;4.2.3;4.1.99|4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.2;4.2.3,1.2.1;1.1.1,1.2.1.16
490,3.1.3.43;4.1.99.25;4.1.99.24;3.1.3.16,3.1.3,3.1.3.75;3.6.1.7;3.11.1.1;3.1.4.13;4.2.3.1;3.1.1.43;4.2.1.155;3.1.7.11;3.1.2.16;3.1.6.6;2.3.1.85;3.1.5.1;4.6.1.13;3.2.1.42;5.1.3.14;2.4.1.17;3.7.1.8,3.1.3;3.1.4;2.7.99;3.6.1;4.2.3,2.7.1|3.1.4;3.1.3|6.5.1;3.6.1|4.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1|2.5.1;2.7.1|2.5.1;2.7.1|2.5.1;3.1.3|3.1.4;2.7.1|3.1.4;2.7.1|2.6.99;3.1.3|3.1.4;2.7.1|3.1.4;2.7.1|3.1.4;2.7.1|4.2.3;2.7.1|2.5.1;2.7.1|2.5.1;3.1.3|4.2.3;2.7.1|3.1.4;2.7.1|4.2.3;2.7.1|2.5.1;3.1.3|3.1.4;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.4;3.1.3;2.7.1;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.4;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.8;2.7.1;3.1.4;2.7.1;3.1.4;2.7.8;2.7.2;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.8;2.7.1;2.7.8;2.7.8;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.8;2.7.-;2.7.8;2.7.1;2.7.1;2.7.8;2.7.1;3.1.4;2.7.8;2.7.1,3.1.3,3.1.3.43
491,1.14.13.8;1.14.13.225|1.6.3.1;1.6.3.5;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13,1.14.13.239;1.13.11.48;1.13.12.23;1.13.99.1,1.14.13;1.6.3;1.3.98;1.14.14;1.14.18,1.14.13|1.3.1;1.14.14|1.3.99;4.1.1|1.5.1;2.5.1|1.3.8;1.14.11|5.3.3;2.1.1|1.3.3;1.14.15|1.14.11;1.97.1|2.3.1;1.14.16|1.1.1;1.14.-|1.3.5;1.14.18|5.2.1;1.14.99|5.3.2;4.2.1|5.3.1;1.14.21|1.3.7;1.17.1|1.4.3;1.11.1|1.5.99;4.1.99|1.14.21;3.7.1|5.1.3;3.8.1|1.5.3;1.22.1|1.10.3;3.5.3|1.6.5;1.10.99|1.3.-;1.13.11|2.5.1;6.4.1|1.1.3;1.10.3|1.5.-;4.1.2|1.6.99;1.1.1|4.1.1;1.4.-|1.4.1;1.14.17|1.11.1;2.4.1|1.1.-;1.17.99|5.3.99;3.5.99|1.17.99;1.2.1|1.12.98;1.3.1|1.6.1;2.1.2|1.3.2;1.3.99|1.10.9;3.2.-|1.6.3;3.13.1|1.14.99;1.3.7|1.14.13;1.14.20|1.14.14;1.-.-|5.1.1;1.17.3|3.1.3;4.99.1|1.14.12;1.7.3|1.14.-;2.8.4|5.5.1;4.7.1|1.7.1;3.1.6|1.8.5;2.3.1|1.3.98;1.6.6;1.17.7,2.-.-|4.2.3|1.-.-;1.14.13|4.2.3|1.-.-;1.5.1|4.2.3|1.14.14;1.14.13|4.2.3|1.14.14;1.14.13|4.2.3|1.14.14;4.2.3|4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99|4.2.3;4.2.3|1.14.13;4.2.3;4.2.3|1.14.-;4.2.3;4.2.3;4.2.3|1.14.13;4.2.3|4.2.1;4.2.3|4.2.1;4.2.3|1.14.18;4.3.3|4.1.3;4.2.3|1.3.1;4.2.3;4.2.3;4.2.3|1.3.7;1.14.14|1.14.13;1.14.14|4.2.3;4.2.3;1.14.14|4.2.1;1.14.13|4.2.1;4.1.99|1.3.1;4.2.3|1.3.1;4.2.3;4.2.3|1.3.1;4.2.3|1.14.12;1.14.12;1.14.12|1.3.1;1.14.12|4.2.1;1.14.12;1.14.12|1.3.1;1.14.12|1.14.13;4.1.3|1.10.9;1.14.12|1.3.1;4.2.1|1.14.12;1.14.12|1.3.1;1.14.12|1.3.1;4.2.1|1.14.12;4.2.1|1.14.12;1.14.12|1.3.1;1.14.-|1.3.1;4.2.1|1.3.1;4.2.1|1.3.1;1.10.3;5.3.3;1.14.12;1.3.1;4.2.1;1.14.12;1.14.12;1.14.12;1.14.12;1.3.1;1.3.1;1.3.1;1.14.12;1.14.13;1.3.1;1.14.12;1.14.12;4.2.1;1.3.1;1.3.1;4.2.1;1.14.12;1.3.1;1.14.12;4.2.99;1.3.1;1.14.12;1.14.12;1.3.1;4.2.1;4.1.3;4.1.3;1.3.5;1.8.5;1.1.5;1.14.14;1.14.14;1.14.12;1.14.13;4.2.3;1.14.14;1.14.14;1.3.1;1.14.12;2.1.1;1.14.12;1.14.18,1.7.1;1.1.1,1.14.13.8
492,1.8.1.13;1.14.19.48;1.6.3.2;1.11.1.21;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5,1.8.1,,1.8.1;1.6.4;1.8.4;1.6.5;1.6.2,1.8.1|1.3.1;1.8.4|1.3.99;1.11.1|1.5.1;1.8.98|1.3.8;1.17.4|5.3.3;1.8.3|1.3.3;2.8.1|1.14.11;1.8.5|2.3.1;2.8.4|1.1.1;1.5.4|1.3.5;5.2.1;5.3.2;5.3.1;1.3.7;1.4.3;1.5.99;1.14.21;5.1.3;1.5.3;1.10.3;1.6.5;1.3.-;2.5.1;1.1.3;1.6.99;1.5.-;4.1.1;1.4.1;1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.6.1;1.6.3;1.10.9;1.3.2;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.8.1|4.2.3|4.1.99|1.-.-;1.11.1|4.2.3|1.-.-;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.3.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.2;4.2.3;4.2.3,1.8.1,1.8.1.13
493,6.2.1.7;2.3.1.65;3.1.2.2|3.1.2.27;2.3.1.176;6.2.1.4;2.8.3.25|3.1.2.2|3.1.2.27;2.3.3.20;2.3.1.109;2.3.1.13;2.3.1.24,3.1.2,,3.1.2;2.3.1;3.1.1;1.2.1;2.3.3,3.1.2|2.3.1;6.2.1;2.8.3|3.1.1;2.3.1|3.1.2;3.2.1|1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2|2.3.1;3.1.2|2.3.1;6.2.1;6.2.1;6.2.1;6.2.1;3.5.1|2.3.1;3.5.1;3.5.1;3.5.1;3.5.1;3.5.1,2.3.1,3.1.2.27
494,2.5.1.137;2.5.1.136;2.5.1.75,2.5.1,2.5.1.102;1.3.1.96;2.4.1.326;2.4.2.34;2.1.3.12;4.4.1.20,2.5.1;5.3.3;4.1.3;4.2.99;1.3.5,1.14.13|2.5.1|3.1.4;4.1.1|2.1.1|6.5.1;1.14.14|3.3.2|4.6.1;2.5.1|3.8.1;1.14.11|4.4.1;2.1.1|3.3.1;1.14.99|1.17.1;1.14.15|2.3.1;1.17.4|4.2.1;1.14.-|2.8.1;1.97.1|1.14.13;1.2.4|4.1.3;1.14.16|4.99.1;1.14.18|6.3.4;1.17.1|2.6.1;3.5.99|1.3.1;2.2.1|2.9.1;4.2.1|3.5.99;3.7.1;1.14.12;1.14.21;2.3.1;3.5.4;3.8.1;1.11.1;1.17.99;4.1.3;4.1.2;1.7.2;3.1.1;1.5.99;1.22.1;4.1.99;1.1.1;1.1.4;1.10.99;1.13.11;1.17.2;1.10.3;1.3.99;2.8.1;1.17.3;6.4.1;1.7.3;6.3.4;2.1.2;1.7.1;2.4.1;1.4.-;1.3.1;1.3.7;3.2.-;3.13.1;1.14.20;2.1.3;3.11.1;3.5.3;1.5.1;4.99.1;4.7.1;2.8.4;1.13.12;4.4.1;1.3.8;1.-.-;1.17.7;2.6.3,1.10.9|2.5.1;1.14.13|2.5.1;2.1.1|2.5.1;1.14.13|2.5.1|4.2.3;1.10.9|2.5.1;1.1.5|2.5.1;1.14.13|2.5.1|4.2.3;1.3.1|2.5.1|4.2.3;1.3.1|2.5.1|4.2.3;1.3.1|2.5.1;1.3.1|2.5.1;1.3.1|2.5.1;1.8.5|2.5.1|4.2.3;1.10.3|2.5.1|4.1.2;1.3.1|2.5.1;1.3.1|2.5.1;4.2.1|2.5.1;1.3.1|2.5.1;1.3.1|2.5.1;1.14.18|2.5.1;4.2.1|2.5.1;1.3.1;1.3.1;1.3.1;1.14.18;1.3.1;1.3.1;1.14.13;1.3.1;5.3.3;1.3.1;1.3.1;1.3.1;4.2.1;1.3.1;1.3.1;1.14.18;4.2.1;1.3.1;1.3.7;1.14.13;1.14.12;1.14.12;4.2.1;1.14.12;1.14.13;4.2.1;4.2.1;4.2.1;1.14.14,2.5.1,2.5.1.137
495,4.4.1.-|4.4.1.1|4.4.1.13|4.4.1.3|4.4.1.35|4.4.1.8|4.4.1.k;4.3.1.15|4.3.1.18,4.4.1,3.4.13.22;3.5.5.1;3.5.1.126;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;2.3.2.2;3.1.1.1;3.13.1.6;3.4.17.8;3.5.2.11;3.4.19.13;4.2.1.48;3.5.3.21;3.4.14.13;1.2.7.12;3.5.4.1;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,4.4.1;1.13.11;4.1.99;2.8.1;3.1.2,4.4.1;2.5.1;1.8.3;4.2.1;1.1.1;1.8.1;2.1.2;4.5.1;3.3.1,4.4.1;4.4.1;4.4.1;4.4.1;4.4.1;1.4.99;2.6.1;1.4.1;4.4.1,4.4.1,4.4.1.35
496,6.3.5.9;3.1.3|3.1.3.1|3.1.3.2|3.1.3.5,3.1.3,3.1.3.6;3.1.4.17;3.6.1.20;3.1.7.2;3.1.5.1;4.2.3.1;3.1.1.33;4.6.1.13;3.1.6.9;3.2.1.42;2.4.1.17;5.1.3.14;3.11.1.3;3.7.1.8;3.1.2.30;2.3.1.85;4.2.1.155,3.1.3;4.2.3;3.2.1;3.6.1;3.1.4,2.7.1|3.1.4;3.1.3|6.5.1;3.6.1|4.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1|2.5.1;2.7.1|4.2.3;2.7.1|2.5.1;2.7.1|1.3.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.5;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.6,3.1.3,3.1.3.112
