reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
10613,2.4.2,2.4.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.2,2.4.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,,,2.4.1,2.4.1,,,2.4.1,,,,2.4.2.38,2.4.2.38,2.4.2.38,"2.4.1,0.9495484232902527;2.4.2,0.04968691244721413;2.7.1,0.0002707533130887896;3.6.1,0.0002205038908869028;2.7.7,7.619742245879024e-05",2.4.2.38,2.4.1;2.4.2;2.7.1;3.6.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.1;3.6.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.1;3.6.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.1;3.6.1;2.7.7,2.4.2.38
10733,4.1.1,6.3.2,1.13.12.7;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,4.1.1,6.3.2,1.13.12.7;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,1.14.11,6.3.2,1.13.12.7;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,1.14.11,6.3.2,1.13.12.7;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,1.14.11,6.3.2,1.13.12.7;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,1.14.11,6.3.2,,,1.14.11,6.3.2,,,1.14.11,,,,1.13.12.7,1.13.12.7,1.13.12.7,"2.7.7,0.2567245364189148;3.6.1,0.20790661871433258;6.1.1,0.1103072315454483;2.7.4,0.10486818850040436;6.2.1,0.08707195520401001",1.13.12.7,2.7.7;3.6.1;6.1.1;2.7.4;6.2.1,1.13.12.7,2.7.7;3.6.1;6.1.1;2.7.4;6.2.1,1.13.12.7,2.7.7;3.6.1;6.1.1;2.7.4;6.2.1,1.13.12.7,2.7.7;3.6.1;6.1.1;2.7.4;6.2.1,1.13.12.7
10757,6.3.1,6.3.1,2.7.9.1;2.7.1.40;2.7.9.2;6.3.1.1|6.3.5.4,,,6.3.1,6.3.1,2.7.9.1;2.7.1.40;2.7.9.2;6.3.1.1|6.3.5.4,,,6.3.2,6.3.1,2.7.9.1;2.7.1.40;2.7.9.2;6.3.1.1|6.3.5.4,,,6.3.2,6.3.1,2.7.9.1;2.7.1.40;2.7.9.2;6.3.1.1|6.3.5.4,,,6.3.2,6.3.1,2.7.9.1;2.7.1.40;2.7.9.2;6.3.1.1|6.3.5.4,,,6.3.2,6.3.1,,,6.3.2,6.3.1,,,6.3.2,,,,2.7.9.1,2.7.9.1,2.7.9.1,"2.7.1,0.48298415541648865;2.7.9,0.1409197300672531;2.5.1,0.13221441209316254;2.7.4,0.09254909306764603;2.7.7,0.06818860024213791",2.7.9.1,2.7.1;2.7.9;2.5.1;2.7.4;2.7.7,2.7.9.1,2.7.1;2.7.9;2.5.1;2.7.4;2.7.7,2.7.9.1,2.7.1;2.7.9;2.5.1;2.7.4;2.7.7,2.7.9.1,2.7.1;2.7.9;2.5.1;2.7.4;2.7.7,2.7.9.1
10797,1.14.13,1.7.1,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,,,1.14.13,1.7.1,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,,,1.14.13,1.7.1,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,,,1.14.13,1.7.1,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,,,1.14.13,1.7.1,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,,,1.14.13,1.7.1,,,1.14.13,1.7.1,,,1.14.13,,,,1.14.13.32,1.14.13.32,1.14.13.32,"1.14.13,0.9739853739738464;1.14.19,0.005855674389749765;1.14.12,0.002910010516643524;1.6.3,0.0024928897619247437;4.1.99,0.0019167506834492087",1.14.13.32,1.14.13;1.14.19;1.14.12;1.6.3;4.1.99,1.14.13.32,1.14.13;1.14.19;1.14.12;1.6.3;4.1.99,1.14.13.32,1.14.13;1.14.19;1.14.12;1.6.3;4.1.99,1.14.13.32,1.14.13;1.14.19;1.14.12;1.6.3;4.1.99,1.14.13.32
10805,3.5.2,5.1.1,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.4;3.5.3.9;3.5.2.1;1.3.98.1,,,3.5.2,5.1.1,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.4;3.5.3.9;3.5.2.1;1.3.98.1,,,5.3.1,5.1.1,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.4;3.5.3.9;3.5.2.1;1.3.98.1,,,5.3.1,5.1.1,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.4;3.5.3.9;3.5.2.1;1.3.98.1,,,5.3.1,5.1.1,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.4;3.5.3.9;3.5.2.1;1.3.98.1,,,5.1.3,5.1.1,,,5.1.3,5.1.1,,,5.1.3,,,,5.1.99.3,5.1.99.3,5.1.99.3,"2.6.1,0.5330008864402771;2.7.4,0.07397082448005676;5.1.1,0.06884139776229858;2.5.1,0.026565341278910637;2.7.8,0.02525516040623188",5.1.99.3,2.6.1;2.7.4;5.1.1;2.5.1;2.7.8,5.1.99.3,2.6.1;2.7.4;5.1.1;2.5.1;2.7.8,5.1.99.3,2.6.1;2.7.4;5.1.1;2.5.1;2.7.8,5.1.99.3,2.6.1;2.7.4;5.1.1;2.5.1;2.7.8,5.1.99.3
10905,1.1.99,,1.3.99.36;1.8.99.5;3.13.1.5;4.1.1.90;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;2.3.1.85|2.3.1.86,,,1.1.99,,1.3.99.36;1.8.99.5;3.13.1.5;4.1.1.90;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;2.3.1.85|2.3.1.86,,,4.4.1,,1.3.99.36;1.8.99.5;3.13.1.5;4.1.1.90;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;2.3.1.85|2.3.1.86,,,4.4.1,,1.3.99.36;1.8.99.5;3.13.1.5;4.1.1.90;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;2.3.1.85|2.3.1.86,,,4.4.1,,1.3.99.36;1.8.99.5;3.13.1.5;4.1.1.90;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;2.3.1.85|2.3.1.86,,,4.4.1,,,,4.4.1,,,,4.4.1,,,,1.3.99.36,1.3.99.36,1.3.99.36,"2.8.1,0.31552866101264954;1.2.99,0.21107728779315948;3.1.2,0.06724630296230316;4.4.1,0.06684492528438568;1.3.99,0.05721212178468704",1.3.99.36,2.8.1;1.2.99;3.1.2;4.4.1;1.3.99,1.3.99.36,2.8.1;1.2.99;3.1.2;4.4.1;1.3.99,1.3.99.36,2.8.1;1.2.99;3.1.2;4.4.1;1.3.99,1.3.99.36,2.8.1;1.2.99;3.1.2;4.4.1;1.3.99,1.3.99.36
10933,6.3.2,6.3.2,6.3.4.5,,,6.3.2,6.3.2,6.3.4.5,,,6.3.2,6.3.2,6.3.4.5,,,6.3.2,6.3.2,6.3.4.5,,,6.3.2,6.3.2,6.3.4.5,,,6.3.2,6.3.2,,,6.3.2,6.3.2,,,6.3.2,,,,6.3.4.5,6.3.4.5,6.3.4.5,"3.5.3,0.4232177734375;6.3.1,0.21478909254074097;6.3.4,0.07485819607973099;2.7.4,0.06096576526761055;2.1.3,0.032079171389341354",6.3.4.5,3.5.3;6.3.1;6.3.4;2.7.4;2.1.3,6.3.4.5,3.5.3;6.3.1;6.3.4;2.7.4;2.1.3,6.3.4.5,3.5.3;6.3.1;6.3.4;2.7.4;2.1.3,6.3.4.5,3.5.3;6.3.1;6.3.4;2.7.4;2.1.3,6.3.4.5
10969,6.2.1,2.3.3;6.2.1,6.2.1.13;6.2.1.4;6.2.1.5,,,6.2.1,2.3.3;6.2.1,6.2.1.13;6.2.1.4;6.2.1.5,,,6.3.2,2.3.3;6.2.1,6.2.1.13;6.2.1.4;6.2.1.5,,,6.3.2,2.3.3;6.2.1,6.2.1.13;6.2.1.4;6.2.1.5,,,6.3.2,2.3.3;6.2.1,6.2.1.13;6.2.1.4;6.2.1.5,,,2.7.7,2.3.3;6.2.1,,,2.7.7,2.3.3;6.2.1,,,2.7.7,,,,6.2.1.10,6.2.1.10,6.2.1.10,"2.3.1,0.5357397794723511;6.2.1,0.3761568069458008;3.1.2,0.03723270446062088;1.2.1,0.03374033421278;2.3.3,0.00320578389801085",6.2.1.10,2.3.1;6.2.1;3.1.2;1.2.1;2.3.3,6.2.1.10,2.3.1;6.2.1;3.1.2;1.2.1;2.3.3,6.2.1.10,2.3.1;6.2.1;3.1.2;1.2.1;2.3.3,6.2.1.10,2.3.1;6.2.1;3.1.2;1.2.1;2.3.3,6.2.1.10
11089,3.6.1,7.1.3,4.1.2.50;3.1.5.1;2.5.1.17;6.2.1.12;6.2.1.30;6.2.1.2,,,3.6.1,7.1.3,4.1.2.50;3.1.5.1;2.5.1.17;6.2.1.12;6.2.1.30;6.2.1.2,,,3.6.1,7.1.3,4.1.2.50;3.1.5.1;2.5.1.17;6.2.1.12;6.2.1.30;6.2.1.2,,,3.6.1,7.1.3,4.1.2.50;3.1.5.1;2.5.1.17;6.2.1.12;6.2.1.30;6.2.1.2,,,3.6.1,7.1.3,4.1.2.50;3.1.5.1;2.5.1.17;6.2.1.12;6.2.1.30;6.2.1.2,,,3.6.1,7.1.3,,,3.6.1,7.1.3,,,3.6.1,,,,3.6.1.2,3.6.1.2,3.6.1.2,"3.6.1,0.8919898271560669;2.4.1,0.02787165157496929;3.2.1,0.009151304140686989;1.16.3,0.006934898439794779;3.6.4,0.005215016193687916",3.6.1.2,3.6.1;2.4.1;3.2.1;1.16.3;3.6.4,3.6.1.2,3.6.1;2.4.1;3.2.1;1.16.3;3.6.4,3.6.1.2,3.6.1;2.4.1;3.2.1;1.16.3;3.6.4,3.6.1.2,3.6.1;2.4.1;3.2.1;1.16.3;3.6.4,3.6.1.2
11141,2.7.1,5.4.2;3.1.3,5.4.2.2;5.4.2.6;5.4.2.2|5.4.2.5|5.4.2.8;2.7.7.12;2.7.7.69,,,2.7.1,5.4.2;3.1.3,5.4.2.2;5.4.2.6;5.4.2.2|5.4.2.5|5.4.2.8;2.7.7.12;2.7.7.69,,,5.3.1,5.4.2;3.1.3,5.4.2.2;5.4.2.6;5.4.2.2|5.4.2.5|5.4.2.8;2.7.7.12;2.7.7.69,,,5.3.1,5.4.2;3.1.3,5.4.2.2;5.4.2.6;5.4.2.2|5.4.2.5|5.4.2.8;2.7.7.12;2.7.7.69,,,5.3.1,5.4.2;3.1.3,5.4.2.2;5.4.2.6;5.4.2.2|5.4.2.5|5.4.2.8;2.7.7.12;2.7.7.69,,,5.1.3,5.4.2;3.1.3,,,5.1.3,5.4.2;3.1.3,,,5.1.3,,,,5.4.2.8,5.4.2.8,5.4.2.8,"2.7.1,0.45419758558273315;5.3.1,0.2992863655090332;2.7.8,0.12351015955209732;5.1.3,0.05354325473308563;1.1.1,0.023604867979884148",5.4.2.8,2.7.1;5.3.1;2.7.8;5.1.3;1.1.1,5.4.2.8,2.7.1;5.3.1;2.7.8;5.1.3;1.1.1,5.4.2.8,2.7.1;5.3.1;2.7.8;5.1.3;1.1.1,5.4.2.8,2.7.1;5.3.1;2.7.8;5.1.3;1.1.1,5.4.2.8
11213,1.13.11,1.3.99;5.4.4,1.14.14.153;1.14.14.1,,,1.13.11,1.3.99;5.4.4,1.14.14.153;1.14.14.1,,,1.13.11,1.3.99;5.4.4,1.14.14.153;1.14.14.1,,,1.13.11,1.3.99;5.4.4,1.14.14.153;1.14.14.1,,,1.13.11,1.3.99;5.4.4,1.14.14.153;1.14.14.1,,,1.13.11,1.3.99;5.4.4,,,1.13.11,1.3.99;5.4.4,,,1.13.11,,,,1.13.11.17,1.13.11.17,1.13.11.17,"1.13.11,0.3659711480140686;4.1.99,0.18788835406303406;4.1.2,0.1803932934999466;1.13.12,0.0259924978017807;2.6.1,0.02244959957897663",1.13.11.17,1.13.11;4.1.99;4.1.2;1.13.12;2.6.1,1.13.11.17,1.13.11;4.1.99;4.1.2;1.13.12;2.6.1,1.13.11.17,1.13.11;4.1.99;4.1.2;1.13.12;2.6.1,1.13.11.17,1.13.11;4.1.99;4.1.2;1.13.12;2.6.1,1.13.11.17
11309,2.8.3,6.2.1,6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,6.2.1,6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,6.3.2,6.2.1,6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,6.3.2,6.2.1,6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,6.3.2,6.2.1,6.4.1.4;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,6.3.2,6.2.1,,,6.3.2,6.2.1,,,6.3.2,,,,6.4.1.2,6.4.1.2,6.4.1.2,"4.1.1,0.552625298500061;2.3.1,0.29021137952804565;6.3.2,0.03064526990056038;2.8.3,0.026527605950832367;2.7.4,0.01842336356639862",6.4.1.2,4.1.1;2.3.1;6.3.2;2.8.3;2.7.4,6.4.1.2,4.1.1;2.3.1;6.3.2;2.8.3;2.7.4,6.4.1.2,4.1.1;2.3.1;6.3.2;2.8.3;2.7.4,6.4.1.2,4.1.1;2.3.1;6.3.2;2.8.3;2.7.4,6.4.1.2
11313,3.5.4,5.1.1,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,,,3.5.4,5.1.1,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,,,3.5.4,5.1.1,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,,,3.5.4,5.1.1,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,,,3.5.4,5.1.1,3.5.4.43;3.8.1.8;1.13.11.49;1.14.14.172;2.5.1.18,,,3.1.1,5.1.1,,,3.1.1,5.1.1,,,3.1.1,,,,3.8.1.8,3.8.1.8,3.8.1.8,"3.8.1,0.5416760444641113;3.1.4,0.1046200543642044;2.7.8,0.05040080100297928;3.6.1,0.04797954112291336;1.14.19,0.042203012853860855",3.8.1.8,3.8.1;3.1.4;2.7.8;3.6.1;1.14.19,3.8.1.8,3.8.1;3.1.4;2.7.8;3.6.1;1.14.19,3.8.1.8,3.8.1;3.1.4;2.7.8;3.6.1;1.14.19,3.8.1.8,3.8.1;3.1.4;2.7.8;3.6.1;1.14.19,3.8.1.8
11365,7.4.2,6.7.1,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,,,7.4.2,6.7.1,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,,,6.3.2,6.7.1,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,,,6.3.2,6.7.1,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,,,6.3.2,6.7.1,2.7.9.2;2.7.9.3;6.3.4.22;2.7.1.40,,,3.6.1,6.7.1,,,3.6.1,6.7.1,,,3.6.1,,,,2.7.9.2,2.7.9.2,2.7.9.2,"2.7.9,0.4965129494667053;3.6.1,0.3954049050807953;2.7.1,0.08548669517040253;2.5.1,0.00829176977276802;6.4.1,0.0028156412299722433",2.7.9.2,2.7.9;3.6.1;2.7.1;2.5.1;6.4.1,2.7.9.2,2.7.9;3.6.1;2.7.1;2.5.1;6.4.1,2.7.9.2,2.7.9;3.6.1;2.7.1;2.5.1;6.4.1,2.7.9.2,2.7.9;3.6.1;2.7.1;2.5.1;6.4.1,2.7.9.2
11433,2.1.1,2.1.1,2.1.1.150|2.1.1.155;2.1.1.267;2.1.1.112;2.1.1.42;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.29;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,,,2.1.1,2.1.1,2.1.1.150|2.1.1.155;2.1.1.267;2.1.1.112;2.1.1.42;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.29;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,,,2.1.1,2.1.1,2.1.1.150|2.1.1.155;2.1.1.267;2.1.1.112;2.1.1.42;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.29;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,,,2.1.1,2.1.1,2.1.1.150|2.1.1.155;2.1.1.267;2.1.1.112;2.1.1.42;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.29;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,,,2.1.1,2.1.1,2.1.1.150|2.1.1.155;2.1.1.267;2.1.1.112;2.1.1.42;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.29;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.153,2.1.1.153,2.1.1.153,"2.1.1,0.9999840259552002;2.5.1,3.890945208695484e-06;2.8.4,2.7551334369491087e-06;4.4.1,2.0947481971234083e-06;1.3.98,1.434172645531362e-06",2.1.1.153,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.153,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.153,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.153,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.153
11457,2.4.1,2.4.1,2.4.1.101;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,,,2.4.1,2.4.1,2.4.1.101;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,,,2.4.1,2.4.1,2.4.1.101;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,,,2.4.1,2.4.1,2.4.1.101;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,,,2.4.1,2.4.1,2.4.1.101;2.4.1.-|2.4.1.283;2.4.1.250;2.4.1.143;2.4.1.145;2.4.1.144;2.4.1.155;2.4.1.201;2.4.1.56;3.2.1.183;2.4.1.273;2.4.1.-|2.4.1.292;2.4.1.224;2.4.1.-|2.4.1.291;2.4.1.150;2.4.1.149;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.175,,,2.4.1,2.4.1,,,2.4.1,2.4.1,,,2.4.1,,,,2.4.1.101,2.4.1.101,2.4.1.101,"2.4.1,0.9870985150337219;3.6.1,0.00582388648763299;2.4.2,0.0024588017258793116;2.7.7,0.0014168783091008663;2.7.1,0.001322656637057662",2.4.1.101,2.4.1;3.6.1;2.4.2;2.7.7;2.7.1,2.4.1.101,2.4.1;3.6.1;2.4.2;2.7.7;2.7.1,2.4.1.101,2.4.1;3.6.1;2.4.2;2.7.7;2.7.1,2.4.1.101,2.4.1;3.6.1;2.4.2;2.7.7;2.7.1,2.4.1.101
11465,1.17.4,,1.8.4.2;1.11.1.12;1.11.1.27;1.11.1.9;1.11.1.12|2.5.1.18,,,1.17.4,,1.8.4.2;1.11.1.12;1.11.1.27;1.11.1.9;1.11.1.12|2.5.1.18,,,4.4.1,,1.8.4.2;1.11.1.12;1.11.1.27;1.11.1.9;1.11.1.12|2.5.1.18,,,4.4.1,,1.8.4.2;1.11.1.12;1.11.1.27;1.11.1.9;1.11.1.12|2.5.1.18,,,4.4.1,,1.8.4.2;1.11.1.12;1.11.1.27;1.11.1.9;1.11.1.12|2.5.1.18,,,3.1.2,,,,3.1.2,,,,3.1.2,,,,1.8.4.1,1.8.4.1,1.8.4.1,"2.3.1,0.08333422988653183;2.7.4,0.06358757615089417;1.8.4,0.04493158310651779;1.8.1,0.04146734997630119;5.2.1,0.02831713855266571",1.8.4.1,2.3.1;2.7.4;1.8.4;1.8.1;5.2.1,1.8.4.1,2.3.1;2.7.4;1.8.4;1.8.1;5.2.1,1.8.4.1,2.3.1;2.7.4;1.8.4;1.8.1;5.2.1,1.8.4.1,2.3.1;2.7.4;1.8.4;1.8.1;5.2.1,1.8.4.1
11489,2.3.1,2.3.1,2.3.1.76;2.3.1.180,,,2.3.1,2.3.1,2.3.1.76;2.3.1.180,,,2.3.1,2.3.1,2.3.1.76;2.3.1.180,,,2.3.1,2.3.1,2.3.1.76;2.3.1.180,,,2.3.1,2.3.1,2.3.1.76;2.3.1.180,,,2.3.1,2.3.1,,,2.3.1,2.3.1,,,2.3.1,,,,2.3.1.76,2.3.1.76,2.3.1.76,"2.3.1,0.9996147155761719;3.1.2,0.00016108799900393933;2.3.2,6.2824874476064e-05;2.4.1,2.8625456252484582e-05;3.1.1,1.9858249288517982e-05",2.3.1.76,2.3.1;3.1.2;2.3.2;2.4.1;3.1.1,2.3.1.76,2.3.1;3.1.2;2.3.2;2.4.1;3.1.1,2.3.1.76,2.3.1;3.1.2;2.3.2;2.4.1;3.1.1,2.3.1.76,2.3.1;3.1.2;2.3.2;2.4.1;3.1.1,2.3.1.76
