Reaction ID,Theia
R09385,"1.14.13,0.9999094009399414;1.14.14,4.6217679482651874e-05;3.3.2,1.961894304258749e-05;3.1.7,1.6460038750665262e-05;1.14.15,2.493695319571998e-06"
R11837,"4.2.3,0.9996240139007568;4.2.1,0.0003732200711965561;1.14.13,8.68438576162589e-07;4.3.2,8.194663791982748e-07;4.1.99,3.1582578685629414e-07"
R04835,"1.1.1,0.9895690083503723;1.3.1,0.00986659899353981;2.3.1,0.00022475568403024226;1.-.-,7.214421930257231e-05;1.14.13,6.64907056489028e-05"
R03045,"4.2.1,0.9994673132896423;5.4.4,0.0002072374481940642;3.1.7,5.242237602942623e-05;4.3.1,5.1754352170974016e-05;1.-.-,1.9781988157774322e-05"
R11846,"4.2.3,0.9999580383300781;5.5.1,4.02965561079327e-05;4.3.2,1.2762473033944843e-06;1.14.13,2.2437137658926076e-07;4.3.1,7.234923060650544e-08"
R10016,"2.1.1,0.9923737645149231;6.5.1,0.007581536192446947;1.8.5,1.4606498552893754e-05;2.3.1,1.1860987797263078e-05;1.14.13,5.680617960024392e-06"
R09610,"4.2.3,0.9998044371604919;5.5.1,0.00019038347818423063;4.3.2,4.1813700590864755e-06;1.3.-,6.932294240868941e-07;3.1.7,1.2106605140616011e-07"
R10463,"2.3.1,0.9905529022216797;2.7.7,0.005275486968457699;3.1.1,0.0010696527315303683;4.2.1,0.0009393031359650195;6.3.4,0.00048510945634916425"
R10343,"2.8.3,0.980668306350708;2.3.1,0.017478017136454582;3.1.1,0.0012704527471214533;3.1.2,0.00018510724476072937;3.5.1,6.495471461676061e-05"
R13419,"3.1.1,0.9996138215065002;2.3.1,0.00022191596508491784;3.1.2,5.734340084018186e-05;3.4.19,5.0088405259884894e-05;3.7.1,2.7329690055921674e-05"
R03482,"3.1.1,0.8450679183006287;3.5.1,0.07362533360719681;2.3.1,0.04297797381877899;2.7.1,0.016191566362977028;2.4.1,0.013126969337463379"
R04273,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R09800,"4.2.1,0.9991764426231384;3.4.11,0.0001531778834760189;1.14.18,0.00012303153926040977;3.5.1,0.00010844922508113086;1.14.14,0.00010517615737626329"
R11127,"2.7.1,0.4964503049850464;2.4.1,0.3608592450618744;2.4.2,0.12386957556009293;3.1.3,0.01231900043785572;2.7.3,0.0052949972450733185"
R08303,"1.14.13,0.8641734719276428;1.14.14,0.13019077479839325;1.14.12,0.0031889043748378754;1.14.-,0.0005592993693426251;1.11.1,0.0002835856284946203"
R09601,"1.13.11,0.7722544074058533;1.14.99,0.20928554236888885;1.14.14,0.004345136694610119;1.9.3,0.002494917716830969;2.7.4,0.00243617151863873"
R04260,"5.3.3,0.9989944100379944;3.1.1,0.00028173267492093146;5.5.1,0.00020415235485415906;5.3.2,0.00015722113312222064;2.4.1,0.0001327862119069323"
R02248,"3.6.1,0.589543879032135;3.1.3,0.39895325899124146;3.1.4,0.008436775766313076;3.2.1,0.00040974936564452946;3.6.2,0.00038323167245835066"
R07619,"2.5.1,0.9981912970542908;1.14.14,0.001559136202558875;1.14.13,0.0001183002968900837;1.8.99,7.99860863480717e-05;2.1.1,1.5684496247558855e-05"
R12578,"4.4.1,0.337801456451416;3.13.1,0.2978501617908478;4.2.1,0.12740805745124817;3.1.2,0.061789385974407196;3.3.2,0.03118566796183586"
R01490,"1.2.1,0.9669332504272461;1.1.1,0.027098922058939934;1.2.3,0.0023077507503330708;2.7.2,0.0016163606196641922;2.7.1,0.0011607586639001966"
R04127,"2.4.1,0.999995231628418;2.4.2,3.173231789332931e-06;2.7.7,5.903786473027139e-07;3.1.1,4.415457794948452e-07;3.2.1,2.548845543515199e-07"
R10928,"2.3.1,0.4257347285747528;3.1.1,0.3800531327724457;2.1.1,0.15627232193946838;1.1.1,0.012924276292324066;2.5.1,0.012680651620030403"
R07804,"1.3.1,0.997916042804718;1.14.-,0.0010646050795912743;1.14.12,0.0007664385484531522;1.3.99,4.533211176749319e-05;1.-.-,4.207382880849764e-05"
R00984,"2.1.1,0.9999998807907104;2.3.1,1.225402286308963e-07;4.3.3,1.9792386396488837e-08;4.2.1,1.06398454491341e-08;2.5.1,8.421595865115705e-09"
R01462,"3.1.1,0.9999939203262329;2.3.1,4.4902644731337205e-06;3.1.-,5.768074515799526e-07;3.5.1,2.751548890955746e-07;3.-.-,1.961337829925469e-07"
R02430,"2.7.1,0.9978252649307251;2.7.2,0.0008844862459227443;2.1.1,0.00046578911133110523;3.6.1,0.00016982709348667413;3.1.3,0.0001420000771759078"
R07273,"2.5.1,0.9999845027923584;5.3.3,3.4743275136861484e-06;5.3.99,3.3559274470462697e-06;1.14.15,3.276187499068328e-06;1.14.13,1.5763123428769177e-06"
R02429,"4.2.1,0.5231330394744873;3.7.1,0.4421493411064148;4.1.3,0.01410744059830904;3.5.1,0.004267169162631035;1.1.99,0.00306395860388875"
R06719,"2.1.1,0.9999998807907104;2.3.1,1.0954441620469879e-07;2.5.1,3.3176494440567694e-08;4.4.1,4.797117370003434e-09;6.3.2,9.948529777759063e-10"
R04550,"2.3.2,0.6356149911880493;2.3.1,0.32351231575012207;6.2.1,0.03070981614291668;5.1.3,0.003651124658063054;2.7.13,0.0010468685068190098"
R01853,"1.4.3,0.9952729344367981;3.5.4,0.0032021428924053907;1.11.1,0.0004968098946847022;1.4.9,0.000285092944977805;1.14.18,0.00011830366565845907"
R06158,"3.2.1,0.9999959468841553;1.1.3,1.1966293413934181e-06;3.1.3,9.005898959912884e-07;2.4.1,5.484873213390529e-07;1.14.-,3.470097169611108e-07"
R02969,"1.1.1,0.9933938384056091;1.8.1,0.001415529870428145;1.6.5,0.001316744601354003;1.6.99,0.0006592575809918344;1.3.1,0.0003626112302299589"
R05265,"1.14.-,0.896281898021698;1.14.13,0.06503742933273315;3.1.-,0.015574248507618904;1.14.15,0.0063778371550142765;1.14.99,0.006211685482412577"
R02537,"1.2.1,0.9989196062088013;1.1.1,0.0006746891303919256;1.8.1,0.0001084279574570246;1.2.99,9.635343303671107e-05;1.5.1,6.341808330034837e-05"
R12220,"5.1.3,0.6908511519432068;2.7.8,0.24551111459732056;2.7.1,0.01445674803107977;2.7.7,0.012211558409035206;3.2.1,0.009257093071937561"
R06485,"2.4.1,0.999972939491272;2.3.1,1.071721544576576e-05;2.7.7,8.570404133934062e-06;2.4.2,6.247136298043188e-06;3.2.1,4.411407132920431e-07"
R01942,"2.1.1,1.0;2.3.1,1.3611413385294924e-10;1.-.-,9.878829004827949e-11;6.3.2,2.748095848104093e-11;2.6.1,2.3152621313193844e-12"
R12982,"2.3.1,0.4245779812335968;2.8.3,0.3807649314403534;2.7.4,0.035919588059186935;3.2.1,0.02145387977361679;2.4.1,0.016591746360063553"
R06906,"4.2.1,0.9493018984794617;3.7.1,0.02530040219426155;1.3.99,0.009736627340316772;1.1.-,0.00766126299276948;3.1.7,0.000882625812664628"
R12816,"4.2.1,0.8262126445770264;1.-.-,0.14822956919670105;1.1.1,0.012008706107735634;2.3.1,0.004102514591068029;5.3.3,0.002234984887763858"
R10145,"1.14.11,0.9998143315315247;1.14.13,0.00011257971345912665;1.14.20,6.344675057334825e-05;1.13.12,5.135651463206159e-06;3.4.-,2.837233978425502e-06"
R06793,"4.2.1,0.9999793767929077;3.2.1,8.750304914428852e-06;3.5.1,5.031523869547527e-06;3.1.1,3.4866009173128987e-06;2.3.1,9.891862191580003e-07"
R12096,"3.1.6,0.7118825912475586;1.13.11,0.23462392389774323;2.5.1,0.02527879923582077;2.8.5,0.008791539818048477;1.8.5,0.007753048092126846"
R12112,"1.3.1,0.9996623992919922;1.6.2,0.00010371433745604008;1.1.1,9.551068797009066e-05;1.6.5,4.1033570596482605e-05;1.3.99,2.5749610358616337e-05"
R10629,"3.2.2,0.9949125051498413;2.4.99,0.0029261084273457527;2.4.2,0.002015733625739813;3.5.1,9.016040712594986e-05;3.5.4,8.046751645451877e-06"
R04870,"3.5.1,0.9998459815979004;6.3.1,0.00014506593288388103;6.3.2,2.0289603526180144e-06;1.13.12,1.2121024610678433e-06;3.4.11,1.207584205076273e-06"
R02257,"1.1.1,0.8513119220733643;1.3.1,0.12676341831684113;1.2.1,0.01771366409957409;2.3.1,0.003522216808050871;4.1.2,0.0003275648632552475"
R01009,"2.7.7,0.9931706190109253;2.4.1,0.006494088098406792;2.7.1,0.00018058788555208594;3.1.4,7.476716564269736e-05;6.2.1,3.87429645343218e-05"
R07997,"1.14.11,0.9920921921730042;1.14.20,0.007414018735289574;1.4.11,0.00020527200831566006;1.1.5,5.807055640616454e-05;4.1.1,5.191499803913757e-05"
R01123,"5.3.3,0.9861336350440979;2.5.1,0.013268662616610527;5.3.2,0.00018761128012556583;1.17.1,0.0001657325919950381;1.17.7,0.00012445938773453236"
R07840,"5.5.1,0.9942886829376221;5.4.99,0.0035119943786412477;5.3.3,0.000661320285871625;4.3.2,0.0006003697635605931;4.2.1,0.00030343339312821627"
R10916,"1.1.1,0.9999595880508423;1.14.13,2.96140478894813e-05;1.-.-,4.133312813792145e-06;1.2.1,1.8093410290020984e-06;1.1.5,1.1992110557912383e-06"
R01019,"1.2.99,0.8770729303359985;4.2.1,0.07681228965520859;3.1.2,0.013590940274298191;1.2.1,0.008306128904223442;1.2.3,0.007879549637436867"
R12728,"6.2.1,0.9294641017913818;2.7.1,0.05069752782583237;2.3.1,0.013919740915298462;2.7.4,0.0018395466031506658;2.7.2,0.0006068836664780974"
R08295,"3.4.11,0.95967036485672;2.3.2,0.022963648661971092;3.4.21,0.008370904251933098;3.4.19,0.004714973736554384;3.4.22,0.0022200262174010277"
R12057,"6.2.1,0.47488829493522644;1.13.11,0.3198890686035156;1.14.12,0.08776728808879852;1.3.1,0.048727575689554214;1.14.14,0.019907638430595398"
R12686,"3.5.1,0.298260360956192;1.4.3,0.2458939105272293;3.5.4,0.2378651201725006;3.5.99,0.10333319753408432;2.4.2,0.022747790440917015"
R03613,"6.3.1,0.998675525188446;3.5.1,0.0005467581795528531;2.7.2,0.0002783267118502408;2.7.1,0.0002166283957194537;2.1.1,0.00014577222464140505"
R10068,"1.3.1,0.897790789604187;1.3.-,0.05097275972366333;4.99.1,0.021455472335219383;6.6.1,0.011459091678261757;1.14.13,0.007063964381814003"
R12079,"2.3.2,0.9894347786903381;2.5.1,0.0067914254032075405;3.5.1,0.0019296546233817935;4.3.1,0.0007532000890932977;1.14.-,0.00031638756627216935"
R02484,"2.4.2,0.9999985694885254;4.1.3,4.2894535567938874e-07;2.4.1,4.148304526552238e-07;3.2.2,3.9960224285096047e-07;2.3.1,9.345401963400946e-08"
R00213,"4.3.1,0.960843563079834;4.4.1,0.03551625832915306;1.4.1,0.0020203355234116316;1.4.99,0.0004644476866815239;4.1.99,0.0003247851273044944"
R03753,"1.1.1,0.9998718500137329;1.3.1,0.0001164291170425713;1.14.13,6.545425549120409e-06;1.-.-,2.0118623069720343e-06;1.18.1,7.252526188494812e-07"
R06801,"2.3.1,1.0;6.2.1,1.05902024927218e-08;3.1.1,8.012389862699365e-09;3.1.2,4.032126632580457e-09;1.2.1,4.3545639316633356e-10"
R07379,"3.1.1,0.9973700046539307;2.3.1,0.0017474122578278184;3.-.-,0.0005901981494389474;3.1.2,0.00028490947443060577;3.1.-,2.54127098742174e-06"
R03948,"2.1.1,1.0;2.3.1,5.929796653703079e-10;3.13.1,5.248100287680302e-10;4.4.1,4.941374531775011e-10;1.3.98,3.744900778368532e-10"
R07478,"2.5.1,0.9316895008087158;1.14.13,0.0218633022159338;3.5.1,0.013520889915525913;1.14.14,0.007356506306678057;1.5.1,0.006730110850185156"
R03805,"2.1.1,1.0;2.4.2,2.244460617362165e-09;3.2.2,4.5300169171369475e-10;6.3.2,1.0484195456239576e-10;3.13.1,6.744245439893604e-11"
R03392,"1.17.1,0.9829151630401611;1.1.1,0.007003576960414648;4.2.1,0.004012731835246086;1.2.1,0.002776949666440487;1.6.5,0.000647250737529248"
R02563,"2.7.8,0.962308406829834;3.1.3,0.033796392381191254;3.1.4,0.002437413902953267;2.7.99,0.0005695303552784026;3.6.1,0.0003205336397513747"
R07972,"1.13.12,0.9432733058929443;1.14.14,0.05422331765294075;1.14.13,0.0017925146967172623;4.1.99,0.00025802181335166097;1.7.3,0.00011418897338444367"
R12336,"2.1.1,1.0;2.3.1,2.0569995484720494e-08;6.3.2,2.756216609112183e-11;1.-.-,2.6086873980424308e-11;2.5.1,2.5384144439200007e-11"
R01378,"5.3.3,0.9814441204071045;5.3.2,0.015639593824744225;1.14.13,0.0010745819890871644;1.13.11,0.0008168426575139165;2.5.1,0.00011867118155350909"
R13331,"1.14.14,0.9996494054794312;3.5.4,0.00018436300160828978;2.5.1,5.454761776491068e-05;5.1.1,2.5765439204405993e-05;4.3.1,1.831703048083e-05"
R10768,"6.1.2,0.8200345039367676;2.1.3,0.15629690885543823;6.3.5,0.012870623730123043;6.4.1,0.0025912404526025057;3.6.1,0.001798691926524043"
R11440,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R10694,"1.14.13,0.9999996423721313;1.14.14,3.2089263868329e-07;1.14.15,4.134112785436628e-08;1.6.5,3.3262150367363574e-08;1.14.-,2.6703856903509404e-08"
R06178,"2.4.1,0.7529255747795105;2.7.7,0.09382349997758865;6.2.1,0.0262694600969553;5.1.99,0.023453090339899063;2.7.4,0.02086731605231762"
R11595,"2.1.1,1.0;2.3.1,1.572326446819261e-08;2.5.1,6.1939990914083864e-09;4.2.1,1.5059421765162284e-10;1.3.98,9.112614829387411e-11"
R04363,"2.3.1,0.9999896287918091;2.5.1,5.867810614290647e-06;1.3.1,2.7690732622431824e-06;3.1.1,1.357438122795429e-06;3.1.2,1.91245419500774e-07"
R04405,"2.1.1,0.9999836683273315;2.5.1,1.546368730487302e-05;5.1.3,3.410240765333583e-07;3.3.1,3.1881876338957227e-07;1.8.3,3.667392789452606e-08"
R12997,"1.1.1,0.9919847846031189;2.3.1,0.003253739094361663;1.3.1,0.0025840140879154205;2.7.1,0.0010802514152601361;1.2.1,0.0003664838441181928"
R13007,"5.3.3,0.2882596254348755;5.1.99,0.1804002970457077;2.5.1,0.14385516941547394;2.6.1,0.11094575375318527;2.3.1,0.08735831081867218"
R12405,"1.1.1,0.9996808767318726;1.14.-,0.00018735561752691865;1.3.1,6.956290599191561e-05;1.14.13,2.6929967134492472e-05;1.-.-,9.268210305890534e-06"
R05808,"2.1.1,0.9999842643737793;2.3.1,1.0160304555029143e-05;4.2.1,3.8485322875203565e-06;2.5.1,1.448115995117405e-06;4.4.1,2.4357686356779595e-07"
R10134,"3.1.1,0.9436993598937988;2.3.1,0.05042308568954468;3.2.1,0.0052385455928742886;2.4.1,0.00031998270424082875;3.5.1,0.00012020220310660079"
R08634,"4.2.1,0.5505096912384033;5.4.4,0.43912985920906067;1.1.1,0.009576789103448391;1.-.-,0.0002929953334387392;4.1.3,9.94475994957611e-05"
R11260,"2.4.1,0.9998074173927307;3.2.1,0.00012958113802596927;5.4.99,4.202729542157613e-05;2.4.2,1.4461039427260403e-05;2.3.1,2.424873173367814e-06"
R03084,"4.2.1,0.9948816299438477;4.2.3,0.00476568378508091;3.1.7,0.00010994735930580646;5.4.4,9.743816190166399e-05;1.1.1,5.3711613873019814e-05"
R10757,"2.5.1,0.6841142177581787;4.1.1,0.3145018517971039;2.2.1,0.0003128920216113329;4.2.99,0.00026855897158384323;5.3.3,0.00026209797943010926"
R06802,"2.3.1,0.9864967465400696;2.4.2,0.01233240868896246;1.1.1,0.0005599986761808395;5.4.1,0.00012320076348260045;5.1.3,0.00011802135122707114"
R03157,"6.2.1,0.9625434875488281;3.1.2,0.029011905193328857;2.7.3,0.005185821559280157;2.3.1,0.001894962741062045;6.3.2,0.0008210758678615093"
R05599,"4.2.1,0.9998995065689087;1.-.-,3.3481992431916296e-05;3.7.1,1.1733695828297641e-05;5.4.4,1.167177742900094e-05;3.2.1,6.740742719557602e-06"
R11927,"1.3.1,0.9998564720153809;2.7.1,4.5581506128655747e-05;1.1.1,3.055304478039034e-05;1.14.12,2.7674359444063157e-05;1.18.1,1.392508693243144e-05"
R09492,"1.10.3,0.9871679544448853;1.14.18,0.006216947454959154;1.9.3,0.003803723258897662;1.13.12,0.0004202917916700244;1.6.99,0.0003805562446359545"
R00001,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R10833,"2.4.1,0.987842321395874;2.4.2,0.01168449129909277;2.3.1,0.00042145943734794855;2.7.7,3.5721121093956754e-05;3.1.1,7.121660473785596e-06"
R06267,"1.14.13,0.6694978475570679;1.3.1,0.27420273423194885;6.6.1,0.02478102594614029;1.3.-,0.008245517499744892;3.1.7,0.006213818676769733"
R10110,"1.13.11,0.9999817609786987;2.3.1,8.434155461145565e-06;1.14.12,2.28341650654329e-06;1.14.-,1.8591595107864123e-06;4.1.1,1.403881356054626e-06"
R06903,"4.1.99,0.8079831004142761;2.3.1,0.1514541357755661;4.3.1,0.013658134266734123;4.2.1,0.009966122917830944;4.1.3,0.005638791248202324"
R04985,"4.1.1,0.9998204112052917;2.5.1,0.00012940142187289894;1.14.13,2.283743924635928e-05;1.14.-,6.302585916273529e-06;1.1.1,5.251253242022358e-06"
R03111,"2.1.1,1.0;2.3.1,5.3315343251369995e-08;4.3.3,1.649589087548975e-08;1.3.98,1.6358185916942602e-08;4.2.1,1.0320836629773567e-08"
R00679,"1.13.12,0.8807345032691956;1.11.1,0.11345144361257553;3.4.17,0.0015463740564882755;3.5.1,0.0009323080303147435;3.4.11,0.0009233297314494848"
R02328,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R10867,"3.2.1,0.9998250603675842;3.7.1,0.00012952263932675123;2.4.1,3.4377440897515044e-05;4.2.1,2.5301590085291537e-06;5.3.1,2.2396500298782485e-06"
R02398,"4.1.1,0.9944854378700256;1.1.1,0.004557738546282053;2.3.1,0.00038606469752267003;1.1.5,0.0001706641196506098;2.7.8,9.980767936212942e-05"
R11208,"3.5.1,0.9977195858955383;4.2.1,0.000803455535788089;2.3.2,0.0006278334767557681;3.4.19,0.00017159886192530394;1.13.12,0.00016374704136978835"
R06937,"1.14.12,0.9991235136985779;1.3.1,0.0005385912954807281;1.14.13,0.00018284042016603053;1.13.11,0.00010661854321369901;1.14.14,2.784809112199582e-05"
R08354,"2.7.3,0.8727698922157288;6.3.1,0.08684718608856201;2.7.1,0.031228631734848022;2.7.7,0.002095120958983898;2.7.4,0.0013318657875061035"
R01903,"1.1.1,0.9999929666519165;1.3.1,1.940471292982693e-06;1.-.-,1.5352030686699436e-06;2.3.1,1.0780817092381767e-06;1.2.1,7.343750212385203e-07"
R04856,"3.1.6,0.8213561177253723;3.2.1,0.0981115996837616;3.5.1,0.08046522736549377;2.8.2,3.567186649888754e-05;3.5.3,7.34950708647375e-06"
R09218,"1.6.5,0.4271087050437927;1.13.11,0.2185150533914566;1.1.-,0.07432873547077179;1.14.-,0.052209220826625824;2.7.8,0.05010569840669632"
R02353,"1.1.1,0.9984142780303955;1.3.1,0.00047378402086906135;2.3.1,0.0003853387024719268;1.14.13,0.0001556550560053438;1.-.-,0.00012729688023682684"
R03633,"2.1.1,1.0;1.-.-,2.1786983024976725e-13;1.14.21,1.2873734433896996e-14;2.5.1,8.916745481899174e-15;3.3.1,8.430780657202753e-15"
R10672,"1.14.14,0.9978907704353333;1.14.13,0.001819439115934074;1.11.1,0.00017322234634775668;1.14.99,5.282379061100073e-05;1.14.12,2.537328145990614e-05"
R09762,"1.14.-,0.9997214674949646;1.1.1,0.00016473881260026246;2.4.1,2.9972396077937447e-05;1.-.-,1.0481930985406507e-05;4.1.1,8.916463229979854e-06"
R02271,"5.4.3,0.5948390364646912;2.6.1,0.3918634355068207;4.1.2,0.004983003716915846;1.5.1,0.002622961299493909;4.3.1,0.0024788801092654467"
R04777,"2.3.1,0.9999463558197021;6.2.1,2.235861393273808e-05;3.1.2,9.926316124619916e-06;6.3.2,7.023617399681825e-06;2.1.1,2.0363370367704192e-06"
R03154,"2.8.3,0.5738711357116699;2.3.1,0.2873368561267853;4.1.3,0.01666121371090412;6.2.1,0.01104818657040596;4.2.1,0.008003546856343746"
R06243,"1.14.-,0.601132333278656;3.5.1,0.24113644659519196;3.2.1,0.05785823240876198;2.4.1,0.050316065549850464;3.1.1,0.019917458295822144"
R04427,"2.1.1,0.9999997615814209;2.3.1,1.7016269282521534e-07;1.3.-,7.607453511582207e-08;4.2.1,5.359949639682782e-08;2.5.1,3.6236325939853486e-08"
R00952,"2.4.1,0.9996613264083862;2.4.2,0.0001473744778195396;2.7.1,0.0001124906848417595;2.7.3,4.237557732267305e-05;3.1.3,2.91765700239921e-05"
R01585,"6.3.1,0.6075496673583984;3.5.1,0.2042403519153595;6.3.4,0.17708581686019897;6.3.5,0.004183236509561539;1.5.1,0.0019276994280517101"
R10424,"2.7.7,0.5397860407829285;2.4.1,0.4482607841491699;6.2.1,0.0033390375319868326;2.7.4,0.0010185149731114507;2.5.1,0.0006569696124643087"
R05137,"5.3.99,0.9938191771507263;5.99.1,0.005945604294538498;1.13.-,0.0001407903473591432;2.5.1,2.148095882148482e-05;5.4.4,7.668875696253963e-06"
R03840,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R06399,"1.1.1,0.9999836683273315;1.3.1,1.2996161785849836e-05;1.14.13,2.5353965611429885e-06;1.2.1,2.605243878406327e-07;2.3.1,1.287823607754035e-07"
R05554,"3.5.3,0.9989446997642517;4.3.2,0.0010132247116416693;3.5.1,1.9020731997443363e-05;3.2.1,1.358306053589331e-05;3.4.19,4.058853392052697e-06"
R07631,"4.2.1,0.3436795175075531;3.1.7,0.3371964395046234;4.2.3,0.18062841892242432;5.4.4,0.0915573239326477;3.7.1,0.011910890229046345"
R10249,"1.1.1,0.9231868982315063;1.-.-,0.07066371291875839;1.11.1,0.0034526363015174866;1.3.1,0.0017944201827049255;1.6.5,0.00039697004831396043"
R13182,"2.1.1,0.9999997615814209;2.5.1,1.845707373604455e-07;6.2.1,9.696136338277483e-09;2.3.1,8.772147452873469e-10;2.6.1,2.470874060911399e-10"
R01270,"3.2.2,0.9565749168395996;3.5.1,0.02590087801218033;3.1.1,0.01514804270118475;2.3.1,0.0014854238834232092;3.2.1,0.0006384775042533875"
R05864,"4.2.1,0.999272882938385;3.7.1,0.0007019355543889105;4.1.3,7.527883553848369e-06;5.4.4,4.9778768698161e-06;1.1.1,3.5873522392648738e-06"
R00055,"1.1.3,0.987808346748352;1.14.11,0.0021090051159262657;1.9.3,0.0015039347345009446;1.14.18,0.0014829564606770873;1.14.15,0.0011319809127599"
R04598,"5.3.3,0.6774890422821045;1.1.1,0.15237100422382355;3.1.1,0.1299220472574234;1.13.11,0.031041158363223076;1.3.1,0.007951337844133377"
R05878,"1.5.1,0.999914288520813;1.14.14,2.4125571144395508e-05;1.14.13,1.4099267900746781e-05;1.2.1,5.891029559279559e-06;1.5.99,5.633737600874156e-06"
R10493,"4.2.3,0.9999616146087646;4.2.1,2.8244212444406003e-05;5.5.1,3.211726607332821e-06;5.4.4,2.295376361871604e-06;1.1.1,1.557145651531755e-06"
R10734,"4.2.3,0.9987536668777466;5.5.1,0.000972455891314894;4.3.2,0.00023491076717618853;1.14.15,1.6143787433975376e-05;2.5.1,4.001167781098047e-06"
R09717,"4.1.2,0.4445779621601105;4.1.3,0.3855725824832916;2.6.1,0.1579175591468811;4.1.1,0.00486327987164259;4.3.1,0.002004208043217659"
R12242,"2.3.1,0.9987367987632751;2.6.1,0.000729705672711134;3.1.1,0.00018727866699919105;3.2.1,0.00015408400213345885;2.7.7,5.162919842405245e-05"
R03462,"1.13.11,0.6975347995758057;1.1.1,0.11754836142063141;5.3.3,0.06483525782823563;1.1.99,0.04539371654391289;1.-.-,0.021419981494545937"
R01257,"1.1.99,0.9912161827087402;1.1.5,0.007426429074257612;1.1.3,0.00032293994445353746;1.1.2,0.00027335667982697487;1.3.8,0.0002360271755605936"
R03435,"3.1.4,0.44474613666534424;3.1.3,0.42928841710090637;3.6.1,0.0665396973490715;3.1.1,0.03141165152192116;2.7.8,0.014798964373767376"
R09888,"4.2.3,0.9800998568534851;5.5.1,0.019793972373008728;5.3.3,3.4914686693809927e-05;4.3.2,2.285729169670958e-05;2.7.8,2.057112033071462e-05"
R02990,"2.8.3,0.9577400088310242;2.3.1,0.041440922766923904;3.1.1,0.0005005479324609041;2.6.1,0.00012270186562091112;3.1.2,4.130986053496599e-05"
R00026,"3.2.1,0.9999643564224243;2.3.1,2.814206527546048e-05;3.7.1,3.283500063844258e-06;5.4.1,1.6125610500239418e-06;2.4.1,9.725539484861656e-07"
R08238,"2.4.2,0.6833392381668091;2.7.8,0.20404759049415588;3.2.2,0.10818875581026077;2.3.1,0.0029036859050393105;1.1.1,0.00036254353472031653"
R10663,"1.14.13,0.999904990196228;1.14.14,4.696714677265845e-05;1.14.12,1.602055453986395e-05;1.14.15,1.5407051250804216e-05;1.13.12,3.3309950140392175e-06"
R03928,"2.4.2,0.6387956142425537;2.7.7,0.2296690046787262;2.3.1,0.05860701948404312;5.1.3,0.032951392233371735;4.1.1,0.01554092951118946"
R11591,"2.1.1,0.7390132546424866;4.2.1,0.25750041007995605;5.3.99,0.002411844441667199;4.3.1,0.0004918963531963527;2.5.1,0.0002203140320489183"
R04473,"2.3.1,0.9982659220695496;6.2.1,0.0011693721171468496;3.1.2,0.0004025321395602077;5.4.1,5.002916805096902e-05;1.3.1,3.7613106542266905e-05"
R02793,"1.1.1,0.9920986890792847;1.3.1,0.007253698073327541;1.14.13,0.00042867957381531596;1.2.1,8.001745300134644e-05;1.18.1,7.046708924463019e-05"
R03847,"1.1.1,0.9998906850814819;1.2.1,5.325720849214122e-05;1.3.1,4.611774784279987e-05;1.14.15,1.833771761994285e-06;1.-.-,1.7970827457247651e-06"
R04929,"2.7.1,0.47988924384117126;2.7.4,0.3449004888534546;6.2.1,0.0801941305398941;2.7.7,0.06634969264268875;2.4.1,0.005350782535970211"
R01992,"3.5.1,0.953192949295044;3.4.11,0.027910079807043076;3.4.17,0.01222196500748396;3.4.13,0.006377196870744228;3.4.16,6.571327685378492e-05"
R01320,"2.1.1,0.9995383024215698;2.3.1,0.0003410896460991353;1.14.13,0.00011987413745373487;1.-.-,2.008627433269794e-07;2.5.1,1.9572590304051118e-07"
R03056,"2.3.1,0.9999922513961792;3.1.1,6.516707799164578e-06;6.2.1,3.2373628755522077e-07;3.1.2,2.0881861928501166e-07;1.2.7,1.4064413278447319e-07"
R04410,"2.3.1,0.8351998925209045;3.1.1,0.15916751325130463;2.4.1,0.005248484201729298;3.5.1,0.00019589824660215527;2.3.2,7.075578469084576e-05"
R08893,"1.1.99,0.6691694855690002;4.2.1,0.07171199470758438;2.1.1,0.05886010080575943;2.5.1,0.045770008116960526;4.3.3,0.03137360140681267"
R04721,"2.3.1,0.9964250922203064;3.1.1,0.0011316188611090183;2.7.8,0.000882294203620404;2.7.1,0.0003946255019400269;2.3.2,0.00013267034955788404"
R05125,"1.1.1,0.49417844414711;4.1.2,0.48010513186454773;5.3.3,0.018500249832868576;2.3.1,0.001810666173696518;4.2.1,0.0013246730668470263"
