reaction_id,SIMMER_SIMMER pred,SelenzymeRF2_All ECs,SelenzymeRF_Top EC,Theia_predicted_label,Theia_confidence,Theia_timestamp,BEC-Pred_Prediction,ec
MNXR114010,1.1.1,1.1.1.401;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1.401,1.1.1,0.9995091,2025-05-02 10:32:37,1.1.1,1.1.1.-
MNXR149069,1.8.1,2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.14.99.9;1.8.2.2,2.3.1.41,1.1.1,0.38169459,2025-05-02 10:32:37,1.3.1,1.3.1.10|1.3.1.39|2.3.1.85
MNXR102068,1.14.12|1.1.1,1.6.6.-|1.7.1.15|1.7.1.4;1.7.1.10|1.7.99.1;1.14.99.32;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.99.31;1.14.12.12,1.6.6.-|1.7.1.15|1.7.1.4,1.7.1,0.9993038,2025-05-02 10:32:37,1.7.1,1.7.1.4
MNXR177718,2.1.1,2.5.1.75,2.5.1.75,2.5.1,0.93152624,2025-05-02 10:32:37,2.5.1,2.5.1.75
MNXR132732,1.14.12|1.1.1,1.14.12.17;1.7.1.14|1.7.2.5;1.14.13.223;1.14.13.246;1.14.13.26;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.-|1.14.13.25;1.14.13.69;1.14.13.107,1.14.12.17,1.14.12,0.9878967,2025-05-02 10:32:37,1.14.12,1.14.12.17
MNXR139676,2.1.1,2.1.1.64,2.1.1.64,2.1.1,0.9998896,2025-05-02 10:32:37,2.1.1,2.1.1.-
MNXR181279,1.1.1,1.1.1.71;1.2.1.3;1.1.1.417;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50,1.1.1.71,1.1.1,0.9999417,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR116494,2.3.1|2|2.3.1,2.3.1.262;2.3.1.-|2.3.1.218;2.3.1.194;2.3.1.199;2.3.1|2.3.1.-|2.3.1.74,2.3.1.262,2.3.1,0.9548196,2025-05-02 10:32:37,2.3.1,2.3.1|2.3.1.-
MNXR188251,2.6.1,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13;1.4.3.21,1.4.3.2,1.4.3,0.99823135,2025-05-02 10:32:37,1.4.3,1.4.3.2
MNXR165037,6.3.2,6.3.2.34;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,6.3.2.34,6.3.2,0.98839045,2025-05-02 10:32:37,6.3.2,6.3.2.34
MNXR191575,1.1.99,1.1.1.18;1.1.1.-|1.1.1.371;1.1.1.-|1.1.1.370;2.6.1.50;5.3.99.-|5.3.99.11;1.13.99.1;2.7.8.11;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11,1.1.1.18,1.1.1,0.54834723,2025-05-02 10:32:37,1.1.99,1.1.99
MNXR149395,2.3.1,2.3.1.160;1.2.1.18;2.3.1.180,2.3.1.160,2.3.1,0.99779236,2025-05-02 10:32:37,2.3.1,2.3.1.160
MNXR180539,2.7.7,6.3.2.34;2.4.1.132;2.4.1.142;2.4.1.131;2.4.1.83;6.2.1.13;2.4.1.68;2.4.1.214;2.4.1.308;2.4.1.251;2.4.1.33;1.1.98.6;3.5.4.25,2.4.1.132,3.6.1,0.6643386,2025-05-02 10:32:37,3.6.1,1.17.4.1
MNXR164318,6.2.1,6.2.1.46;6.2.1.54;6.2.1.67;6.3.1.14;6.2.1.68;6.2.1.66;6.2.1.63;6.2.1.3;6.2.1.16,6.2.1.46,6.2.1,0.9998323,2025-05-02 10:32:37,6.2.1,6.2.1.ab
MNXR176402,2.4.1,3.2.1.151;3.2.1.23,3.2.1.151,3.2.1,1.0,2025-05-02 10:32:37,3.2.1,3.2.1.155
MNXR106846,2.6.1,2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14,2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57,2.6.1,0.99834406,2025-05-02 10:32:37,2.6.1,2.6.1.38
MNXR131683,1.3.8,2.8.3.12;2.8.3.13;2.8.3.5;2.8.3.12|2.8.3.18;2.8.3.8;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.8.3.12,2.8.3,0.94391954,2025-05-02 10:32:37,2.8.3,2.8.3.12
MNXR163595,1.14.14,1.14.14.71;1.14.13.70;1.14.13.246;1.14.13.72;1.14.18.10;1.3.3.6;1.4.3.13;1.8.3.5;1.1.99.8;1.1.3.20;1.1.3.30;1.3.3.16;1.6.3.1;1.14.12.22;1.14.12.17,1.14.14.71,1.14.14,0.9998373,2025-05-02 10:32:37,1.14.14,1.14.14.71
MNXR172367,1.2.1|1.1.1,2.4.2.60;1.6.1.4;1.13.12.17;1.14.13.7|1.17.1.4;2.3.1.86;1.6.5.2;1.3.1.109,2.4.2.60,3.5.1,0.98665607,2025-05-02 10:32:37,3.5.1,3.5.1
MNXR177996,5.3.1,1.14.99.9;1.14.15.4;1.14.14.16;1.14.13.246;1.14.14.19;1.14.14.154;1.14.15.36;1.14.11.15;1.14.11.65;1.14.11.27,1.14.99.9,1.14.99,0.98891723,2025-05-02 10:32:37,1.14.99,1.14.99.10
MNXR121836,1.21.3,1.21.3.6;1.14.12.17;1.14.13.242;1.14.12.22;1.14.13.72;1.6.3.1;1.3.3.6;1.14.14.154;1.14.14.126,1.21.3.6,1.21.3,0.9998901,2025-05-02 10:32:37,1.14.14,1.21.3.6
MNXR108055,1.1.1,1.1.1.223;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1.223,1.1.1,0.99916816,2025-05-02 10:32:37,1.1.1,1.1.1.223
MNXR148734,6.2.1,4.4.1.37;6.2.1.1|6.2.1.17,4.4.1.37,6.2.1,0.9811302,2025-05-02 10:32:37,6.2.1,6.2.1.22
MNXR109682,4.2.1,3.5.1.131;3.5.1.84;2.1.3.3|6.3.4.16,3.5.1.131,3.5.1,0.9970669,2025-05-02 10:32:37,3.5.3,3.5.1.84
MNXR151246,2.6.1,2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,0.99997866,2025-05-02 10:32:37,2.6.1,2.6.1.-|2.6.1.27
MNXR107797,2.1.1,2.1.1.69;2.1.1|2.1.1.76;2.1.1.114;2.1.1.163,2.1.1.69,2.1.1,0.99999917,2025-05-02 10:32:37,2.1.1,2.1.1.69
MNXR148357,1.1.1,1.1|1.1.1.272|1.1.1.379|1.2.1.-;1.1.1.422;1.1.1.423;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1|1.1.1.272|1.1.1.379|1.2.1.-,1.1.1,0.9341317,2025-05-02 10:32:37,1.1.1,1.1.1.-
MNXR164453,1.14.14|1.1.99,1.14.14.111;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.80;1.14.14.43;1.14.14.103;1.14.14.55;1.14.14.42;1.14.14.17;1.14.14.177;1.14.14.98;1.14.14.140;1.14.14.81,1.14.14.111,1.14.14,0.99982184,2025-05-02 10:32:37,1.14.14,1.14.14.145
MNXR176425,,1.1.2.8;1.4.3.21;1.4.3.21|1.4.3.4;1.4.9.2;4.3.1.28;2.5.1.44;4.3.1.7;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8,1.1.2.8,1.4.2,0.99912244,2025-05-02 10:32:37,1.7.2,1.4.2.-
MNXR192329,1.7.1,1.7.1.17|1.7.1.6,1.7.1.17|1.7.1.6,1.7.1,0.9196984,2025-05-02 10:32:37,1.7.1,1.7|1.7.1.6
MNXR115639,6.2.1|6.3.2,6.2.1.3;4.4.1.37;6.2.1|6.2.1.1|6.2.1.2|6.2.1.3,6.2.1.3,6.2.1,0.9857357,2025-05-02 10:32:37,6.2.1,6.2.1.19
MNXR115132,2.4.1,2.4.1.232;2.4.1.68;2.4.1.214;2.4.1.65;2.4.1.131;2.4.1.32;2.4.1.132;2.4.1.361;2.4.1.251;2.4.1.346;2.4.1.142;2.4.1.152;2.4.1.252;2.4.1.270;2.4.1.370;2.4.1.345;2.4.1.69,2.4.1.232,2.7.8,0.97497016,2025-05-02 10:32:37,2.4.1,2.4.1.232
MNXR164831,5.3.3,2.3.1.179|2.3.1.41;2.3.1.85|2.3.1.86;2.1.1.197;1.1.1.100|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.41,5.3.3,0.9924062,2025-05-02 10:32:37,5.3.3,5.3.3
MNXR175677,1.2.3|1.2.7|2.3.1,1.2.7.1;1.2.7.-|1.2.7.1|1.2.7.11;1.2.1.51;1.2.1|1.2.1.18|1.2.1.27;1.2.1|1.2.1.18;1.2.1.25|1.2.1.M8|1.2.4.4|2.3.1.168;1.2.7.1|1.2.7.2|1.2.7.7;1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168|2.7.11.4,1.2.7.1,1.2.7,0.83696705,2025-05-02 10:32:37,1.2.7,1.2.7.1
MNXR117693,3.1.1|2.5.1,3.1.1.14;2.5.1.-|2.5.1.62;2.7.1.-|2.7.1.182;1.1.1.71;2.3.1.76;2.3.1.84;2.3.1.135;1.14.15.17;2.5.1.133;1.3.1.83;4.1.1.90;4.99.1.10,3.1.1.14,3.1.1,0.9878203,2025-05-02 10:32:37,3.1.1,3.1.1.14
MNXR164689,2.1.1,2.1.1.53;2.1.1.163,2.1.1.53,2.1.1,0.9989261,2025-05-02 10:32:37,2.1.1,2.1.1
MNXR163926,1.97.1,2.8.1.6,2.8.1.6,1.17.98,0.7338299,2025-05-02 10:32:37,1.17.98,1.17.98.2
MNXR109611,1.14.11,1.14.11.67;1.13|1.13.12.19;1.14.11.27;1.14.11.27|1.14.11.65;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.58;1.14.11.4,1.14.11.67,1.14.11,0.981278,2025-05-02 10:32:37,1.14.11,1.14.11.21
MNXR126407,3.2.1,3.2.1.20;3.2.1.74;2.4.1.25;3.2.1.20|3.2.1.3;3.2.1.21|3.2.1.25|3.2.1.58|3.2.1.74,3.2.1.20,3.2.1,0.8647388,2025-05-02 10:32:37,3.2.1,3.2.1.20
MNXR192706,2.5.1,2.5.1.101;2.5.1.97;2.5.1.56;2.5.1.56|2.5.1.57;2.7.9.1;5.4.2.9;3.1.3.29;2.5.1.55,2.5.1.101,2.5.1,0.99793833,2025-05-02 10:32:37,2.5.1,2.5.1.-
MNXR145700,2.1.1|2|2.1.1,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.12;2.1.1.76;2.1.1.104;2.1.1.44;2.1.1.7;2.1.1.9;2.1.1.53;2.1.1.111,2.1.1.17,2.1.1,0.99648285,2025-05-02 10:32:37,2.1.1,2.1.1.11
MNXR133912,,1.4.3.22|1.4.3.6;1.4.3.22;1.4.3.4;4.3.1.6;4.3.1.7;2.3.2.13,1.4.3.22|1.4.3.6,1.4.9,0.8624183,2025-05-02 10:32:37,1.5.99,1.4.9.1
MNXR194137,2.4.1,2.4.1.360;2.4.1.369;2.4.1.126;2.4.1.271;2.4.1.309;2.4.1.90;2.4.1.293;2.4.1.358;2.4.1.249;2.4.1.35|2.4.1.91;2.4.1|2.4.1.58;2.4.1.238;2.4.1.170;2.4.1|2.4.1.44;2.4.1.128;2.4.1.81;2.4.1.234;2.4.1.-|2.4.1.286;2.4.1.115;2.4.1.237;2.4.1.185;2.4.1|2.4.1.-|2.4.1.298;2.4.1.241;2.4.1.220;2.4.1.239;2.4.1.297;2.4.1.186;2.4.1.202;2.4.1.-|2.4.1.323;2.4.1.218;2.4.1.-|2.4.1.266;2.4.1.122;2.4.1.38|2.4.1.90;2.4.1.195;2.4.1.46,2.4.1.360,2.4.1,0.9999894,2025-05-02 10:32:37,2.4.1,2.4.1.M65
MNXR115782,4.1.3|2.8.3,2.8.3.10;2.8.3.18;2.8.3.12|2.8.3.18;2.8.3.1|2.8.3.12|2.8.3.18;2.8.3.19;4.1.3.34;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.8.3.10,4.1.3,0.3369646,2025-05-02 10:32:37,2.8.3,2.8.3.10
MNXR117879,1.7.3,1.14.14.108;1.14.14.155;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.15;1.14.14.46;1.14.19.56;1.1.99.31;1.5.1.39;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,1.14.14.108,1.14.14,0.999997,2025-05-02 10:32:37,1.14.14,1.14.14.155
MNXR193311,2.3.1,2.3.1.179;2.3.1.179|2.3.1.41;2.3.1.294;2.3.1.293;2.3.1.301;2.3.1.207;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.300;2.3.1.-|2.3.1.218;2.3.1.292,2.3.1.179,2.3.1,0.99998987,2025-05-02 10:32:37,2.3.1,2.3.1.179
MNXR133592,3.1.3,3.1.3.67;3.1.3.36|3.1.3.86;3.1.3.66;3.1.3.64;3.1.3.25|3.1.3.36,3.1.3.67,3.1.3,0.9999987,2025-05-02 10:32:37,3.1.3,3.1.3.36
MNXR145630,3.2.1,3.2.1.70;3.2.1.192;3.2.1.195;3.2.1.51;3.2.1.20|3.2.1.70;3.2.1.117;2.4.1.25,3.2.1.70,3.2.1,0.9980034,2025-05-02 10:32:37,3.2.1,3.2.1.10
MNXR144082,2.4.1,2.4.1.276;2.4.1.173;2.4.1.192;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.90;2.4.1.-|2.4.1.266;2.4.1.85;2.4.1.38|2.4.1.90;2.4.1.202;2.4.1.-|2.4.1.284;2.4.1.22;2.4.1.245;2.4.1.219;2.4.1.15,2.4.1.276,2.4.1,0.9999459,2025-05-02 10:32:37,2.4.1,2.4.1|2.4.1.-
MNXR190936,,2.5.1.143;2.7.7.1|2.7.7.18,2.5.1.143,3.6.1,0.8771133,2025-05-02 10:32:37,3.6.1,3.6.1.22|3.6.1.9
MNXR166535,1.14.14,1.14.14.150;1.14.14.170;1.14.14.169;1.14.14.168;1.14.14.109;1.8.3.5;1.13.11.85;1.4.3.13;1.1.3.15;1.8.3.3;1.3.5.2,1.14.14.150,1.14.14,0.9958639,2025-05-02 10:32:37,1.14.14,1.14.14.150
MNXR168505,2.1.1|2|2.1.1,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.12;2.1.1.76;2.1.1.104;2.1.1.44;2.1.1.7;2.1.1.9;2.1.1.53;2.1.1.111,2.1.1.17,2.1.1,0.99648285,2025-05-02 10:32:37,2.1.1,2.1.1.64
MNXR172457,1.14.13|1.14.14,1.14.14.43|1.14.14.45;1.14.14.37;1.14.13.84;1.14.13.2|1.14.13.33;1.14.13.87;1.14.13.240;1.14.14.1,1.14.14.43|1.14.14.45,1.14.14,0.9997023,2025-05-02 10:32:37,1.14.14,1.14.14.43|1.14.14.45
MNXR133996,,6.3.2.28|6.3.2.49;6.3.2.4,6.3.2.28|6.3.2.49,3.5.1,0.99118936,2025-05-02 10:32:37,3.7.1,3.5.1
MNXR133650,1.1.1,1.1.1.10;1.1.1|1.1.1.188|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.307|1.1.1.72;1.1.1.21;1.1.1.405;1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.14;1.12.1.3|1.12.1.5;1.1.1.346,1.1.1.10,1.1.1,0.8521329,2025-05-02 10:32:37,1.1.1,1.1.1.10
MNXR120666,4.2.1,4.2.1.119;4.2.1.17,4.2.1.119,4.2.1,0.99952435,2025-05-02 10:32:37,4.2.1,4.2.1.17
MNXR110726,3.3.2,3.3.2.9;2.5.1.18,3.3.2.9,3.3.2,0.9998969,2025-05-02 10:32:37,3.3.2,3.3.2.9
MNXR100652,3.5.2,4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,4.1.1.97,3.5.2,0.9847563,2025-05-02 10:32:37,3.5.2,3.5.2.17
MNXR193493,2.4.1,2.4.1.309;2.4.1.287;2.4.1.293;2.4.1.-|2.4.1.291;2.4.1.227,2.4.1.309,2.4.1,0.9718822,2025-05-02 10:32:37,2.4.1,2.4.1
MNXR106519,2.7.7|2.4.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7,0.9994148,2025-05-02 10:32:37,2.7.7,2.7.7.23
MNXR165316,2.3.1,2.3.1.300;2.3.1.168;1.2.1.18;2.3.1.180,2.3.1.300,2.3.1,0.9999465,2025-05-02 10:32:37,2.3.1,2.3.1
MNXR152934,2.3.1,2.3.1.12|2.3.1.168;2.3.1.61;2.3.1.207;2.3.1.301;2.3.1.41;2.3.1.300,2.3.1.12|2.3.1.168,2.7.7,0.88694644,2025-05-02 10:32:37,2.3.1,2.3.1.61
MNXR188389,2.7.1,2.7.1.36;2.7.1.186;2.7.1.108;2.7.1.11,2.7.1.36,2.7.1,0.99547064,2025-05-02 10:32:37,2.7.1,2.7.1.36
MNXR134315,1.1.1,1.1.1.10;1.1.1.14|1.1.1.162|1.1.1.403;1.1.1.287;1.1.1|1.1.1.10|1.1.1.405;1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.124|1.1.1.138|1.1.1.21|1.1.1.287|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;1.1.1.289,1.1.1.10,1.1.1,0.9968453,2025-05-02 10:32:37,1.1.1,1.1.1.162
MNXR164999,3.2.2,2.4.2.1|2.4.2.4,2.4.2.1|2.4.2.4,3.2.2,0.99765706,2025-05-02 10:32:37,3.2.2,3.2.2.M2
MNXR132326,2.4.1,2.4.1.17;2.4.1.253;2.4.1.-|2.4.1.286;2.4.1.357;2.4.1.126;2.4.1.91;2.4.1.234;2.4.1.35;2.4.1.356;2.4.1.115;2.4.1.136;2.4.1.43;2.4.1.238;2.4.1.-|2.4.1.298;2.4.1.212,2.4.1.17,2.4.1,0.9999933,2025-05-02 10:32:37,2.4.1,2.4.1.17
MNXR130199,5.1.3,1.3.1.20;1.1.1.184;1.1.1.103,1.3.1.20,5.1.1,0.66130024,2025-05-02 10:32:37,2.3.2,5.1.1.1
MNXR133834,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.6.5.4,1.1.1,0.64249504,2025-05-02 10:32:37,1.1.1,1.1.1.1
MNXR132140,3.4.11,6.2.1.50;2.5.1.39,6.2.1.50,3.1.2,0.8516404,2025-05-02 10:32:37,3.1.2,3.1.2.23
MNXR151504,4.2.1|4.4.1,4.4.1.8;4.2.1.22|4.4.1.13|4.4.1.3|4.4.1.8;4.3.1.15;4.4.1.1;4.1.99.1;4.4.1.21,4.4.1.8,4.2.1,0.79895735,2025-05-02 10:32:37,4.4.1,4.4.1.1|4.4.1.3
MNXR111581,1.1.1,1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.219;1.6.5.2,1.11.1.1|1.11.1.2,1.1.1,0.9979377,2025-05-02 10:32:37,1.1.1,1.1.1.219
MNXR140080,1.4.3|1.1.99,2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.-|2.6.1.96;2.6.1.13;2.6.1.112;1.4.1.1|1.4.1.10,2.6.1.4|2.6.1.44|2.6.1.7,1.4.2,0.99999404,2025-05-02 10:32:37,1.8.2,1.4.2.1
MNXR177577,2.3.1,6.2.1.4;2.3.1.109;2.3.3.20;2.3.1.13;6.2.1.1|6.2.1.17|6.2.1.2|6.2.1.3,6.2.1.4,3.1.2,0.6571895,2025-05-02 10:32:37,3.1.2,4.4.1.-
MNXR188231,2.-.-|2.4.1,2.4.1|2.4.1.58;2.7.1.166;2.7.1.130,2.4.1|2.4.1.58,2.4.1,0.9999789,2025-05-02 10:32:37,2.7.1,2
MNXR177924,1.14.13,1.14.13.72;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.13.237;1.14.14.1,1.14.13.72,1.14.13,0.99591917,2025-05-02 10:32:37,1.14.13,1.14.13.72
MNXR108117,1.1.1,1.1.1.101;1.1.1.100|2.3.1.-;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.102,1.1.1.101,1.1.1,0.96600556,2025-05-02 10:32:37,1.1.1,1.1.1.101
MNXR109177,2.3.1,2.3.1.164;4.4.1.26;2.3.1.13|2.3.1.192;2.3.3.20;3.1.2|3.1.2.-|3.1.2.20|3.1.2.23;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1.164,2.3.1,0.792069,2025-05-02 10:32:37,2.3.1,2.3.1.164
MNXR129714,3.2.1,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.204;2.7.1.147;2.7.1.1|2.7.1.2,2.7.1.199,3.2.1,0.9984831,2025-05-02 10:32:37,3.2.1,3.2.1.23
MNXR113654,2.4.1,2.4.1.299;2.4.1.300;2.4.1.136;2.4.1.-|2.4.1.298;2.4.1.91;2.4.2.51;2.4.1.238;2.4.1.238|2.4.1.249;3.2.1.62;4.2.1.154;2.4.1.-|2.4.1.297;3.2.1.74;3.2.1.1,2.4.1.299,2.4.1,0.9997577,2025-05-02 10:32:37,2.4.1,2.4.1.300
MNXR174191,2.7.10,2.7.12.2;2.7.10.1|2.7.10.2|2.7.10.a|2.7.12.1,2.7.12.2,2.7.12,0.79319346,2025-05-02 10:32:37,2.7.10,2.7.10.1|2.7.10.2
MNXR123799,1.7.3,1.14.14.42;1.14.14.55;1.14.14.48;1.14.14.103;1.14.14.43;1.14.14.154;1.14.14.140;1.14.14.19;1.14.14.16;1.14.14.80;1.14.14.89;1.14.14.98;1.14.14.17;1.14.14.177;1.14.14.81,1.14.14.42,1.14.19,0.9978636,2025-05-02 10:32:37,1.14.14,1.14.19
MNXR175360,2.1.1,2.1.1.80;2.1.1.297|2.1.1.298;2.8.4.4,2.1.1.80,2.1.1,0.9999645,2025-05-02 10:32:37,2.1.1,2.1.1.80
MNXR113697,2.5.1|2,2.5.1.137;2.5.1.136;2.5.1.75,2.5.1.137,2.5.1,0.36737064,2025-05-02 10:32:37,2.5.1,2.5.1.107
MNXR134387,1.14.14,1.6.3.2;1.14.14.43|1.14.14.45;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.8;1.14.14.91,1.6.3.2,1.14.13,0.69734097,2025-05-02 10:32:37,1.14.13,1.14.13.-
MNXR170340,5.5.1,5.5.1.15;5.5.1.29;1.3.1.83;2.5.1.41;2.5.1.89;2.5.1.31;2.5.1.81;2.5.1.62;2.5.1.-|2.5.1.32,5.5.1.15,5.5.1,0.9925754,2025-05-02 10:32:37,5.5.1,5.5.1.28
MNXR195055,2.3.1,2.3.1.159|2.3.1.74;2.3.1.86,2.3.1.159|2.3.1.74,2.3.1,0.9997453,2025-05-02 10:32:37,2.3.1,2.3.1.206
MNXR193367,3.1.3,2.7.1.11,2.7.1.11,2.7.7,0.9493013,2025-05-02 10:32:37,2.7.1,2.7.1.90
MNXR133979,2.3.1,2.3.1.46,2.3.1.46,2.3.1,0.62832814,2025-05-02 10:32:37,2.3.1,2.3.1
MNXR110801,2.5.1,2.5.1.18,2.5.1.18,2.5.1,0.8683832,2025-05-02 10:32:37,2.5.1,2.5.1.18
MNXR152088,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.91;2.4.1.115;2.4.1.294;2.4.1.96,2.4.1.239,2.4.1,0.99976355,2025-05-02 10:32:37,2.4.1,2.4.1.105
MNXR108727,1.1.1,1.17.1.8,1.17.1.8,1.17.1,0.9997775,2025-05-02 10:32:37,1.17.1,1.17.1.8
MNXR132303,2.7.4|2.7.11|3.6.3,1.18.6.1;6.3.5.9,1.18.6.1,2.7.11,0.53930223,2025-05-02 10:32:37,2.7.11,2.7.11.1
MNXR176063,2.7.1,2.7.1.101;2.7.1.105|2.7.1.11,2.7.1.101,2.7.1,0.99995315,2025-05-02 10:32:37,2.7.1,2.7.1.1|2.7.1.4
MNXR187141,1.21.3,1.5.98.1|1.5.99.9;1.5.3.22;1.1.98.2;1.5.98.2|1.5.99.11;1.5.98.3;1.3.98.4;1.17.98.3;1.5.1.40;1.8.98.4;1.8.98.3;1.5.7.2;1.1.98.4;1.1.1.-|1.1.98.5;1.12.98.1;1.12.98.2|1.5.98.1|1.5.99.9;4.3.1.32;1.14.99.46,1.1.98.2,1.5.3,0.34712985,2025-05-02 10:32:37,1.1.98,1.5.7.2
MNXR170574,,3.3.2.9;2.3.1.22;1.1.3.38;2.3.1.198;2.7.1.206|2.7.1.69;1.11.1.14;1.1.1.331;2.3.1.24;1.1.2.8;2.2.1.1,3.3.2.9,3.2.1,0.77578783,2025-05-02 10:32:37,3.3.2,3.3.2.9
MNXR163943,2.8.1,2.8.1.11;2.8.1.11|2.8.1.4,2.8.1.11,2.8.1,0.99996066,2025-05-02 10:32:37,2.8.1,2.8.1.M3
MNXR181172,1.1.1,1.1.1.71;1.14.13.240;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.13.105;1.14.13.225;1.1.1.184;1.6.99.1,1.1.1.71,1.1.1,0.99943036,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR149896,2.1.1,2.1.1.212|2.1.1.46;2.1.1.42;2.1.1.293;2.1.1.94;2.1.1.270;2.1.1.241;2.1.1.155|2.1.1.231;2.1.1.155|2.1.1.75;2.1.1.279;2.1.1.302;2.1.1.146;2.1.1.339;2.1.1.240;2.1.1.303;2.1.1.232;2.1.1.38;2.1.1.6;2.1.1.65;2.1.1.150;2.1.1.70|2.1.1.93;2.1.1.104;2.1.1.88;2.1.1.4;2.1.1.6|2.1.1.68;2.1.1.76;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.334;2.1.1.338;2.1.1.53,2.1.1.212|2.1.1.46,2.1.1,0.99999547,2025-05-02 10:32:37,2.1.1,2.1.1.150
MNXR144325,2.2.1,2.2.1.1;2.2.1.2,2.2.1.1,2.2.1,0.87914574,2025-05-02 10:32:37,2.2.1,2.2.1.1
MNXR173481,3.1.1|3.2.1,3.2.1.15;3.2.1.139;3.2.1.31;2.4.1.17|3.2.1.-,3.2.1.15,3.2.1,0.7225865,2025-05-02 10:32:37,3.2.1,3.2.1.15|3.2.1.67
