Reaction ID,Isomeric_SMILES,EC Number
37060,*O[C@H]1[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NC(=O)N[C@H](C(=O)[O-])[C@@H](C)O)O[C@@H]1COP(*)(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>C[C@@H](O)[C@H](NC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O)C(=O)[O-].*O[C@H]1[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3N)O[C@@H]1COP(*)(=O)[O-],2.3.1.234
19146,O=S(=O)([O-])[O-].OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[H+]>>O=S(=O)([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[H]O[H],3.1.6.3
24253,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O.[H]O[H]>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H+],3.6.1.41
32424,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1.*>>C=C(C)[C@@H]1CC=C(C)C(=O)C1.[H]*[H],1.3.99.25
32728,*C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>*C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].[H+],2.3.1.199
16234,CC(C)(CO)C(=O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>CC(C)(CO)[C@@H](O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.169
22361,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]>>O=C1CC[C@H](C(=O)[O-])N1.[H]O[H],4.2.1.48
70504,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C=C(C)CCOP(=O)([O-])[O-].O=P([O-])([O-])O.[H+],3.6.1.76
17026,OC[C@@H](O)[C@H](O)[C@@H](O)CO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>O=C(CO)[C@H](O)[C@@H](O)CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.10
20518,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,5.1.3.7
17366,[Mn+2].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>[Mn+2].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],7.2.2.5
38868,*O[C@H]1[C@@H](O)[C@H](C2=CNC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-]>>*O[C@H]1[C@@H](O)[C@H](N2C=CC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-],5.4.99.19
55929,COC(=O)N/C1=N/C2=CC(SC3=CC=CC=C3)=CC=C2N1.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O>>COC(=O)NC1=NC2=C\C(S(=O)C3=CC=CC=C3)=C/C=C\2N1.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+],1.14.14.73
51613,O=C([O-])CC[C@@H](O)C(=O)[O-].O=C([O-])CC(=O)C(=O)[O-]>>O=C([O-])C[C@@H](O)C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-],1.1.99.40
10737,*C([H])([H])O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>*C([H])=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.1
24433,O=C([O-])C(=O)[O-].CC(=O)[O-].[H+]>>O=C([O-])CC(=O)C(=O)[O-].[H]O[H],3.7.1.1
21553,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@]([H])([C@H](O)[C@H](O)CO)O3)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+]>>*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.[H][C@@]1([C@H](O)[C@H](O)CO)O[C@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])C[C@H](O)[C@H]1NC(C)=O,2.4.3.1
15910,[NH3+]CCS(=O)(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].O=O>>[NH3+]CC=O.O=S([O-])[O-].O=C([O-])CCC(=O)[O-].O=C=O.[H+],1.14.11.17
33884,[NH3+][C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>[NH3+][C@H]1CC(=O)[C@H](O)[C@@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.329
22753,O=C1C=CNC(=O)N1.*.[H]O[H]>>O=C1[CH-]C(=O)NC(=O)N1.[H]*[H].[H+],1.17.99.4
57973,[H][C@@]12/C=C(\C)CC/C=C(\C)C[C@@H](O)[C@@]1([H])C(=C)C(=O)O2.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H]O[H]>>C=C(C(=O)[O-])[C@H]1C/C=C(\C)CC/C=C(\C)C[C@H]1O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,1.14.14.169
21937,NC(=O)OP(=O)([O-])[O-].[NH3+]CCCC[NH3+]>>NC(=O)NCCCC[NH3+].O=P([O-])([O-])O.[H+],2.1.3.6
49505,O=C([O-])C(O)C(C[PH](=O)[O-])C(=O)[O-]>>[H]P(=O)([O-])CC(O)(CC(=O)[O-])C(=O)[O-],4.2.1.166
45213,[Co+].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+]>>C[Co+2].[C-]#[O+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,2.3.1.169
59245,NC1=C2/N=C\N([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]4OC(O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1.CC(=O)[O-].[H+]>>CC(=O)O[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C(N)N=CN=C43)[C@H](O)[C@@H]2O)OC(O)[C@@H]1O.[H]O[H],3.1.1.106
81240,C[NH2+]CCP(=O)([O-])O.O=O.[H]O[H]>>[H]C(=O)CP(=O)([O-])O.C[NH3+].[H]OO[H],1.5.3.27
11561,O=C([O-])[C@@]1(O)C=CC=C[C@@H]1O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>OC1=C(O)C=CC=C1.O=C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.3.1.25
63445,C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=CC(O)=CC=C2/C=C2C(=O)[N-]C(=O)\N=C/21)C(=O)[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>C[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(N)NC3=O)[C@H](O)[C@@H]1O)C(=O)[O-].O=C1/N=C2C(=C/C3=CC=C(O)C=C3N\2C[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[N-]1,2.7.8.28
14950,O=C1C=C(C(=O)[O-])C2=C(C=CC=C2)N1.[H]*[H]>>O=C([O-])C1=CC=NC2=C1C=CC=C2.*.[H]O[H],1.3.99.19
21613,O=C([O-])C(=O)C[C@H](O)[C@H](O)CO.[H]O[H]>>O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.2.1.140
19050,[NH3+]C[C@@H](CC[C@H]([NH3+])C(=O)[O-])OP(=O)([O-])[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>[NH3+]C[C@H](O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1,2.7.1.81
35696,CC(=O)OCC[C@H](CO)C1=C([O-])C=C2C(=O)C3=C(C(=O)C2=C1O)C(O)=CC(O)=C3.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>CC(=O)OCC[C@H]1C2=C(O)/C3=C(/C=C/2O[C@@H]1O)C(=O)C1=C(C3=O)C(O)=CC([O-])=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.353
26214,[H][C@@]12CC[C@@]3([H])C(C)(C)CCC[C@]3(C)[C@]13CC[C@@](C)(O)[C@]([H])(C2)C3.O=P([O-])([O-])OP(=O)([O-])O>>[H][C@@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H]O[H],4.2.3.42
23781,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]>>CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C([O-])CC(=O)C(=O)[O-].[H]O[H],2.3.3.5
29904,OC[C@H]1OC(O)[C@H](O)[C@@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+]>>OC[C@H]1OC(O)[C@H](O)[C@@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],7.5.2.7
70456,[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.[NH3+]CC(=O)[O-].[H]OO[H]>>C[NH2+]CC(=O)[O-].NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1.O=O,1.5.3.24
31916,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1.175
32344,[H][C@@]12C[C@]1(C(C)C)CC(=O)[C@H]2C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>[H][C@@]12C[C@]1(C(C)C)C[C@@H](O)[C@H]2C.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.323
17398,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(*)=O)C(*)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](*)O)C(*)=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.100
14330,[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])C(=O)COP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],2.6.1.52
45057,CC(=O)CC(=O)C1=C(O)C2=C(C=C1CC(=O)[O-])CC1=CC=CC(O)=C1C2=O.O=O>>CC(=O)CC(=O)C1=C(O)C2=C(C=C1CC(=O)[O-])C(=O)C1=CC=CC([O-])=C1C2=O.[H]O[H].[H+],1.13.12.22
35940,[H][C@@]12CCCN1C(=O)[C@H](CC1=CNC3=C1C=CC=C3)NC2=O.CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CCCN1C(=O)[C@H](CC1=C(CC=C(C)C)NC3=C1C=CC=C3)NC2=O.O=P([O-])([O-])OP(=O)([O-])O,2.5.1.106
45105,[H][C@]12N[C@@]1([H])CN1C3=C(C(=O)C(OC)=C(C)C3=O)[C-](COC(N)=O)[C@]12OC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O>>[H][C@]12N[C@@]1([H])CN1C3=C(C(=O)C([O-])=C(C)C3=O)[C-](COC(N)=O)[C@]12OC.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,2.1.1.316
35772,NC1=CC(C(=O)[O-])=CC(O)=C1.[H]O[H].[H+]>>[NH3+][C@@H]1CC(C(=O)[O-])=CC(=O)[C@H]1O,4.2.1.144
29780,CSCC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+]>>CSCC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],7.4.2.11
41661,CN1C/C2=C(/C=C\C3=C2OCO3)C2=C1\C1=C\C3=C(/C=C1/C=C\2)OCO3.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>C[N+]1=CC2=C(C=CC3=C2OCO3)C2=C1C1=C(C=C2)C=C2OCOC2=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.3.1.107
46125,[H][C@@]12C/C=C3/C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CC[C@H](O)C(C)C.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O>>[H][C@]12CC[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@H](O)C(C)C)[C@]1([H])[C@H](O)/C=C1/C[C@@H](O)CC[C@@]12C.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H]O[H].[H+],1.14.14.26
12001,O=C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>[H]C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.17.1.10
11101,[H]C(=O)CC.[H]C(=O)CC>>CCC(=O)C(O)CC,4.1.2.35
27783,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=C([O-])C1=CC=C(O)C=C1>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(O)C=CC(C(=O)[O-])=C1.O=P([O-])([O-])OP(=O)([O-])O,2.5.1.39
78816,[NH3+]CCCC[NH3+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>[NH3+]CCCCNO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.14.13.252
19922,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.137
10133,O=C([O-])C1=CC=CC=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O,6.2.1.25
10577,C[NH2+]CCOP(=O)([O-])[O-].NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+]>>C[NH2+]CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1O.O=P([O-])([O-])OP(=O)([O-])O,2.7.7.57
31580,CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)[O-])OO>>CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)[O-],5.4.4.5
21645,O=P([O-])([O-])OC[C@H](O)CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>OCC(O)CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1.30
26194,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O>>O=C([O-])C[C@H](O)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,6.2.1.9
10365,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C([O-])CCC(=O)C(=O)[O-].[H]O[H]>>CCCCCCCCCC[C@H](C(=O)[O-])[C@@](O)(CCC(=O)[O-])C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],2.3.3.4
