reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
23581,,,,,,,,,,,,,,,,,,5.4.99,5.3.99.4,5.3.99,5.4.99,5.3.99.4,5.3.99,5.4.99,5.3.99.4,5.3.99,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,3.5.2;4.1.99;4.2.1;3.5.99,"5.4.99,0.15253083407878876;5.3.3,0.13106507062911987;3.3.2,0.11910893023014069;5.5.1,0.0906316414475441;4.2.99,0.06979209184646606",5.5.1,5.3.99.4,5.3.99,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,3.5.2;4.1.99;4.2.1;3.5.99,5.4.99;5.3.3;3.3.2;5.5.1;4.2.99,5.5.1,5.3.99.4,5.3.99,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,5.4.99;5.3.99;2.4.1;2.4.2,5.4.99;5.3.3;3.3.2;5.5.1;4.2.99,5.5.1,5.3.99.4,5.3.99,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,5.4.99;5.3.99;2.4.1;2.4.2,5.4.99;5.3.3;3.3.2;5.5.1;4.2.99,5.3.99,5.3.99.4,5.3.99,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,5.4.99;5.3.99;2.4.1;2.4.2,5.4.99;5.3.3;3.3.2;5.5.1;4.2.99,5.3.99,5.3.99.4
23597,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.22,1.1.1,1.1.1,1.1.1.22,1.1.1,1.1.1,1.1.1.22,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.8.1;5.4.4;4.3.1;4.4.1,"1.1.1,0.9602046608924866;1.2.1,0.017028961330652237;1.17.1,0.009465863928198814;1.14.13,0.002306331181898713;4.1.99,0.001936216140165925",1.1.1,1.1.1.22,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.8.1;5.4.4;4.3.1;4.4.1,1.1.1;1.2.1;1.17.1;1.14.13;4.1.99,1.1.1,1.1.1.22,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,2.1.1;2.4.1;1.2.1;2.4.99,1.1.1;1.2.1;1.17.1;1.14.13;4.1.99,1.1.1,1.1.1.22,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,2.1.1;2.4.1;1.2.1;2.4.99,1.1.1;1.2.1;1.17.1;1.14.13;4.1.99,1.1.1,1.1.1.22,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,2.1.1;2.4.1;1.2.1;2.4.99,1.1.1;1.2.1;1.17.1;1.14.13;4.1.99,1.1.1,1.1.1.22
23601,,,,,,,,,,,,,,,,,,2.6.1,2.6.1.67,2.6.1,2.6.1,2.6.1.67,2.6.1,2.6.1,2.6.1.67,2.6.1,2.6.1.57;2.6.1.36;2.6.1.39;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,1.5.3;1.2.3;1.13.12;1.10.3,"5.1.99,0.23344318568706512;5.1.1,0.0764143168926239;5.2.1,0.03582635521888733;2.6.1,0.03465281054377556;5.3.3,0.027742579579353333",2.6.1,2.6.1.67,2.6.1,2.6.1.57;2.6.1.36;2.6.1.39;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,1.5.3;1.2.3;1.13.12;1.10.3,5.1.99;5.1.1;5.2.1;2.6.1;5.3.3,2.6.1,2.6.1.67,2.6.1,2.6.1.57;2.6.1.36;2.6.1.39;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.6.1;2.2.1;4.3.2;4.1.2,5.1.99;5.1.1;5.2.1;2.6.1;5.3.3,2.6.1,2.6.1.67,2.6.1,2.6.1.57;2.6.1.36;2.6.1.39;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.6.1;2.2.1;4.3.2;4.1.2,5.1.99;5.1.1;5.2.1;2.6.1;5.3.3,2.6.1,2.6.1.67,2.6.1,2.6.1.57;2.6.1.36;2.6.1.39;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.6.1;2.2.1;4.3.2;4.1.2,5.1.99;5.1.1;5.2.1;2.6.1;5.3.3,2.6.1,2.6.1.67
23665,,,,,,,,,,,,,,,,,,1.3.99,1.1.99.30,1.1.99,1.3.99,1.1.99.30,1.1.99,1.3.99,1.1.99.30,1.1.99,1.1.3.15;1.1.1.337|1.1.1.375;1.1.1.272;1.1.1.345;1.1.99.30;1.1.5.10;1.14.18.12;1.11.2.4;3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.1.2.6,2.7.8;3.6.1;2.4.2;3.1.3,"1.1.99,0.8136063814163208;1.3.99,0.043411873281002045;1.17.99,0.0299192164093256;1.12.99,0.01394771970808506;1.21.99,0.013538829982280731",1.3.99,1.1.99.30,1.1.99,1.1.3.15;1.1.1.337|1.1.1.375;1.1.1.272;1.1.1.345;1.1.99.30;1.1.5.10;1.14.18.12;1.11.2.4;3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.1.2.6,2.7.8;3.6.1;2.4.2;3.1.3,1.1.99;1.3.99;1.17.99;1.12.99;1.21.99,1.3.99,1.1.99.30,1.1.99,1.1.3.15;1.1.1.337|1.1.1.375;1.1.1.272;1.1.1.345;1.1.99.30;1.1.5.10;1.14.18.12;1.11.2.4;3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.1.2.6,1.1.99;4.1.2;4.2.1;4.3.1,1.1.99;1.3.99;1.17.99;1.12.99;1.21.99,1.3.99,1.1.99.30,1.1.99,1.1.3.15;1.1.1.337|1.1.1.375;1.1.1.272;1.1.1.345;1.1.99.30;1.1.5.10;1.14.18.12;1.11.2.4;3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.1.2.6,1.1.99;4.1.2;4.2.1;4.3.1,1.1.99;1.3.99;1.17.99;1.12.99;1.21.99,1.1.99,1.1.99.30,1.1.99,1.1.3.15;1.1.1.337|1.1.1.375;1.1.1.272;1.1.1.345;1.1.99.30;1.1.5.10;1.14.18.12;1.11.2.4;3.8.1.10|3.8.1.2;3.8.1.10|3.8.1.9;3.1.2.6,1.1.99;4.1.2;4.2.1;4.3.1,1.1.99;1.3.99;1.17.99;1.12.99;1.21.99,1.1.99,1.1.99.30
23737,,,,,,,,,,,,,,,,,,3.5.1,3.5.2.17,3.5.2,3.5.1,3.5.2.17,3.5.2,3.5.1,3.5.2.17,3.5.2,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.4;4.6.1;3.6.1;3.9.1,"3.5.2,0.8776071667671204;3.5.1,0.03906439617276192;3.1.1,0.029309740290045738;4.1.1,0.017229881137609482;3.7.1,0.005613688845187426",3.5.1,3.5.2.17,3.5.2,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.4;4.6.1;3.6.1;3.9.1,3.5.2;3.5.1;3.1.1;4.1.1;3.7.1,3.5.1,3.5.2.17,3.5.2,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.4.13;3.4.14;3.5.1;3.4.11,3.5.2;3.5.1;3.1.1;4.1.1;3.7.1,3.5.1,3.5.2.17,3.5.2,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.4.13;3.4.14;3.5.1;3.4.11,3.5.2;3.5.1;3.1.1;4.1.1;3.7.1,3.5.2,3.5.2.17,3.5.2,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.4.13;3.4.14;3.5.1;3.4.11,3.5.2;3.5.1;3.1.1;4.1.1;3.7.1,3.5.2,3.5.2.17
23769,,,,,,,,,,,,,,,,,,2.3.1,2.3.1.24,2.3.1,2.3.1,2.3.1.24,2.3.1,2.3.1,2.3.1.24,2.3.1,2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.85;2.3.1.41;2.3.1.299|2.3.1.M71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.3;3.6.1;3.2.1;4.6.1,"2.3.1,0.9921964406967163;3.1.2,0.005406843964010477;3.5.1,0.001345524680800736;1.2.1,0.0009020435390993953;2.3.2,3.4170690923929214e-05",2.3.1,2.3.1.24,2.3.1,2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.85;2.3.1.41;2.3.1.299|2.3.1.M71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.3;3.6.1;3.2.1;4.6.1,2.3.1;3.1.2;3.5.1;1.2.1;2.3.2,2.3.1,2.3.1.24,2.3.1,2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.85;2.3.1.41;2.3.1.299|2.3.1.M71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1;2.8.3;2.3.2;2.4.1,2.3.1;3.1.2;3.5.1;1.2.1;2.3.2,2.3.1,2.3.1.24,2.3.1,2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.85;2.3.1.41;2.3.1.299|2.3.1.M71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1;2.8.3;2.3.2;2.4.1,2.3.1;3.1.2;3.5.1;1.2.1;2.3.2,2.3.1,2.3.1.24,2.3.1,2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.85;2.3.1.41;2.3.1.299|2.3.1.M71;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1;2.8.3;2.3.2;2.4.1,2.3.1;3.1.2;3.5.1;1.2.1;2.3.2,2.3.1,2.3.1.24
23773,,,,,,,,,,,,,,,,,,1.1.1,1.3.1.58,1.3.1;1.1.1,1.1.1,1.3.1.58,1.3.1;1.1.1,1.1.1,1.3.1.58,1.3.1;1.1.1,1.13.11.-|1.14.12.-|1.14.12.25;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.5.1;1.1.1;1.2.1;1.3.1,"1.14.12,0.8738632202148438;1.3.1,0.11132504045963287;1.6.5,0.004463475663214922;1.14.13,0.004175959620624781;1.21.1,0.0014041500398889184",1.3.1,1.3.1.58,1.3.1;1.1.1,1.13.11.-|1.14.12.-|1.14.12.25;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.5.1;1.1.1;1.2.1;1.3.1,1.14.12;1.3.1;1.6.5;1.14.13;1.21.1,1.3.1,1.3.1.58,1.3.1;1.1.1,1.13.11.-|1.14.12.-|1.14.12.25;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1;2.4.1;1.1.1;1.5.1,1.14.12;1.3.1;1.6.5;1.14.13;1.21.1,1.3.1,1.3.1.58,1.3.1;1.1.1,1.13.11.-|1.14.12.-|1.14.12.25;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1;2.4.1;1.1.1;1.5.1,1.14.12;1.3.1;1.6.5;1.14.13;1.21.1,1.3.1,1.3.1.58,1.3.1;1.1.1,1.13.11.-|1.14.12.-|1.14.12.25;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.3.1;2.4.1;1.1.1;1.5.1,1.14.12;1.3.1;1.6.5;1.14.13;1.21.1,1.3.1,1.3.1.58
23797,,,,,,,,,,,,,,,,,,3.1.1,3.1.1.80,3.1.1,3.1.1,3.1.1.80,3.1.1,3.1.1,3.1.1.80,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.2;3.1.1;2.7.9;2.7.8,"3.1.1,0.9998086094856262;3.5.1,4.594228812493384e-05;3.7.1,3.3201118640135974e-05;4.1.1,2.1522102542803623e-05;3.1.2,1.590968167874962e-05",3.1.1,3.1.1.80,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.2;3.1.1;2.7.9;2.7.8,3.1.1;3.5.1;3.7.1;4.1.1;3.1.2,3.1.1,3.1.1.80,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;1.2.3;3.5.5;3.1.2,3.1.1;3.5.1;3.7.1;4.1.1;3.1.2,3.1.1,3.1.1.80,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;1.2.3;3.5.5;3.1.2,3.1.1;3.5.1;3.7.1;4.1.1;3.1.2,3.1.1,3.1.1.80,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1;1.2.3;3.5.5;3.1.2,3.1.1;3.5.1;3.7.1;4.1.1;3.1.2,3.1.1,3.1.1.80
23817,,,,,,,,,,,,,,,,,,2.6.1,2.6.1.82,2.6.1,2.6.1,2.6.1.82,2.6.1,2.6.1,2.6.1.82,2.6.1,2.6.1.82;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.11|2.6.1.13,2.7.8;2.7.9;2.4.3;2.4.2,"2.6.1,0.9922792911529541;4.1.1,0.002713864902034402;5.4.3,0.002092351671308279;1.4.1,0.0009056811686605215;1.14.11,0.0003148843825329095",2.6.1,2.6.1.82,2.6.1,2.6.1.82;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.11|2.6.1.13,2.7.8;2.7.9;2.4.3;2.4.2,2.6.1;4.1.1;5.4.3;1.4.1;1.14.11,2.6.1,2.6.1.82,2.6.1,2.6.1.82;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.11|2.6.1.13,2.2.1;4.1.2;5.1.1;2.6.1,2.6.1;4.1.1;5.4.3;1.4.1;1.14.11,2.6.1,2.6.1.82,2.6.1,2.6.1.82;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.11|2.6.1.13,2.2.1;4.1.2;5.1.1;2.6.1,2.6.1;4.1.1;5.4.3;1.4.1;1.14.11,2.6.1,2.6.1.82,2.6.1,2.6.1.82;2.6.1.48;2.6.1.-|2.6.1.116|2.6.1.af;2.6.1.11|2.6.1.13,2.2.1;4.1.2;5.1.1;2.6.1,2.6.1;4.1.1;5.4.3;1.4.1;1.14.11,2.6.1,2.6.1.82
23837,,,,,,,,,,,,,,,,,,2.6.1,2.6.1.41,2.6.1,2.6.1,2.6.1.41,2.6.1,2.6.1,2.6.1.41,2.6.1,2.6.1.-|2.6.1.88;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21;2.6.1.84;2.6.1.51,3.5.2;4.3.2;3.5.5;1.4.99,"2.6.1,0.9681140780448914;5.1.1,0.02909344621002674;5.4.3,0.0010899080662056804;5.1.99,0.0006314274505712092;4.1.1,0.00023978148237802088",2.6.1,2.6.1.41,2.6.1,2.6.1.-|2.6.1.88;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21;2.6.1.84;2.6.1.51,3.5.2;4.3.2;3.5.5;1.4.99,2.6.1;5.1.1;5.4.3;5.1.99;4.1.1,2.6.1,2.6.1.41,2.6.1,2.6.1.-|2.6.1.88;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21;2.6.1.84;2.6.1.51,2.6.1;2.2.1;1.3.98;4.3.2,2.6.1;5.1.1;5.4.3;5.1.99;4.1.1,2.6.1,2.6.1.41,2.6.1,2.6.1.-|2.6.1.88;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21;2.6.1.84;2.6.1.51,2.6.1;2.2.1;1.3.98;4.3.2,2.6.1;5.1.1;5.4.3;5.1.99;4.1.1,2.6.1,2.6.1.41,2.6.1,2.6.1.-|2.6.1.88;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21;2.6.1.84;2.6.1.51,2.6.1;2.2.1;1.3.98;4.3.2,2.6.1;5.1.1;5.4.3;5.1.99;4.1.1,2.6.1,2.6.1.41
23853,,,,,,,,,,,,,,,,,,1.13.11,1.13.11.1,1.13.11,1.13.11,1.13.11.1,1.13.11,1.13.11,1.13.11.1,1.13.11,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,2.4.99;2.5.1;2.4.1;2.1.1,"1.13.11,0.9939470291137695;5.2.1,0.005346087738871574;5.4.4,0.00013764703180640936;1.11.2,0.00010068032861454412;1.3.3,7.225251465570182e-05",1.13.11,1.13.11.1,1.13.11,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,2.4.99;2.5.1;2.4.1;2.1.1,1.13.11;5.2.1;5.4.4;1.11.2;1.3.3,1.13.11,1.13.11.1,1.13.11,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,1.13.12;1.13.11;1.2.3;1.1.3,1.13.11;5.2.1;5.4.4;1.11.2;1.3.3,1.13.11,1.13.11.1,1.13.11,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,1.13.12;1.13.11;1.2.3;1.1.3,1.13.11;5.2.1;5.4.4;1.11.2;1.3.3,1.13.11,1.13.11.1,1.13.11,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,1.13.12;1.13.11;1.2.3;1.1.3,1.13.11;5.2.1;5.4.4;1.11.2;1.3.3,1.13.11,1.13.11.1
23877,,,,,,,,,,,,,,,,,,4.2.1,4.2.1.73,,4.2.1,4.2.1.73,,4.2.1,4.2.1.73,,4.2.1.154;1.14.-.-|1.14.13.232|1.14.13.233;2.3.1.235;1.3.5.3;2.4.1.91;1.14.13.210;4.2.1.169;1.13.12.21;2.4.1.360;2.3.1.171;3.1.1|3.1.1.3,5.5.1;4.2.3;3.5.99;5.4.4,"4.2.1,0.7660080790519714;4.1.3,0.04143887758255005;3.7.1,0.0402388721704483;2.3.1,0.020308682695031166;4.1.99,0.020032839849591255",4.2.1,4.2.1.73,,4.2.1.154;1.14.-.-|1.14.13.232|1.14.13.233;2.3.1.235;1.3.5.3;2.4.1.91;1.14.13.210;4.2.1.169;1.13.12.21;2.4.1.360;2.3.1.171;3.1.1|3.1.1.3,5.5.1;4.2.3;3.5.99;5.4.4,4.2.1;4.1.3;3.7.1;2.3.1;4.1.99,4.2.1,4.2.1.73,,4.2.1.154;1.14.-.-|1.14.13.232|1.14.13.233;2.3.1.235;1.3.5.3;2.4.1.91;1.14.13.210;4.2.1.169;1.13.12.21;2.4.1.360;2.3.1.171;3.1.1|3.1.1.3,4.2.1;4.2.3;4.3.1;4.1.99,4.2.1;4.1.3;3.7.1;2.3.1;4.1.99,4.2.1,4.2.1.73,,4.2.1.154;1.14.-.-|1.14.13.232|1.14.13.233;2.3.1.235;1.3.5.3;2.4.1.91;1.14.13.210;4.2.1.169;1.13.12.21;2.4.1.360;2.3.1.171;3.1.1|3.1.1.3,4.2.1;4.2.3;4.3.1;4.1.99,4.2.1;4.1.3;3.7.1;2.3.1;4.1.99,4.2.1,4.2.1.73,,4.2.1.154;1.14.-.-|1.14.13.232|1.14.13.233;2.3.1.235;1.3.5.3;2.4.1.91;1.14.13.210;4.2.1.169;1.13.12.21;2.4.1.360;2.3.1.171;3.1.1|3.1.1.3,4.2.1;4.2.3;4.3.1;4.1.99,4.2.1;4.1.3;3.7.1;2.3.1;4.1.99,4.2.1,4.2.1.73
23909,,,,,,,,,,,,,,,,,,2.1.1,1.16.1.8,1.14.13,2.1.1,1.16.1.8,1.14.13,2.1.1,1.16.1.8,1.14.13,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.6.1;2.2.1;1.1.99;5.4.3,"2.1.1,0.5908107757568359;2.5.1,0.406848281621933;1.16.1,0.001530447625555098;1.8.1,0.00017714376735966653;1.1.1,0.00011864005500683561",2.5.1,1.16.1.8,1.14.13,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.6.1;2.2.1;1.1.99;5.4.3,2.1.1;2.5.1;1.16.1;1.8.1;1.1.1,2.5.1,1.16.1.8,1.14.13,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.3.99;5.4.99;2.4.1;2.4.2,2.1.1;2.5.1;1.16.1;1.8.1;1.1.1,2.5.1,1.16.1.8,1.14.13,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.3.99;5.4.99;2.4.1;2.4.2,2.1.1;2.5.1;1.16.1;1.8.1;1.1.1,2.5.1,1.16.1.8,1.14.13,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.3.99;5.4.99;2.4.1;2.4.2,2.1.1;2.5.1;1.16.1;1.8.1;1.1.1,2.5.1,1.16.1.8
