Reaction ID,Theia
R09087,"2.7.4,0.9838788509368896;2.7.1,0.014560949057340622;2.1.1,0.000783788796979934;6.3.2,0.00010656096128514037;1.6.1,9.912360837915912e-05"
R08941,"3.1.6,0.9999767541885376;3.10.1,1.8151125914300792e-05;2.8.2,4.149569576838985e-06;4.2.1,1.8601460283207416e-07;3.1.3,1.580983024496163e-07"
R04254,"2.3.1,0.9999935626983643;5.1.2,3.5832251796819037e-06;3.1.1,1.6440017134300433e-06;3.1.2,9.835430319071747e-07;2.3.3,7.806310975411179e-08"
R07165,"1.4.1,0.9988860487937927;1.1.1,0.0006582155474461615;1.5.1,0.0001144069101428613;1.7.1,8.76740668900311e-05;1.8.2,4.3849599023815244e-05"
R03176,"1.1.1,0.9988633394241333;1.1.-,0.000644528481643647;5.3.3,0.00010698980622692034;1.1.5,8.729139517527074e-05;1.3.1,6.261411908781156e-05"
R10636,"1.6.3,0.7701075673103333;1.11.1,0.08187051862478256;1.3.1,0.05960417911410332;1.6.99,0.033168867230415344;1.14.12,0.027738219127058983"
R06827,"2.4.1,0.9866782426834106;2.4.2,0.013316403143107891;3.2.1,4.773381988343317e-06;2.4.-,1.925234727195857e-07;2.3.1,1.70443087199601e-07"
R03772,"3.1.1,0.9982960820198059;3.1.2,0.0007757972343824804;3.4.19,0.00013196119107306004;3.4.11,0.00010073776502395049;3.4.16,7.682693103561178e-05"
R09769,"5.3.1,0.9999696016311646;2.4.1,8.558165063732304e-06;1.1.3,6.059591214579996e-06;5.4.2,4.32830302088405e-06;3.2.1,3.4426918773533544e-06"
R11193,"2.1.1,0.9999853372573853;2.5.1,1.1802290828200057e-05;2.3.1,7.87182955264143e-07;4.4.1,6.876921361254063e-07;6.3.2,2.7886653697350994e-07"
R09364,"4.2.1,0.8285266160964966;3.4.11,0.10754439979791641;1.14.18,0.02159644104540348;3.3.2,0.018270615488290787;3.4.17,0.0030840029940009117"
R09920,"1.1.1,0.9303327798843384;5.3.3,0.06919955462217331;1.14.13,0.00020452031458262354;1.3.1,0.0001618608075659722;1.6.5,2.4925062461989e-05"
R04833,"1.1.1,0.9895690083503723;1.3.1,0.00986659899353981;2.3.1,0.00022475568403024226;1.-.-,7.214421930257231e-05;1.14.13,6.64907056489028e-05"
R00430,"2.7.1,0.8019711971282959;2.7.9,0.19148844480514526;4.1.1,0.0049536763690412045;2.5.1,0.0007555287447758019;2.7.4,0.0002942866994999349"
R01269,"2.1.1,0.9999967813491821;2.3.1,2.4866415060387226e-06;2.4.2,2.2531348520260508e-07;3.5.1,8.919776917082345e-08;4.1.1,7.444072025464266e-08"
R12376,"1.1.1,0.9999686479568481;1.3.1,9.311344911111519e-06;1.1.5,7.697631190239917e-06;4.1.1,6.224256139830686e-06;1.14.13,4.855237420997582e-06"
R00896,"2.6.1,0.9999326467514038;2.8.1,5.5068427172955126e-05;1.4.1,3.507635256028152e-06;2.7.8,2.4436617422907148e-06;1.1.1,1.152005552285118e-06"
R06225,"3.2.1,0.7643839120864868;4.2.1,0.21106815338134766;3.5.99,0.015804680064320564;5.4.4,0.001940478221513331;2.6.1,0.0014889915473759174"
R00946,"2.1.1,0.9999836683273315;2.5.1,1.546368730487302e-05;5.1.3,3.410240765333583e-07;3.3.1,3.1881876338957227e-07;1.8.3,3.667392789452606e-08"
R02599,"2.7.7,0.6492674350738525;6.2.1,0.10349278151988983;2.3.2,0.09256751090288162;2.7.1,0.07877859473228455;3.1.3,0.0376000702381134"
R12400,"1.1.1,0.9996808767318726;1.14.-,0.00018735561752691865;1.3.1,6.956290599191561e-05;1.14.13,2.6929967134492472e-05;1.-.-,9.268210305890534e-06"
R02289,"2.1.1,1.0;2.3.1,2.8569655530219507e-09;2.5.1,7.453166972481995e-10;1.16.1,1.9218944491417034e-10;2.3.2,1.0609580575193789e-10"
R12949,"3.5.1,0.9734538197517395;1.5.1,0.021657902747392654;2.3.1,0.00360096525400877;1.14.13,0.0005106193129904568;3.5.3,0.00014087905583437532"
R06814,"2.4.2,0.9999837875366211;2.3.1,1.4307441233540885e-05;2.7.6,9.913107987813419e-07;5.1.3,5.289082878334739e-07;2.4.-,2.4869800085980387e-07"
R07214,"1.14.17,0.9999890327453613;1.13.11,5.668246103596175e-06;1.13.-,1.0011949598265346e-06;1.13.12,7.914244974926987e-07;1.14.11,6.015089866195922e-07"
R03621,"2.3.1,0.9999381303787231;1.2.1,4.9935119022848085e-05;2.3.3,5.791296189272543e-06;3.1.2,8.755557132644753e-07;4.1.3,7.486382287424931e-07"
R01607,"1.2.1,0.9850980043411255;1.1.1,0.014149713329970837;1.5.1,0.000554033846128732;2.3.1,4.039750274387188e-05;1.14.13,2.9369663025136106e-05"
R08389,"2.3.1,0.9736237525939941;2.4.1,0.014894985593855381;3.1.1,0.00930819846689701;1.1.1,0.0005998293054290116;2.7.1,0.0004900052445009351"
R00260,"5.1.1,0.9997907280921936;2.6.1,6.206567923072726e-05;2.3.2,5.689772297046147e-05;3.4.16,3.702412504935637e-05;1.5.99,1.552334833831992e-05"
R06302,"4.2.3,0.9977021813392639;5.3.3,0.0012668087147176266;2.5.1,0.000870034855324775;4.3.2,0.00010197831579716876;5.5.1,2.340547325729858e-05"
R09623,"4.2.3,0.9965671300888062;3.1.7,0.0023676773998886347;5.5.1,0.0004922896041534841;2.5.1,0.0003121796762570739;5.3.3,0.00013571509043686092"
R01561,"2.4.2,0.9985464215278625;2.7.8,0.0012657507322728634;3.2.2,0.0001788002555258572;2.7.1,4.885943326371489e-06;2.4.1,2.1894366000196896e-06"
R02352,"1.1.1,0.9984142780303955;1.3.1,0.00047378402086906135;2.3.1,0.0003853387024719268;1.14.13,0.0001556550560053438;1.-.-,0.00012729688023682684"
R09710,"5.4.99,0.999855637550354;4.2.1,0.00013057947217021137;5.4.4,1.0304876013833564e-05;5.5.1,1.969199274753919e-06;1.-.-,9.9825570032408e-07"
R06922,"5.3.99,0.999690055847168;5.99.1,0.00021899926650803536;4.2.1,4.295862527214922e-05;2.5.1,3.198472040821798e-05;5.4.4,5.689462341251783e-06"
R01635,"4.1.1,0.9973426461219788;2.3.1,0.0004202217678539455;1.1.1,0.00032748605008237064;2.7.11,0.0002265448129037395;1.2.4,0.00021660703350789845"
R05052,"2.6.1,0.9808789491653442;2.3.1,0.006667222362011671;2.5.1,0.0023772146087139845;6.2.1,0.0014964606380090117;5.1.3,0.00112991314381361"
R10174,"2.3.1,0.9897655844688416;2.6.1,0.010156547650694847;2.7.2,1.2697349120571744e-05;3.1.1,1.2435442840796895e-05;6.2.1,1.133425575972069e-05"
R06120,"4.2.3,0.9708277583122253;5.5.1,0.027743959799408913;3.1.7,0.0007432751008309424;5.3.3,0.0005061445408500731;4.3.2,0.00010604025010252371"
R03620,"3.5.1,0.999966025352478;4.2.1,2.0669082005042583e-05;3.5.3,4.205871846352238e-06;1.4.3,1.5165735476330156e-06;3.4.11,9.781673497855081e-07"
R06809,"2.8.2,0.999948263168335;2.7.7,1.7349948393530212e-05;2.7.8,1.1523032299010083e-05;1.8.4,9.639311429054942e-06;2.3.1,7.015999017312424e-06"
R04724,"1.3.1,0.9573078155517578;2.3.1,0.040780264884233475;2.1.1,0.0006287911674007773;1.1.1,0.0002949229965452105;2.7.1,0.0002249185199616477"
R05794,"2.7.8,0.9975312352180481;1.1.1,0.0012199654011055827;1.14.13,0.0009199328487738967;6.5.1,0.00023969131871126592;2.7.1,3.000632204930298e-05"
R02741,"6.3.2,0.4827229082584381;2.3.2,0.22843047976493835;2.7.1,0.12262045592069626;2.7.3,0.09403636306524277;6.2.1,0.05919260531663895"
R02836,"1.1.1,0.9998906850814819;1.2.1,5.325720849214122e-05;1.3.1,4.611774784279987e-05;1.14.15,1.833771761994285e-06;1.-.-,1.7970827457247651e-06"
R02269,"3.5.2,0.999752938747406;3.5.1,0.0001828988897614181;3.4.13,3.8417587347794324e-05;3.1.2,7.826682121958584e-06;3.4.17,6.0410393416532315e-06"
R09633,"2.5.1,0.7892085909843445;5.3.3,0.2104765921831131;1.14.99,0.00011542511492734775;2.3.2,3.328579623484984e-05;4.1.1,2.4522469175281003e-05"
R11221,"2.1.1,0.9999997615814209;2.3.1,1.0273526385162768e-07;3.5.1,7.461706985623096e-08;3.5.3,1.649085312749321e-08;2.5.1,1.6276548109317446e-08"
R00776,"4.3.2,0.9933051466941833;3.5.1,0.005554386414587498;4.1.3,0.000525578623637557;2.3.2,0.00023711360699962825;3.5.3,0.00019981291552539915"
R06632,"1.13.11,0.8257431387901306;1.1.3,0.06611374020576477;2.7.8,0.028569525107741356;2.1.1,0.028275376185774803;1.14.11,0.02057083323597908"
R08615,"3.2.1,0.9390564560890198;2.4.1,0.014121152460575104;2.7.7,0.013259846717119217;3.1.1,0.01242400798946619;3.6.1,0.009119215421378613"
R01358,"3.1.2,0.9889011383056641;2.3.1,0.006725806277245283;3.1.1,0.002975435694679618;2.3.3,0.001173466327600181;6.2.1,5.931066698394716e-05"
R05441,"1.14.13,0.8227276802062988;1.14.14,0.16004522144794464;1.14.18,0.00991262961179018;1.14.-,0.0017789126140996814;1.14.99,0.0013693185755982995"
R10251,"2.1.1,1.0;1.-.-,1.1882778094829405e-10;2.3.1,1.0890880211555931e-11;3.3.1,2.6096663892360983e-12;2.5.1,2.3412808150546915e-12"
R02375,"2.3.1,0.9941573143005371;3.1.1,0.0023209855426102877;1.2.1,0.0007678208639845252;3.1.2,0.0005659463931806386;2.3.-,0.00033614764106459916"
R01794,"1.5.1,0.9994956254959106;1.2.1,7.508798444177955e-05;1.19.1,5.223083644523285e-05;1.16.1,5.062723721493967e-05;1.3.1,3.800381091423333e-05"
R04334,"2.4.2,0.9704093933105469;2.7.7,0.01808019168674946;2.4.1,0.002768628764897585;5.1.3,0.0025553873274475336;2.7.6,0.0025396225973963737"
R02412,"2.7.1,0.9967566132545471;2.7.4,0.0023246281780302525;2.1.1,0.0008337943581864238;6.2.1,1.7470903912908398e-05;2.7.2,1.5017159967101179e-05"
R09874,"3.1.7,0.8178113102912903;5.5.1,0.17853334546089172;4.2.1,0.0030091649387031794;4.2.3,0.0003673339379020035;1.1.1,0.00015662395162507892"
R00704,"1.1.1,0.9979540109634399;1.1.5,0.001697532250545919;1.2.4,7.924115925561637e-05;1.2.1,5.388149293139577e-05;1.8.1,5.199235965847038e-05"
R08085,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R12908,"1.14.13,0.9029528498649597;1.14.14,0.0866159200668335;1.6.3,0.0027553110849112272;1.14.99,0.0024978851433843374;1.5.1,0.0012154231080785394"
R10435,"2.4.2,0.9610376954078674;2.3.1,0.018280472606420517;5.1.3,0.010423308238387108;2.7.6,0.0021521705202758312;2.7.7,0.0013037973549216986"
R07930,"2.3.1,0.9998350143432617;3.1.2,0.00012522908218670636;3.1.1,2.1850264602107927e-05;6.2.1,1.2366480405034963e-05;1.2.1,4.059004822920542e-06"
R07300,"3.5.1,0.9282596111297607;3.1.1,0.06888900697231293;3.1.2,0.0011043320409953594;4.2.1,0.0006159581243991852;2.3.1,0.00025259432732127607"
R09870,"2.1.1,1.0;1.-.-,7.515316147177487e-11;2.3.1,1.0455454210744897e-11;2.5.1,5.687720260050266e-12;6.3.2,1.874591627759603e-12"
R01631,"1.13.11,0.9984155893325806;1.14.12,0.0007854367140680552;1.3.5,0.00013248051982373;1.13.99,0.0001169166571344249;1.16.3,7.960813672980294e-05"
R10059,"1.21.1,0.8315249085426331;1.22.1,0.1649130880832672;1.11.1,0.0017463701078668237;1.12.1,0.0002539987617637962;1.7.1,0.00019988699932582676"
R00353,"2.3.1,0.42205366492271423;6.4.1,0.290240079164505;2.6.1,0.12786437571048737;2.1.3,0.06612861901521683;4.1.1,0.029773660004138947"
R06028,"2.1.1,0.9568701386451721;2.5.1,0.04301841929554939;2.7.4,6.8656649091281e-05;2.7.7,3.0503795642289333e-05;3.8.1,3.817243850789964e-06"
R12598,"2.7.1,0.7889676094055176;2.7.4,0.1392761915922165;2.1.1,0.024351315572857857;6.2.1,0.02111709862947464;2.7.2,0.007936755195260048"
R10293,"2.4.1,1.0;2.7.8,3.352393562749967e-08;3.1.1,2.0212652884765703e-08;2.7.7,1.7146405184575997e-08;2.7.1,1.0470476929924644e-08"
R13177,"2.3.1,0.9744184613227844;1.1.1,0.014148070476949215;1.2.1,0.008098599500954151;4.1.1,0.0020663219038397074;1.2.4,0.0010851152474060655"
R09190,"1.14.13,0.9954200983047485;1.14.-,0.004536572378128767;1.14.14,3.447343988227658e-05;1.14.15,7.88315537647577e-06;1.13.12,4.975839260623616e-07"
R03477,"1.14.13,0.3667552173137665;1.14.14,0.3196256458759308;2.3.1,0.13139471411705017;4.2.1,0.1231997013092041;2.5.1,0.0189782977104187"
R10168,"2.1.1,1.0;2.3.1,2.9140602819666128e-08;4.2.1,1.734508003892188e-08;1.-.-,7.1000734180870495e-09;6.3.2,6.515008532659294e-09"
R11874,"1.5.98,0.998497724533081;1.12.98,0.0013743287418037653;1.8.98,4.037666803924367e-05;1.7.7,1.6062320355558768e-05;3.1.21,1.4809247659286484e-05"
R01203,"1.1.3,0.9718530774116516;1.13.99,0.007383279036730528;1.4.3,0.005574775394052267;1.11.2,0.0032286394853144884;1.2.3,0.0028556270990520716"
R07263,"4.1.3,0.9985621571540833;2.3.3,0.0007209606119431555;3.1.2,0.0003093564882874489;3.7.1,0.00027280469657853246;2.8.3,0.0001013545406749472"
R13220,"1.1.1,0.9801977872848511;1.3.1,0.01784098520874977;2.3.1,0.0005644718767143786;1.-.-,0.0003299711679574102;1.2.1,0.00032945864950306714"
R02231,"1.14.13,0.9976420402526855;1.14.14,0.0005575760151259601;1.2.1,0.0004591952601913363;1.6.3,0.000371318164980039;1.13.12,0.00023479369701817632"
R04910,"1.3.1,0.9998918771743774;1.6.2,3.6141122109256685e-05;1.1.1,2.1509695216082036e-05;1.21.1,1.3658735952049028e-05;1.3.99,9.637250514060725e-06"
R05293,"1.3.1,0.7341420650482178;1.1.1,0.16701602935791016;1.14.12,0.06449255347251892;1.14.13,0.018362032249569893;1.6.5,0.00499929953366518"
R07261,"2.7.1,0.9409100413322449;1.1.1,0.03579913452267647;2.7.4,0.007772363256663084;2.4.1,0.007058935239911079;1.1.99,0.0014059704262763262"
R10093,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R10643,"2.8.3,0.987689733505249;6.3.2,0.0037530753761529922;1.3.99,0.002966948552057147;4.2.1,0.0018406379967927933;5.3.3,0.0014445383567363024"
R01903,"1.1.1,0.9999929666519165;1.3.1,1.940471292982693e-06;1.-.-,1.5352030686699436e-06;2.3.1,1.0780817092381767e-06;1.2.1,7.343750212385203e-07"
R12006,"5.5.1,0.9999688863754272;5.3.3,1.2040243746014312e-05;4.2.1,6.787599886592943e-06;2.5.1,4.055678800796159e-06;1.1.1,2.228536459369934e-06"
R03056,"2.3.1,0.9999922513961792;3.1.1,6.516707799164578e-06;6.2.1,3.2373628755522077e-07;3.1.2,2.0881861928501166e-07;1.2.7,1.4064413278447319e-07"
R00888,"4.2.1,0.9961950778961182;4.1.99,0.000733822351321578;5.4.4,0.0005246410146355629;5.3.99,0.0005070405313745141;5.-.-,0.00040534837171435356"
R09462,"1.11.-,0.5917812585830688;1.11.2,0.40721356868743896;5.4.4,0.00022026363876648247;1.11.1,0.00020065381249878556;1.1.3,0.00016200591926462948"
R07181,"1.12.1,0.9998273849487305;1.14.99,5.004204285796732e-05;1.1.1,3.336425652378239e-05;1.6.3,2.1247715267236345e-05;1.8.1,1.3189408491598442e-05"
R04127,"2.4.1,0.999995231628418;2.4.2,3.173231789332931e-06;2.7.7,5.903786473027139e-07;3.1.1,4.415457794948452e-07;3.2.1,2.548845543515199e-07"
R10432,"2.4.2,0.9834699034690857;2.3.1,0.007297164760529995;5.1.3,0.005279859062284231;2.7.7,0.0013833566335961223;2.7.6,0.000833152502309531"
R02420,"2.4.1,0.999925971031189;6.2.1,5.07703261973802e-05;2.7.7,6.5806561906356364e-06;2.4.99,3.816019216174027e-06;2.7.8,2.01784928322013e-06"
R13008,"5.3.1,0.9999381303787231;4.1.2,5.180871448828839e-05;1.1.2,1.706345756247174e-06;2.5.1,1.5201368341877242e-06;1.1.3,1.4286083569459151e-06"
R12330,"2.7.2,0.6139236688613892;2.7.4,0.1477731168270111;2.7.1,0.13032236695289612;6.2.1,0.028454530984163284;3.6.1,0.02426823228597641"
R02243,"4.1.1,0.9909173846244812;5.3.3,0.008097347803413868;4.2.1,0.0003319525858387351;2.3.1,0.0002584425965324044;1.3.3,0.0001552711910335347"
R12037,"2.4.1,0.968411922454834;2.4.2,0.01221955381333828;3.2.1,0.005110411439090967;2.3.1,0.0024918285198509693;2.7.7,0.0022819347213953733"
R05294,"1.14.12,0.9951322674751282;1.21.21,0.0011131350183859468;1.14.99,0.0010962067171931267;1.14.14,0.0007086010300554335;1.14.13,0.00044883068767376244"
R02940,"1.2.1,0.9966222047805786;1.1.1,0.0017840508371591568;1.2.3,0.0007246162858791649;1.2.99,0.0002777685003820807;1.8.1,0.00018145829380955547"
R11202,"3.1.1,0.9999812841415405;3.5.1,7.498449576814892e-06;3.1.2,3.97584290112718e-06;4.2.1,1.5465751630472369e-06;3.1.-,1.107819116441533e-06"
R05449,"1.14.14,0.9445754289627075;1.14.13,0.050015710294246674;1.13.12,0.0006683465326204896;1.14.12,0.0006072772084735334;1.3.8,0.0005880406242795289"
R11937,"2.4.1,0.9875633716583252;2.4.-,0.006505870260298252;2.7.7,0.0019093934679403901;2.1.1,0.0013413444394245744;6.2.1,0.00042039339314214885"
R11050,"1.5.3,0.9995575547218323;6.5.1,0.000225201336434111;1.8.3,0.00021082998136989772;1.1.3,2.5836823169811396e-06;1.7.3,1.0346361705160234e-06"
R04960,"2.3.1,0.9999263286590576;3.1.1,3.8689293432980776e-05;3.1.2,3.125863440800458e-05;6.2.1,9.776827027963009e-07;1.2.7,8.206606025851215e-07"
R03636,"1.1.1,0.9844712615013123;1.3.1,0.004709871951490641;1.2.1,0.002881042892113328;1.5.1,0.0016401633620262146;1.6.5,0.0011846772395074368"
R10247,"1.1.3,0.9999765157699585;5.3.99,1.0596556421660352e-05;2.2.1,6.476476755779004e-06;1.7.3,1.6148505892488174e-06;1.1.99,1.1178118484167499e-06"
R08724,"1.1.1,0.9892277717590332;5.3.3,0.01056095864623785;1.14.13,6.180765922181308e-05;1.3.1,5.1614264521049336e-05;1.6.5,1.9919994883821346e-05"
R05334,"1.4.3,0.9984392523765564;1.5.3,0.0005938326357863843;3.5.4,0.0005575579707510769;1.5.99,0.0002689922694116831;4.1.99,6.350097828544676e-05"
R01882,"2.7.3,0.9991580247879028;3.9.1,0.0007473829318769276;3.4.17,3.428478885325603e-05;3.4.21,1.3447837773128413e-05;1.13.12,1.1645272024907172e-05"
R01506,"1.13.11,0.9880421161651611;1.3.5,0.0024080669973045588;1.10.3,0.0022791465744376183;1.3.3,0.001548398518934846;1.14.13,0.001142013119533658"
R02054,"3.1.1,0.9996764659881592;3.1.2,8.679219172336161e-05;2.3.1,8.373831951757893e-05;3.1.3,3.639742863015272e-05;3.1.4,2.436828799545765e-05"
R07890,"1.1.1,0.9943572878837585;2.3.1,0.004035318270325661;1.3.1,0.0008571567595936358;1.2.1,0.00042513085645623505;1.-.-,8.607742347521707e-05"
R01396,"2.1.3,0.9995518326759338;3.5.3,0.00023551296908408403;6.3.5,0.00014550537161994725;3.5.1,2.7719566787709482e-05;6.2.1,7.273755272763083e-06"
R09971,"4.2.3,0.9342723488807678;5.5.1,0.06569638103246689;4.3.2,2.824150215019472e-05;4.2.1,1.7533365053168382e-06;3.1.7,3.9604569224138686e-07"
R01771,"2.7.1,0.9988688826560974;2.7.4,0.0006202937220223248;2.1.1,0.0003245953703299165;3.1.3,4.478427581489086e-05;2.7.2,3.1570129067404196e-05"
R11506,"4.2.1,0.9896290898323059;1.-.-,0.005159358959645033;1.3.98,0.0017127302708104253;1.14.13,0.0006708692526444793;1.1.1,0.0006283428519964218"
R00975,"1.3.3,0.8456694483757019;1.3.99,0.09876289963722229;1.3.5,0.027763834223151207;1.3.98,0.01229678001254797;1.11.1,0.004795072600245476"
R09221,"5.5.1,0.9952261447906494;3.1.1,0.00475561898201704;2.3.1,1.1224527952435892e-05;1.3.1,1.6467209889015066e-06;5.3.3,1.380206640533288e-06"
R08486,"1.5.-,0.9999710321426392;1.3.-,7.913774425105657e-06;1.5.5,4.624779649020638e-06;2.7.99,4.259843990439549e-06;1.5.99,2.99825796901132e-06"
R05500,"1.21.99,0.4241390526294708;1.97.1,0.2615393400192261;2.5.1,0.08687398582696915;1.21.1,0.02867618203163147;3.8.1,0.027392050251364708"
R02782,"3.7.1,0.8479830026626587;4.6.1,0.07175523787736893;4.2.1,0.04687633737921715;3.1.4,0.011514099314808846;3.1.3,0.007491038180887699"
R08293,"1.14.14,0.5167868733406067;1.14.13,0.4693405032157898;4.3.3,0.005187862552702427;2.5.1,0.001659384579397738;1.5.1,0.0016264909645542502"
R05466,"1.14.11,0.9932478666305542;4.1.1,0.002154205460101366;1.14.20,0.0020481469109654427;2.6.1,0.0020300927571952343;1.4.11,0.0003452410164754838"
R07924,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R10044,"1.14.13,0.9999377727508545;1.14.99,1.8702354282140732e-05;1.14.14,1.311706546403002e-05;1.14.15,9.524474990030285e-06;1.14.11,5.976035936328117e-06"
R10559,"1.13.11,0.7581137418746948;1.14.99,0.23768767714500427;1.13.12,0.0010099861538037658;1.14.-,0.00032047819695435464;1.1.99,0.0002899762475863099"
R08679,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R10020,"1.1.1,0.9999773502349854;1.14.13,1.1155397260154132e-05;1.2.1,3.7667514334316365e-06;1.-.-,1.7004945220833179e-06;1.3.1,1.4156523775454843e-06"
R13185,"2.1.1,0.999870777130127;2.3.1,7.087406265782192e-05;1.14.13,4.8146655899472535e-05;3.1.1,5.138195319887018e-06;2.7.8,2.8909157663292717e-06"
R01358,"3.1.2,0.9889011383056641;2.3.1,0.006725806277245283;3.1.1,0.002975435694679618;2.3.3,0.001173466327600181;6.2.1,5.931066698394716e-05"
R11892,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R13013,"4.2.1,0.4728116989135742;1.14.20,0.20180243253707886;4.1.99,0.12123773247003555;1.14.11,0.0799894854426384;1.13.12,0.02884681522846222"
R04139,"1.1.1,0.9992032647132874;1.3.1,0.0005871293251402676;2.3.1,7.57325833546929e-05;1.14.13,4.3696101784007624e-05;1.-.-,2.9710981834796257e-05"
R09134,"1.13.11,0.997904896736145;1.14.12,0.000864101923070848;1.14.13,0.0007951276493258774;6.2.1,0.00022813987743575126;1.13.12,6.88722066115588e-05"
R08347,"1.4.3,0.9999279975891113;1.5.3,5.145617251400836e-05;1.5.99,1.2125817193009425e-05;3.5.4,4.767341579281492e-06;1.14.14,1.435052695342165e-06"
R03155,"1.1.1,0.9999867677688599;1.1.5,5.845480700372718e-06;1.-.-,1.5098107724043075e-06;1.1.99,1.3825105042997166e-06;1.3.1,1.1491775921967928e-06"
R03874,"4.3.2,0.9999567270278931;4.1.3,2.9732223993050866e-05;2.3.2,7.039462616376113e-06;3.5.1,2.341382923987112e-06;4.1.1,1.1854637023134273e-06"
R02805,"3.6.1,0.8202610611915588;3.1.4,0.10512425750494003;3.2.1,0.04556329920887947;3.1.3,0.018539411947131157;3.4.11,0.003007987979799509"
R03738,"4.3.3,0.6642910242080688;4.2.1,0.2997231185436249;4.1.99,0.01585501804947853;1.14.13,0.010525399819016457;4.1.1,0.0029051571618765593"
R09378,"2.7.1,0.9967809915542603;2.7.4,0.0011579960118979216;2.1.1,0.0010138389188796282;3.1.3,0.0003639704664237797;3.6.1,0.00017166648467537016"
R05835,"3.5.1,0.9955755472183228;3.4.11,0.0029673664830625057;3.4.13,0.0008385329274460673;3.1.1,0.0003662339295260608;4.2.1,4.7436195018235594e-05"
R02277,"1.1.3,0.9998354911804199;1.1.99,0.00010621786350384355;1.11.1,1.583066477905959e-05;1.1.98,1.4228662621462718e-05;2.7.7,6.027496056049131e-06"
R05575,"1.1.1,0.9995757937431335;2.3.1,0.00017085245053749532;1.3.1,0.00013575780030805618;1.-.-,6.0293252317933366e-05;4.2.1,3.0279641578090377e-05"
R13344,"1.4.3,0.5235373377799988;1.21.3,0.16554595530033112;5.4.99,0.11315855383872986;2.4.2,0.05864114686846733;1.11.2,0.044034432619810104"
R00897,"2.5.1,0.7424347996711731;4.2.1,0.24923129379749298;3.1.2,0.0030209405813366175;4.4.1,0.0026635194662958384;2.3.1,0.000832253776025027"
R08713,"2.3.1,0.9999891519546509;3.1.1,6.705306077492423e-06;3.1.2,3.5247512641944923e-06;6.2.1,2.3687599082222732e-07;1.2.1,1.4106468881891487e-07"
R06290,"1.14.13,0.7424719929695129;1.14.12,0.24885639548301697;1.1.1,0.005019602365791798;4.1.1,0.0014722052728757262;1.3.1,0.0011391378939151764"
R00908,"2.6.1,0.9984373450279236;1.4.1,0.0015404404839500785;4.1.1,8.958631042332854e-06;4.1.2,4.186047135590343e-06;4.1.3,2.2987533156992868e-06"
R04266,"5.1.3,0.9922303557395935;2.3.1,0.0017423294484615326;2.5.1,0.0009812714997678995;2.8.1,0.0004092550079803914;5.1.99,0.0003646823752205819"
R09456,"1.1.-,0.4586796164512634;1.1.2,0.3032236397266388;1.1.1,0.07058223336935043;1.14.15,0.04629566892981529;1.1.5,0.03629465028643608"
R02937,"2.1.3,0.9764244556427002;6.3.5,0.022292397916316986;6.3.4,0.0003138061729259789;2.7.3,0.00020299181051086634;6.3.1,0.00016578457143623382"
R04922,"2.7.8,1.0;2.7.1,5.32420219023777e-10;2.7.7,3.1402397349111766e-10;3.1.3,2.143987348768306e-10;3.6.1,6.939232521929739e-11"
R02379,"2.1.1,1.0;2.3.1,1.5679643694532786e-10;2.5.1,1.7953010605920028e-11;1.3.98,7.874252465345233e-12;3.3.1,5.009123758142886e-12"
R07829,"5.5.1,0.9998351335525513;4.5.1,3.372819992364384e-05;4.2.1,3.316658694529906e-05;2.3.1,1.6970525393844582e-05;1.3.99,1.2683889508480206e-05"
R05196,"2.4.1,0.9993146657943726;5.4.99,0.0006708514411002398;2.4.2,6.1898049352748785e-06;3.2.1,5.974721716484055e-06;4.2.2,1.0112705695064506e-06"
R02155,"2.1.1,1.0;2.3.1,5.223673160692499e-10;2.5.1,3.744356213974953e-11;6.3.2,2.9840997728403096e-11;6.3.4,4.358406864579667e-12"
R02858,"2.1.1,0.9999998807907104;2.3.1,1.489167686941073e-07;2.5.1,3.721052266314473e-08;6.3.2,1.276635330782483e-08;2.6.1,7.819962455357654e-09"
R07903,"2.3.1,0.9864967465400696;2.4.2,0.01233240868896246;1.1.1,0.0005599986761808395;5.4.1,0.00012320076348260045;5.1.3,0.00011802135122707114"
R05716,"1.8.1,0.9994219541549683;1.1.1,0.0003514752315822989;1.8.4,5.6409367971355096e-05;1.6.4,4.4626543967751786e-05;1.8.5,3.475360063021071e-05"
R12899,"2.5.1,0.9145915508270264;2.3.1,0.0747675821185112;4.3.1,0.0077078999020159245;1.13.11,0.0008622643072158098;2.3.2,0.0007840642938390374"
