Reaction,SelenzymeRF
R03139,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R03140,1.13.11.15;1.13.11.1;1.13.11.52;1.14.18.5;1.13.11.-|1.13.11.8;1.13.11.-|1.13.11.3;1.14.18.9;1.13.11.2;1.13.11.39;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R03153,2.8.3.10;2.8.3.-|2.8.3.8;4.2.1.17;4.2.1.-|4.2.1.134
R03154,2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134
R03176,1.1.1.145;1.1.1.145|5.3.3.1;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.181;1.8.1.4;1.3.1.9|2.3.1.-
R03186,1.10.99.3|1.23.5.1;1.1.3.8;3.1.1.17;3.1.1.23;2.3.1.22;2.7.1.94;1.1.5.2;1.13.11.57|1.13.11.8;1.1.99.3;3.1.1.3
R03192,1.1.1.158|1.3.1.98
R03193,6.3.2.-|6.3.2.45;6.3.5.9;3.6.1.21|3.6.1.9
R03213,2.4.1.195;2.4.1.35;5.4.2.2;2.4.1.91;2.4.1.111;2.4.1.-|2.4.1.118;2.4.1.63;2.4.1.237;2.4.1.170;2.4.1.239;2.4.1.-|2.4.1.298;2.4.1.15
R03227,1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.209|1.1.1.213|1.1.1.357;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86
R03229,2.1.1.94;2.1.1.4;2.1.1.150;2.1.1.42;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.212|2.1.1.46;2.1.1.146;2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.103|2.1.1.16|2.1.1.71
R03230,2.3.1.107;2.3.1.180
R03245,2.7.4.6
R03251,1.6.5.2
R03260,2.5.1.48;4.2.1.22;2.6.1.57;3.5.1.114;2.6.1.14;3.5.1.132;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R03264,1.1.1|1.1.1.183|1.1.1.324;1.3.1.10;1.1.1.100;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag;1.2.1.95;1.2.1.50;1.2.1.80;1.3.1.93
R03271,2.1.1.6|2.1.1.68;2.1.1.212|2.1.1.46;2.1.1.68;2.1.1.150|2.1.1.155;2.1.1.42;6.3.5.9;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59;2.1.1.127;2.1.1|2.1.1.76;2.1.1.49;2.1.1.17
R03275,4.1.1.95;2.6.1.57;3.5.1.114;6.2.1.39;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R03299,1.14.13.3|1.14.14.9;1.14.13.26;1.14.13.25;1.14.12.10;1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.13.25|1.14.14.-|1.14.14.1
R03303,1.13.11.15;1.13.11.38;1.13.11.1;1.13.11.-|1.13.11.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.2
R03313,1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.2.1.95;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R03315,5.4.2.2;2.7.1.60;2.7.1.1
R03331,3.1.1.23;3.1.1.79;3.1.4.11|3.1.4.3|4.6.1.13
R03349,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R03353,5.3.3.5;1.14.19.20;1.1.1.145|5.3.3.1;3.1.1.13;1.14.18.9;2.3.1.26;1.1.1.181;1.3.1.21;1.3.1.70;1.1.1.213|1.1.1.50;2.1.1.151;1.1.1.53
R03360,3.1.1.4
R03365,1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.15;1.13.11.16;1.13.11.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R03366,2.1.1.68;2.1.1.6;2.1.1.128;2.1.1.116|2.1.1.121;2.1.1.146;2.1.1.109;2.1.1|2.1.1.291;2.1.1.292;2.1.1.15;2.1.1.197;2.1.1.77
R03367,4.1.1|4.1.1.-|4.1.1.102;1.3.1.25;2.3.1.74;1.14.13.1;2.3.1.180
R03374,2.3.1|2.3.1.133|3.1.2.-;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;2.3.1.-|2.3.1.215;2.3.1.153;6.2.1.12;2.3.1.180
R03381,1.1.1.36;1.1.1.211|1.1.1.35
R03393,2.7.7.91;2.7.8.11;3.1.3.57|3.1.3.7;3.1.4.43|4.6.1.13;3.1.3.62;2.7.1.25
R03407,1.1.1.145|5.3.3.1;1.14.14.-|1.14.14.1
R03409,2.7.4.6
R03415,2.3.1.121;3.1.1.4
R03417,3.1.1.4
R03427,3.1.3.57|3.1.3.7;3.1.3.62;2.7.8.11;5.4.2.2;2.7.7.91;3.1.3.67;3.1.3.36|3.1.3.86
R03430,3.1.3.62;3.1.3.36|3.1.3.86;3.1.3.67;2.7.7.91;3.1.3.66;3.1.3.78;3.1.3.64;3.6.1.15|3.6.1.5
R03435,3.1.4.11;3.1.4.11|3.1.4.3|4.6.1.13;2.7.8.20;2.3.1.20
R03438,2.3.1.23|2.3.1.63;2.3.1.62;2.3.1.51;2.3.1.26;2.3.1.180
R03450,3.1.3.53;3.1.3.43;3.1.3.52;3.2.1.169;3.2.1.97;3.1.1.98;2.4.1.41;5.4.2.2
R03456,2.1.1.116|2.1.1.121;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1|2.1.1.291;2.1.1.109;2.1.1.146;2.1.1.292;2.1.1.212|2.1.1.46;2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.333;2.1.1.77
R03458,1.1.1.36;1.1.1.330;1.2.1.106;1.8.1.9
R03482,3.5.1.89;3.1.1.111|3.1.1.32;2.7.1.40
R03486,3.2.1.22|3.2.1.47;3.2.1.52
R03488,3.2.1.18
R03490,3.2.1.52;3.2.1.22|3.2.1.47
R03493,2.3.1.199;4.2.1.17;4.2.1.-|4.2.1.134
R03498,1.1.1.119|1.1.1.179;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.233;1.1.1.107|1.1.1.122;1.1.1.21;1.1.1.100;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.272;1.1.1.375;1.1.1.184
R03502,4.3.1.15;1.1.2.4;1.1.2.3;1.1.99.6;2.6.1.21;4.2.1.40;4.1.3.32;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R03512,1.8.1.15;2.5.1.18
R03522,2.5.1.18
R03526,3.2.1.21
R03540,1.13.11.1;1.13.11.-|1.13.11.3;5.5.1.1;1.14.99.46;3.5.99.5;4.1.1.68;2.4.99.6;2.3.1.68;2.6.1.21;1.13.11.16
R03542,3.5.5.1;1.2.1.3
R03545,1.1.1.1
R03546,1.4.4.2
R03550,1.13.11.-|1.13.11.8;1.13.11.57|1.13.11.8;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.1;1.13.11.15;1.2.3.1
R03562,1.14.12.12;1.14.13.69;1.14.12.18;1.14.12.19;1.14.12.10;1.14.13.-|1.14.13.172;1.14.13.25;1.14.13.26;1.14.14.-|1.14.14.1
R03565,2.4.1.239;2.4.1.236;2.4.1.87;3.2.1.74;2.4.1|2.4.1.297;2.4.1.230;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.15;2.4.1.210;2.4.1.173;2.4.1.170;2.4.1|2.4.1.-|2.4.1.298
R03573,2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.91;2.4.1.35;2.4.1.111;2.4.1.17;2.4.1.237;2.4.1.239;2.4.1.63;2.4.1.210;2.4.1.15
R03583,1.1.1|1.1.1.112|1.1.1.184|1.1.1.213|1.1.1.50;1.6.5.2
R03595,6.3.5.9;3.6.1.21|3.6.1.9
R03609,2.3.2.4|4.3.2.9;3.1.1.1
R03613,6.3.5.9;6.2.1.12;2.7.4.6
R03622,4.2.1.131;2.4.1.8|3.2.1.20|4.2.1.131;5.5.1.19;5.5.1.-|5.5.1.18;2.3.1.76;1.3.1.96|2.5.1.21
R03626,1.14.13.-|1.14.14.-|1.14.14.1
R03627,1.14.13.-|1.14.14.-|1.14.14.1;3.1.2.14;3.1.1.98
R03633,2.1.1.38;2.1.1.146;2.1.1.155|2.1.1.231;2.1.1.212|2.1.1.46;2.1.1.94;2.1.1.150;2.1.1.4;2.1.1.42;2.1.1.98;2.1.1.85;2.1.1.80;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60
R03634,3.2.1.22|3.2.1.26
R03637,1.14.13.26;1.14.13.25;1.14.12.10;1.14.12.-|1.14.12.26;1.6.5.2
R03638,1.14.13.26;1.14.13.25;1.14.12.10;1.14.12.-|1.14.12.26;1.14.12.18;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R03640,1.14.11.13;1.13.11.15;1.14.13.1;4.1.1.68;4.1.1.77;1.13.11.1;1.14.14.36;4.1.1.55;1.13.11.16;1.14.14.42;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;2.3.1.74
R03645,1.13.11.38;1.8.1.12;1.13.11.1;1.8.1.7;1.8.1.15;1.13.11.-|1.13.11.39;1.13.11.2;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.15
R03667,1.1.1.233;1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.21;1.1.1.100;1.2.1.106
R03680,2.4.1.210;2.4.1.15;2.4.1.87;2.4.1.239;2.4.1.173;2.4.1.17
R03681,2.4.1.111;2.4.1.35;2.4.1.170;3.1.3.48
R03685,5.1.3.30|5.1.3.31;3.2.1.26;2.7.1.211;5.1.3.11;2.7.1.3;2.7.1.1
R03700,5.4.2.2;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.8.2.14;3.2.1.23
R03706,3.2.1.21|3.2.1.74
R03716,1.1.1.184;1.1.1.272;1.1.1.375;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R03718,2.3.1.207;2.3.1.180
R03721,2.1.1|2.1.1.291;2.1.1.146;2.1.1.116|2.1.1.121;2.1.1.68;2.1.1.128;2.1.1.109;2.1.1.6;2.1.1.292;2.1.1.98;2.1.1.80;2.1.1.333;2.1.1.16|2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.17
R03728,1.14.13.26;1.14.13.25;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.1.1.100|2.3.1.-;1.3.1.9|2.3.1.-|2.3.1.86
R03731,2.1.1.6;2.1.1.68;2.1.1.128;2.1.1.116|2.1.1.121;2.1.1.109;2.1.1.292;2.1.1|2.1.1.291;2.1.1.146;2.1.1.333;2.1.1.98;2.1.1.77
R03742,2.3.1.74;2.3.1.159|2.3.1.74;2.3.1.76;2.3.1.24
R03745,1.1.1.337|1.1.1.375;1.1.1.345;1.1.1.233;1.1.1.212;1.1.1.21;1.3.1.9|2.3.1.-
R03751,3.1.1|3.1.1.-|3.1.1.17|3.1.1.83;3.1.1.25;3.1.1.85;2.3.1.47
R03756,2.3.1.22;2.3.1.20;2.3.1.51
R03759,1.1.1.6;1.1.1.1
R03770,2.7.1.119;2.7.1.163;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.60;2.7.1.21
R03776,1.1.1.36;1.1.1.330;1.3.1.93;1.3.1.-|1.3.1.9|2.3.1.-
R03778,2.3.1.16
R03792,1.6.5.2
R03796,2.6.1.21;4.3.1.15;2.7.1.40;1.10.3.11;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R03797,5.4.2.2;2.4.1.237;2.4.1.91;2.4.1.-|2.4.1.298;2.4.1.170;2.4.1.239;2.4.1.297;2.4.1.35;2.4.1.111;2.4.1.195;2.4.1.-|2.4.1.254;2.4.1.63;2.4.2.51;2.4.1.236;2.4.1.210;2.4.1.15
R03799,2.5.1.39
R03801,3.2.1.74;3.2.1.22|3.2.1.47;3.2.1.23
R03803,2.5.1.-|2.5.1.62;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.3.2.10;2.4.1.210;6.3.2.34;2.3.1.42;2.3.1.76;2.3.3.13|4.1.3.-
R03810,2.7.7.73|2.7.7.80;3.5.2.2;2.6.1.21;1.14.99.46;2.3.3.13|4.1.3.-
R03826,1.1.1.211|1.1.1.35
R03831,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.2.1.29|1.2.3.1;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;1.4.3.4
R03854,4.1.1.55;4.1.1.77;4.1.1.98;4.1.1.68;4.1.1.1
R03856,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R03858,2.3.1.16
R03869,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.2.1.23;1.1.1.337|1.1.1.375
R03879,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R03901,2.6.1.57;3.5.1.114;4.4.1.13;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R03913,1.2.1.50;1.8.1.12;2.5.1.46;1.8.1.7;1.8.1.9
R03917,2.5.1.-|2.5.1.31;2.5.1.20;2.5.1.89;2.7.7.91;3.1.3.81;2.4.1.266;3.6.1.15|3.6.1.5
R03921,3.2.1.26;3.2.1.10|3.2.1.20|3.2.1.26|3.2.1.48
R03925,3.5.2.1;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;3.5.1.44
R03936,3.7.1.3;5.3.2|5.3.2.1|5.3.2.6;3.1.1.43;2.6.1.57;2.6.1.21;2.8.3.-|2.8.3.8;2.8.3.1;3.5.1.114;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R03943,2.1.1.49;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.80
R03944,6.3.5.9;2.7.1.5;2.7.1.60;2.7.1.21
R03962,1.3.1.45;1.6.5.2
R03965,2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;6.2.1|6.2.1.12;2.3.1.180
R03975,3.1.1.13;3.5.1.6;4.3.1.15;6.3.2.34;6.3.2.32;2.3.1.68;6.2.1.28|6.2.1.7;1.1.1.213|1.1.1.50;4.2.1.84;2.3.2.2;3.5.1.23
R03983,3.5.1.44
R03984,1.8.4.2;1.8.1.7;1.8.1.12;2.5.1.18
R03987,2.8.2.15;2.8.2.24;2.8.2.1;2.8.2.14;2.8.2.36;6.3.5.9;2.8.2.-|2.8.2.38;2.4.1.17;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R03991,2.3.1.16
R03997,1.14.12.-|1.14.12.26;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.10;1.14.12.18;1.14.12.12;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R04016,3.2.1.23
R04022,2.3.1.207;2.3.1.225
R04025,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R04029,2.6.1|2.6.1.1;2.6.1.27;2.6.1|2.6.1.42
R04035,2.7.7.91;3.6.1.21|3.6.1.9
R04037,2.4.99.20;2.3.1.24;3.2.2.24;3.2.2.19;2.3.1.26;2.3.1.76;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.5.4.34;3.5.4.33;6.3.5.9;3.6.1.-|3.6.1.9
R04040,1.14.13.107;1.13.11.2;2.3.1.26;2.3.1.76;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;1.13.11.-|1.13.11.66;1.13.11.39;1.14.14.128;1.14.14.127;1.1.1.227;1.1.1.144;3.7.1.18;1.14.14.99;1.13.11.1|1.13.11.M6;1.1.1.90|1.1.1.M33;3.1.1.28;1.1.1.183|1.1.1.71
R04061,1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.2;1.13.11.15;1.13.11.-|1.13.11.66;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R04082,3.2.1.74;2.4.1.87;2.4.1.230;2.4.1.15;2.4.1.239;2.4.1.210;2.4.1.173;2.4.1.17
R04093,4.2.1.84;2.1.1.49;2.4.1.195;1.14.14.156;2.1.1.47;3.5.1.13;1.6.5.2
R04095,1.3.3.6;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.7|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.1.99.3;1.3.8.2;1.1.5.4
R04101,3.5.4.43|3.5.99.3;1.3.1.32;5.1.99.4;2.3.1|2.3.1.-|2.3.1.74
R04103,3.5.1.11;2.3.1.-|2.3.1.183;6.3.2.34;6.3.2.32;3.4.13.18|3.4.13.4;3.5.1.13;3.5.2.6
R04108,2.4.1.170;2.4.1.35;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.111;2.4.1.17;2.4.1.237;2.4.1.239;2.4.1.63;2.4.1.210;2.4.1.15
R04112,3.5.1.28;6.3.2.-|6.3.2.45;3.2.1.169;2.3.1.-|2.3.1.183;3.4.16.4|3.4.17.8
R04141,3.1.1.2;3.1.1.1
R04142,1.14.13.26;1.3.1.9|2.3.1.-;1.3.1.25;1.8.1.4
R04159,3.1.1.43;3.1.2.6
R04162,3.1.3.4|3.1.3.81;2.5.1.78
R04169,2.1.1.15;2.1.1.98;2.1.1.77
R04182,3.2.1.49;3.2.1.52
R04185,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R04198,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R04199,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.2.1.95
R04203,1.1.1.36;1.1.1.330;1.1.1.211|1.1.1.35
R04205,2.3.1.93;2.3.1.26;2.3.1.180
R04216,3.5.1.52;3.2.1.97;3.2.1.169;3.5.1.44
R04228,1.6.5.2
R04230,3.6.1.21|3.6.1.9
R04239,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R04242,6.3.2.17;3.4.13.18|3.4.13.4;4.3.1.15;6.3.2.-|6.3.2.43;6.3.2.-|6.3.2.45;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;4.1.1.95;2.3.1.68;6.3.1.9;2.6.1.57;2.7.8.24;2.7.8.42;2.6.1.21;1.2.1.95;6.2.1.2
R04257,1.14.13.-|1.6.5.2
R04260,4.1.1.68;5.3.3.-|5.3.3.4|5.5.1.-;2.1.1.197;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.180
R04279,1.1.1.312|1.2.1.45;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R04280,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.13.11.-|1.13.11.8;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R04285,1.2.1.50;1.1.1.100;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.8.1.9
R04291,5.4.2.2;3.1.4.45;3.2.1.21
R04313,2.1.1.127;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;3.5.1.130|3.5.1.ai;3.1.1.28;2.6.1.21;2.3.1.68;6.3.2.-|6.3.2.43;6.3.2.60|6.3.2.M4;2.6.1.88;3.1.4.3;3.1.1.61
R04315,1.17.4.2;1.17.4.1
R04321,2.7.8.2;2.3.1.149;3.1.1.47;2.7.8.41;3.6.1.26;2.7.8.24;2.3.1.23|2.3.1.63;2.4.99.3;3.1.1.4
R04322,2.4.1.47;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;2.7.8.27;3.2.1.23
R04323,4.1.1.45;4.1.1.77;4.1.1.68;4.1.1.55;2.3.1.180
R04331,3.2.1.74;2.4.1.87;2.4.1.230;2.4.1.239;2.4.1.210;2.4.1.15;2.4.1.236;2.4.1.173;2.4.1.-|2.4.1.254;2.4.1|2.4.1.297;2.4.2.51;2.4.1.245;2.4.1.266
R04332,2.1.1.17;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.80;2.1.1.77
R04333,2.3.1.72;2.7.8.11;3.2.1.22;3.2.1.107;3.2.1.23
R04346,2.4.2.3|2.4.2.4;2.4.2.10
R04355,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.180
R04356,2.3.1.116;2.3.1.115;2.3.1.171;2.3.1.172;2.3.1.207;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.79;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R04361,2.3.1.51;2.3.1.23|2.3.1.63;2.3.1.22;2.3.1.180
R04362,3.1.4.39;3.1.4.4;2.7.8.24;5.4.2.2;2.7.1.74;2.7.8.29;2.7.8.8
R04372,3.1.4.43|4.6.1.13;3.1.3.62;2.7.7.91;2.7.1.25;2.7.8.11
R04384,3.1.1.97;3.1.1.61
R04390,1.2.1.95;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.86
R04391,2.7.1.33
R04398,2.1.1.128;2.1.1.212|2.1.1.46;2.1.1.6;2.1.1.77
R04405,6.3.2.17;4.2.1.22;2.1.1.-|2.1.1.246|2.1.1.90;2.6.1.57;3.5.1.114;2.5.1.48;3.5.1.114|3.5.1.14;2.6.1.88;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R04410,2.3.1.92;3.2.1.175;1.1.5.9;1.1.5.2;1.1.99.35;3.2.1.126|3.2.1.21
R04425,4.2.1.85;4.1.3.32;1.14.12.10;4.1.1.68;3.5.1.52;2.3.3.13|4.1.3.-
R04429,1.3.1.9|2.3.1.-;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
R04431,2.4.1.87;2.4.1.239;2.4.1.15;3.2.1.74;2.4.1|2.4.1.297;2.4.1.236;2.4.1.173;2.4.1.210;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1|2.4.1.-|2.4.1.298;2.4.1.17
R04444,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R04455,1.5.98.1;5.1.3.2;2.3.1.74
R04457,2.5.1.78
R04463,6.3.5.9;6.3.1.2;2.5.1.78
R04466,2.3.1.180
R04467,2.6.1|2.6.1.1;2.6.1.27;2.6.1|2.6.1.42
R04470,3.2.1.22;3.2.1.22|3.2.1.26
R04473,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;5.1.3.34;2.3.1.47
R04474,5.1.3.34;2.4.1.241;3.2.1.22;2.4.1.46;2.4.1.337;2.4.1.315|2.4.1.336;2.3.1.116;2.7.8.20
R04478,4.2.1.83;2.3.3.13|4.1.3.-
R04482,1.13.11.-|1.13.11.8;4.1.1.68;1.1.1.312;4.1.1.77;1.13.11.15;5.3.2|5.3.2.1|5.3.2.6;1.13.11.57|1.13.11.8;1.13.11.38;2.6.1.14;5.5.1.7;1.13.11.-|1.13.11.3;1.13.11.1;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R04494,2.4.1.87;2.4.1.239;2.4.1.236;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.210;2.4.1.15;2.4.1.173;2.4.1|2.4.1.297;2.4.1.17
R04495,2.4.1.38;2.4.1.87;2.4.1.239;2.4.99.3;2.4.1.15;2.4.1.236;2.4.1.173;2.4.1.210
R04496,2.1.1.98;2.1.1.77
R04507,6.2.1.28|6.2.1.7;6.2.1.33;6.2.1.12;2.3.1.168;6.2.1|6.2.1.-|6.2.1.32;6.2.1.1
R04509,2.7.4.6
R04513,3.1.3.67;3.1.3.36|3.1.3.86;3.1.3.66;3.1.3.78;3.1.3.64;3.1.4.11
R04515,2.3.1.180
R04522,1.14.12.-|1.14.12.26;2.6.1.103;4.2.1.105;1.3.1.119|1.3.1.19|1.3.1.an;1.1.1|1.1.1.-|1.14.13.84;5.1.2.2;1.14.13.25|1.14.14.-|1.14.14.1
R04526,2.4.1.236;2.4.1.239;2.4.2.51;2.4.1|2.4.1.297;2.4.1.-|2.4.1.254;2.4.1.87;2.4.1.159;2.4.1.15;2.4.1.17
R04534,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.3.1.9|2.3.1.-
R04538,1.14.14.-|1.14.14.1
R04543,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.3.1.9|2.3.1.-
R04544,2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.59|4.2.1.61
R04547,1.17.99.3;1.3.3.6;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.5.-.-|1.5.99.8;1.1.99.3;1.3.8.2;1.1.5.3|1.1.99.5
R04558,6.3.5.9;6.3.1.2;4.1.1.95;4.3.1.15;2.6.1.57;3.3.2.10;3.5.2.2;2.3.3.13|4.1.3.-
R04566,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.9|2.3.1.-
R04575,5.4.2.2;2.4.1.159;2.4.1.87;2.3.1.241;2.4.1.15
R04581,2.4.2.43;2.4.1.87;2.7.8.41;3.6.1.26;2.5.1.89;2.4.1.297;2.4.1.239;2.4.99.3;2.4.1.236;2.7.8.11
R04586,3.2.1.52;3.2.1.49
R04588,2.3.1.-|2.3.1.38|2.3.1.85|2.3.1.86;2.3.1.180
R04592,1.17.99.3;1.3.3.6;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.5.-.-|1.5.99.8;1.1.99.3;1.3.8.2;1.1.5.3|1.1.99.5
R04596,2.4.1.149;2.4.1.150;2.4.1.152;2.4.99.3;2.7.8.41;3.6.1.26;2.4.1.87;5.4.2.2
R04602,1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1|1.13.11.M6;1.13.11.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R04608,3.1.1.59;3.1.1.85;3.1.1.61
R04610,3.2.1.23
R04617,6.3.2.-|6.3.2.45;6.3.5.9;3.4.16.4|3.4.17.8;6.3.2.32;3.6.1.21|3.6.1.9
R04620,3.1.3.1;2.7.7.91;3.6.1.21|3.6.1.9
R04632,3.2.1.23
