Reaction ID,Theia
R10283,"4.1.3,0.9972852468490601;4.1.2,0.0017500888789072633;1.1.99,0.0006214496097527444;4.2.1,7.612579793203622e-05;1.1.3,5.932337080594152e-05"
R09181,"2.8.2,0.9999909400939941;3.1.6,6.012918674969114e-06;2.7.8,5.781026288786961e-07;5.5.1,2.6843096634365793e-07;5.1.3,2.428705840884504e-07"
R09825,"2.6.1,0.9540089964866638;1.1.1,0.018618972972035408;2.3.1,0.013608149252831936;1.4.1,0.002937699668109417;4.2.1,0.002716118237003684"
R06987,"2.3.1,0.994366466999054;2.6.1,0.0026062713004648685;2.3.3,0.0015382852870970964;1.2.7,0.0006919053266756237;3.1.2,0.000257352163316682"
R07510,"1.14.99,0.6748911142349243;5.2.1,0.15482193231582642;1.3.8,0.09512612223625183;5.3.3,0.023739542812108994;1.13.11,0.010193088091909885"
R09134,"1.13.11,0.997904896736145;1.14.12,0.000864101923070848;1.14.13,0.0007951276493258774;6.2.1,0.00022813987743575126;1.13.12,6.88722066115588e-05"
R05629,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R00616,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R11956,"2.1.5,0.9907032251358032;2.4.1,0.0056283860467374325;1.21.3,0.0015127041842788458;2.1.1,0.0007850216352380812;2.1.2,0.0007613074267283082"
R11588,"2.3.1,0.9997569918632507;6.2.1,0.00010691918578231707;4.1.1,8.116192475426942e-05;4.1.3,2.6375088054919615e-05;1.2.3,1.1935406291740946e-05"
R06073,"4.2.1,0.5012284517288208;2.5.1,0.44204917550086975;2.3.1,0.055626705288887024;4.1.2,0.0007997527718544006;1.14.-,9.425804455531761e-05"
R02620,"1.2.1,0.9993659853935242;1.3.1,0.00044554457417689264;2.3.1,0.00016676814993843436;1.1.1,6.772344477212755e-06;1.6.99,2.726756065385416e-06"
R01300,"6.2.1,0.9279124736785889;2.8.3,0.06014280393719673;2.3.1,0.011079296469688416;2.7.2,0.0006177177419885993;3.1.2,0.00011422717943787575"
R12012,"2.4.1,0.9761189222335815;2.4.-,0.010049762204289436;2.7.7,0.0072277868166565895;5.1.3,0.0015566510846838355;2.7.1,0.0012095938436686993"
R06876,"2.3.1,0.3733780086040497;3.2.1,0.10254567116498947;3.1.1,0.09503453224897385;2.7.8,0.07438907772302628;1.3.1,0.04110527038574219"
R01647,"4.1.2,0.9998061060905457;4.2.1,0.00012418164988048375;5.3.1,1.673639053478837e-05;4.1.1,1.6028259778977372e-05;4.3.3,9.503307410341222e-06"
R11013,"1.14.99,0.9999793767929077;1.13.11,1.2857859474024735e-05;1.14.14,5.941131803410826e-06;4.4.1,1.0524692015678738e-06;1.14.19,3.3389318332410767e-07"
R10450,"2.1.1,1.0;2.3.1,1.2147621797353736e-10;2.5.1,3.8666056467739907e-11;3.5.1,1.5154617144519378e-11;3.1.1,8.387071419313497e-12"
R11718,"4.1.2,0.999924898147583;4.2.1,2.3767606762703508e-05;2.3.1,1.0019498404290061e-05;4.1.3,8.826522389426827e-06;4.2.3,7.479850410163635e-06"
R13196,"4.2.2,0.7489230036735535;5.3.1,0.22010673582553864;5.5.1,0.012950079515576363;1.1.3,0.012006543576717377;2.4.1,0.002129962667822838"
R05171,"2.3.1,0.40865442156791687;4.1.1,0.3462791442871094;3.1.1,0.16641391813755035;2.7.2,0.05185725912451744;3.2.1,0.00639997236430645"
R04034,"3.1.1,0.9998251795768738;3.1.2,7.56504014134407e-05;2.3.1,2.5857361833914183e-05;4.2.1,1.957609856617637e-05;3.1.8,7.065006229822757e-06"
R10724,"1.14.11,0.90572589635849;1.13.11,0.07912544906139374;4.1.1,0.007395646534860134;1.14.20,0.006739132571965456;1.4.11,0.00023965850414242595"
R06470,"1.14.-,0.9999063014984131;1.14.13,5.683650670107454e-05;1.14.12,2.3053220502333716e-05;1.14.15,9.174075785267632e-06;1.14.19,1.0518906492507085e-06"
R02996,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R06806,"2.3.1,0.9998960494995117;3.1.2,5.531916758627631e-05;3.1.1,3.379352347110398e-05;6.2.1,1.3815068086842075e-05;1.2.1,6.137105970083212e-07"
R05049,"1.2.1,0.9808751344680786;1.1.1,0.008448964916169643;1.4.1,0.005399185232818127;1.5.1,0.00254610413685441;4.1.99,0.001001237891614437"
R11513,"4.2.1,0.47350430488586426;1.-.-,0.24840082228183746;1.1.1,0.1818401962518692;1.11.1,0.016992000862956047;4.1.1,0.013931180350482464"
R09876,"3.5.4,0.9909948706626892;1.7.1,0.003131998237222433;1.7.2,0.0026448399294167757;3.5.5,0.00102663179859519;3.5.99,0.0007447268581017852"
R11330,"5.1.3,0.9935178756713867;5.3.1,0.004859440494328737;3.2.1,0.0007675490924157202;2.4.1,0.00035347198718227446;2.3.1,0.00011540514969965443"
R11778,"2.1.1,1.0;2.3.1,7.079299368939473e-10;2.5.1,3.7052763635081476e-10;3.3.1,1.572729724230726e-10;4.3.3,6.669818863880295e-11"
R08167,"2.8.2,0.9999998807907104;2.7.8,6.172842859086813e-08;2.3.1,5.015117565676519e-08;4.99.1,1.4074818643905473e-08;1.8.4,6.1255036598595325e-09"
R10470,"6.3.3,0.9970394968986511;1.4.99,0.001194919808767736;2.7.3,0.0007650761981494725;1.5.99,0.0006329615716822445;1.4.3,0.0002655576099641621"
R13257,"2.3.1,0.9999691247940063;1.2.7,2.6135650841752067e-05;4.1.1,2.024451532633975e-06;3.1.2,1.5697146409365814e-06;4.4.1,5.86873909469432e-07"
R05627,"3.6.1,0.9950509667396545;3.1.3,0.0027286869008094072;3.-.-,0.0016529234126210213;3.1.4,0.0003993396821897477;3.6.2,0.00011871416063513607"
R10845,"2.6.1,0.9523579478263855;2.4.1,0.03991454094648361;2.3.1,0.005128088872879744;1.1.99,0.0011836166959255934;3.1.1,0.0009449609206058085"
R00477,"4.1.3,0.9975308775901794;2.6.1,0.0017210959922522306;1.1.1,0.0005496029043570161;4.1.1,0.0001354945416096598;2.3.3,2.8748288968927227e-05"
R05158,"1.14.13,0.992432713508606;1.14.12,0.001575594418682158;1.6.99,0.0013980042422190309;1.14.14,0.0010733569506555796;1.6.3,0.0009943301556631923"
R02252,"1.3.1,0.942193329334259;1.1.1,0.01810363307595253;1.21.1,0.011597362346947193;1.6.2,0.004690967034548521;1.6.5,0.00430794432759285"
R12354,"2.7.4,0.6273002028465271;2.7.1,0.17395824193954468;6.3.2,0.09744781255722046;5.1.1,0.08501017093658447;2.7.2,0.0048284693621098995"
R08045,"1.7.1,0.9998199343681335;1.7.-,3.5973127523902804e-05;1.1.1,2.5760791686479934e-05;1.6.6,1.6361973393941298e-05;1.19.1,1.4773158909520134e-05"
R04399,"4.2.1,0.9975064396858215;3.7.1,0.001159279840067029;2.3.3,0.000512132013682276;3.4.17,0.00046490415115840733;4.1.3,0.00016670869081281126"
R10967,"2.3.1,0.9991970658302307;6.2.1,0.00037918961606919765;4.1.1,0.0003304440760985017;1.2.7,3.457155617070384e-05;1.2.4,1.3483178008755203e-05"
R04781,"4.2.1,0.9997212290763855;5.4.4,0.00019885619985871017;5.3.3,5.849100125487894e-05;2.3.3,5.974131909169955e-06;4.1.3,2.829112872859696e-06"
R05778,"1.1.99,0.4028301239013672;1.13.11,0.2736152112483978;1.-.-,0.2207842767238617;1.1.3,0.04463374987244606;1.1.5,0.01397730316966772"
R10453,"6.3.1,0.9996362924575806;2.7.2,0.00012294539192225784;2.7.1,0.00011141627328470349;3.5.1,5.162220622878522e-05;2.3.2,3.225278851459734e-05"
R08669,"2.8.2,0.9999994039535522;2.6.1,1.7961342280159442e-07;1.1.99,1.4357033251144458e-07;2.3.1,9.56128403117873e-08;4.99.1,5.368920952264489e-08"
R12413,"4.1.1,0.2345966100692749;2.3.2,0.17154183983802795;6.3.2,0.14464901387691498;1.3.1,0.1359526365995407;6.2.1,0.05272383987903595"
R10239,"2.3.1,0.999902606010437;4.2.1,5.185808549867943e-05;3.1.2,3.1892825063550845e-05;1.13.12,9.307160325988661e-06;1.2.1,2.8634860882448265e-06"
R01872,"1.1.1,0.999226450920105;2.3.1,0.0003839477722067386;1.1.5,0.00011039540549973026;1.3.1,8.028181764530018e-05;2.5.1,3.244551407988183e-05"
R09781,"2.4.2,0.9020369648933411;2.4.1,0.09397710859775543;5.1.3,0.0007996475324034691;2.7.7,0.0007052740547806025;5.4.2,0.0006209511193446815"
R02063,"1.3.1,0.9967055916786194;1.1.1,0.0025237821973860264;1.3.99,0.0003478137368801981;1.6.5,0.0002746569807641208;2.3.1,4.98056979267858e-05"
R09729,"2.7.1,0.6015014052391052;2.7.4,0.31134673953056335;2.1.1,0.08211225271224976;2.7.7,0.0018705002730712295;6.2.1,0.001184621243737638"
R05699,"1.2.1,0.9968921542167664;1.1.1,0.0015995773719623685;1.2.3,0.001412539160810411;1.17.1,2.5112474759225734e-05;1.5.1,1.5089306543814018e-05"
R00488,"3.5.1,0.9988920092582703;3.1.1,0.0006488236249424517;2.3.1,0.0001725492620607838;4.2.1,0.0001519175129942596;3.4.11,3.3450647606514394e-05"
R10964,"2.1.1,1.0;2.5.1,3.1372856312827935e-08;2.3.1,4.190425784145191e-11;4.2.1,3.888816352271007e-11;4.4.1,1.2420303500959573e-11"
R10141,"2.6.1,0.951906144618988;1.1.1,0.045278146862983704;1.4.1,0.0006602819194085896;2.3.1,0.00031988794216886163;4.1.3,0.00031760052661411464"
R06377,"1.1.1,0.9999840259552002;1.3.1,1.059691931004636e-05;1.14.13,1.825215349526843e-06;1.-.-,1.457810981264629e-06;1.6.5,4.755831355396367e-07"
R12204,"3.1.1,0.7398079037666321;3.5.1,0.09166878461837769;3.4.17,0.04540626332163811;3.2.1,0.04319357872009277;3.1.2,0.011126110330224037"
R06533,"1.17.1,0.9898471236228943;1.3.1,0.005148150492459536;1.14.14,0.0012519845040515065;1.6.2,0.0011494719656184316;1.11.1,0.0005889512249268591"
R09591,"6.2.1,0.5433232188224792;2.1.1,0.2508871257305145;2.7.4,0.060934122651815414;2.7.1,0.03840136155486107;3.4.22,0.030671482905745506"
R00185,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R06626,"2.6.1,0.999900221824646;4.1.1,9.698307258076966e-05;2.7.8,2.2659894511889433e-06;2.3.1,3.5355691352378926e-07;5.1.1,4.4966949275249135e-08"
R00129,"4.2.1,0.999983549118042;2.3.1,7.542049843323184e-06;3.5.2,3.848878350254381e-06;5.4.4,8.867755241226405e-07;1.14.14,5.629801194118045e-07"
R00031,"1.14.18,0.7779586315155029;1.14.13,0.15434232354164124;1.13.11,0.026063133031129837;1.14.16,0.012998941354453564;1.14.12,0.012303617782890797"
R04456,"1.5.98,0.999954104423523;1.5.1,4.104953404748812e-05;3.5.4,1.1633690064627444e-06;1.12.98,8.729966225473618e-07;1.5.99,8.19898787085549e-07"
R01581,"3.5.1,0.9979833364486694;3.1.1,0.001165066729299724;3.2.1,0.0006750673637725413;3.4.11,0.00010599734378047287;2.3.2,3.427611227380112e-05"
R02837,"2.3.1,0.9988524913787842;3.1.1,0.0006108311354182661;3.1.2,0.0005029747262597084;2.3.3,1.1151863873237744e-05;1.2.7,8.647706636111252e-06"
R01959,"3.5.1,0.9907683730125427;3.5.4,0.008718735538423061;3.5.99,0.0001249945053132251;3.5.3,0.00011056529183406383;6.3.4,0.00010942170774796978"
R11861,"4.3.2,0.939814031124115;2.3.2,0.056460462510585785;3.4.19,0.002994971349835396;3.5.2,0.00010237155947834253;2.4.2,8.478082600049675e-05"
R11021,"3.5.1,0.9943775534629822;3.4.11,0.0037559799384325743;3.4.13,0.0005385767435654998;3.1.1,0.0004174252098891884;3.4.17,0.00031647272408008575"
R07527,"2.1.1,1.0;1.-.-,4.403451073827641e-13;2.3.1,3.2597690280584957e-14;4.2.1,6.647756821474664e-15;2.5.1,2.6340763778335847e-15"
R01429,"1.1.1,0.9990825653076172;1.3.1,0.0007176578510552645;1.1.5,5.8291523600928485e-05;1.2.1,4.919821003568359e-05;1.1.99,2.9399005143204704e-05"
R09530,"2.5.1,0.7971527576446533;3.1.3,0.0995192602276802;2.7.1,0.07679866999387741;6.3.2,0.007126205135136843;2.8.1,0.005881269462406635"
R00203,"1.2.1,0.9806298613548279;1.1.1,0.018072959035634995;1.4.1,0.0005024389829486609;1.2.3,0.00017285744252149016;1.2.4,0.00014929662575013936"
R06915,"1.14.13,0.994604766368866;1.14.14,0.0018659360939636827;1.2.1,0.0017577342223376036;1.1.1,0.00036756813642568886;1.6.5,0.0002127975458279252"
R07864,"1.13.11,0.9777653813362122;1.14.99,0.016247447580099106;1.14.12,0.0018962927861139178;1.14.14,0.0011176589177921414;3.3.2,0.0010737631237134337"
R13055,"2.3.1,0.8363108038902283;2.7.8,0.07760093361139297;2.6.1,0.050290558487176895;1.1.1,0.01008317805826664;1.3.1,0.007679265458136797"
R12250,"3.2.1,0.9999924898147583;2.4.1,6.177185241540428e-06;3.7.1,5.794884145871038e-07;3.4.11,1.3310615543105087e-07;3.1.1,1.326154261960255e-07"
R12566,"4.1.2,0.7570912837982178;4.2.1,0.22260630130767822;2.3.1,0.010486985556781292;3.2.1,0.0018571268301457167;3.1.2,0.0012594551080837846"
R10927,"1.20.4,0.8637992739677429;5.3.4,0.05421333387494087;1.17.4,0.028774064034223557;1.11.1,0.016666466370224953;1.8.4,0.016508575528860092"
R12722,"2.8.1,0.9584172368049622;2.3.1,0.029022926464676857;2.7.7,0.009947606362402439;2.1.1,0.0007069685379974544;2.5.1,0.0006401249556802213"
R02590,"2.7.7,0.5440191030502319;2.7.1,0.2534911036491394;2.7.4,0.18583692610263824;3.6.3,0.004472077824175358;6.2.1,0.004259916488081217"
R04533,"1.1.1,0.8568187952041626;2.3.1,0.13673976063728333;5.1.2,0.00413005705922842;1.2.1,0.0003184566739946604;4.2.1,0.0002702095953281969"
R03098,"6.2.1,0.877918541431427;2.7.2,0.11200936138629913;2.3.1,0.005390501115471125;2.7.1,0.0018455141689628363;6.3.1,0.0008017171057872474"
R06204,"3.2.1,0.9888566136360168;3.7.1,0.006748382467776537;5.3.1,0.002534725470468402;4.2.1,0.0007322145975194871;1.1.3,0.00038611722993664443"
R01506,"1.13.11,0.9880421161651611;1.3.5,0.0024080669973045588;1.10.3,0.0022791465744376183;1.3.3,0.001548398518934846;1.14.13,0.001142013119533658"
R00371,"2.3.1,0.9999008178710938;4.1.2,2.733055043790955e-05;4.1.3,1.5173838619375601e-05;1.2.7,1.4730401744600385e-05;3.1.2,1.270134362130193e-05"
R08603,"3.7.1,0.9946194887161255;4.2.1,0.002900063991546631;1.1.1,0.0014012244064360857;1.2.3,0.0002330701390746981;1.11.1,0.00010809100785991177"
R02682,"3.1.1,0.9975776076316833;3.5.1,0.0021902986336499453;3.1.2,0.00018776836805045605;3.4.19,1.6763022358645685e-05;3.7.1,7.034954251139425e-06"
R02018,"1.17.4,0.9987269043922424;1.8.4,0.0004134206392336637;1.11.1,0.00035250996006652713;1.8.1,0.00019267234893050045;5.3.4,9.423976007383317e-05"
R08174,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R04660,"2.4.99,0.8211253881454468;3.1.3,0.1252744495868683;2.7.7,0.023213323205709457;2.3.2,0.02229170873761177;3.1.4,0.0020035146735608578"
R05307,"1.2.1,0.6716700196266174;1.1.1,0.3234047293663025;1.8.1,0.0014004786498844624;1.3.1,0.001017839414998889;1.-.-,0.0004587083822116256"
R02651,"1.1.1,0.9997705817222595;1.3.1,4.6594937884947285e-05;1.2.1,4.4357351725921035e-05;2.3.1,4.0574450395070016e-05;1.8.1,2.0949253666913137e-05"
R07651,"3.4.13,0.5634663701057434;3.4.16,0.39958834648132324;3.4.11,0.018067535012960434;3.4.17,0.014160854741930962;3.2.1,0.0009645133395679295"
R04424,"4.2.1,0.9787756204605103;3.4.11,0.013874134980142117;2.3.3,0.0026545266155153513;5.4.4,0.001603884855285287;3.2.1,0.0009209387353621423"
R09890,"4.2.3,0.8322586417198181;5.5.1,0.16754809021949768;3.1.7,0.00017392700829077512;4.3.2,1.609233186172787e-05;5.3.3,1.954934077730286e-06"
R09248,"2.5.1,0.5552414059638977;5.3.3,0.4392559826374054;1.17.1,0.0027443747967481613;2.7.1,0.0008159149438142776;4.1.1,0.0002686076913960278"
R07734,"4.3.3,0.14248372614383698;5.4.4,0.13779640197753906;1.8.99,0.13189761340618134;3.3.2,0.1284903585910797;4.2.1,0.07337263971567154"
R11224,"2.4.1,0.9949978590011597;2.7.7,0.0020874394103884697;2.4.2,0.0007563900435343385;6.2.1,0.000502912444062531;5.1.99,0.0001723596651572734"
R12640,"6.2.1,0.7729471921920776;3.6.1,0.11748269200325012;2.7.1,0.08339960128068924;3.-.-,0.008595782332122326;6.3.2,0.007123863790184259"
R12711,"4.2.1,0.9758033752441406;5.5.1,0.0061902678571641445;4.2.3,0.003549536457285285;5.4.4,0.0016858133021742105;3.1.7,0.001647659344598651"
R04105,"1.1.1,0.9837517738342285;2.3.1,0.015734871849417686;1.3.1,0.00047720823204144835;1.-.-,1.954114304680843e-05;1.14.13,5.456030066852691e-06"
R11868,"5.4.99,0.9576038718223572;2.3.1,0.0173894464969635;2.5.1,0.01099827978760004;1.14.99,0.004440733231604099;4.1.3,0.0020358366891741753"
R12431,"2.3.1,0.9990851879119873;6.3.1,0.0006697520148009062;2.3.2,0.00017029291484504938;6.2.1,4.021337736048736e-05;3.1.1,1.221550064656185e-05"
R10427,"2.7.7,0.5397860407829285;2.4.1,0.4482607841491699;6.2.1,0.0033390375319868326;2.7.4,0.0010185149731114507;2.5.1,0.0006569696124643087"
R05465,"2.5.1,0.8819803595542908;2.2.1,0.04325229302048683;4.1.2,0.03552927076816559;4.1.1,0.018721573054790497;4.2.3,0.011115976609289646"
R02908,"1.4.3,0.9999617338180542;1.4.9,1.7859414583654143e-05;3.5.4,1.2503174730227329e-05;1.5.3,3.098065917583881e-06;1.5.99,2.6229681679978967e-06"
R01378,"5.3.3,0.9814441204071045;5.3.2,0.015639593824744225;1.14.13,0.0010745819890871644;1.13.11,0.0008168426575139165;2.5.1,0.00011867118155350909"
R09612,"2.1.1,1.0;2.3.1,1.3591300827842101e-11;1.-.-,7.763597056897886e-12;6.3.2,4.1788582143265085e-12;2.5.1,3.1517937131714246e-12"
R08850,"3.4.17,0.4703085720539093;3.2.1,0.29795923829078674;3.4.16,0.13952846825122833;3.4.13,0.046314582228660583;3.4.-,0.014835103414952755"
R12293,"2.3.1,0.4987359344959259;1.1.1,0.375104159116745;1.3.1,0.059930469840765;1.-.-,0.03267979249358177;1.14.14,0.011063957586884499"
R03281,"1.14.13,0.9991330504417419;1.1.1,0.0003952280676458031;1.13.12,0.00020508091256488115;1.14.14,9.350890468340367e-05;1.14.15,6.948017835384235e-05"
R02929,"6.3.4,0.9867656230926514;6.3.1,0.010035904124379158;6.3.5,0.0015114237321540713;6.4.1,0.0010940070496872067;2.7.3,0.0002698437310755253"
R13301,"2.3.1,0.9999376535415649;1.14.13,5.123406299389899e-05;3.1.1,7.2712768997007515e-06;3.5.1,3.025025989700225e-06;1.1.1,2.708476927182346e-07"
R02014,"1.17.4,0.9987269043922424;1.8.4,0.0004134206392336637;1.11.1,0.00035250996006652713;1.8.1,0.00019267234893050045;5.3.4,9.423976007383317e-05"
R03755,"2.3.1,0.9992238283157349;3.1.2,0.0006808777689002454;3.1.1,6.644081440754235e-05;6.2.1,1.593340675754007e-05;5.4.1,3.925423243344994e-06"
R01829,"4.1.2,0.9790605902671814;5.3.1,0.018349438905715942;2.2.1,0.002163361757993698;1.1.99,9.48154556681402e-05;2.7.6,7.132210157578811e-05"
R07066,"1.14.13,0.5966252088546753;1.14.14,0.4029175639152527;1.14.12,0.00020089451572857797;1.14.18,8.862752292770892e-05;1.11.1,3.202507286914624e-05"
R08256,"1.14.14,0.6101697087287903;1.14.13,0.38366755843162537;1.-.-,0.0032586960587650537;2.3.1,0.0006832526414655149;1.14.12,0.0004692542424891144"
R06502,"5.3.3,0.41034290194511414;5.2.1,0.26842597126960754;1.14.99,0.09740063548088074;1.14.19,0.07671107351779938;4.2.1,0.02518283948302269"
R07856,"5.5.1,0.773975133895874;4.2.1,0.07351714372634888;5.3.3,0.06229619309306145;2.3.1,0.026884915307164192;1.3.1,0.016786575317382812"
R08115,"1.13.11,0.9999520778656006;5.5.1,3.68629080185201e-05;1.14.14,5.966349363006884e-06;1.14.12,1.6273164646918303e-06;1.3.1,1.5259475958373514e-06"
R12199,"3.1.1,0.7909303903579712;3.5.1,0.13223616778850555;3.4.17,0.02887563779950142;3.2.1,0.010958378203213215;3.1.2,0.006860034074634314"
R06979,"4.2.1,0.9996153116226196;2.3.1,0.0003263843827880919;4.3.3,1.094969775294885e-05;3.1.2,7.354251920332899e-06;1.14.18,5.750095169787528e-06"
R04451,"2.4.1,0.9999277591705322;2.1.1,2.8680746254394762e-05;2.3.1,2.7055148166255094e-05;6.2.1,4.642768089979654e-06;2.5.1,2.459501502016792e-06"
R04006,"3.2.1,0.999788224697113;3.1.1,9.656938345870003e-05;2.4.1,9.568819223204628e-05;3.1.4,8.092720236163586e-06;3.1.3,6.390907401510049e-06"
R01074,"6.2.1,0.9617972373962402;2.7.2,0.03641350939869881;2.3.1,0.0009384452714584768;2.7.1,0.00021071828086860478;6.3.1,0.00016924554074648768"
R09507,"1.11.1,0.7014583349227905;1.11.2,0.2894178032875061;1.11.-,0.002166860969737172;4.2.1,0.0020827699918299913;3.2.1,0.001211782917380333"
R00053,"3.1.1,0.9964724779129028;1.14.-,0.0008522325078956783;3.4.21,0.0007260502316057682;3.5.1,0.0005511622875928879;3.4.11,0.00042145620682276785"
R02016,"1.8.1,0.9122557044029236;1.6.4,0.06590257585048676;1.8.4,0.009967228397727013;1.11.1,0.008715678006410599;1.21.4,0.0018082300666719675"
R11563,"3.5.1,0.9998944997787476;4.2.1,0.00010037800529971719;3.5.-,2.5869355795293814e-06;1.1.1,7.124331773411541e-07;1.14.14,5.650803700518736e-07"
R10902,"6.3.4,0.9079771041870117;6.3.1,0.07662441581487656;3.5.1,0.004997733049094677;2.7.3,0.002639995887875557;2.3.2,0.002088179811835289"
R11026,"1.3.1,0.9985975623130798;1.3.99,0.0005957829998806119;1.3.3,0.00017879833467304707;1.3.98,0.0001470784336561337;1.1.1,7.867798558436334e-05"
R12514,"3.4.11,0.9891265034675598;3.4.13,0.008389133028686047;3.4.19,0.0014427907299250364;3.4.21,0.00042699158075265586;3.4.18,0.00010167137224925682"
R11917,"4.1.1,0.9894174933433533;1.4.3,0.004468870814889669;1.2.3,0.0019665497820824385;1.13.12,0.0017401908989995718;1.11.1,0.0008613099344074726"
R12080,"2.3.2,0.9245830774307251;1.13.11,0.03639824688434601;2.5.1,0.01862085424363613;2.7.8,0.010084513574838638;2.3.1,0.009554227814078331"
R09717,"4.1.2,0.4445779621601105;4.1.3,0.3855725824832916;2.6.1,0.1579175591468811;4.1.1,0.00486327987164259;4.3.1,0.002004208043217659"
R12670,"3.1.1,0.9617385864257812;3.1.2,0.025140482932329178;4.2.1,0.00837209727615118;2.3.1,0.0013066645478829741;3.4.11,0.0006323050474748015"
R02773,"2.6.1,0.9999996423721313;1.4.1,2.725799390645989e-07;2.3.1,1.5549121101798846e-08;1.1.1,1.0716995291204512e-08;4.1.3,6.564889520888073e-09"
R12304,"5.1.1,0.8520637154579163;4.1.1,0.10023466497659683;1.5.99,0.020503005012869835;2.3.2,0.01108545158058405;1.17.99,0.0023072161711752415"
R01261,"2.6.1,0.9996312856674194;1.1.2,0.00021888241462875158;1.4.11,3.4455846616765484e-05;4.1.3,2.565958129707724e-05;5.3.1,2.178612157877069e-05"
R12410,"3.5.1,0.9739949107170105;2.3.2,0.014146230183541775;2.7.8,0.00267639197409153;6.3.1,0.0010525486432015896;6.3.2,0.001029433449730277"
R11017,"1.4.3,0.6441325545310974;3.5.99,0.3512027859687805;1.4.1,0.0029981578700244427;2.6.1,0.0006615974707528949;1.5.99,0.0005434186314232647"
R02542,"3.5.1,0.7870794534683228;3.1.4,0.20994620025157928;3.1.3,0.0016084765084087849;2.7.8,0.0005335815367288888;3.1.1,0.00027148734079673886"
R05567,"1.14.15,0.9906030893325806;1.13.12,0.0020772465504705906;1.14.99,0.001677718828432262;1.5.3,0.0013095352333039045;1.1.3,0.0009436745312996209"
R01243,"3.1.6,0.99993896484375;3.10.1,3.969910176238045e-05;2.8.2,1.2749316738336347e-05;3.4.17,4.5118531488697045e-06;3.1.4,1.229728695761878e-06"
R10782,"4.2.1,0.9838900566101074;2.3.1,0.013452825136482716;3.1.2,0.001403136644512415;3.1.1,0.00032590579940006137;1.14.14,0.000257862382568419"
R09102,"1.14.-,0.9994150400161743;1.1.-,0.00020303310884628445;1.14.13,7.178825762821361e-05;1.1.3,5.287134263198823e-05;1.1.1,4.3179952626815066e-05"
R11031,"1.4.1,0.9999667406082153;1.5.1,1.404504928359529e-05;1.5.99,5.995509582135128e-06;1.4.3,3.5965870210930007e-06;1.7.1,1.6848249515533098e-06"
R05650,"1.13.-,0.9915429353713989;5.3.99,0.002261683577671647;1.3.-,0.002181706251576543;1.14.14,0.0013974630273878574;1.13.11,0.000802679976914078"
R02450,"2.3.1,0.47222617268562317;1.1.1,0.4431135654449463;1.2.1,0.07453413307666779;4.1.1,0.007703923154622316;1.8.1,0.0008417634526267648"
R03080,"1.1.1,0.9993947744369507;1.3.1,0.0003921443712897599;1.2.1,0.00011433992040110752;1.-.-,3.885051773977466e-05;2.3.1,2.5884663045872003e-05"
R11715,"2.4.1,0.7654885053634644;2.4.99,0.23326073586940765;3.1.3,0.0009863805025815964;3.1.4,0.00011761585483327508;3.2.1,5.9246187447570264e-05"
R05162,"2.1.1,1.0;1.14.21,1.2982218381904498e-12;6.3.2,1.828621482751272e-13;2.5.1,6.254529229601791e-14;1.-.-,4.841115166078283e-14"
R01366,"4.1.1,0.9993973970413208;1.1.1,0.0002744737430475652;1.2.3,9.86680606729351e-05;4.1.3,4.530986916506663e-05;1.17.1,2.672826303751208e-05"
R10951,"2.1.1,0.5726054310798645;2.3.1,0.3453287184238434;2.7.1,0.08164394646883011;1.1.1,0.0002278066531289369;2.7.8,6.930540985194966e-05"
R08386,"2.3.1,0.9972234964370728;2.5.1,0.0011406230041757226;1.14.14,0.0006757020018994808;2.4.2,0.0003252062015235424;2.3.2,0.0002843454130925238"
R12037,"2.4.1,0.968411922454834;2.4.2,0.01221955381333828;3.2.1,0.005110411439090967;2.3.1,0.0024918285198509693;2.7.7,0.0022819347213953733"
R01982,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R08839,"2.4.1,0.9981786012649536;2.3.1,0.0015449323691427708;3.1.1,0.00027163440245203674;6.2.1,1.7284535260841949e-06;2.7.7,1.0735426485553035e-06"
R11030,"1.14.11,0.9832645058631897;1.14.20,0.006397082936018705;1.14.99,0.0038940985687077045;4.1.1,0.0030297900084406137;1.1.99,0.0016826661303639412"
R01212,"1.4.1,0.9996964931488037;1.7.1,6.660588405793533e-05;1.4.3,6.415353709599003e-05;1.5.1,4.703677768702619e-05;4.3.1,3.3725456887623295e-05"
