Reaction name,SIMMER
MNXR131242,2.1.1|2|2.1.1
MNXR173605,2.6.1
MNXR119767,4.4.1
MNXR108453,1.8.1
MNXR95146,6.2.1
MNXR131183,3.2.1
MNXR115351,3.2.1
MNXR195195,No Significant EC
MNXR166468,1.14.15|1.14.14
MNXR108048,1.3.1
MNXR140229,4.4.1
MNXR115169,2.4.99|2.4.1
MNXR135890,3.1.1
MNXR184632,2.4.1
MNXR182605,2.4.1
MNXR132503,2.6.1
MNXR152266,2.4.1
MNXR170659,2.4.1
MNXR107402,4.1.1
MNXR148264,1.14.13
MNXR111875,1.5.5|1
MNXR103538,1.1.1
MNXR145592,1.8.4
MNXR164896,3.1.4
MNXR128747,2.4.99
MNXR181572,1.1.1
MNXR192638,2.7.7
MNXR120896,1.1.1
MNXR175354,2.7.8
MNXR117899,6.2.1
MNXR135635,4.2.1|3.1.1
MNXR193457,1.2.99
MNXR138519,3.7.1
MNXR151187,2.8.2
MNXR122552,2.3.1
MNXR152363,2.4.1
MNXR132724,3.2.1
MNXR131576,1.3.1
MNXR132206,3.4.21
MNXR190038,4.4.1|2.8.1
MNXR177166,1.14.99|1.14.19
MNXR164586,5.1.3
MNXR114928,1.14.13
MNXR190289,3.2.2
MNXR170601,1.14.14
MNXR116115,2.3.2
MNXR149740,3.3.2
MNXR163767,6.3.2
MNXR148415,1.3.1|1.5.1
MNXR115627,5.3.3|1.14.19
MNXR120290,6.3.2
MNXR143679,2.4.1
MNXR150391,5.1.3
MNXR113290,4.2.3|4|4.2.3
MNXR133748,1.10.3|1
MNXR173127,1.1.99|5.3.1
MNXR119241,1.14.13
MNXR164452,1.14.14|1.1.99
MNXR194906,3.4.13
MNXR131473,1.3.1|1.14.13
MNXR176610,No Significant EC
MNXR176392,1.14.99|1.14.19
MNXR165811,2.4.1
MNXR169388,1.14.13
MNXR104719,1.1.1|4.1.1
MNXR173708,1.11.2
MNXR185706,2.7.3|6.3.4|2.7.11|3.6.3
MNXR113310,5.4.99
MNXR116386,6.3|6.3|6.3.-
MNXR189209,5.3.1
MNXR115553,3.6.1
MNXR130651,3.4.21|3.4.24
MNXR142620,3.2.1
MNXR143850,2.4.1
MNXR108373,1.3.-
MNXR132304,2.7.4|2.7.11|3.6.3
MNXR172515,2.1.1|2|2.1.1
MNXR132313,2.4.1
MNXR176802,5.5.1
MNXR106651,1.2.1
MNXR120340,2.3.1
MNXR183483,2.1.1|2|2.1.1
MNXR181007,1.17.5
MNXR120739,2.1.1
MNXR192266,1.3.8
MNXR165556,1.2.3|1.2.7|2.3.1
MNXR132851,1.5.99
MNXR144368,No Significant EC
MNXR193408,4.2.1
MNXR186366,1.10.3|1.11.1
MNXR146261,2.1.1
MNXR182094,4.1.1
MNXR175000,2.7.3|6.3.4|2.7.11|3.6.3
MNXR191317,2.8.2
MNXR111641,1.2.7
MNXR131440,3.4.24
MNXR147214,1.1.3
MNXR119104,1.1.1
MNXR114774,2.3.1
MNXR193982,2.1.1
MNXR192902,6.3.2
MNXR116768,1.5.99
MNXR121802,1.1.1
MNXR183524,1.14.18
MNXR149508,1.14.11|1|1.14.11
MNXR170160,4.1.1
MNXR172069,4.2.1|1.13.11
MNXR166989,2.1.1
MNXR135949,3.1.1
MNXR151177,3.1.6|3.2.1
MNXR189626,3.2.1
MNXR193071,1.14.15
MNXR136348,6.2.1|2.3.1
MNXR192857,1.14.14
MNXR172147,1.1.99
MNXR193039,2.4.1
MNXR130899,1.13.11|1.14.16
MNXR153638,2.4.1
MNXR114470,2.7.1
MNXR133520,2.7.1|3.6.3
MNXR113085,1.14.99
MNXR174020,4.1.99
MNXR133267,No Significant EC
MNXR114918,1.1.1|1.14.12
MNXR163847,1.14.14
MNXR97424,1.5.1|1.3.1
MNXR114239,2.7.2|2.7.1
MNXR134820,6.2.1|2.3.1
MNXR185434,1.14.14|1.1.99
MNXR193552,2.4.1
MNXR165900,2.3.1
MNXR107894,1.1.1
MNXR148029,2.1.1
MNXR117434,2.4.1
MNXR166266,3.2.2
MNXR192395,1.3.8
MNXR149800,1.14.14
MNXR135326,3.1.1
MNXR111557,1.13.12
MNXR191634,1.4.3
MNXR182868,1.5.5|1.1.5
MNXR130116,2.7.1
MNXR173425,2.3.1
MNXR147971,2.5.1
MNXR112593,1.1.2
MNXR135096,4.1.1
MNXR181505,1.1.1
MNXR115227,No Significant EC
MNXR109297,2.3.1|3.2.1
MNXR166103,3.1.3
MNXR112614,2.1.1
MNXR149953,1.14.13|1.1.1
MNXR163605,No Significant EC
MNXR130966,1.3.1|1.14.12
MNXR181837,1.2.1
MNXR173228,2.7.1
MNXR102010,1.8.1
MNXR147786,3.1.1
MNXR117200,2.1.1
MNXR194948,1.1.1
MNXR116175,3.2.1
MNXR174410,No Significant EC
MNXR183461,3.5.1
MNXR167828,1.3.5|1.1.5
MNXR175270,No Significant EC
MNXR113314,5.4.99
MNXR170008,1.14.14
MNXR137840,1.1.1
MNXR112168,No Significant EC
MNXR114010,1.1.1
MNXR149069,1.8.1
MNXR102068,1.14.12|1.1.1
MNXR177718,2.1.1
MNXR132732,1.14.12|1.1.1
MNXR139676,2.1.1
MNXR181279,1.1.1
MNXR116494,2.3.1|2|2.3.1
MNXR188251,2.6.1
MNXR165037,6.3.2
MNXR191575,1.1.99
MNXR149395,2.3.1
MNXR180539,2.7.7
MNXR164318,6.2.1
MNXR176402,2.4.1
MNXR106846,2.6.1
MNXR131683,1.3.8
MNXR163595,1.14.14
MNXR172367,1.2.1|1.1.1
MNXR177996,5.3.1
MNXR121836,1.21.3
MNXR108055,1.1.1
MNXR148734,6.2.1
MNXR109682,4.2.1
MNXR151246,2.6.1
MNXR107797,2.1.1
MNXR148357,1.1.1
MNXR164453,1.14.14|1.1.99
MNXR176425,No Significant EC
MNXR192329,1.7.1
MNXR115639,6.2.1|6.3.2
MNXR115132,2.4.1
MNXR164831,5.3.3
MNXR175677,1.2.3|1.2.7|2.3.1
MNXR117693,3.1.1|2.5.1
MNXR164689,2.1.1
MNXR163926,1.97.1
MNXR109611,1.14.11
MNXR126407,3.2.1
MNXR192706,2.5.1
MNXR145700,2.1.1|2|2.1.1
MNXR133912,No Significant EC
MNXR194137,2.4.1
MNXR115782,4.1.3|2.8.3
MNXR117879,1.7.3
MNXR193311,2.3.1
MNXR133592,3.1.3
MNXR145630,3.2.1
MNXR144082,2.4.1
MNXR190936,No Significant EC
MNXR166535,1.14.14
MNXR168505,2.1.1|2|2.1.1
MNXR172457,1.14.13|1.14.14
MNXR133996,No Significant EC
MNXR133650,1.1.1
MNXR120666,4.2.1
MNXR110726,3.3.2
MNXR100652,3.5.2
MNXR193493,2.4.1
MNXR106519,2.7.7|2.4.1
MNXR165316,2.3.1
MNXR152934,2.3.1
MNXR188389,2.7.1
MNXR134315,1.1.1
MNXR164999,3.2.2
MNXR132326,2.4.1
MNXR130199,5.1.3
MNXR133834,1.1.1
MNXR132140,3.4.11
MNXR151504,4.2.1|4.4.1
MNXR111581,1.1.1
MNXR140080,1.4.3|1.1.99
MNXR177577,2.3.1
MNXR188231,2.-.-|2.4.1
MNXR177924,1.14.13
MNXR108117,1.1.1
MNXR109177,2.3.1
MNXR129714,3.2.1
MNXR113654,2.4.1
MNXR174191,2.7.10
MNXR123799,1.7.3
MNXR175360,2.1.1
MNXR113697,2.5.1|2
MNXR134387,1.14.14
MNXR170340,5.5.1
MNXR195055,2.3.1
MNXR193367,3.1.3
MNXR133979,2.3.1
MNXR110801,2.5.1
MNXR152088,2.4.1
MNXR108727,1.1.1
MNXR132303,2.7.4|2.7.11|3.6.3
MNXR176063,2.7.1
MNXR187141,1.21.3
MNXR170574,No Significant EC
MNXR163943,2.8.1
MNXR181172,1.1.1
MNXR149896,2.1.1
MNXR144325,2.2.1
MNXR173481,3.1.1|3.2.1
MNXR143694,2.4.1|2|2.4.1
MNXR179279,1.5.1|1.1.1
MNXR195043,2.3.1
MNXR139927,2.7.1|2|2.7.1
MNXR193147,1.2.1|1|1.2.1|1.1.1
MNXR181599,1.1.1
MNXR131408,2.7.4|2.7.11|3.6.3
MNXR114527,2.7.1
MNXR114266,2.1.1
MNXR147218,3.1.4
MNXR135237,3.2.1
MNXR185956,3.2.2
MNXR132631,1.1.1
MNXR121563,4.2.2|2.4.1|3.2.1
MNXR186967,2.7.1
MNXR192766,1.17.99|1.3.99
MNXR150185,2.7.1
MNXR116308,1.14.12
MNXR195433,4.2.1
MNXR116866,1.14.19|1.13.11
MNXR114781,1.8.5
MNXR94896,4.1.1
MNXR173786,1.3.5
MNXR180494,2.7.1
MNXR164027,2.7.8
MNXR132927,1.1.1|1|1.1.1
MNXR111895,No Significant EC
MNXR174991,2.7.3|6.3.4|2.7.11|3.6.3
MNXR119201,No Significant EC
MNXR131399,No Significant EC
MNXR129844,1.97.1|1.11.1
MNXR164494,1.14.99|1.1.99
MNXR112141,1.1.1
MNXR175896,No Significant EC
MNXR122187,2.1.1
MNXR146918,6.2.1
MNXR182679,1.6.5
MNXR175389,2.3.1
MNXR107684,3.5.1
MNXR133031,1.2.1|1.1.1
MNXR126018,1.13.11
MNXR179289,3.5.2
MNXR116970,1.3.1
MNXR114457,1.14.13
MNXR97093,2.7.1
MNXR118664,1.1.1
MNXR187921,1.5.99
MNXR180475,2.1.2
MNXR132244,2.7.4
MNXR174259,3.1.3|3.1.31
MNXR151202,1.3.1
MNXR192060,2.3.1
MNXR119386,1.1.1
MNXR193387,1.3.99|1.3.8
MNXR129637,1.1.1
MNXR107372,1.5.99
MNXR106799,1.14.12
MNXR145655,1.1.1
MNXR112563,4.2.3
MNXR129357,2.6.1
MNXR133689,3.2.1
MNXR164309,2.4.1
MNXR190273,2.7.1|3.1.3
MNXR109293,2.6.1
MNXR182369,1.14.13
MNXR134428,1.2.1
MNXR110690,No Significant EC
MNXR179124,2.1.3
MNXR121077,1.1.1
MNXR145848,1.2.4
MNXR189247,4.1.3
MNXR115501,3.4.11|3.4.21
MNXR183973,6.5.1|2.6.99
MNXR117529,3.2.1
MNXR116612,3.6.1
MNXR146176,2.4.2
MNXR123769,1.13.11
MNXR175824,2.1.1
MNXR131908,2.7.4
MNXR194986,2.3.1
MNXR165540,2.4.1
MNXR129446,No Significant EC
MNXR181524,1.1.1
MNXR192894,2.3.2|2.3.1
MNXR165199,1.3.1
MNXR112829,1.14.13
MNXR150430,1.21.1|1.2.1|1.3.1
MNXR193506,2.3.1
MNXR169382,2.8.4
MNXR174608,2.7.3|6.3.4|2.7.11|3.6.3
MNXR107870,1.3.99|1.14.99
MNXR192083,1.13.12
MNXR147269,3.1.1
MNXR117213,3.2.1
MNXR152209,3.4.17
MNXR152471,1.14.13
MNXR133788,1.1.1
MNXR174941,2.7.3|6.3.4|2.7.11|3.6.3
MNXR114344,2.1.1
MNXR166385,1.14.14
MNXR133291,6.3.2|2.7.1
MNXR176634,2.3.1
MNXR121715,1.14.99
MNXR185326,1.14.13|1.2.1
MNXR122692,2.1.1
MNXR129474,1.3.1
MNXR116279,2.3.1
MNXR174227,3.2.1
MNXR123094,2.8.2|3.2.1
MNXR149873,1.1.1
MNXR115047,2.1.1
MNXR149854,2.8.2|2|2.8.2
MNXR149620,2.3.1
MNXR148741,1.5.98
MNXR126814,2.7.7
MNXR147955,2.1.1|2|2.1.1
MNXR182677,1.14.-
MNXR173872,1.1.1|1|1.14.13|1.1.1
MNXR115185,2.7.1|2.7.7
MNXR132825,1.1.99
MNXR139052,1.1.1
MNXR151792,1.8.-
MNXR111823,1.14.14
MNXR123595,2.3.1
MNXR184249,3.1.3
MNXR172972,1.14.13
MNXR151110,3.4.21
MNXR100637,1.1.1
MNXR115846,3.1.1
MNXR144097,2.4.1|2|2.4.1
MNXR141772,3.1.1|3
MNXR143765,2.4.1
MNXR110658,5.3.99
MNXR176618,1.14.-
MNXR181392,1.1.1
MNXR191362,5.1.3
MNXR119816,1.14.19
MNXR175293,1.13.12|1.14.15
MNXR135784,1.8.1
MNXR113456,1.3.99|1.3.8
MNXR121568,2.4.99
MNXR122017,2.1.1
MNXR192634,No Significant EC
MNXR131978,2.7.4
MNXR118967,2.3.1
MNXR177585,2.8.1
MNXR185168,3.2.1
MNXR173842,1.14.15|1.14.13
MNXR147473,2.4.1
MNXR133782,1.21.99
MNXR146934,2.6.1
MNXR185999,3.2.2
MNXR174025,2.3.1
MNXR166659,2.3.2
MNXR177583,3.1.3
MNXR120527,1.14.12
MNXR114088,6.3.2
MNXR119429,2.1.1
MNXR186165,4.6.1|3.1.27
MNXR176735,3.2.1
MNXR188529,3.1.3|3|3.1.3
MNXR181818,1.1.1
MNXR131637,1.17.1|1.1.1
MNXR191629,1.14.19
MNXR173913,7.1.1
MNXR131405,2.6.1
MNXR163448,No Significant EC
MNXR133346,1.3.8|1.3.3
MNXR147809,2.3.1
MNXR183740,1.3.1
MNXR193351,3.1.2|2.3.1
MNXR122373,4.2.3
MNXR192372,2.4.2|2.4.1
MNXR164007,1.14.14|1.1.99
MNXR151516,1.1.1
MNXR153256,No Significant EC
MNXR174636,2.7.3|6.3.4|2.7.11|3.6.3
MNXR189983,3.2.1|2.4.99
MNXR148539,1.14.11
MNXR113291,4.2.3
MNXR166693,2.4.1
MNXR115498,3.4.13
MNXR172911,2.1.1
MNXR114624,4.2.3
MNXR106510,1.3.8
MNXR189378,1.14.-
MNXR171652,1.1.1
MNXR174803,2.7.3|6.3.4|2.7.11|3.6.3
MNXR145857,1.1.-|1.14.14
MNXR111712,1.14.-|1.14.15|1.14.14
MNXR184481,3.4.13
MNXR117483,1.5.99
MNXR151571,1.14.13
MNXR134034,3.4.11|3.4.13
MNXR184431,1.14.15
MNXR143818,2.7.8
MNXR169714,1.14.12
MNXR113642,4.1.2
MNXR110216,1.1.1
MNXR107083,1.2.1|1|1.2.1|1.1.1
MNXR150780,2.3.1
MNXR163576,1.14.14
MNXR112136,2.4.1|3.2.1
MNXR174838,2.7.3|6.3.4|2.7.11|3.6.3
MNXR164134,1.14.19
MNXR94840,1.2.1
MNXR192080,4.1.3|4.4.1
MNXR122151,2.1.1
MNXR106362,1.1.3
MNXR181732,1.2.1
MNXR122371,4.2.3
MNXR113186,1.13.11
MNXR130531,2.7.1
MNXR173867,1.14.13|1|1.14.-
MNXR163658,1.14.14
MNXR94976,3.1.2|3|2.3.1
MNXR175463,2.3.2
MNXR192378,3.1.3
MNXR176574,2.7.7
MNXR187827,2.7.1
MNXR109046,5.1.3
MNXR193084,5.1.3
MNXR193163,1.3.99
MNXR193513,2.4.1
MNXR147726,No Significant EC
MNXR119450,2.3.2
MNXR193563,2.4.1
MNXR184168,2.3.1
MNXR190320,1.3.99
MNXR147048,5.4.2|3.1.3
MNXR131677,1.8.1|1.1.1
MNXR169119,1.2.1
MNXR174255,3.1.21|2.7.7
MNXR144543,2.1.1
MNXR185000,1.1.99
MNXR191276,2.7.1
MNXR191668,1.11.1
MNXR181367,1.1.1
MNXR192192,4.2.1
MNXR107828,No Significant EC
MNXR190958,4.2.1
MNXR193543,2.4.1
MNXR120659,1.14.19
MNXR164048,3.4.11
MNXR191956,2.7.7|2.4.1
MNXR152832,1.3.8
MNXR120201,2.4.1|2.4.99
MNXR116902,1.3.1|2.6.1
MNXR150326,4.2.3
MNXR193680,2.4.1
MNXR193980,1.8.1
MNXR123460,4.2.1
MNXR173667,1.1.2
MNXR181056,1.1.1
MNXR108158,3.2.2|3.5.1
MNXR190330,1.14.18|1.5.99
MNXR116961,1.1.1
MNXR193101,3.1.1
MNXR174985,2.7.3|6.3.4|2.7.11|3.6.3
MNXR148732,2.5.1
MNXR132391,3.4.24
MNXR173945,1.14.13
MNXR174576,2.7.3|6.3.4|2.7.11|3.6.3
MNXR100325,1.1.1
MNXR140861,No Significant EC
MNXR152313,2.4.1
MNXR102371,2.7.8
MNXR119756,5.1.3
MNXR181088,1.1.1
MNXR170845,4.2.1|3.1.1
MNXR118321,1.1.1
MNXR182258,1.14.12|1
MNXR114731,No Significant EC
MNXR135337,6.3.4|6.3.2
MNXR179728,3.2.1
MNXR168604,3.5.1
MNXR146335,1.17.4
MNXR174840,2.7.3|6.3.4|2.7.11|3.6.3
MNXR181186,1.1.1
MNXR163924,No Significant EC
MNXR172447,2.6.1
MNXR185987,2.5.1|2.1.1
MNXR121456,1.14.14
MNXR123569,4.2.1
MNXR165545,3.1.3
MNXR116113,4.3.2|1.14.13
MNXR164181,6.2.1
MNXR169745,2.5.1
MNXR171032,2.3.1
MNXR185236,6.2.1|6.3.2
MNXR122236,1.14.99|1.14.19
MNXR145990,2.7.8
MNXR150738,1.14.14
MNXR187021,1.14.19
MNXR134898,1.8.1
MNXR181242,1.1.1
MNXR107812,2.3.1
MNXR194776,2.7.7
MNXR181213,1.1.1
MNXR132499,4.1.2
MNXR175423,2.7.99|2.7.4
MNXR110122,4.2.3
MNXR175612,3.2.1
MNXR118522,2.7.1
MNXR110481,2.4.1
MNXR145340,2.7.1
MNXR184998,1.13.12
MNXR146556,4.1.99
MNXR191332,1.14.15
MNXR185860,3.1.1
MNXR109659,2.1.1
MNXR122396,4.2.3
MNXR191757,1.14.13|1.1.1
MNXR176963,3.2.2
MNXR131893,2.3.1|3.2.1
MNXR134136,1.13.11
MNXR166086,2.7.4|2.7.11|3.6.3
MNXR148202,4.2.1
MNXR174506,3.5.1
MNXR123087,2.3.1|2.5.1
MNXR108258,4.1.1
MNXR135406,6.3.1|6.2.1
MNXR123832,4.4.1
MNXR165451,6.3.4
MNXR147435,1.14.18
MNXR132169,3.1.1|3.5.1
MNXR174383,3.2.1
MNXR135492,1.8.1|1.1.1
MNXR195121,1.1.1
MNXR108550,2.6.1
MNXR110120,4.2.3
MNXR166839,2.3.1
MNXR170613,2.5.1
MNXR152686,1.2.1
MNXR133259,No Significant EC
MNXR174335,3.2.1
MNXR152402,2.6.1
MNXR106604,No Significant EC
MNXR185391,1.14.99
MNXR183629,2.3.1
MNXR185877,2.1.3|2|2.1.3
MNXR116989,No Significant EC
MNXR163579,1.14.14
MNXR184887,6.5.1|2.7.7
MNXR151868,5.3.1
MNXR122933,2.3.1
MNXR132508,4.3.1
MNXR192086,No Significant EC
MNXR165985,3.5.1
MNXR176545,1.14.13
MNXR171480,2.1.1|2|2.1.1
MNXR120173,1.3.8
MNXR113647,2.4.2|2.4.1
MNXR164264,3.2.2
MNXR166278,2.4.1
MNXR175412,2.7.7
MNXR166581,2.4.1
MNXR152528,2.4.1
MNXR114688,5.4.3
MNXR166079,2.4.1
MNXR174187,3.2.1
MNXR186543,3.2.2
MNXR181746,1.2.1|1.1.1
MNXR134150,2.4.1
MNXR139989,3.4.19
MNXR112337,2.7.1
MNXR106590,1.4.1|1.1.1
MNXR148406,1.1.1|1.14.13
MNXR147681,1.14.14
MNXR175295,2.7.1
MNXR132983,2.7.1
MNXR130387,4.1.2
MNXR168209,2.1.1|2|2.1.1
MNXR172728,2.7.1|2.4.1
MNXR189444,1.3.99
MNXR193423,1.6.5
MNXR119428,2.1.1
MNXR130647,3.2.1
MNXR121583,2.4.1
MNXR145509,2.7.7|2.4.1
MNXR165401,2.3.1
MNXR193539,2.4.1
MNXR149348,2.7.1
MNXR165200,1.3.1
MNXR121127,3.1.1
MNXR100353,4.4.1|3.1.2
MNXR100303,1.13.11
MNXR187555,1.17.4
MNXR137875,No Significant EC
MNXR190046,2.3.1
MNXR150736,1.14.14|1.1.99
MNXR135953,3.1.1
MNXR131119,2.3.1
MNXR182220,1.17.1|1.1.1
MNXR167757,1.14.14
MNXR147017,4.1.1
MNXR148514,3.2.1
MNXR163693,1.14.99|1.14.14
MNXR172310,3.3.2|3.4.11|3.4.21
MNXR129465,1.11.1
MNXR145295,6.1.1
MNXR181607,1.1.1
MNXR148241,1.1.1
MNXR182436,1.1.1
MNXR148761,1.1.1
MNXR123619,1.3.1
MNXR150555,2.1.1
MNXR119923,1.14.15|1.14.14
MNXR111265,4.5.1|4|3.8.1
MNXR147323,1.14.14
MNXR131767,3.2.1
MNXR116076,2.7.1
MNXR171692,1.1.1
MNXR107659,1.1.3
MNXR181799,1.2.1|1.1.1
MNXR106692,1.13.12
MNXR190376,1.3.99
MNXR116693,3.3.2
MNXR191743,2.4.1
MNXR144472,3.5.1
MNXR165994,5.1.3
MNXR172312,3.4.11
MNXR195211,No Significant EC
MNXR121174,2.3.1
MNXR182296,1.14.12
MNXR180438,5.4.2|3.2.1
MNXR135428,1.14.12
MNXR108708,2.6.1
MNXR163798,1.1.1
MNXR119330,7.1.1
MNXR147463,3.1.1
MNXR153304,2.7.7|2.7.8
MNXR151487,3.6.1|3.4.17
MNXR173679,2.3.1
MNXR163532,1.8.1|1.3.1
MNXR119067,3.5.1
MNXR169518,2.3.1
MNXR136266,3.1.3
MNXR131809,No Significant EC
MNXR101472,2.7.3|6.3.4|2.7.11|3.6.3
MNXR97432,3.5.3|3.5.2
MNXR164710,2.3.1
MNXR112877,1.14.13
MNXR189420,1.1.2
MNXR165601,2.7.4|3.6.3
MNXR192332,1.7.3
MNXR108933,2.1.1
MNXR115547,3.5.1
MNXR115819,1.97.1|1.21.99
MNXR131182,3.2.1
MNXR113066,1.3.5
MNXR113112,4.2.1|1.13.11
MNXR107558,1.14.12
MNXR181391,1.1.1
MNXR168488,2.3.1|2|2.3.1
MNXR130356,1.8.1
MNXR117935,1.14.12
MNXR150412,2.3.2
MNXR174967,2.7.3|6.3.4|2.7.11|3.6.3
MNXR111625,1.7.1|1.14.12
MNXR116125,3.1.4
MNXR116706,1.1.1
MNXR172752,1.2.1
MNXR191764,1.1.98
MNXR145612,3.1.3
MNXR172927,1.10.3
MNXR131331,3.2.1
MNXR122226,2.4.1|2|3.2.1
MNXR149185,1.3.1
MNXR188952,1.1.1
MNXR145503,2.3.1
MNXR177941,1.14.14
MNXR174728,2.7.3|6.3.4|2.7.11|3.6.3
MNXR117090,1.14.19
MNXR163808,1.14.18
MNXR109646,4.1.1
MNXR192827,3.1.1|2.3.1
MNXR181819,1.2.1|1.1.1
MNXR191535,6.2.1
MNXR195256,2.3.1|2|2.3.1
MNXR166343,5.4.1
MNXR183543,4.1.1|4|1.13.11
MNXR111260,1.14.13|1.1.1
MNXR172318,2.3.1
MNXR143686,2.4.1|2|2.4.1
MNXR184618,6.2.1
MNXR133197,2.6.1
MNXR120838,2.3.1
MNXR173874,1.1.1
MNXR147864,4.1.2
MNXR175103,2.7.3|6.3.4|2.7.11|3.6.3
MNXR108971,1.14.99
MNXR182202,1.3.5
MNXR182371,1.14.13|1.1.1
MNXR123600,1.1.1
MNXR174872,2.7.3|6.3.4|2.7.11|3.6.3
MNXR106358,2.3.1
MNXR147535,2.1.1
MNXR183912,2.4.1
MNXR147941,1.1.1
MNXR189992,2.4.99
MNXR177538,1.3.1|1.1.1
MNXR147691,2.3.1
MNXR114986,1.5.1
MNXR104443,1.1.1
MNXR164733,1.14.15
MNXR94806,2.5.1
MNXR191368,3.1.1
MNXR118324,1.14.99
MNXR147823,2.4.1
MNXR108600,2.7.11|2.7.1
MNXR163796,1.2.1|1.14.13|1.1.1
MNXR132862,1.5.99
MNXR111379,1.21.99
MNXR148421,2.3.2
MNXR164774,2.3.1
MNXR164357,6.2.1
MNXR147697,4.1.2|5.1.3
MNXR119571,2.8.3
MNXR117665,2.4.1|2|3.2.1|2.4.1
MNXR153048,1.20.4|1.8.4
MNXR144133,2.4.1
MNXR175227,3.1.3
MNXR153088,1.14.11
MNXR175095,2.7.3|6.3.4|2.7.11|3.6.3
MNXR193724,2.1.1
MNXR194748,2.7.4|2.7.11|3.6.3
MNXR185799,3.2.1
MNXR117501,2.3.1
MNXR120239,4.2.1
MNXR121426,1.14.19
MNXR164393,1.1.99
MNXR147159,1.14.18|1.14.-
MNXR151007,1.1.1
MNXR147902,2.7.11
MNXR181735,1.2.1
MNXR133448,1.8.1
MNXR175343,4.3.1
MNXR131582,3.7.1
MNXR123410,4.2.3|3.1.3
MNXR100113,1.2.1
MNXR111693,1.13.11
MNXR181660,1.2.1
MNXR192139,2.4.1
MNXR134798,2.5.1
MNXR110790,3.3.2
MNXR152935,1.2.4|1.14.11
MNXR105284,1.3.1
MNXR169213,2.7.4|2.7.11|3.6.3
MNXR106990,4.1.1
MNXR194809,4.1.2
MNXR133640,1.1.1
MNXR112660,1.14.12
MNXR114891,4.99.1|1.1.1
MNXR148263,1.17.99
MNXR135512,1.1.1
MNXR175146,2.7.3|6.3.4|2.7.11|3.6.3
MNXR192242,1.1.1
MNXR153081,2.3.1
MNXR145336,2.7.7
MNXR116097,No Significant EC
MNXR185469,2.1.1
MNXR166534,1.14.14
MNXR190412,2.1.1
MNXR189383,1.1.99
MNXR183763,2.3.2
MNXR110780,3.8.1
MNXR173553,3.5.-
MNXR119524,2.7.7|2.4.1
MNXR102006,1.7.1|1.14.13
MNXR166392,2.9.1
MNXR192002,1.1.1
MNXR187094,3.2.1
MNXR148436,1.3.1|1.1.1
MNXR119743,2.6.1
MNXR184421,1.2.99|1.1.99
MNXR192283,2.7.8
MNXR164239,4.1.99
MNXR111118,2.1.1
MNXR112213,4.2.3
MNXR168355,3.1.3
MNXR192831,5.1.3
MNXR107262,2.1.4
MNXR148035,1.13.12
MNXR152882,3.6.1|2.4.1
MNXR145699,2.1.1
MNXR145422,5.5.1
MNXR139487,No Significant EC
MNXR182476,1.14.13
MNXR126222,2.7.1
MNXR153005,5.3.1
MNXR148615,3.1.1
MNXR119197,2.7.1
MNXR116327,5.5.1
MNXR105441,2.3.1
MNXR139901,7.1.1
MNXR193978,2.3.1
MNXR193181,2.5.1
MNXR120579,3.1.2|2.3.1
MNXR164320,6.2.1
MNXR184430,1.1.1
MNXR113874,6.1.2|6.2.1
MNXR187113,1.7.3
MNXR165126,1.14.12
MNXR131815,4.4.1
MNXR191611,1.1.99
MNXR184642,3.4.17|3.4.16
MNXR108091,5.4.2|2.7.1
MNXR129962,1.1.3
MNXR118463,3.5.4
MNXR116571,2.1.1
MNXR119879,1.1.1
MNXR192621,2.4.99
MNXR108032,1.1.1
MNXR150587,4.2.3|4|4.2.3
MNXR190575,3.5.4
MNXR123057,1.3.1
MNXR165003,1.1.3|4.2.1
MNXR111106,No Significant EC
MNXR139187,5.5.1
MNXR118155,2.1.1
MNXR169617,2.1.1|2|2.1.1
MNXR133599,3.1.3
MNXR108938,3.2.1
MNXR182680,1.6.5
MNXR123144,3.2.2
MNXR148789,3.2.1
MNXR133915,1.1.2
MNXR167830,1.14.15
MNXR117382,1.2.1
MNXR132625,3.2.1
MNXR108123,2.1.1
MNXR175449,2.7.1
MNXR169858,4.1.1
MNXR173585,1.14.14|1.14.13
MNXR130242,3.4.13
MNXR163883,3.4.11
MNXR132961,1.3.8|1.3.3
MNXR132971,1.3.8|1.3.3
MNXR133877,6.4.1|6.3.2
MNXR118742,3.1.3
MNXR189366,1.1.99
MNXR192154,1.7.3
MNXR117638,3.1.1
MNXR175796,1.14.19
MNXR99526,2.7.3|6.3.4|2.7.11|3.6.3
MNXR120307,1.3.99
MNXR165941,3.5.1
MNXR112164,4.2.1
MNXR179709,5.5.1
MNXR119564,6.3|6.3|6.3.2
MNXR192292,1.3.8
MNXR163792,6.3.1|2.7.3
MNXR147547,3.5.1
MNXR131267,No Significant EC
MNXR166632,1.2.7|4.1.1
MNXR152813,1.3.8
MNXR118750,2.1.1
MNXR145761,2.3.1
MNXR121806,1.1.1
MNXR181674,1.2.1
MNXR95529,No Significant EC
MNXR169764,1.3.99
MNXR150316,3.1.3
MNXR112382,2.6.1
MNXR148116,3.2.1|2.4.1
MNXR148713,2.3.1|3.2.1
MNXR150604,5.4.99
MNXR122406,1.3.98|1.7.3
MNXR190111,3.5.1
MNXR129424,1.1.1
MNXR108783,1.1.1
MNXR114910,1.10.99|1.10.5
