Reaction,SelenzymeRF
MNXR149698,5.5.1.7;5.5.1.1;1.13.11.-|1.13.11.1|1.13.11.M6;3.1.1.45;1.14.14.173;1.14.14.172;1.3.1.32;1.14.13.50;2.5.1.18
MNXR149740,3.3.2.10;2.4.1.239;2.3.1.85;1.2.1.84;3.2.2.5|3.2.2.6
MNXR149743,5.4.4.-|5.4.4.7;1.14.14.1
MNXR149767,1.2.7.5;1.14.15.36;2.8.1.4
MNXR149770,1.2.7.6;1.2.1.3|1.2.1.9|1.2.1.90;1.2.1.9;1.2.1.9|1.2.1.90;1.2.7.5;1.18.6.1
MNXR149778,1.11.1.15;1.11.1.29;1.11.1.28;1.8.3.7;2.3.1.238;1.11.1.24
MNXR149784,1.14.14.140;1.14.14.98;1.14.14.89;1.14.14.103;1.14.14.55;1.14.14.81;1.14.14.17;1.14.19.76;1.14.14.48;1.14.14.19;1.14.14.82;1.14.14.90;1.14.14.16;1.14.14.43;1.14.14.154
MNXR149787,1.14.14.140;1.14.14.98;1.14.14.89;1.14.14.103;1.14.14.55;1.14.14.81;1.14.14.17;1.14.14.48;1.14.19.76;1.14.14.82;1.14.14.90;1.14.14.19;1.14.14.43;1.14.14.16;1.14.14.42;1.14.14.154
MNXR149791,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.87;1.14.13.84;1.14.13.8;1.14.14.57;1.14.14.1
MNXR149798,1.14.14.57;1.14.14.138;1.14.14.16;1.14.14.19;1.14.15.4;1.14.11.-|1.14.11.35;1.14.13.246;1.14.11.11;1.14.11.13;1.4.3.13;1.3.3.6;1.14.11.24;1.14.11.25;1.14.11.8;1.14.11.76;1.1.3.20;1.1.3.30;1.14.19.20
MNXR149800,1.14.14.139;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.11|1.14.11.-|1.14.11.15;1.1.3.30;1.3.3.6;1.1.3.20;1.14.99.9;1.4.3.13;1.14.13.70
MNXR149833,2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.237;2.3.1.236;2.3.1.165;2.3.1|2.3.1.39|2.3.1.74
MNXR149850,2.6.1.57;2.6.1.1|2.6.1.57|2.6.1.78;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57
MNXR149854,1.8.4.8;2.8.2.14;2.8.2.2;2.8.2.15;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.39;2.8.2.-|2.8.2.38;2.8.2.1;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.1|2.8.2.3;2.8.2.5;2.8.2.35;2.8.2.11;2.8.2.17
MNXR149871,1.1.1.71;1.1.1.90;1.1.1.1|1.1.1.71
MNXR149873,1.1.1.2|1.1.1.71;1.1.1.91;1.1.1.90;4.1.99.5;1.11.1.22;1.1.1.1|1.1.1.71
MNXR149885,1.13.11.11|1.13.11.52;1.13.11.47;1.13.11.48;1.4.3.2
MNXR149896,2.1.1.212|2.1.1.46;2.1.1.42;2.1.1.293;2.1.1.94;2.1.1.270;2.1.1.241;2.1.1.155|2.1.1.231;2.1.1.155|2.1.1.75;2.1.1.279;2.1.1.302;2.1.1.146;2.1.1.339;2.1.1.240;2.1.1.303;2.1.1.232;2.1.1.38;2.1.1.6;2.1.1.65;2.1.1.150;2.1.1.70|2.1.1.93;2.1.1.104;2.1.1.88;2.1.1.4;2.1.1.6|2.1.1.68;2.1.1.76;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.334;2.1.1.338;2.1.1.53
MNXR149911,1.6.3.2;1.14.13.138;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.84;1.14.14.91;1.14.14.43|1.14.14.45;1.14.13.8
MNXR149917,1.14.14.16;1.14.14.19;1.14.14.154;1.14.14.48;1.14.14.80;1.14.14.43;1.14.14.42;1.14.14.55;1.14.14.103;1.14.14.177;1.14.14.17;1.14.14.98;1.14.14.81
MNXR149944,1.3.1.71;1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.12.1.3|1.12.1.5;1.1.1.170;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.1.1.201;1.1.1.146;1.1.1.62
MNXR149945,1.3.1.71;1.3.1.-|1.3.1.72|1.3.1.M20;1.14.14.25;1.1.1.146;1.3.1.21;1.14.13.15;1.14.19.41|1.3.1.-;1.14.13.-|1.14.15.6;1.1.1.51|1.1.1.62|1.1.1.64;1.1.1.145|5.3.3.1
MNXR149953,1.14.13.72;1.6.3.2;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.13.237;1.14.14.1
MNXR149963,1.3.99.39;2.4.1.8|3.2.1.20|4.2.1.131;5.2.1.-|5.2.1.13;1.3.99.40;5.5.1.19;5.2.1.-|5.2.1.14;1.3.5.6;4.2.1.131;2.5.1|2.5.1.32|5.5.1.19;5.5.1.18;1.13.11.75
MNXR150009,1.8.4.11
MNXR150028,1.1.99.31;1.14.14.3;1.14.14.13;1.14.14.5;1.14.14.46;1.1.3.15|1.1.99.31;1.16.8.1;2.1.1.342;1.3.98.1
MNXR150047,1.14.11.22;1.14.11.67;1.14.11.9;1.14.19.76;1.13|1.13.12.19;1.14.11.33;1.14.11.53;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67
MNXR150054,1.14.14.89;1.14.19.73;1.14.19.68;1.14.19.64;1.14.19.72;1.14.19.74;1.1.3.38;1.14.18.1;1.1.3.15;1.14.18.3;1.14.14.25;1.14.14.32;1.14.14.26;1.14.14.139;1.14.14.147;1.14.14.176
MNXR150057,1.14.14.89;1.14.14.98;1.14.14.140;1.14.14.82;1.14.14.90;1.14.14.81;1.14.14.55;1.14.19.76;1.14.14.103;1.14.14.48;1.14.14.43;1.14.14.42;1.14.14.80;1.14.14.17;1.14.14.19
MNXR150069,2.7.7.63;6.3.1.20;6.3.4.10|6.3.4.11|6.3.4.15|6.3.4.9;6.2.1.57;2.3.1.200;2.7.7.79;2.3.1.181
MNXR150098,3.1.1.4
MNXR150123,2.1.1.338;2.1.1.283;2.1.1.104;2.1.1.65;2.1.1.128;2.1.1.336;2.1.1.114;2.1.1.42;2.1.1.169|2.1.1.68;2.1.1.267;2.1.1.222
MNXR150185,2.3.1.193;6.3.2.25;6.3.2.60|6.3.2.M4;6.3.2.43;6.3.4.14|6.4.1.1;6.3.4.14;6.3.1.14|6.3.2.22;2.7.1.164;6.3.4.3
MNXR150187,1.14.14.1
MNXR150205,1.14.14.1
MNXR150212,6.3.1.9;6.3.1.8|6.3.1.9;2.5.1.18
MNXR150282,2.1.1.98;2.1.1.314;2.1.1.85;2.1.1.80;2.8.4.4
MNXR150312,1.14.19.25;1.14.19.31;1.14.99.1;1.13.11.34;1.13.11.40;1.13.11.12|1.13.11.33;1.13.11.31;1.14.19.38;1.14.19.33;1.14.19.30;1.14.14.-|1.14.14.1
MNXR150313,1.14.19.25;1.14.19.31;1.14.99.1;1.13.11.34;1.13.11.40;1.13.11.12|1.13.11.33;1.13.11.31;1.14.19.38;1.14.19.33;1.14.19.30;1.14.14.-|1.14.14.1
MNXR150316,2.5.1.137;2.5.1.136;2.5.1.75
MNXR150326,4.2.3.71;4.2.3.40;4.2.3.148;4.2.3.59;4.2.3.-|4.2.3.104;4.2.3.181;4.2.3.161;4.2.3.6;4.2.3.78;4.2.3.57;4.2.3.89;4.2.3.137;2.5.1|2.5.1.31|2.5.1.M1;4.2.3.56;4.2.3.73;2.5.1.88;4.2.3.61;4.2.3.9;4.2.3.204;2.5.1.86;4.2.3.60;4.2.3.76;4.2.3.82;4.2.3.24;4.2.3.62;4.2.3.169;4.2.3.85;4.2.3.135
MNXR150331,1.8.1.2|1.8.2.2;2.3.1.41;1.7.1.4;1.14.14.18|1.14.99.3;1.14.99.9;1.8.2.2
MNXR150339,6.1.1.27;6.1.1.12|6.1.1.23
MNXR150350,3.2.1.21
MNXR150366,2.6.1.-|2.6.1.88;2.6.1.57;2.6.1.14;1.4.5.1;1.4.99.1;2.6.1.21;2.6.1.5;2.6.1.27;1.1.1.375;1.1.5.10;1.1.99.30;3.5.1.127;4.3.2.9;3.5.1.114;3.5.1.14;3.5.1.81;3.4.13.4;3.4.11.1|3.4.11.9
MNXR150367,1.14.14.42;1.13.12.24;1.13|1.13.12.19;1.14.11.65;1.14.11.27;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.67;1.14.14.117;1.13.12.6;1.2.2.4;1.13.12.2;1.13.12.3;4.1.1.108;4.1.1.107;1.14.11.8;2.6.1.114;1.14.14.40;1.14.14.36;1.14.11.41;1.14.20.7;1.14|1.14.13.125|1.14.14.156
MNXR150391,2.6.1.92;4.2.1.76;5.1.3.6;5.1.3.2;2.7.7.12;5.4.99.30|5.4.99.9;1.1.1.-|1.1.1.367
MNXR150412,2.3.2.16;2.3.2.17;2.3.2.18;6.1.1.7
MNXR150430,1.6.3.2;1.3.1.34;1.3.1.38;1.3.1.8;1.3.1.93;1.3.1.124;1.1.1.330|1.1.1.36;1.2.1.50;1.2.1.84;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR150441,3.4.17.14|3.4.17.8;3.4.16.4;6.3.2.4
MNXR150460,2.3.1.184;2.3.1.228;2.3.1.229;2.5.1.108;2.5.1.25;4.4.1.14;2.5.1.114;2.5.1.43
MNXR150512,4.5.1|5.5.1.7;4.5.1.1;3.8.1.2;2.5.1.47;1.14.14.172;1.14.14.173;3.8.1.5;2.5.1.18
MNXR150555,2.1.1.197;2.1.1.80;2.1.1.15;2.8.4.4
MNXR150580,1.14.19.73;1.14.19.68;1.14.19.64;1.14.19.72;1.14.19.74;1.14.14.89;1.14.18.3;1.14.14.1;1.14.14.32;1.14.14.154;1.14.14.26;1.14.14.158;1.14.14.48;1.14.14.25;1.14.14.147;1.14.14.139;1.14.14.176
MNXR150583,4.2.3.82;4.2.3.50;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.68;4.2.3.96;4.2.3.70;4.2.3.74;4.2.3.204;4.2.3.160;4.2.3.80;4.2.3.54;4.2.3.81;4.2.3.37;4.2.3.-|4.2.3.129;4.2.3.69;4.2.3.169;2.5.1.41;4.2.3.56|4.2.3.58;4.2.3.136;4.2.3.7;2.5.1.62;3.1.7.7|4.2.3.194
MNXR150587,4.2.3.67;4.2.3.24;4.2.3.62;4.2.3.133;4.2.3.-|4.2.3.129;4.2.3.204;2.5.1|2.5.1.31|2.5.1.M1;4.2.3.165;2.5.1.88;4.2.3.87;4.2.3.80;4.2.3.7;2.5.1.87;4.2.3.96;4.2.3.160;4.2.3.37;4.2.3.76;4.2.3.-|4.2.3.128;4.2.3.136;4.2.3.79;4.2.3.142;4.2.3.65;4.2.3.163;4.2.3.-|4.2.3.127;4.2.3.74;4.2.3.172;2.5.1.86;4.2.3.68;4.2.3.184;4.2.3.175;4.2.3.170;4.2.3.56|4.2.3.58;4.2.3.73;4.2.3.179;4.2.3.-|4.2.3.104;4.2.3.55;4.2.3.64;4.2.3.181;4.2.3.157;4.2.3.98;4.2.3.169;4.2.3.22
MNXR150592,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR150604,5.4.99.31;5.4.99.7;5.4.99.36;5.4.99.47;5.4.99.55;5.4.99.35;5.4.99.52;5.4.99.56;5.4.99.32;5.4.99.41;5.4.99.8;4.2.1.124;5.4.99.39;5.4.99.48;5.4.99.33;5.4.99.46;5.4.99.50;5.4.99.51;5.4.99.65;5.4.99.38;1.14.14.17;4.2.1.123;5.4.99.37;5.4.99.17;1.3.1.96|2.5.1.21
MNXR150608,2.4.1.264;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1.122|2.4.1.307;2.4.1.356;2.4.1.309;2.4.1.180;2.4.1.306;2.4.1.187;2.4.1.287;2.4.1.-|2.4.1.290;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.292;2.4.1.293;2.4.1.227
MNXR150627,2.4.2.43;2.7.4.29;2.4.2.53|2.7.8.30;2.7.8.31;2.7.8.6;2.4.1.54;2.7.8.40;2.7.8.33;2.7.1.66;2.7.8.36;3.6.1.27
MNXR150636,1.14.15.32;1.14.15.36;1.14.15.4;1.14.19.23;1.14.19.35;1.14.19.11;1.14.19.43;1.14.19.42;1.14.19.27;1.14.19.2;1.14.19.26;1.14.19.45;1.14.19.36;1.14.15.38;1.14.19.28;1.14.15.14;1.14.15.25;1.14.15.26;1.14.15.27;1.2.7.11;1.2.7.12;1.14.15.15;1.14.15.29;1.14.11.26;1.14.11.6
MNXR150655,5.3.3.18;1.3.1.95;4.2.1.-|4.2.1.134|4.2.1.17|4.2.1.74
MNXR150656,2.5.1.58;2.5.1.59;2.5.1.21;2.5.1.60;2.5.1.103|2.5.1.21|2.5.1.96;4.2.3.71;4.2.3.187;4.2.3.174;4.2.3.40;4.2.3.59;4.2.3.55;4.2.3.-|4.2.3.104;4.2.3.23
MNXR150657,2.5.1.58;2.5.1.29;2.5.1.91;2.5.1.90;2.5.1.86;2.5.1.30
MNXR150670,1.14.13.146;1.14.14.19;1.14.14.16;1.14.14.154;1.14.14.48;1.14.14.43;1.14.14.55;1.14.14.103;1.14.14.81;1.14.14.80;1.14.14.42;1.14.14.17;1.14.14.140
MNXR150676,4.2.3.8;4.2.3.57;4.2.3.137;4.2.3.89;4.2.3.88;4.2.3|4.2.3.-|4.2.3.56;4.2.3.72;4.2.3.173;4.2.3.98;4.2.3.96;4.2.3.204;4.2.3.160;4.2.3.64;4.2.3.-|4.2.3.127;4.2.3.82;4.2.3.133;4.2.3.135;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.39;4.2.3.70;4.2.3.74;4.2.3.163;4.2.3.7;4.2.3.73;4.2.3.169;4.2.3.85;4.2.3.9;4.2.3.61;4.2.3.37;4.2.3.182;4.2.3.198|4.2.3.66;4.2.3.157;4.2.3.170;4.2.3.175;2.5.1|2.5.1.31|2.5.1.M1
MNXR150677,4.2.3.8;4.2.3.57;4.2.3.137;4.2.3.89;4.2.3.88;4.2.3|4.2.3.-|4.2.3.56;4.2.3.72;4.2.3.173;4.2.3.98;4.2.3.96;4.2.3.204;4.2.3.160;4.2.3.64;4.2.3.-|4.2.3.127;4.2.3.82;4.2.3.133;4.2.3.135;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.39;4.2.3.70;4.2.3.74;4.2.3.163;4.2.3.7;4.2.3.73;4.2.3.169;4.2.3.85;4.2.3.9;4.2.3.61;4.2.3.37;4.2.3.182;4.2.3.198|4.2.3.66;4.2.3.157;4.2.3.170;4.2.3.175;2.5.1|2.5.1.31|2.5.1.M1
MNXR150694,1.14.14.113;1.8.3.5;1.4.3.13;1.14.14.117;1.3.3.6;1.1.99.8;1.13.12.24;1.6.3.1;1.14.12.17;1.1.3.30;1.13.11.85;1.3.3.16;1.1.3.20
MNXR150700,2.7.1.175;2.7.1.2|2.7.1.6
MNXR150736,1.14.14.86;1.14.14.111;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.80;1.14.14.43;1.14.14.126;1.14.14.61;1.14.14.115;1.14.14.103;1.14.14.42;1.14.14.177;1.14.14.55;1.14.14.17
MNXR150737,1.14.13.79;1.14.14.107;1.4.3.13;1.1.3.15;1.8.3.5;1.8.3.3;1.3.3.6;1.4.3.2
MNXR150738,1.14.14.107;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.43;1.14.14.80;1.14.14.42;1.14.14.103;1.14.14.177;1.14.14.55;1.14.14.17
MNXR150754,2.3.1.179|2.3.1.41;2.3.1.294;2.3.1.293;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.207;2.3.1.301;2.3.1.199;2.3.1.180
MNXR150766,2.1.1.262;2.1.1.263;2.1.1.132;2.1.1.363;2.1.1.100;2.1.1.129;2.1.1.137;2.1.1.142;1.16.1.8;2.1.1|2.1.1.163
MNXR150780,2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.244;2.3.1.292;2.3.1.261;2.3.1.208;2.3.1.-|2.3.1.218;2.3.1.111;2.3.1.194;2.3.1.287;2.3.1.39
MNXR150794,1.14.14.48;1.14.14.43;1.14.14.81;1.14.14.90;1.14.19.76;1.14.14.82;1.14.14.140;1.14.14.116;1.14.14.89;1.14.14.98;1.14.14.42;1.14.14.80;1.14.14.55;1.14.14.103;1.14.14.154;1.14.14.19
MNXR150812,1.14.14.19;1.14.14.16;1.14.14.154;1.14.14.17;1.14.14.48;1.14.14.103;1.14.14.98;1.14.14.55;1.14.14.43;1.14.14.140;1.14.14.81;1.14.14.89;1.14.19.76;1.14.14.90;1.14.14.82
MNXR150824,1.14.14.19;1.14.14.16;1.14.14.154;1.14.14.103;1.14.14.48;1.14.14.55;1.14.14.17;1.14.14.43;1.14.14.140;1.14.14.98;1.14.14.89;1.14.14.81;1.14.14.42;1.14.19.76;1.14.14.80
MNXR150863,1.13.11.76;1.13.11.74;1.13.11.1|1.13.11.M6;1.13.11.2;1.13.11.15;1.13.11.8;1.13.11.6;1.14.18.1
MNXR150879,1.14.14.121;1.14.14.64;1.14.11.13;1.14.13.70;1.14.13.246;1.14.11.-|1.14.11.35;1.3.3.6;1.1.3.30;1.4.3.13;1.14.13.72;1.14.11.25;1.8.3.5;1.1.3.20;1.14.13.242;1.14.12.22;1.6.3.1
MNXR150881,4.6.1.15;2.7.1.180;3.6.1.21|3.6.1.9
MNXR150892,2.8.2.36;1.8.4.8;2.8.2.1;2.8.2.15;2.8.2.20;2.8.2.1|2.8.2.3;2.8.2.8;2.8.2.23|2.8.2.29|2.8.2.30;2.8.2.33;2.8.2.5;2.8.2.35
MNXR150918,1.14.14.125;1.14.14.16;1.14.14.19;1.14.14.48;1.14.14.154;1.14.14.43;1.14.14.80;1.14.14.42;1.14.14.55;1.14.14.103;1.14.14.140;1.14.14.98;1.14.14.177;1.14.14.89;1.14.14.17;1.14.14.81
MNXR150921,6.5.1.8;2.5.1.75
MNXR150929,1.17.7.3;1.17.7.1
MNXR150938,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.237;1.14.14.1
MNXR150943,4.2.3.8;4.2.3.148;4.2.3.17;4.2.3.174;4.2.3.187;4.2.3.149;4.2.3.191;4.2.3.146;4.2.3.158;4.2.3.195;2.5.1.86;4.2.3.178;4.2.3.180;4.2.3.42;4.2.3.204;4.2.3.68;4.2.3.62;4.2.3.176;4.2.3.159;3.1.7.4;4.2.3.37;4.2.3.-|4.2.3.104;4.2.3.78;4.2.3.169;4.2.3.22;4.2.3.96;4.2.3.43;4.2.3.55;4.2.3.136;4.2.3.160;4.2.3.7;4.2.3.-|4.2.3.129;4.2.3.24;4.2.3.76;4.2.3.74;4.2.3.6;4.2.3.87;4.2.3.79;4.2.3.82;4.2.3.181;4.2.3.172;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.-|4.2.3.133;2.5.1.32
MNXR150978,1.14.19.32;1.14.19.5;1.14.19.24;1.14.19.75;1.14.19.17;1.14.18.7;1.14.18.5;1.14.99.1;1.14.19.29;1.14.18.6;1.14.18.4;1.14.19.18;1.14.19.22;1.14.19.3;1.14.19.34;1.14.19.1
MNXR150979,1.14.19.32;1.14.19.1;1.14.19.5;1.3.3.6;1.14.19.24;1.14.19.2;1.14.19.26;1.14.19.11;1.14.99.1;1.14.19.3
MNXR150986,1.14.14.130;1.14.14.80;1.14.14.177;1.14.14.154;1.14.14.48;1.14.14.19;1.14.14.16;1.14.14.43;1.14.14.42;1.14.14.103;1.14.14.17;1.14.14.98;1.14.14.89;1.14.14.55;1.14.14.81
MNXR151007,1.1.1.213|1.1.1.52;1.1.1.-|1.1.1.146|1.1.1.209|1.1.1.213|1.1.1.392|1.1.1.50;1.1.1.393;1.1.1.51;1.1.1.1
MNXR151023,2.7.8.26
MNXR151045,1.14.15.29;1.14.15.28;1.14.14.78;1.14.15.15;1.14.18.9;1.14.18.11;1.14.13.246;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.70;1.3.3.6;1.1.3.15;1.4.3.13
MNXR151085,2.1.1.62;2.1.1.57;2.1.1.296;2.1.1.56
MNXR151109,3.4.17.19;3.4.17.1;3.4.16.5;3.4.17.3;3.4.17.15;3.4.17.18;3.4.21.4;3.4.21.6|3.4.21.60;3.4.21.7;3.4.21.2
MNXR151110,3.4.21.4;3.4.21.6|3.4.21.60;3.4.21.7;3.4.21.2;3.4.16.5;3.4.17.3;3.4.17.15
MNXR151135,3.4.22.60;3.4.22.59;3.4.22.61;3.4.14.5;3.4.14.4;3.4.14.1;3.4.14.2;3.4.15.1|3.4.15.4|3.4.15.5;3.4.17.24;3.4.17.21;3.4.17.15;3.4.17.3;3.4.16.5
MNXR151139,6.3.2.4
MNXR151151,4.1.1.68;5.3.2.6;5.3.3.10;4.1.1.77;1.13.11.15;1.1.1.312|1.2.1.45;1.13.11.8;3.7.1.9;3.5.99.5;1.14.18.1;1.13.11.4;4.2.1.80;1.13.11.2;1.13.11.29;1.14.13.242;4.2.1.132|4.2.1.80;3.7.1.8
MNXR151163,2.7.1.1;2.7.1.15;2.7.1.46;2.7.1.2
MNXR151177,2.8.2.11;1.8.4.8;2.8.2.35|2.8.2.5;2.8.2.38;2.8.2.17;2.8.2.8;2.8.2.30;2.8.2.23|2.8.2.29;2.8.2.33;2.8.2.21;2.8.2.2;2.8.2.20
MNXR151183,2.3.1.184;2.3.1.228;2.3.1.229;2.3.1.244;2.5.1.25;2.5.1.108;2.5.1.114;2.5.1.43;4.4.1.14
MNXR151187,2.8.2.39;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1;2.8.2.-|2.8.2.38;2.8.2.25;2.8.2.27;2.8.2.1|2.8.2.3;2.8.2.36;2.8.2.20;2.8.2.33;2.8.2.17
MNXR151202,1.3.1.87;1.14.12.19;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR151208,1.13.11.16;1.13.11.2;1.13.11.25|1.13.11.39;1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.15;1.13.11.8;1.13.11.-|1.13.11.29;1.13.11.57|1.13.11.8;1.13.11.3;1.13.11.86;1.13.11.64;1.13.11.37;1.13.11.4
MNXR151228,1.1.3.4|1.1.3.5;1.1.3.10;1.1.3.10|1.1.3.9;1.1.99.18;1.1.3.41;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.6.3.1;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
MNXR151230,1.1.3.4|1.1.3.5;1.1.3.10;1.1.3.10|1.1.3.9;1.1.99.18;1.1.3.41;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.6.3.1;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
MNXR151237,1.1.1.275;1.1.1|1.1.1.243;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR151246,2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
MNXR151288,3.2.1.161|3.2.1.188|3.2.1.21|3.2.1.23|3.2.1.25|3.2.1.3|3.2.1.37|3.2.1.45|3.2.1.58|3.2.1.74
MNXR151296,1.14.13.-|1.14.13.119|1.14.14.149;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.105;1.14.13.54;1.14.13.237;1.14.13.84;1.14.14.1
MNXR151353,4.2.1.126
MNXR151399,1.14|1.14.13.13|1.14.15.15|1.14.15.18;1.6.3.2;1.14.15.16;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.14.25;4.1.99.5;1.14.13.237;1.14.14.1
MNXR151401,4.1.2.25;5.1.99.7|5.1.99.8;4.1.2.59;4.1.2.60;4.1.2.13;4.1.2.17
MNXR151411,1.13.11.25|1.13.11.39;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.1|1.13.11.M6;1.10.3.2
MNXR151414,1.13.11.25|1.13.11.39;1.13.11.2;1.13.11.16;1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.15;1.13.11.38;1.13.11.8;1.13.11.-|1.13.11.29;1.15.1.1
MNXR151441,4.2.1.51|4.2.1.91;4.1.1.100;1.3.1.12;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.165;2.3.1.236;1.3.1.78|1.3.1.79;1.3.1.43|1.3.1.79;2.3.1.237;2.3.1.146;1.13.12.17;2.3.1|2.3.1.-|2.3.1.74
MNXR151477,3.7.1.-|3.7.1.8;3.1.1.35;5.5.1.7;5.5.1.1;3.1.1.-|3.1.1.92;1.13.11.2;1.14.11.23;1.21.3.6;3.1.1.45;4.2.1.105;1.11.1.16;1.13.11.24;1.13.11.-|1.13.11.1|1.13.11.M6;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR151487,2.6.1.7;6.3.2.25;1.14.14.36;4.1.1.108;3.4.11.1|3.4.11.2|3.4.11.23|3.4.11.5|3.4.13.-
MNXR151504,4.4.1.8;4.2.1.22|4.4.1.13|4.4.1.3|4.4.1.8;4.3.1.15;4.4.1.1;4.1.99.1;4.4.1.21
MNXR151514,1.14.15.6;1.14.15.36;1.14.15.4;1.14.15.29;1.14.19.23;1.14.19.42;1.14.19.35;1.14.19.27;1.14.19.43;1.14.19.2;1.14.19.11;1.14.19.26;1.14.19.45;1.14.19.36;1.14.19.28;1.14.15.38;1.14.15.14;1.14.15.17;1.14.15.28;1.1.3.6
MNXR151516,1.1.1.1|1.1.1.161
MNXR151521,1.14.11.12;1.14.11.58;4.1.1.90;2.6.1.19;2.3.1.207;1.4.4.2
MNXR151528,1.2.1.31;1.2.1.95|1.2.1.z;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR151559,2.2.1.6;4.1.1.1;1.2.4.1
MNXR151570,1.14.13.88;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.89;1.14.13.84;1.14.13.2|1.14.13.33;1.14.13.87;1.14.13.8
MNXR151571,1.14.13.88;1.14.13.2|1.14.13.33;1.14.13.240;1.14.13.87;1.14.13.84;1.14.13.89;1.14.13.8;1.14.14.91;1.14.14.57;1.14.14.1
MNXR151576,2.5.1.64;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
MNXR151607,1.14.19.2;1.14.19.26;1.14.19.11;1.14.99.1;1.14.19.1;1.14.19.28;1.14.19.42;1.14.19.27;1.14.19.3;1.14.19.43;1.14.19.4;1.14.19.5;1.14.19.10;1.14.19.22
