reaction_id,Theia,confidence,timestamp
MNXR148734,6.2.1,0.9811302,2025-05-02 10:32:37
MNXR163599,2.1.1,0.9890007,2025-05-02 10:32:37
MNXR114624,4.2.3,0.9998566,2025-05-02 10:32:37
MNXR172785,1.1.1,0.993266,2025-05-02 10:32:37
MNXR152209,3.4.16,0.8393719,2025-05-02 10:32:37
MNXR119085,1.14.13,0.9999181,2025-05-02 10:32:37
MNXR193408,4.2.1,0.99252546,2025-05-02 10:32:37
MNXR129845,3.4.11,0.99976224,2025-05-02 10:32:37
MNXR102371,2.7.8,0.9985291,2025-05-02 10:32:37
MNXR173453,2.4.1,0.9998498,2025-05-02 10:32:37
MNXR119588,1.2.1,0.9999807,2025-05-02 10:32:37
MNXR168619,4.1.1,0.14361763,2025-05-02 10:32:37
MNXR130116,2.7.1,0.9999274,2025-05-02 10:32:37
MNXR150441,3.4.17,0.9993406,2025-05-02 10:32:37
MNXR186610,1.1.3,0.9998956,2025-05-02 10:32:37
MNXR113122,5.4.99,0.9998185,2025-05-02 10:32:37
MNXR182252,2.4.1,0.9999908,2025-05-02 10:32:37
MNXR132558,3.4.21,0.83107,2025-05-02 10:32:37
MNXR192170,1.3.99,0.95425624,2025-05-02 10:32:37
MNXR150069,2.4.99,0.36061063,2025-05-02 10:32:37
MNXR108108,1.14.13,0.7228512,2025-05-02 10:32:37
MNXR192042,3.2.1,0.99173707,2025-05-02 10:32:37
MNXR144482,6.2.1,0.9961696,2025-05-02 10:32:37
MNXR166659,2.3.2,0.9988331,2025-05-02 10:32:37
MNXR116516,2.4.1,0.99963295,2025-05-02 10:32:37
MNXR133434,1.5.3,0.99448085,2025-05-02 10:32:37
MNXR192839,2.1.1,1.0,2025-05-02 10:32:37
MNXR146160,2.7.8,0.99951816,2025-05-02 10:32:37
MNXR192044,2.3.1,0.99388784,2025-05-02 10:32:37
MNXR109153,1.1.1,0.9296406,2025-05-02 10:32:37
MNXR175397,2.7.1,0.8874313,2025-05-02 10:32:37
MNXR195195,1.10.3,0.9933634,2025-05-02 10:32:37
MNXR129357,1.4.3,0.99786794,2025-05-02 10:32:37
MNXR151163,2.7.1,0.99977404,2025-05-02 10:32:37
MNXR150312,1.13.11,0.791945,2025-05-02 10:32:37
MNXR109534,1.3.-,0.61127764,2025-05-02 10:32:37
MNXR163565,2.6.1,0.9699856,2025-05-02 10:32:37
MNXR181279,1.1.1,0.9999417,2025-05-02 10:32:37
MNXR123333,6.3.2,0.9999354,2025-05-02 10:32:37
MNXR130647,1.1.3,0.9537388,2025-05-02 10:32:37
MNXR111823,1.14.14,0.999129,2025-05-02 10:32:37
MNXR181227,1.1.1,0.9938246,2025-05-02 10:32:37
MNXR164529,1.14.19,0.9999274,2025-05-02 10:32:37
MNXR177718,2.5.1,0.93152624,2025-05-02 10:32:37
MNXR109445,1.2.1,0.99958557,2025-05-02 10:32:37
MNXR169119,1.2.1,0.9996711,2025-05-02 10:32:37
MNXR145336,2.7.7,0.9643815,2025-05-02 10:32:37
MNXR152453,1.3.99,0.5348913,2025-05-02 10:32:37
MNXR147862,1.14.13,0.9992601,2025-05-02 10:32:37
MNXR121865,2.3.2,0.99889624,2025-05-02 10:32:37
MNXR130779,1.1.1,0.99991965,2025-05-02 10:32:37
MNXR170252,1.14.11,0.97746277,2025-05-02 10:32:37
MNXR176802,4.4.1,0.4346255,2025-05-02 10:32:37
MNXR120836,2.3.1,0.9999695,2025-05-02 10:32:37
MNXR152486,1.1.1,0.52791804,2025-05-02 10:32:37
MNXR150754,2.3.1,0.99998987,2025-05-02 10:32:37
MNXR163544,6.2.1,0.99776876,2025-05-02 10:32:37
MNXR144451,2.7.2,0.96395797,2025-05-02 10:32:37
MNXR174706,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR149172,1.14.19,0.91923445,2025-05-02 10:32:37
MNXR132304,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR133704,3.4.16,0.94655395,2025-05-02 10:32:37
MNXR192707,2.7.7,0.9999864,2025-05-02 10:32:37
MNXR187714,5.6.2,0.5624168,2025-05-02 10:32:37
MNXR133838,6.3.2,0.7683098,2025-05-02 10:32:37
MNXR123511,1.3.1,0.99776614,2025-05-02 10:32:37
MNXR143854,2.4.1,0.9997167,2025-05-02 10:32:37
MNXR111790,2.4.2,0.99994624,2025-05-02 10:32:37
MNXR152280,2.4.1,0.99357575,2025-05-02 10:32:37
MNXR152448,2.4.1,0.99999,2025-05-02 10:32:37
MNXR151528,1.2.1,0.93345946,2025-05-02 10:32:37
MNXR150391,5.1.3,0.79183257,2025-05-02 10:32:37
MNXR107378,1.14.99,0.99933773,2025-05-02 10:32:37
MNXR134820,6.2.1,0.9996604,2025-05-02 10:32:37
MNXR165322,2.4.1,0.95402735,2025-05-02 10:32:37
MNXR165987,1.14.11,0.97746277,2025-05-02 10:32:37
MNXR164652,1.14.14,0.99118924,2025-05-02 10:32:37
MNXR120692,1.13.11,0.99426234,2025-05-02 10:32:37
MNXR182202,1.3.5,0.9912798,2025-05-02 10:32:37
MNXR172515,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR114527,2.3.1,0.9943552,2025-05-02 10:32:37
MNXR106544,2.3.1,0.7216424,2025-05-02 10:32:37
MNXR110560,2.1.1,0.9999894,2025-05-02 10:32:37
MNXR195433,4.2.1,0.98566437,2025-05-02 10:32:37
MNXR182391,1.1.5,0.9995937,2025-05-02 10:32:37
MNXR108784,1.13.11,0.9989562,2025-05-02 10:32:37
MNXR149554,3.1.1,0.9054725,2025-05-02 10:32:37
MNXR164476,2.3.1,0.99997675,2025-05-02 10:32:37
MNXR148122,4.6.1,0.99012077,2025-05-02 10:32:37
MNXR135238,1.11.1,0.96061456,2025-05-02 10:32:37
MNXR110122,4.2.3,0.99996233,2025-05-02 10:32:37
MNXR164307,2.4.2,0.87605494,2025-05-02 10:32:37
MNXR151848,6.3.2,0.41180575,2025-05-02 10:32:37
MNXR149137,3.2.1,0.9981668,2025-05-02 10:32:37
MNXR119754,6.6.1,0.88716817,2025-05-02 10:32:37
MNXR188579,2.3.1,0.9999366,2025-05-02 10:32:37
MNXR119319,1.8.1,0.93696445,2025-05-02 10:32:37
MNXR189490,2.3.1,0.9988325,2025-05-02 10:32:37
MNXR191415,1.20.99,0.9772273,2025-05-02 10:32:37
MNXR145422,5.5.1,0.989268,2025-05-02 10:32:37
MNXR164774,2.3.1,0.9999502,2025-05-02 10:32:37
MNXR120727,1.14.19,0.48649862,2025-05-02 10:32:37
MNXR178141,2.1.1,0.99999416,2025-05-02 10:32:37
MNXR193626,1.14.13,0.99926776,2025-05-02 10:32:37
MNXR194809,4.1.2,0.99918634,2025-05-02 10:32:37
MNXR192382,3.2.2,0.99902534,2025-05-02 10:32:37
MNXR145630,3.2.1,0.9980034,2025-05-02 10:32:37
MNXR181064,1.1.1,0.999821,2025-05-02 10:32:37
MNXR137840,1.1.1,0.97461754,2025-05-02 10:32:37
MNXR117566,1.3.1,0.86065376,2025-05-02 10:32:37
MNXR177893,2.7.8,0.9994936,2025-05-02 10:32:37
MNXR173215,3.1.1,0.9988696,2025-05-02 10:32:37
MNXR117529,3.2.1,0.9975352,2025-05-02 10:32:37
MNXR165014,1.1.99,0.9785886,2025-05-02 10:32:37
MNXR166015,1.14.14,0.996316,2025-05-02 10:32:37
MNXR148126,1.14.19,0.9721119,2025-05-02 10:32:37
MNXR148915,1.14.14,0.9994855,2025-05-02 10:32:37
MNXR166735,3.1.1,0.9999732,2025-05-02 10:32:37
MNXR188251,1.4.3,0.99823135,2025-05-02 10:32:37
MNXR151411,1.13.11,0.9998099,2025-05-02 10:32:37
MNXR173604,2.6.1,0.9999573,2025-05-02 10:32:37
MNXR105100,2.4.1,0.99966705,2025-05-02 10:32:37
MNXR150921,3.6.1,0.94289374,2025-05-02 10:32:37
MNXR122144,2.1.1,1.0,2025-05-02 10:32:37
MNXR108478,2.3.1,0.18266293,2025-05-02 10:32:37
MNXR181992,6.3.2,0.98839045,2025-05-02 10:32:37
MNXR134034,3.4.11,0.7130273,2025-05-02 10:32:37
MNXR184488,3.1.3,0.92073405,2025-05-02 10:32:37
MNXR186644,2.1.1,0.57811886,2025-05-02 10:32:37
MNXR174236,3.1.1,0.98246586,2025-05-02 10:32:37
MNXR191764,1.1.98,0.8186004,2025-05-02 10:32:37
MNXR102261,1.14.13,0.98444635,2025-05-02 10:32:37
MNXR115833,1.3.1,0.83640945,2025-05-02 10:32:37
MNXR134417,1.3.1,0.63380957,2025-05-02 10:32:37
MNXR176059,2.3.1,0.998281,2025-05-02 10:32:37
MNXR99856,2.3.1,0.99964833,2025-05-02 10:32:37
MNXR174536,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR141432,3.2.1,0.75621253,2025-05-02 10:32:37
MNXR113281,3.7.1,0.97794753,2025-05-02 10:32:37
MNXR109062,1.5.3,0.9999715,2025-05-02 10:32:37
MNXR133816,1.3.1,0.9917053,2025-05-02 10:32:37
MNXR117686,2.3.1,0.9992537,2025-05-02 10:32:37
MNXR95008,3.1.1,0.3346051,2025-05-02 10:32:37
MNXR131132,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR134791,2.4.1,0.99998105,2025-05-02 10:32:37
MNXR116961,1.14.13,0.41129717,2025-05-02 10:32:37
MNXR107276,4.2.3,0.9995869,2025-05-02 10:32:37
MNXR112822,4.1.99,0.99886346,2025-05-02 10:32:37
MNXR145229,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR118576,5.5.1,0.9841315,2025-05-02 10:32:37
MNXR133496,2.7.1,0.80140305,2025-05-02 10:32:37
MNXR113001,1.14.14,0.5863636,2025-05-02 10:32:37
MNXR107894,1.1.1,0.99877006,2025-05-02 10:32:37
MNXR190273,3.1.3,0.67347175,2025-05-02 10:32:37
MNXR120355,1.14.15,0.8469956,2025-05-02 10:32:37
MNXR190976,3.6.3,0.83381903,2025-05-02 10:32:37
MNXR189983,3.2.1,0.9985324,2025-05-02 10:32:37
MNXR166977,2.5.1,0.550998,2025-05-02 10:32:37
MNXR132503,2.6.1,0.9994942,2025-05-02 10:32:37
MNXR172335,3.4.21,0.6952757,2025-05-02 10:32:37
MNXR100353,4.4.1,0.60170597,2025-05-02 10:32:37
MNXR151139,3.6.3,0.64098537,2025-05-02 10:32:37
MNXR113646,1.1.1,0.53360337,2025-05-02 10:32:37
MNXR117213,3.2.1,0.99447376,2025-05-02 10:32:37
MNXR148415,1.3.1,0.99717915,2025-05-02 10:32:37
MNXR153432,4.2.1,0.9994795,2025-05-02 10:32:37
MNXR108130,2.7.7,0.8192041,2025-05-02 10:32:37
MNXR119019,2.1.1,0.9967321,2025-05-02 10:32:37
MNXR184701,2.3.1,0.99979144,2025-05-02 10:32:37
MNXR102253,1.14.14,0.71905565,2025-05-02 10:32:37
MNXR195413,5.5.1,0.856092,2025-05-02 10:32:37
MNXR116705,1.5.1,0.8632709,2025-05-02 10:32:37
MNXR130723,2.4.1,0.99943274,2025-05-02 10:32:37
MNXR182578,1.3.5,0.6575372,2025-05-02 10:32:37
MNXR183355,1.3.99,0.9999428,2025-05-02 10:32:37
MNXR164204,1.14.19,0.9999999,2025-05-02 10:32:37
MNXR130701,3.5.1,0.9527384,2025-05-02 10:32:37
MNXR164862,3.1.4,0.99996316,2025-05-02 10:32:37
MNXR107148,1.1.1,0.37066674,2025-05-02 10:32:37
MNXR185344,1.14.19,0.9990596,2025-05-02 10:32:37
MNXR131920,1.8.4,0.69333017,2025-05-02 10:32:37
MNXR148000,2.5.1,0.99678963,2025-05-02 10:32:37
MNXR144725,2.4.1,0.9950289,2025-05-02 10:32:37
MNXR133031,1.1.1,0.96201354,2025-05-02 10:32:37
MNXR176886,1.13.99,0.9317426,2025-05-02 10:32:37
MNXR147591,2.3.1,0.99180603,2025-05-02 10:32:37
MNXR111485,3.1.2,0.99547774,2025-05-02 10:32:37
MNXR168967,2.1.1,0.99999475,2025-05-02 10:32:37
MNXR164309,2.4.1,0.889481,2025-05-02 10:32:37
MNXR175085,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR171390,2.1.1,0.65400267,2025-05-02 10:32:37
MNXR181387,1.1.1,0.9998838,2025-05-02 10:32:37
MNXR118480,2.4.1,0.9997763,2025-05-02 10:32:37
MNXR117090,1.14.19,0.98346967,2025-05-02 10:32:37
MNXR117760,3.6.1,0.92774254,2025-05-02 10:32:37
MNXR145495,2.3.1,0.964601,2025-05-02 10:32:37
MNXR164048,3.4.11,0.9980058,2025-05-02 10:32:37
MNXR121297,2.7.8,0.9966176,2025-05-02 10:32:37
MNXR184444,1.14.14,0.99998367,2025-05-02 10:32:37
MNXR150677,4.2.3,1.0,2025-05-02 10:32:37
MNXR135312,2.7.7,0.6997484,2025-05-02 10:32:37
MNXR192283,2.7.8,0.7983066,2025-05-02 10:32:37
MNXR188179,2.7.1,0.99311197,2025-05-02 10:32:37
MNXR191301,4.2.1,0.99930346,2025-05-02 10:32:37
MNXR108055,1.1.1,0.99916816,2025-05-02 10:32:37
MNXR108199,2.6.1,0.7508806,2025-05-02 10:32:37
MNXR131677,1.2.1,0.732613,2025-05-02 10:32:37
MNXR170364,2.8.1,0.97084177,2025-05-02 10:32:37
MNXR174838,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR168487,2.3.1,0.99861646,2025-05-02 10:32:37
MNXR132332,3.5.1,0.78560156,2025-05-02 10:32:37
MNXR121706,1.14.14,0.99429446,2025-05-02 10:32:37
MNXR184474,1.14.13,0.6795628,2025-05-02 10:32:37
MNXR183419,1.14.99,0.99999213,2025-05-02 10:32:37
MNXR192640,2.7.1,0.68239,2025-05-02 10:32:37
MNXR107136,1.1.1,0.99934286,2025-05-02 10:32:37
MNXR146437,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR100692,5.3.1,0.9677654,2025-05-02 10:32:37
MNXR131492,3.4.13,0.6406881,2025-05-02 10:32:37
MNXR112882,1.2.-,0.80605286,2025-05-02 10:32:37
MNXR113301,5.3.2,0.5265076,2025-05-02 10:32:37
MNXR114778,1.14.19,0.9999981,2025-05-02 10:32:37
MNXR190460,2.8.3,0.99904794,2025-05-02 10:32:37
MNXR95146,6.2.1,0.9998759,2025-05-02 10:32:37
MNXR163796,1.14.13,0.9999119,2025-05-02 10:32:37
MNXR149740,3.3.2,0.99997807,2025-05-02 10:32:37
MNXR178267,1.13.11,0.59006196,2025-05-02 10:32:37
MNXR152405,2.4.1,0.9986864,2025-05-02 10:32:37
MNXR187377,1.1.5,0.6855888,2025-05-02 10:32:37
MNXR181336,1.1.1,0.9880393,2025-05-02 10:32:37
MNXR194505,1.10.3,0.22885849,2025-05-02 10:32:37
MNXR121735,1.5.99,0.9998704,2025-05-02 10:32:37
MNXR182296,1.14.13,0.97706974,2025-05-02 10:32:37
MNXR108073,1.14.13,0.9959325,2025-05-02 10:32:37
MNXR120307,1.3.99,0.9925558,2025-05-02 10:32:37
MNXR149605,6.2.1,0.99998224,2025-05-02 10:32:37
MNXR132875,1.11.1,0.7031253,2025-05-02 10:32:37
MNXR176150,4.1.1,0.9922227,2025-05-02 10:32:37
MNXR121046,1.14.14,0.9672501,2025-05-02 10:32:37
MNXR175612,3.6.1,0.90325075,2025-05-02 10:32:37
MNXR146915,1.3.3,0.9223744,2025-05-02 10:32:37
MNXR112151,2.3.3,0.99762887,2025-05-02 10:32:37
MNXR130348,2.7.1,0.99991786,2025-05-02 10:32:37
MNXR114565,1.1.3,0.9996183,2025-05-02 10:32:37
MNXR148006,1.2.1,0.93345946,2025-05-02 10:32:37
MNXR108233,1.11.1,0.96061456,2025-05-02 10:32:37
MNXR192766,1.17.99,0.998877,2025-05-02 10:32:37
MNXR170257,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR122005,3.1.3,0.9874614,2025-05-02 10:32:37
MNXR114167,1.1.3,0.99669135,2025-05-02 10:32:37
MNXR147797,2.7.1,0.9984849,2025-05-02 10:32:37
MNXR151778,1.9.3,0.55741435,2025-05-02 10:32:37
MNXR177946,1.5.1,0.27279162,2025-05-02 10:32:37
MNXR184273,3.2.1,0.8647388,2025-05-02 10:32:37
MNXR191944,1.2.1,0.9987801,2025-05-02 10:32:37
MNXR130604,1.1.1,0.99974865,2025-05-02 10:32:37
MNXR180415,1.6.3,0.4828196,2025-05-02 10:32:37
MNXR125036,5.3.3,0.9994649,2025-05-02 10:32:37
MNXR139777,2.4.1,0.99994063,2025-05-02 10:32:37
MNXR131498,3.5.1,0.36323035,2025-05-02 10:32:37
MNXR186139,1.3.1,0.99083287,2025-05-02 10:32:37
MNXR163583,1.14.14,0.999811,2025-05-02 10:32:37
MNXR189054,6.2.1,0.99870706,2025-05-02 10:32:37
MNXR123061,5.5.1,0.9997203,2025-05-02 10:32:37
MNXR119564,6.3.2,0.990482,2025-05-02 10:32:37
MNXR100325,1.1.1,0.9979182,2025-05-02 10:32:37
MNXR175604,1.19.6,0.96367425,2025-05-02 10:32:37
MNXR113763,1.1.1,0.9817354,2025-05-02 10:32:37
MNXR176583,1.5.8,0.7419288,2025-05-02 10:32:37
MNXR132221,1.1.1,0.9661632,2025-05-02 10:32:37
MNXR193019,1.3.7,0.956151,2025-05-02 10:32:37
MNXR109705,4.2.1,0.9591712,2025-05-02 10:32:37
MNXR129366,1.4.3,0.99786794,2025-05-02 10:32:37
MNXR117730,2.4.1,0.3981608,2025-05-02 10:32:37
MNXR119806,1.14.19,0.99980015,2025-05-02 10:32:37
MNXR112382,2.6.1,0.9964218,2025-05-02 10:32:37
MNXR133448,1.1.1,0.8809475,2025-05-02 10:32:37
MNXR112164,5.4.4,0.5644265,2025-05-02 10:32:37
MNXR188686,6.4.1,0.9057548,2025-05-02 10:32:37
MNXR151818,1.2.2,0.60194784,2025-05-02 10:32:37
MNXR175574,3.6.1,0.9667626,2025-05-02 10:32:37
MNXR171204,1.1.1,0.99258524,2025-05-02 10:32:37
MNXR117382,1.2.1,0.99751866,2025-05-02 10:32:37
MNXR119496,2.5.1,0.99999857,2025-05-02 10:32:37
MNXR173109,1.2.99,0.8402607,2025-05-02 10:32:37
MNXR112593,1.14.19,0.92447996,2025-05-02 10:32:37
MNXR118848,1.14.14,0.9700684,2025-05-02 10:32:37
MNXR111082,1.3.1,0.8430492,2025-05-02 10:32:37
MNXR99843,1.1.1,0.9689757,2025-05-02 10:32:37
MNXR114176,1.2.1,0.99717975,2025-05-02 10:32:37
MNXR193563,2.4.1,0.9994541,2025-05-02 10:32:37
MNXR135237,3.2.1,0.99159425,2025-05-02 10:32:37
MNXR147349,2.3.1,0.9999882,2025-05-02 10:32:37
MNXR103361,2.7.1,0.9997986,2025-05-02 10:32:37
MNXR193164,1.3.99,0.99451196,2025-05-02 10:32:37
MNXR130531,2.7.1,0.9368013,2025-05-02 10:32:37
MNXR175535,1.1.1,0.99985826,2025-05-02 10:32:37
MNXR113167,2.5.1,0.9999722,2025-05-02 10:32:37
MNXR165126,1.14.14,0.8180409,2025-05-02 10:32:37
MNXR133180,3.5.1,0.78560156,2025-05-02 10:32:37
MNXR175449,2.7.1,0.9999896,2025-05-02 10:32:37
MNXR152425,2.4.1,0.9999503,2025-05-02 10:32:37
MNXR182382,1.14.13,0.9966953,2025-05-02 10:32:37
MNXR131683,2.8.3,0.94391954,2025-05-02 10:32:37
MNXR148421,2.3.2,0.8275778,2025-05-02 10:32:37
MNXR120253,2.4.1,0.635455,2025-05-02 10:32:37
MNXR177059,1.14.13,0.97507983,2025-05-02 10:32:37
MNXR152402,2.6.1,0.9999999,2025-05-02 10:32:37
MNXR165556,1.2.7,0.83696705,2025-05-02 10:32:37
MNXR131140,1.7.1,0.9196984,2025-05-02 10:32:37
MNXR108059,2.7.8,0.3494074,2025-05-02 10:32:37
MNXR185967,3.8.1,0.9999964,2025-05-02 10:32:37
MNXR194270,1.1.1,0.9415328,2025-05-02 10:32:37
MNXR148592,1.1.1,0.99984765,2025-05-02 10:32:37
MNXR144543,2.1.1,0.9999759,2025-05-02 10:32:37
MNXR181925,1.2.1,0.997065,2025-05-02 10:32:37
MNXR95945,3.5.3,0.9999176,2025-05-02 10:32:37
MNXR112961,1.1.7,0.85889554,2025-05-02 10:32:37
MNXR147697,1.7.2,0.99997616,2025-05-02 10:32:37
MNXR121456,1.14.14,0.999998,2025-05-02 10:32:37
MNXR175408,6.3.1,0.8246574,2025-05-02 10:32:37
MNXR176963,3.6.1,0.61460143,2025-05-02 10:32:37
MNXR192712,6.2.1,0.9996412,2025-05-02 10:32:37
MNXR176392,1.14.99,0.9410718,2025-05-02 10:32:37
MNXR191346,4.2.1,0.823012,2025-05-02 10:32:37
MNXR150978,1.14.19,0.99505,2025-05-02 10:32:37
MNXR130166,2.4.1,0.99996173,2025-05-02 10:32:37
MNXR134798,2.5.1,0.9727524,2025-05-02 10:32:37
MNXR147040,1.13.12,0.9444681,2025-05-02 10:32:37
MNXR148824,2.3.1,0.9999678,2025-05-02 10:32:37
MNXR120714,6.3.2,0.80297935,2025-05-02 10:32:37
MNXR131908,2.7.4,0.741155,2025-05-02 10:32:37
MNXR135611,1.3.1,0.8341857,2025-05-02 10:32:37
MNXR193101,3.1.1,0.9989839,2025-05-02 10:32:37
MNXR123103,1.8.1,0.9979055,2025-05-02 10:32:37
MNXR163825,2.3.2,0.71138996,2025-05-02 10:32:37
MNXR108922,3.1.1,0.9014989,2025-05-02 10:32:37
MNXR164357,6.2.1,0.9988263,2025-05-02 10:32:37
MNXR148555,2.7.1,0.9999963,2025-05-02 10:32:37
MNXR177292,2.3.1,0.7728672,2025-05-02 10:32:37
MNXR187555,1.1.4,0.85115546,2025-05-02 10:32:37
MNXR174194,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR177813,2.3.1,0.9986767,2025-05-02 10:32:37
MNXR146006,2.5.1,0.87763315,2025-05-02 10:32:37
MNXR193181,2.5.1,0.99926835,2025-05-02 10:32:37
MNXR115875,1.16.1,0.9997205,2025-05-02 10:32:37
MNXR123123,2.3.1,0.94202846,2025-05-02 10:32:37
MNXR119289,2.4.1,0.3519124,2025-05-02 10:32:37
MNXR195246,3.1.3,0.9984686,2025-05-02 10:32:37
MNXR112411,1.4.3,0.72232425,2025-05-02 10:32:37
MNXR108091,2.7.8,0.9520919,2025-05-02 10:32:37
MNXR130437,1.14.99,0.999724,2025-05-02 10:32:37
MNXR144723,2.4.1,0.9950289,2025-05-02 10:32:37
MNXR140229,4.4.1,0.999681,2025-05-02 10:32:37
MNXR133781,2.4.1,0.9998299,2025-05-02 10:32:37
MNXR166395,2.7.1,0.98858064,2025-05-02 10:32:37
MNXR133689,3.2.1,0.9999267,2025-05-02 10:32:37
MNXR137875,1.1.1,0.70524037,2025-05-02 10:32:37
MNXR192621,2.4.99,0.9994493,2025-05-02 10:32:37
MNXR119895,2.3.1,0.99998116,2025-05-02 10:32:37
MNXR129876,3.4.11,0.9245195,2025-05-02 10:32:37
MNXR172720,1.1.1,0.99697065,2025-05-02 10:32:37
MNXR122523,1.14.11,0.9998534,2025-05-02 10:32:37
MNXR122236,1.14.19,0.9998666,2025-05-02 10:32:37
MNXR181186,1.1.1,0.999966,2025-05-02 10:32:37
MNXR191432,1.5.1,0.9969578,2025-05-02 10:32:37
MNXR145503,3.2.1,0.60064936,2025-05-02 10:32:37
MNXR146382,1.1.1,0.99897575,2025-05-02 10:32:37
MNXR141323,1.1.1,0.9999889,2025-05-02 10:32:37
MNXR185391,1.14.99,0.9999831,2025-05-02 10:32:37
MNXR123104,2.3.1,0.99878675,2025-05-02 10:32:37
MNXR176308,3.6.1,0.4937364,2025-05-02 10:32:37
MNXR172728,5.4.2,0.8257264,2025-05-02 10:32:37
MNXR164321,6.2.1,0.9998894,2025-05-02 10:32:37
MNXR119907,6.1.1,0.9997725,2025-05-02 10:32:37
MNXR183318,3.5.4,0.5934691,2025-05-02 10:32:37
MNXR142256,1.14.13,0.87987953,2025-05-02 10:32:37
MNXR186794,2.7.1,0.858446,2025-05-02 10:32:37
MNXR191906,1.10.3,0.96576756,2025-05-02 10:32:37
MNXR194835,1.3.1,0.8604879,2025-05-02 10:32:37
MNXR173425,2.3.1,0.99999774,2025-05-02 10:32:37
MNXR144346,1.1.1,0.84742016,2025-05-02 10:32:37
MNXR115805,1.1.1,0.9697612,2025-05-02 10:32:37
MNXR187838,1.1.5,0.99263424,2025-05-02 10:32:37
MNXR108077,2.8.2,0.9993279,2025-05-02 10:32:37
MNXR192862,6.3.2,0.99820805,2025-05-02 10:32:37
MNXR118597,2.4.1,0.9998863,2025-05-02 10:32:37
MNXR152832,1.3.99,0.49924108,2025-05-02 10:32:37
MNXR133126,1.2.1,0.9478016,2025-05-02 10:32:37
MNXR191391,4.2.1,0.99946564,2025-05-02 10:32:37
MNXR184926,1.14.13,0.48024416,2025-05-02 10:32:37
MNXR131855,2.4.1,0.9999186,2025-05-02 10:32:37
MNXR109446,1.14.13,0.9253239,2025-05-02 10:32:37
MNXR131182,2.4.1,0.8215029,2025-05-02 10:32:37
MNXR114386,6.3.2,0.99930274,2025-05-02 10:32:37
MNXR123799,1.14.19,0.9978636,2025-05-02 10:32:37
MNXR189253,1.17.98,0.9604813,2025-05-02 10:32:37
MNXR192002,1.14.12,0.989176,2025-05-02 10:32:37
MNXR119604,2.2.1,0.99944884,2025-05-02 10:32:37
MNXR193050,1.3.1,0.99955386,2025-05-02 10:32:37
MNXR172569,1.1.1,0.99998546,2025-05-02 10:32:37
MNXR192121,1.14.11,0.9963864,2025-05-02 10:32:37
MNXR117557,3.1.6,0.9999945,2025-05-02 10:32:37
MNXR180475,2.1.2,0.9958264,2025-05-02 10:32:37
MNXR187648,3.1.3,0.93426764,2025-05-02 10:32:37
MNXR129473,1.1.1,0.9986492,2025-05-02 10:32:37
MNXR189366,1.1.99,0.30487886,2025-05-02 10:32:37
MNXR130946,3.1.None,0.27266225,2025-05-02 10:32:37
MNXR119331,1.14.14,0.99994826,2025-05-02 10:32:37
MNXR112794,2.1.1,0.9906596,2025-05-02 10:32:37
MNXR165401,2.3.1,0.9999211,2025-05-02 10:32:37
MNXR175343,3.4.16,0.50988203,2025-05-02 10:32:37
MNXR192667,6.3.4,0.99787045,2025-05-02 10:32:37
MNXR132508,4.4.1,0.7092728,2025-05-02 10:32:37
MNXR138943,1.1.1,0.99868184,2025-05-02 10:32:37
MNXR135120,2.4.1,0.99357575,2025-05-02 10:32:37
MNXR170337,5.4.99,0.30581543,2025-05-02 10:32:37
MNXR163658,1.14.14,0.9995378,2025-05-02 10:32:37
MNXR134387,1.14.13,0.69734097,2025-05-02 10:32:37
MNXR181532,1.1.1,0.9781852,2025-05-02 10:32:37
MNXR115498,3.4.24,0.6517538,2025-05-02 10:32:37
MNXR112568,1.14.12,0.9995326,2025-05-02 10:32:37
MNXR151777,1.8.2,0.99416333,2025-05-02 10:32:37
MNXR110107,3.2.1,0.99998856,2025-05-02 10:32:37
MNXR169856,1.1.1,0.86456054,2025-05-02 10:32:37
MNXR109162,1.1.1,0.9999685,2025-05-02 10:32:37
MNXR170574,3.2.1,0.77578783,2025-05-02 10:32:37
MNXR193978,2.3.1,0.985314,2025-05-02 10:32:37
MNXR188139,2.3.1,0.9491137,2025-05-02 10:32:37
MNXR135152,1.14.99,0.87945586,2025-05-02 10:32:37
MNXR187113,1.17.3,0.984211,2025-05-02 10:32:37
MNXR168248,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR117029,2.1.1,0.99998283,2025-05-02 10:32:37
MNXR115965,2.1.1,0.9999801,2025-05-02 10:32:37
MNXR139512,1.14.18,0.93828714,2025-05-02 10:32:37
MNXR181050,1.1.1,0.9975896,2025-05-02 10:32:37
MNXR113231,4.2.3,0.99733955,2025-05-02 10:32:37
MNXR111557,1.13.12,0.6939672,2025-05-02 10:32:37
