reaction_id,CLAIRE
MNXR183355,1.3.5
MNXR164204,1.14.15
MNXR130701,1.11.2
MNXR164862,3.6.1
MNXR107148,1.1.1
MNXR185344,4.1.1
MNXR131920,2.4.2
MNXR148000,2.6.1
MNXR133031,1.1.1
MNXR176886,1.3.1
MNXR147591,2.3.1
MNXR111485,3.1.2
MNXR168967,2.1.1
MNXR164309,2.4.1
MNXR175085,7.2.2
MNXR171390,2.1.1
MNXR181387,1.16.1
MNXR118480,3.2.1
MNXR117090,1.14.18
MNXR117760,2.7.7
MNXR145495,2.8.3
MNXR164048,3.4.19
MNXR121297,2.4.2
MNXR184444,1.14.14
MNXR150677,4.2.3
MNXR135312,2.7.4
MNXR192283,2.7.8
MNXR188179,2.7.1
MNXR191301,4.2.1
MNXR108055,1.1.1
MNXR108199,3.2.1
MNXR131677,1.7.1
MNXR133050,1.7.1
MNXR131678,1.7.1
MNXR170364,2.7.1
MNXR174838,7.2.2
MNXR168487,2.3.1
MNXR132332,3.5.1
MNXR133180,3.5.1
MNXR172093,3.5.1
MNXR121706,1.14.14
MNXR184474,4.4.1
MNXR183419,1.14.99
MNXR192640,2.7.1
MNXR107136,1.2.1
MNXR100692,5.3.1
MNXR131492,3.5.1
MNXR112882,1.2.3
MNXR113301,5.3.2
MNXR114778,1.14.19
MNXR190460,2.3.1
MNXR95146,2.3.1
MNXR163796,1.6.3
MNXR149740,3.3.2
MNXR178267,1.14.99
MNXR152405,2.4.1
MNXR187377,7.1.1
MNXR181336,1.1.1
MNXR194505,1.13.11
MNXR121735,1.14.14
MNXR182296,1.6.3
MNXR108073,1.6.3
MNXR120307,2.5.1
MNXR149605,6.2.1
MNXR132875,1.97.1
MNXR176150,4.4.1
MNXR121046,1.14.14
MNXR175612,3.1.6
MNXR146915,2.8.3
MNXR112151,2.3.1
MNXR130348,2.7.1
MNXR114565,1.1.1
MNXR148006,1.5.1
MNXR192766,1.6.3
MNXR122005,2.7.1
MNXR114167,1.11.1
MNXR147797,2.3.1
MNXR151778,7.1.1
MNXR177946,1.3.8
MNXR184273,3.2.1
MNXR191944,1.3.1
MNXR130604,1.1.1
MNXR180415,1.6.3
MNXR125036,5.4.99
MNXR139777,3.1.1
MNXR131498,1.1.1
MNXR186139,1.14.14
MNXR163583,1.14.99
MNXR189054,2.3.1
MNXR123061,5.5.1
MNXR119564,3.6.1
MNXR100325,1.1.1
MNXR175604,2.4.2
MNXR113763,1.8.1
MNXR176583,4.3.1
MNXR132221,1.1.1
MNXR193019,1.14.15
MNXR109705,2.3.1
MNXR129366,1.4.3
MNXR117730,4.2.1
MNXR119806,1.14.19
MNXR112382,2.6.1
MNXR133448,1.1.1
MNXR112164,5.4.4
MNXR188686,6.3.5
MNXR151818,1.7.2
MNXR175574,1.17.7
MNXR171204,1.1.1
MNXR117382,1.8.1
MNXR119496,2.5.1
MNXR112593,7.2.2
MNXR118848,1.14.14
MNXR111082,1.3.1
MNXR99843,1.14.13
MNXR114176,1.1.1
MNXR193563,2.7.7
MNXR135237,1.14.99
MNXR147349,3.1.2
MNXR103361,2.7.4
MNXR193164,1.3.99
MNXR130531,2.7.4
MNXR175535,1.1.1
MNXR113167,2.5.1
MNXR165126,1.14.13
MNXR175449,3.2.2
MNXR152425,2.4.1
MNXR182382,1.6.3
MNXR131683,2.8.3
MNXR148421,5.4.1
MNXR120253,3.2.1
MNXR177059,1.6.3
MNXR152402,2.6.1
MNXR165556,2.3.1
MNXR131140,1.14.13
MNXR108059,5.2.1
MNXR185967,3.8.1
MNXR194270,1.16.1
MNXR148592,1.1.1
MNXR144543,2.1.1
MNXR181925,1.2.1
MNXR95945,3.5.3
MNXR112961,1.7.7
MNXR147697,1.16.1
MNXR121456,1.14.14
MNXR175408,6.3.5
MNXR176963,3.2.2
MNXR192712,4.4.1
MNXR176392,1.14.99
MNXR191346,4.2.1
MNXR150978,1.14.19
MNXR130166,2.4.1
MNXR134798,2.5.1
MNXR147040,1.11.1
MNXR148824,2.3.1
MNXR120714,6.3.5
MNXR135611,1.7.1
MNXR193101,3.1.1
MNXR123103,1.8.1
MNXR163825,3.5.2
MNXR108922,3.1.1
MNXR164357,6.2.1
MNXR148555,2.7.3
MNXR177292,1.10.3
MNXR187555,1.8.1
MNXR177813,3.7.1
MNXR146006,4.2.1
MNXR193181,4.2.1
MNXR115875,1.7.1
MNXR123123,2.3.1
MNXR119289,2.4.1
MNXR195246,7.5.2
MNXR112411,2.6.1
MNXR108091,5.4.2
MNXR130437,4.4.1
MNXR140229,3.A.1
MNXR133781,3.2.1
MNXR166395,2.7.1
MNXR133689,4.2.1
MNXR137875,4.2.1
MNXR192621,2.4.99
MNXR119895,2.3.1
MNXR129876,3.5.1
MNXR172720,1.1.1
MNXR122523,2.7.1
MNXR122236,1.14.19
MNXR181186,1.1.1
MNXR191432,1.5.1
MNXR145503,2.3.1
MNXR146382,1.1.1
MNXR141323,1.1.1
MNXR185391,4.1.99
MNXR123104,2.3.1
MNXR176308,2.7.1
MNXR172728,2.7.2
MNXR164321,6.2.1
MNXR119907,2.7.1
MNXR183318,3.1.6
MNXR142256,1.14.13
MNXR186794,2.1.1
MNXR191906,1.6.3
MNXR194835,1.2.1
MNXR173425,1.1.1
MNXR144346,1.8.1
MNXR115805,1.1.1
MNXR187838,1.14.18
MNXR108077,2.7.1
MNXR192862,1.14.18
MNXR118597,2.4.1
MNXR152832,1.14.14
MNXR133126,1.1.1
MNXR191391,4.2.1
MNXR184926,1.6.3
MNXR131855,6.3.2
MNXR109446,1.6.3
MNXR131182,3.2.1
MNXR114386,6.3.5
MNXR123799,1.14.14
MNXR189253,1.1.98
MNXR192002,1.7.1
MNXR119604,2.2.1
MNXR193050,1.8.1
MNXR172569,1.1.1
MNXR192121,1.1.3
MNXR117557,3.1.6
MNXR180475,2.5.1
MNXR187648,3.1.3
MNXR129473,1.1.1
MNXR189366,1.1.1
MNXR130946,2.3.1
MNXR119331,1.14.14
MNXR112794,2.1.1
MNXR165401,2.3.1
MNXR175343,4.4.1
MNXR192667,6.3.4
MNXR132508,1.11.2
MNXR138943,1.8.1
MNXR170337,5.4.99
MNXR163658,1.1.3
MNXR134387,1.6.3
MNXR181532,1.2.1
MNXR115498,2.3.2
MNXR112568,1.6.3
MNXR151777,1.8.3
MNXR110107,2.4.1
MNXR169856,4.1.99
MNXR109162,1.1.1
MNXR170574,3.3.2
MNXR193978,1.1.1
MNXR188139,2.3.1
MNXR135152,1.14.99
MNXR187113,1.11.1
MNXR117029,2.1.1
MNXR115965,2.1.1
MNXR139512,4.99.1
MNXR181050,1.1.1
MNXR113231,3.1.7
MNXR111557,1.14.13
MNXR134346,1.1.1
MNXR163883,3.4.19
MNXR180448,2.6.1
MNXR112222,5.1.3
MNXR180494,2.7.7
MNXR108734,2.4.2
MNXR113845,1.14.15
MNXR122406,1.14.14
MNXR147348,3.5.1
MNXR124667,2.4.1
MNXR191499,2.3.1
MNXR193423,1.3.1
MNXR193061,3.6.5
MNXR135844,2.3.1
MNXR116286,3.5.1
MNXR192827,1.14.99
MNXR105348,1.8.1
MNXR148505,3.1.2
MNXR110864,1.8.1
MNXR110003,2.4.1
MNXR145334,2.3.1
MNXR117483,1.3.8
MNXR112723,1.5.1
MNXR132524,1.14.13
MNXR166130,3.1.4
MNXR164007,1.14.14
MNXR131489,1.4.3
MNXR166468,1.13.11
MNXR136702,1.7.2
MNXR147039,1.11.1
MNXR111663,1.1.1
MNXR110216,1.1.1
MNXR133291,3.A.1
MNXR134003,4.1.1
MNXR192139,2.4.1
MNXR142620,3.2.1
MNXR189103,2.7.1
MNXR175137,2.7.7
MNXR116029,1.8.1
MNXR172672,1.1.1
MNXR120896,1.14.13
MNXR167182,2.3.1
MNXR133979,2.3.1
MNXR173623,1.6.3
MNXR115783,1.12.98
MNXR149570,3.5.1
MNXR173874,1.8.1
MNXR166343,5.4.1
MNXR120800,2.3.1
MNXR115810,4.3.1
MNXR121327,2.7.8
MNXR193491,2.4.1
MNXR149419,3.2.1
MNXR148499,1.14.13
MNXR101420,2.1.1
MNXR168604,3.5.1
MNXR150881,2.7.8
MNXR113555,1.1.1
MNXR174967,1.14.19
MNXR174386,1.17.7
MNXR133989,2.3.1
MNXR118778,3.2.1
MNXR147335,3.2.1
MNXR134220,3.2.2
MNXR193100,1.14.14
MNXR174432,1.11.1
MNXR175540,3.2.2
MNXR131744,1.14.15
MNXR122589,2.1.1
MNXR106401,2.7.7
MNXR107759,1.6.3
MNXR129714,1.11.1
MNXR106590,1.8.1
MNXR143698,2.4.1
MNXR151576,4.2.99
MNXR122040,2.7.4
MNXR122903,2.1.1
MNXR163458,1.14.14
MNXR166280,2.4.1
MNXR101164,3.1.1
MNXR152122,1.16.1
MNXR152905,3.2.1
MNXR152549,2.4.1
MNXR146106,1.3.1
MNXR191956,2.7.7
MNXR120700,2.1.1
MNXR151110,3.4.11
MNXR163816,6.2.1
MNXR192979,2.1.2
MNXR122226,3.2.1
MNXR189231,7.5.2
MNXR163532,1.6.3
MNXR134613,3.6.1
MNXR116076,2.7.1
MNXR173752,4.2.2
MNXR111355,2.1.1
MNXR108964,1.14.13
MNXR171652,1.16.1
MNXR181070,1.1.1
MNXR153395,2.5.1
MNXR149800,1.14.18
MNXR112877,1.14.13
MNXR114348,2.1.1
MNXR130861,2.7.1
MNXR181526,1.2.1
MNXR172799,3.4.11
MNXR165200,1.16.1
MNXR189723,1.13.11
MNXR149885,1.13.11
MNXR135465,3.2.1
MNXR172684,1.1.1
MNXR164992,2.3.1
MNXR189263,2.8.1
MNXR166274,1.14.15
MNXR145863,1.14.15
MNXR150047,1.14.11
MNXR116115,2.3.1
MNXR120234,1.1.1
MNXR195121,1.1.1
MNXR129489,3.6.1
MNXR146930,2.7.1
MNXR194166,1.3.3
MNXR134788,1.1.1
MNXR180021,2.4.1
MNXR179736,2.4.1
MNXR189448,1.7.7
MNXR164586,2.1.1
MNXR121215,2.3.1
MNXR111788,2.7.8
MNXR151208,4.1.1
MNXR122725,2.1.1
MNXR149850,1.1.99
MNXR173599,1.1.1
MNXR152471,1.14.13
MNXR139927,1.11.1
MNXR134454,7.5.2
MNXR104531,1.2.1
MNXR192378,2.7.1
MNXR131250,3.1.1
MNXR117200,4.4.1
MNXR117879,1.14.14
MNXR184374,1.14.14
MNXR176646,2.5.1
MNXR166632,4.1.1
MNXR121717,1.14.14
MNXR132391,3.4.19
MNXR182047,1.3.1
MNXR152686,1.8.1
MNXR193125,3.2.1
MNXR165743,3.5.1
MNXR149620,2.3.1
MNXR122644,2.7.7
MNXR123878,3.4.11
MNXR150282,2.1.1
MNXR149316,2.1.1
MNXR185000,1.14.14
MNXR114088,6.2.1
MNXR176394,1.14.99
MNXR191932,2.4.1
MNXR123622,2.8.3
MNXR110481,2.4.2
MNXR110186,4.2.1
MNXR114152,2.4.1
MNXR172471,6.3.2
MNXR150694,1.13.11
MNXR147463,3.1.1
MNXR185469,2.1.1
MNXR117927,1.6.3
MNXR122075,3.7.1
MNXR123046,1.14.12
MNXR169922,3.4.11
MNXR195091,2.7.3
MNXR133730,4.3.1
MNXR181486,1.1.1
MNXR152012,3.6.1
MNXR163890,3.1.4
MNXR150057,1.14.14
MNXR148457,4.99.1
MNXR193926,3.7.1
MNXR170500,1.11.1
MNXR194154,1.14.11
MNXR165820,1.14.18
MNXR175377,1.3.99
MNXR132811,3.5.1
MNXR174259,2.7.9
MNXR164638,2.6.1
MNXR148244,1.1.1
MNXR193319,1.3.1
MNXR192266,1.1.99
MNXR187021,1.6.3
MNXR182680,1.8.1
MNXR112513,2.5.1
MNXR109637,1.97.1
MNXR112105,1.1.1
MNXR107251,2.8.2
MNXR172117,2.4.2
MNXR141605,1.14.13
MNXR166266,3.2.2
MNXR164098,1.2.1
MNXR120527,1.6.3
MNXR132149,3.4.11
MNXR96988,1.13.11
MNXR111513,2.3.1
MNXR174222,2.8.2
MNXR189420,2.6.1
MNXR191466,2.4.1
MNXR144472,3.5.1
MNXR190503,2.3.1
MNXR120744,2.4.1
MNXR146976,2.3.1
MNXR176212,1.14.13
MNXR152589,2.7.1
MNXR149743,3.3.2
MNXR132680,4.4.1
MNXR102256,1.14.99
MNXR112141,1.1.1
MNXR189207,4.3.2
MNXR108686,2.1.1
MNXR191629,1.14.14
MNXR121175,7.1.1
MNXR168416,2.3.1
MNXR192364,1.14.19
MNXR173564,1.1.1
MNXR150676,2.5.1
MNXR119197,3.2.2
MNXR169625,1.1.99
MNXR123600,1.1.1
MNXR117798,2.4.1
MNXR151085,2.1.1
MNXR192857,1.11.1
MNXR121077,1.6.3
MNXR173289,3.2.2
MNXR181524,1.2.1
MNXR172619,1.1.1
MNXR174040,2.1.1
MNXR115391,3.2.1
MNXR144326,3.5.1
MNXR150636,1.14.15
MNXR175275,2.3.1
MNXR185644,1.1.1
MNXR190505,2.3.1
MNXR179966,2.7.1
MNXR132724,3.2.1
MNXR119923,1.14.14
MNXR172310,3.4.11
MNXR110841,1.1.1
MNXR111720,1.1.1
MNXR187728,1.14.14
MNXR122502,1.14.13
MNXR150986,1.14.14
MNXR190338,4.1.1
MNXR191384,1.6.3
MNXR190111,2.3.2
MNXR194741,2.7.7
MNXR188922,2.5.1
MNXR172631,1.11.1
MNXR120326,2.7.7
MNXR95942,4.1.1
MNXR114059,5.4.4
MNXR118275,2.3.1
MNXR191350,1.3.1
MNXR165427,1.2.1
MNXR182138,1.2.5
MNXR100782,1.1.1
MNXR182111,4.1.1
MNXR109800,6.2.1
MNXR119886,1.14.14
MNXR174728,7.2.2
MNXR120026,1.6.3
MNXR182517,7.2.2
MNXR147238,2.7.8
MNXR151504,4.4.1
MNXR133954,5.1.1
MNXR177427,3.2.1
MNXR119756,5.2.1
MNXR119178,2.7.1
MNXR181203,1.14.13
MNXR184194,4.1.1
MNXR192751,1.4.3
MNXR120175,1.14.18
MNXR132445,1.14.15
MNXR181326,1.1.1
MNXR175542,2.3.2
MNXR121061,5.1.99
MNXR189313,2.3.1
MNXR182056,1.8.1
MNXR145592,4.4.1
MNXR115227,3.2.1
MNXR190281,2.7.7
MNXR132877,2.4.2
MNXR178230,1.1.1
MNXR173735,1.14.18
MNXR135478,2.4.2
MNXR163605,1.13.12
MNXR130991,3.2.1
MNXR109406,6.3.1
MNXR148046,2.7.7
MNXR144387,2.4.1
MNXR193478,2.7.1
MNXR132037,1.1.1
MNXR187238,3.1.11
MNXR149944,1.1.1
MNXR149036,2.7.7
MNXR131915,6.2.1
MNXR149798,1.1.98
MNXR174364,3.2.1
MNXR186565,2.8.1
MNXR185611,3.1.6
MNXR107071,3.5.1
MNXR165835,1.5.1
MNXR185706,2.7.7
MNXR116175,3.2.2
MNXR120660,1.2.1
MNXR188237,4.1.1
MNXR131903,1.8.1
MNXR131789,1.1.1
MNXR133346,2.3.1
MNXR181198,1.1.1
MNXR176901,1.6.3
MNXR172928,1.11.2
MNXR96400,2.3.1
MNXR189385,4.1.1
MNXR100303,1.14.18
MNXR131036,3.5.4
MNXR174090,2.4.1
MNXR151487,1.11.2
MNXR110299,2.5.1
MNXR150009,1.8.4
MNXR177614,2.3.1
MNXR174764,7.5.2
MNXR148084,2.4.2
MNXR188714,2.3.1
MNXR150313,1.13.11
MNXR175174,1.14.99
MNXR193719,2.4.1
MNXR166079,2.4.1
MNXR135890,3.13.1
MNXR110790,1.13.11
MNXR113130,4.1.3
MNXR168355,3.1.3
MNXR173211,3.2.1
MNXR172767,1.13.11
MNXR111327,1.1.1
MNXR130295,1.1.1
MNXR143939,2.3.1
MNXR139473,2.3.1
MNXR113870,4.1.2
MNXR130900,1.7.7
MNXR173130,5.3.1
MNXR122460,1.14.13
MNXR191535,3.1.2
MNXR117945,2.1.1
MNXR130373,4.4.1
MNXR169714,1.14.13
MNXR123481,2.7.1
MNXR171692,1.1.1
MNXR118813,3.2.1
MNXR132223,2.4.2
MNXR106629,4.1.1
MNXR108946,1.6.3
MNXR114067,2.8.2
MNXR175389,2.3.1
MNXR163808,4.1.1
MNXR119202,1.6.3
MNXR130011,1.1.1
MNXR120290,6.3.2
MNXR146617,6.1.1
MNXR122246,1.14.15
MNXR131038,2.7.1
MNXR108862,1.14.13
MNXR169337,2.1.1
MNXR151607,1.14.99
MNXR118522,2.7.1
MNXR149134,3.2.1
MNXR123627,4.2.1
MNXR113753,3.1.1
MNXR147950,1.1.1
MNXR190936,3.6.1
MNXR181799,1.8.1
MNXR121319,4.4.1
MNXR153099,2.4.1
MNXR109203,1.1.1
MNXR147989,5.4.4
MNXR164754,2.3.1
MNXR120239,4.2.1
MNXR117103,4.1.3
MNXR113300,5.5.1
MNXR101505,1.14.99
MNXR192112,3.2.1
MNXR135177,1.3.99
MNXR191329,1.13.11
MNXR132897,1.3.1
MNXR119067,3.4.19
MNXR103186,1.14.13
MNXR122187,2.1.1
MNXR113838,1.1.1
MNXR166581,2.4.1
MNXR119448,1.7.2
MNXR148825,2.3.1
MNXR149787,1.14.14
MNXR118266,1.8.1
MNXR117381,1.1.1
MNXR191124,4.1.2
MNXR107110,5.3.3
MNXR120059,1.1.1
MNXR111334,2.3.1
MNXR148038,3.6.1
MNXR149963,4.1.99
MNXR184881,1.14.14
MNXR109112,1.97.1
MNXR147644,1.3.3
MNXR141434,1.14.18
MNXR116254,1.1.98
MNXR151928,1.14.13
MNXR151972,1.4.3
MNXR110780,1.11.1
MNXR133446,1.2.3
MNXR117279,1.2.1
MNXR165407,2.4.2
MNXR113377,1.1.1
MNXR145966,5.3.99
MNXR113157,1.14.13
MNXR102977,3.1.1
MNXR130966,1.6.99
MNXR114562,5.1.2
MNXR177286,1.1.1
MNXR192982,1.7.3
MNXR120666,4.2.1
MNXR167149,2.7.7
MNXR132976,3.6.5
MNXR132977,3.6.5
MNXR119810,1.3.1
MNXR149185,1.1.1
MNXR114774,2.3.1
MNXR164120,1.14.14
MNXR188768,2.1.1
MNXR173260,4.2.1
MNXR132140,7.2.2
MNXR122031,2.5.1
MNXR118324,1.14.13
MNXR148952,2.3.1
MNXR118315,1.14.14
MNXR130199,5.1.1
MNXR164239,4.4.1
MNXR169699,2.1.1
MNXR117893,2.8.3
MNXR195043,2.3.1
MNXR143857,2.4.1
MNXR194153,1.14.13
MNXR175463,2.3.2
MNXR152103,2.7.8
MNXR147535,2.1.1
MNXR188190,2.7.7
MNXR186081,3.2.2
MNXR192154,4.99.1
MNXR130678,3.2.1
MNXR195231,1.13.11
MNXR181371,1.1.1
MNXR111265,1.11.1
MNXR108373,4.1.1
MNXR191416,1.3.1
MNXR152413,2.4.1
MNXR175375,1.14.99
MNXR152500,2.4.1
MNXR165571,3.1.1
MNXR116386,6.3.4
MNXR187064,2.4.1
MNXR106510,3.1.2
MNXR185168,3.2.1
MNXR188121,2.7.4
MNXR175227,2.7.1
MNXR116768,4.4.1
MNXR135618,2.4.2
MNXR148761,1.8.1
MNXR186742,1.14.14
MNXR107793,1.11.1
MNXR144368,3.13.1
MNXR192384,3.2.1
MNXR129796,3.6.1
MNXR177940,1.14.14
MNXR131325,1.11.2
MNXR111712,1.14.99
MNXR180117,2.4.1
MNXR153221,1.14.19
MNXR191469,3.2.2
MNXR182604,2.3.2
MNXR110233,1.1.1
MNXR146113,4.1.99
MNXR133146,2.7.7
MNXR185963,1.14.99
MNXR149194,2.3.1
MNXR153152,3.6.5
MNXR129523,3.2.1
MNXR178360,1.1.3
MNXR135216,2.3.1
MNXR177583,1.13.11
MNXR180083,2.3.1
MNXR130442,4.2.1
MNXR152040,5.3.1
MNXR129528,3.2.1
MNXR139901,1.16.1
MNXR181242,1.2.1
MNXR109745,1.8.1
MNXR108751,4.1.99
MNXR122243,1.14.15
MNXR174299,2.8.2
MNXR163454,5.3.1
MNXR165985,3.5.1
MNXR172903,2.1.1
MNXR181763,1.8.1
MNXR121073,1.14.15
MNXR95554,3.5.3
MNXR121806,1.1.1
MNXR117305,4.99.1
MNXR122017,2.1.1
MNXR191464,2.4.1
MNXR133423,2.7.1
MNXR132090,1.2.7
MNXR104357,1.8.3
MNXR181476,1.1.1
MNXR181815,1.8.1
MNXR173933,3.5.4
MNXR113855,2.1.1
MNXR177985,3.4.11
MNXR180976,1.1.1
MNXR174163,2.4.99
MNXR120404,1.1.1
MNXR177726,1.11.1
MNXR173529,1.6.3
MNXR121856,2.4.2
MNXR175103,6.3.2
MNXR165174,1.3.1
MNXR120276,2.3.1
MNXR116561,2.8.2
MNXR183899,1.97.1
MNXR191833,1.11.1
MNXR123624,2.3.1
MNXR181226,1.1.1
MNXR130626,4.3.1
MNXR195408,3.6.1
MNXR134634,2.3.1
MNXR176598,4.2.1
MNXR179717,1.1.1
MNXR115627,5.3.3
MNXR172318,3.4.21
MNXR183537,2.4.99
MNXR137864,1.8.1
MNXR181837,1.5.1
MNXR129842,1.14.14
MNXR132983,2.7.1
MNXR184220,1.8.1
MNXR117456,3.2.1
MNXR108502,2.3.1
MNXR144082,2.4.1
MNXR193499,4.99.1
MNXR129449,1.1.1
MNXR173553,2.7.8
MNXR175335,2.3.1
MNXR169194,2.3.1
MNXR139683,4.2.1
MNXR184430,1.8.1
MNXR192395,1.3.8
MNXR165601,7.5.2
MNXR192407,7.2.2
MNXR169858,4.1.1
MNXR117811,2.1.1
MNXR151441,2.3.1
MNXR147971,2.1.1
MNXR169240,7.2.2
MNXR121127,3.1.1
MNXR148741,1.5.99
MNXR168866,1.13.11
MNXR147435,1.10.3
MNXR114506,6.3.1
MNXR145848,1.2.4
MNXR175533,1.16.1
MNXR148613,2.3.1
MNXR108938,2.4.1
MNXR173592,6.3.2
MNXR172917,2.1.1
MNXR190958,4.2.1
MNXR174188,2.7.1
MNXR119379,1.14.14
MNXR134708,2.7.7
MNXR119450,2.3.1
MNXR174697,7.5.2
MNXR172089,3.6.3
MNXR111875,1.14.14
MNXR145871,1.14.15
MNXR192939,2.7.7
MNXR176610,2.1.3
MNXR114025,3.1.1
MNXR150736,1.14.14
MNXR189088,1.3.1
MNXR144352,2.7.1
MNXR185987,2.5.1
MNXR192021,3.1.4
MNXR114470,3.2.2
MNXR175047,7.2.2
MNXR166693,2.3.1
MNXR181684,1.8.1
MNXR192390,1.3.8
MNXR193290,1.3.1
MNXR175796,1.3.99
MNXR190167,3.2.2
MNXR108880,3.2.1
MNXR153048,1.11.1
MNXR186967,2.7.1
MNXR108280,4.4.1
MNXR151230,1.1.3
MNXR175998,2.1.1
MNXR120346,2.1.1
MNXR146468,1.2.1
MNXR120739,2.1.1
MNXR153081,2.8.3
MNXR111725,2.1.1
MNXR182454,1.14.13
MNXR114338,1.1.1
MNXR166278,2.4.1
MNXR194723,1.11.2
MNXR114872,2.1.1
MNXR120766,1.1.1
MNXR171027,2.4.1
MNXR146804,1.8.1
MNXR107684,3.2.2
MNXR94958,2.3.1
MNXR112043,1.17.1
MNXR126814,2.7.1
MNXR139490,3.5.4
MNXR114741,1.14.13
MNXR119101,2.3.1
MNXR173369,1.13.11
MNXR146934,4.3.1
MNXR120838,1.3.1
MNXR177578,1.6.3
MNXR119330,1.14.13
MNXR100652,3.5.2
MNXR171913,2.5.1
MNXR135889,3.1.6
MNXR119074,1.14.13
MNXR163595,1.14.15
MNXR113480,1.1.1
MNXR117561,1.5.1
MNXR186648,1.14.14
MNXR193630,2.6.1
MNXR130242,3.4.11
MNXR144570,2.3.1
MNXR190147,1.3.8
MNXR195055,2.3.1
MNXR130952,4.2.2
MNXR188800,1.1.1
MNXR166382,1.14.13
MNXR152094,6.3.2
MNXR131350,2.3.1
MNXR146297,4.2.2
MNXR149201,3.7.1
MNXR164027,2.7.7
MNXR102070,3.5.5
MNXR120265,2.3.1
MNXR173708,1.1.1
MNXR177120,1.5.99
MNXR113317,1.8.1
MNXR133266,3.6.1
MNXR188149,6.3.4
MNXR130526,2.3.1
MNXR193368,1.14.13
MNXR146019,3.1.1
MNXR110194,1.1.1
MNXR133752,2.3.1
MNXR192980,1.6.3
MNXR113179,6.3.2
MNXR122114,1.14.99
MNXR148539,4.4.1
MNXR108727,1.8.1
MNXR113459,1.11.1
MNXR180438,3.6.1
MNXR150863,1.13.11
MNXR144065,1.14.99
MNXR192740,1.3.1
MNXR95148,2.8.3
MNXR146084,2.8.3
MNXR193207,1.1.2
MNXR132672,2.7.1
MNXR193943,2.4.1
MNXR173104,2.4.1
MNXR192211,1.14.14
MNXR174780,7.2.2
MNXR191754,1.1.1
MNXR174576,7.2.2
MNXR174255,2.7.7
MNXR108852,1.1.1
MNXR191371,4.2.1
MNXR192659,1.14.13
MNXR111106,4.4.1
MNXR133130,4.3.1
MNXR181378,1.1.1
MNXR119295,2.1.1
MNXR131379,1.13.99
MNXR132971,2.3.1
MNXR110190,1.3.99
MNXR131695,3.2.1
MNXR182157,7.1.1
MNXR163624,1.11.2
MNXR131062,3.4.22
MNXR195170,1.11.2
MNXR147607,1.16.1
MNXR110669,1.6.3
MNXR185245,1.14.14
MNXR121850,1.8.1
MNXR148067,1.13.11
MNXR108450,1.14.15
MNXR120520,2.3.1
MNXR181906,1.8.1
MNXR165888,2.1.1
MNXR175354,2.7.8
MNXR164398,1.14.14
MNXR147597,1.16.1
MNXR189376,1.14.99
MNXR182074,7.1.1
MNXR151109,3.4.13
MNXR133599,3.1.3
MNXR173976,1.1.1
MNXR109177,2.3.1
MNXR176927,1.11.1
MNXR163815,6.2.1
MNXR107636,1.8.1
MNXR146556,5.3.1
MNXR117586,2.1.1
MNXR192048,4.4.1
MNXR164842,4.1.99
MNXR122371,4.2.3
MNXR163798,1.1.1
MNXR192195,3.2.1
MNXR175994,1.6.3
MNXR106591,3.1.3
MNXR152937,1.2.4
MNXR139935,3.1.2
MNXR150316,2.7.7
MNXR164629,2.7.4
MNXR193680,2.4.1
MNXR163482,1.1.99
MNXR192186,3.1.1
MNXR151705,2.7.4
MNXR143961,5.4.4
MNXR121823,1.2.1
MNXR118017,2.4.1
MNXR133834,1.1.1
MNXR108128,1.1.1
MNXR151202,1.8.1
MNXR119722,6.3.2
MNXR114834,3.1.1
MNXR188495,3.6.1
MNXR173126,3.2.1
MNXR190412,2.1.1
MNXR118595,4.2.1
MNXR102006,1.14.13
MNXR111385,1.14.12
MNXR130542,2.4.1
MNXR175813,6.2.1
MNXR139122,1.1.1
MNXR146918,3.1.2
MNXR115132,2.4.1
MNXR175774,3.1.1
MNXR126407,3.2.1
MNXR110187,1.1.1
MNXR168549,2.4.1
MNXR132531,2.4.1
MNXR106651,1.8.1
MNXR183543,4.1.1
MNXR129200,1.97.1
MNXR130857,1.11.2
MNXR108246,2.1.1
MNXR135228,2.7.1
MNXR172069,1.17.3
MNXR176618,1.14.13
MNXR184481,3.4.24
MNXR170978,3.5.2
MNXR190501,2.3.1
MNXR119625,2.7.1
MNXR181788,1.8.1
MNXR117131,3.1.2
MNXR147496,1.1.1
MNXR144161,2.4.1
MNXR122572,1.2.3
MNXR193134,6.2.1
MNXR176425,1.7.2
MNXR107562,1.2.3
MNXR170772,3.1.1
MNXR101802,2.7.7
MNXR123769,1.13.11
MNXR149498,4.1.1
MNXR173737,1.8.1
MNXR118664,1.1.1
MNXR109682,1.13.11
MNXR150205,1.14.15
MNXR166535,1.21.3
MNXR147507,3.1.1
MNXR111421,1.14.13
MNXR188389,2.7.1
MNXR165903,6.1.1
MNXR191285,1.8.1
MNXR122737,1.3.1
MNXR111303,1.14.13
MNXR107493,1.7.2
MNXR149469,1.6.3
MNXR115669,1.3.8
MNXR163943,2.7.8
MNXR193988,1.14.14
MNXR152628,4.2.1
MNXR133197,3.8.1
MNXR151670,3.1.6
MNXR166373,1.17.7
MNXR134426,3.1.1
MNXR195244,3.6.1
MNXR129846,4.1.1
MNXR169897,5.4.99
MNXR135676,1.3.99
MNXR117055,2.7.4
