reaction_id,Prediction
10233,"2.4.2,0.9490035772323608;2.7.7,0.028817791491746902;2.5.1,0.009999347850680351;1.3.1,0.003375847125425935;2.4.1,0.002922241808846593"
74016,"3.1.3,0.7095440030097961;3.6.5,0.05254172533750534;4.1.1,0.05205824226140976;3.6.4,0.033917322754859924;2.7.10,0.03204167261719704"
74068,"2.7.1,0.4555974006652832;2.4.1,0.21595147252082825;2.7.4,0.11669489741325378;2.4.2,0.106731116771698;2.7.7,0.04591967165470123"
74072,"2.7.1,0.6162570714950562;2.7.4,0.10920432955026627;2.4.2,0.09796549379825592;2.7.7,0.05901821330189705;2.4.1,0.044603511691093445"
74088,"2.7.1,0.7689037919044495;2.7.4,0.13356314599514008;2.7.12,0.01502908580005169;2.7.11,0.013734592124819756;2.7.7,0.008940043859183788"
74092,"2.7.1,0.7689037919044495;2.7.4,0.13356314599514008;2.7.12,0.01502908580005169;2.7.11,0.013734592124819756;2.7.7,0.008940043859183788"
74096,"2.4.2,0.6906380653381348;2.7.1,0.1592985987663269;2.7.4,0.06235332414507866;2.7.7,0.025501815602183342;2.4.1,0.01845017820596695"
74100,"2.4.2,0.6906380653381348;2.7.1,0.1592985987663269;2.7.4,0.06235332414507866;2.7.7,0.025501815602183342;2.4.1,0.01845017820596695"
74112,"1.14.13,0.8704673051834106;1.6.3,0.05222522094845772;1.14.19,0.011710870079696178;1.17.1,0.011704657226800919;1.2.1,0.00793512538075447"
74148,"2.3.1,0.9819936156272888;6.2.1,0.010548423044383526;5.4.99,0.002582926070317626;2.8.3,0.002161693526431918;3.1.2,0.0006608724943362176"
74152,"2.3.1,0.9998273849487305;2.3.2,0.00011620707664405927;3.1.2,1.705547583696898e-05;2.3.3,1.2252937267476227e-05;6.2.1,8.132441507768817e-06"
74156,"1.14.15,0.2559775114059448;1.1.7,0.15049663186073303;1.5.3,0.1364506036043167;1.2.7,0.13509543240070343;1.3.7,0.0882730484008789"
74168,"1.14.15,0.2780596911907196;1.1.7,0.24336740374565125;1.5.3,0.17961488664150238;1.3.7,0.07459118217229843;1.2.7,0.07196321338415146"
74172,"3.5.1,0.9437872171401978;4.2.1,0.023259935900568962;3.5.4,0.01690821722149849;3.2.1,0.005530949681997299;6.3.4,0.0022514499723911285"
74176,"1.2.1,0.5948398113250732;1.4.1,0.09795401990413666;1.1.1,0.07184518128633499;1.17.1,0.05383539944887161;1.7.1,0.05355789512395859"
74180,"1.2.1,0.5948398113250732;1.4.1,0.09795401990413666;1.1.1,0.07184518128633499;1.17.1,0.05383539944887161;1.7.1,0.05355789512395859"
74192,"3.5.1,0.871391236782074;4.2.1,0.038896672427654266;3.5.4,0.022630389779806137;2.1.1,0.018379824236035347;3.5.99,0.006322955712676048"
74240,"2.4.1,0.9934864044189453;2.4.2,0.004280950408428907;2.7.7,0.0013358235592022538;3.1.3,0.0002697692543733865;2.7.4,0.0002476552617736161"
74272,"2.7.1,0.8237914443016052;2.7.4,0.1035182848572731;2.7.12,0.011348708532750607;2.7.11,0.010534252040088177;2.7.8,0.004957377910614014"
74276,"2.3.1,0.2143082171678543;2.7.8,0.14230024814605713;4.6.1,0.04643019661307335;2.7.4,0.04383203014731407;5.1.3,0.026395395398139954"
74280,"2.3.1,0.8915770053863525;2.7.8,0.03856528550386429;2.4.1,0.00915952492505312;4.6.1,0.006860753055661917;2.7.4,0.005745265167206526"
74284,"2.3.1,0.8915770053863525;2.7.8,0.03856528550386429;2.4.1,0.00915952492505312;4.6.1,0.006860753055661917;2.7.4,0.005745265167206526"
74288,"2.3.1,0.9982262253761292;3.1.2,0.0009015465620905161;6.2.1,0.0006679940852336586;1.2.1,9.762225090526044e-05;2.3.3,4.082811210537329e-05"
74292,"2.7.4,0.4011569023132324;2.7.7,0.08338535577058792;2.4.2,0.047410279512405396;2.4.1,0.03793765604496002;2.7.8,0.031226394698023796"
74464,"1.13.11,0.2040209323167801;1.13.12,0.12072000652551651;1.14.12,0.08697221428155899;4.1.1,0.08659245818853378;2.3.1,0.08480070531368256"
74472,"1.14.11,0.35670846700668335;1.14.20,0.34918880462646484;1.13.11,0.1334560513496399;1.13.12,0.06665080785751343;1.14.99,0.03310078755021095"
74476,"1.14.11,0.8253748416900635;1.14.20,0.056092310696840286;2.6.1,0.04012909531593323;4.1.1,0.03977595269680023;1.13.11,0.0101932967081666"
74480,"1.14.20,0.4363196790218353;1.14.11,0.3535204231739044;1.13.12,0.06995396316051483;1.13.11,0.049849871546030045;1.14.99,0.036172378808259964"
74484,"1.14.11,0.8397733569145203;1.14.20,0.058303721249103546;2.6.1,0.03731745854020119;4.1.1,0.02832801453769207;1.13.11,0.010495760478079319"
74532,"1.17.98,0.7010868787765503;2.8.4,0.0789085403084755;2.1.1,0.04570696875452995;4.7.1,0.042923782020807266;2.8.1,0.022112177684903145"
74536,"1.17.98,0.6893125772476196;2.8.4,0.08259378373622894;4.7.1,0.04659009724855423;2.1.1,0.04209594428539276;2.8.1,0.02192021533846855"
74588,"4.2.3,0.9997857213020325;2.5.1,0.0001413268910255283;5.5.1,5.443723784992471e-05;5.3.3,9.878658602247015e-06;3.1.7,4.873260422755266e-06"
74592,"1.14.14,0.9965691566467285;1.14.19,0.0015513754915446043;1.14.99,0.0010639704996719956;4.2.1,0.0002028550225077197;5.5.1,0.00015468377387151122"
74636,"1.14.11,0.8306854963302612;1.13.11,0.03477393463253975;1.13.12,0.024222292006015778;4.1.1,0.014455758035182953;1.14.20,0.012180163525044918"
74708,"1.1.1,0.9948701858520508;1.4.1,0.0011788905831053853;1.17.1,0.0005870506283827126;1.3.1,0.0005821467493660748;1.12.1,0.0004024907248094678"
74712,"2.1.1,0.999631404876709;2.8.4,0.00022209409507922828;1.17.98,3.230699439882301e-05;2.3.1,2.429720370855648e-05;1.3.98,1.97537119674962e-05"
74852,"3.5.99,0.9728873372077942;4.1.2,0.009041803888976574;4.2.1,0.003050613682717085;1.4.3,0.0023527205921709538;4.3.1,0.0016610901802778244"
74924,"3.1.2,0.5051800012588501;2.3.1,0.3692575991153717;4.2.1,0.04610469192266464;2.3.3,0.030265580862760544;4.1.2,0.00948807317763567"
74928,"2.3.1,0.8296036720275879;3.1.2,0.07371413707733154;4.2.1,0.061730124056339264;4.3.1,0.007597262505441904;2.3.3,0.0064909374341368675"
74932,"1.14.11,0.6730106472969055;1.13.12,0.09797076135873795;1.14.20,0.09305756539106369;1.14.99,0.029250577092170715;1.4.3,0.023075807839632034"
74936,"1.14.11,0.6099193692207336;1.14.20,0.1753576695919037;1.13.12,0.06789868324995041;3.5.99,0.03374766930937767;1.14.99,0.02855868823826313"
75128,"5.3.3,0.5824358463287354;5.1.99,0.09115118533372879;4.2.1,0.08489210158586502;5.5.1,0.047717392444610596;5.4.99,0.028163211420178413"
75132,"5.3.3,0.6282069087028503;4.2.1,0.12037784606218338;5.5.1,0.05018159747123718;2.7.4,0.028558669611811638;5.4.99,0.024111930280923843"
75136,"1.1.1,0.9546359181404114;1.17.1,0.010663527995347977;1.4.1,0.006094465963542461;1.5.1,0.005503602791577578;1.3.1,0.0034245788119733334"
75148,"4.2.3,0.9994868040084839;5.5.1,0.00047246122267097235;2.5.1,1.906413490360137e-05;5.4.99,1.5149572391237598e-05;5.3.3,4.770667146658525e-06"
75152,"4.2.3,0.9994671940803528;5.5.1,0.0004629455506801605;4.2.1,4.050326606375165e-05;3.1.7,1.4105764421401545e-05;5.3.3,1.0503358680580277e-05"
75156,"4.2.3,0.9998180270195007;5.5.1,0.00014892809849698097;4.2.1,1.5986744983820245e-05;3.1.7,8.806385267234873e-06;5.3.3,5.082881671114592e-06"
75180,"4.2.3,0.9998989105224609;2.5.1,7.81562557676807e-05;5.3.3,1.2856763532909099e-05;3.1.7,5.59817408429808e-06;2.7.6,1.251375010724587e-06"
75184,"4.2.3,0.9963306784629822;5.5.1,0.00318990764208138;2.5.1,0.00042632000986486673;5.3.3,3.4457458241377026e-05;5.4.99,9.482743735134136e-06"
75192,"1.1.1,0.947154700756073;1.3.1,0.025540711358189583;1.17.1,0.006204943172633648;1.2.1,0.0034413239918649197;1.12.1,0.003142913803458214"
75196,"1.1.1,0.9653868079185486;1.3.1,0.012079919688403606;1.17.1,0.004410218447446823;1.2.1,0.003327025333419442;1.12.1,0.001957470551133156"
75216,"1.1.1,0.9975001215934753;1.2.1,0.0006199412746354938;1.17.1,0.0003946603974327445;1.12.1,0.00022991244622971863;5.3.1,0.00022703243303112686"
75220,"3.1.1,0.9989618062973022;4.1.1,0.0001481204089941457;4.2.1,0.00014766413369216025;3.6.1,0.00010106253466801718;1.2.1,7.934547465993091e-05"
75224,"3.1.1,0.9992935657501221;5.5.1,0.0001476416364312172;4.2.1,0.00014266654034145176;3.6.1,7.759842264931649e-05;4.1.1,6.686085544060916e-05"
75228,"3.1.1,0.999420166015625;4.2.1,0.00011564278975129128;1.2.98,6.763201236026362e-05;5.5.1,5.626597339869477e-05;3.6.1,4.75489541713614e-05"
75232,"3.1.1,0.9992935657501221;5.5.1,0.0001476416364312172;4.2.1,0.00014266654034145176;3.6.1,7.759842264931649e-05;4.1.1,6.686085544060916e-05"
75252,"1.1.3,0.9195889234542847;1.4.3,0.014763283543288708;1.11.1,0.012192057445645332;1.2.3,0.008988200686872005;5.1.3,0.005920868832617998"
75256,"1.1.3,0.9649775624275208;1.4.3,0.012874971143901348;1.11.1,0.0033276027534157038;1.13.11,0.0027500740252435207;1.2.3,0.0025978258345276117"
75260,"1.1.3,0.9649775624275208;1.4.3,0.012874971143901348;1.11.1,0.0033276027534157038;1.13.11,0.0027500740252435207;1.2.3,0.0025978258345276117"
75264,"1.1.3,0.9649775624275208;1.4.3,0.012874971143901348;1.11.1,0.0033276027534157038;1.13.11,0.0027500740252435207;1.2.3,0.0025978258345276117"
75268,"1.1.1,0.9989374279975891;1.2.1,0.00021493519307114184;1.17.1,0.00017309673421550542;5.3.1,0.00013124798715580255;1.12.1,0.00011731091217370704"
75352,"1.5.3,0.7994160652160645;1.14.19,0.11727485805749893;1.1.2,0.01011181715875864;1.4.3,0.00969531200826168;2.1.1,0.007700338494032621"
75356,"4.3.1,0.5406748056411743;4.1.99,0.26254740357398987;4.4.1,0.0629497841000557;1.4.1,0.0212433822453022;3.5.99,0.017434313893318176"
75380,"4.2.1,0.900804340839386;3.1.3,0.011244311928749084;3.2.1,0.009058033116161823;3.3.2,0.008076305501163006;3.1.7,0.00476895971223712"
75408,"4.2.1,0.9228618144989014;4.1.2,0.020159786567091942;5.4.99,0.01782979443669319;5.3.1,0.013561611995100975;5.1.99,0.0032611314672976732"
75868,"2.1.1,0.9982686042785645;2.3.1,0.00032840209314599633;2.7.1,0.00028040018514730036;2.7.8,0.00024115940323099494;1.5.1,0.00019650634203571826"
75872,"2.1.1,0.9999024868011475;2.3.1,1.4903012925060466e-05;2.1.2,1.4469560483121313e-05;1.5.1,8.586873263993766e-06;2.5.1,8.192542736651376e-06"
75876,"2.1.1,0.9999024868011475;2.3.1,1.4903012925060466e-05;2.1.2,1.4469560483121313e-05;1.5.1,8.586873263993766e-06;2.5.1,8.192542736651376e-06"
75880,"2.1.1,0.9837620854377747;2.3.1,0.0013509471900761127;2.7.1,0.0011927332961931825;2.5.1,0.0011783946538344026;2.7.8,0.0011318783508613706"
75932,"3.5.3,0.9997661709785461;3.5.1,0.0001284525787923485;3.5.2,1.519174657005351e-05;1.4.99,1.4657936844741926e-05;3.5.99,1.3556194062402938e-05"
75956,"1.14.11,0.9536206722259521;1.13.11,0.016553616151213646;1.14.99,0.011528470553457737;1.14.20,0.007897638715803623;1.14.19,0.0019640123937278986"
75976,"2.1.1,0.9990788698196411;2.5.1,0.000587219197768718;2.3.1,0.00016884194337762892;1.21.3,6.264656985877082e-05;2.8.4,5.112522194394842e-05"
76036,"1.14.14,0.7886127829551697;1.14.19,0.150783509016037;1.5.1,0.05274847522377968;1.5.8,0.002458089031279087;1.14.99,0.0015544737689197063"
76040,"1.14.14,0.7901802659034729;1.14.19,0.13937802612781525;1.5.1,0.06088922917842865;1.5.8,0.003486726200208068;1.14.99,0.0016981662483885884"
76044,"1.14.14,0.6459473371505737;1.14.19,0.2640582025051117;1.5.1,0.07567797601222992;1.5.8,0.0045051188208162785;1.14.99,0.0030009415931999683"
76048,"2.1.1,0.9990788698196411;2.5.1,0.000587219197768718;2.3.1,0.00016884194337762892;1.21.3,6.264656985877082e-05;2.8.4,5.112522194394842e-05"
76052,"2.1.1,0.9990788698196411;2.5.1,0.000587219197768718;2.3.1,0.00016884194337762892;1.21.3,6.264656985877082e-05;2.8.4,5.112522194394842e-05"
76068,"2.1.1,0.9980765581130981;2.5.1,0.0015625470550730824;2.3.1,0.0001775654818629846;1.21.3,7.646973244845867e-05;2.8.4,4.498356793192215e-05"
76248,"3.6.1,0.30846738815307617;3.6.5,0.28236863017082214;3.6.4,0.22018170356750488;6.3.5,0.06133836880326271;5.6.2,0.05911293625831604"
76408,"4.3.2,0.34030500054359436;1.5.99,0.1616392284631729;4.3.1,0.13526473939418793;1.5.1,0.0638928934931755;6.3.3,0.048187531530857086"
76468,"1.14.13,0.998054027557373;1.14.99,0.00127132807392627;1.6.3,0.0002199437585659325;1.21.3,0.00011187548807356507;1.1.1,0.00010267858306178823"
76492,"4.1.2,0.7743083834648132;4.2.1,0.05077880620956421;2.8.3,0.02757345698773861;1.13.11,0.01814090460538864;1.2.1,0.01775418594479561"
76496,"2.3.1,0.9998301267623901;2.3.2,4.801992326974869e-05;2.3.3,4.398033343022689e-05;3.1.2,2.7488009436638094e-05;4.2.1,1.6561802112846635e-05"
76500,"5.1.1,0.9531469345092773;5.1.99,0.01764216646552086;2.6.1,0.01189330592751503;4.3.2,0.0035346674267202616;4.2.1,0.0017745266668498516"
76504,"4.1.2,0.7974726557731628;4.2.1,0.036960843950510025;2.8.3,0.029567869380116463;3.7.1,0.01915179006755352;1.2.1,0.017176417633891106"
76520,"3.5.1,0.9180715680122375;3.5.2,0.07779821753501892;6.3.4,0.0009568768437020481;2.3.2,0.0008842248935252428;6.3.1,0.0007923503289930522"
76524,"4.1.2,0.7938824892044067;4.1.3,0.029681945219635963;1.1.1,0.028464017435908318;5.3.1,0.0270684864372015;2.6.1,0.026064557954669"
76548,"2.3.1,0.9998301267623901;2.3.2,4.801992326974869e-05;2.3.3,4.398033343022689e-05;3.1.2,2.7488009436638094e-05;4.2.1,1.6561802112846635e-05"
76552,"2.3.1,0.9998732805252075;2.3.2,6.586509698536247e-05;3.1.2,2.1682832084479742e-05;2.3.3,1.2556100045912899e-05;3.5.1,9.87499333859887e-06"
76556,"2.3.1,0.30402812361717224;2.3.2,0.25730323791503906;5.1.3,0.06151626259088516;2.7.4,0.03713031858205795;2.7.8,0.030741814523935318"
76560,"3.1.1,0.869377613067627;2.3.1,0.036795247346162796;2.3.2,0.028615765273571014;4.2.1,0.01418266724795103;6.1.1,0.013988608494400978"
76568,"4.2.1,0.2455318719148636;2.3.1,0.15777365863323212;1.13.11,0.06721390038728714;1.3.1,0.04866328835487366;2.5.1,0.04814853519201279"
76572,"5.3.1,0.935592770576477;2.6.1,0.020718980580568314;1.1.1,0.017144208773970604;5.1.3,0.004779850132763386;4.1.2,0.004626319278031588"
76576,"5.3.1,0.419101357460022;3.2.1,0.4160636067390442;5.5.1,0.04529881104826927;1.1.1,0.03566493093967438;2.3.1,0.034790147095918655"
76616,"1.2.1,0.9993749260902405;3.1.2,0.00033920639543794096;2.3.3,0.00011432173778302968;1.8.1,5.660626266035251e-05;2.3.1,2.207880243076943e-05"
76648,"4.2.1,0.9650037884712219;5.3.3,0.0300770103931427;2.8.3,0.0010698953410610557;5.4.99,0.0005943534197285771;3.2.1,0.0004821225884370506"
76992,"1.18.1,0.34638023376464844;1.12.1,0.24990145862102509;1.17.1,0.14215239882469177;1.1.1,0.05934891104698181;1.3.7,0.0406138151884079"
76996,"1.18.1,0.34638023376464844;1.12.1,0.24990145862102509;1.17.1,0.14215239882469177;1.1.1,0.05934891104698181;1.3.7,0.0406138151884079"
77000,"1.18.1,0.46720126271247864;1.12.1,0.21860580146312714;1.17.1,0.09652872383594513;1.1.7,0.052514445036649704;1.3.7,0.04686446487903595"
77112,"3.1.3,0.8561330437660217;3.6.1,0.06443740427494049;3.6.5,0.011809166520833969;3.6.4,0.009840207174420357;3.1.7,0.007519857957959175"
77116,"3.1.3,0.9528241753578186;3.6.1,0.019968155771493912;4.2.1,0.005752103868871927;3.6.5,0.0030340219382196665;3.1.7,0.00262853829190135"
77120,"3.1.3,0.8561330437660217;3.6.1,0.06443740427494049;3.6.5,0.011809166520833969;3.6.4,0.009840207174420357;3.1.7,0.007519857957959175"
77124,"3.1.3,0.953606367111206;3.6.1,0.020552197471261024;3.6.5,0.004700168501585722;3.6.4,0.0034359025303274393;3.1.7,0.002382797421887517"
77128,"3.1.3,0.9376375675201416;4.2.1,0.020822275429964066;3.6.1,0.02051585540175438;3.1.7,0.004102720879018307;3.2.1,0.0023996802046895027"
77132,"3.1.3,0.953606367111206;3.6.1,0.020552197471261024;3.6.5,0.004700168501585722;3.6.4,0.0034359025303274393;3.1.7,0.002382797421887517"
77136,"3.1.3,0.9376375675201416;4.2.1,0.020822275429964066;3.6.1,0.02051585540175438;3.1.7,0.004102720879018307;3.2.1,0.0023996802046895027"
77140,"3.1.3,0.9888884425163269;3.6.1,0.0037546802777796984;3.6.5,0.001278828945942223;4.2.1,0.0011076818918809295;3.6.4,0.0008713033748790622"
77144,"3.1.3,0.9888884425163269;3.6.1,0.0037546802777796984;3.6.5,0.001278828945942223;4.2.1,0.0011076818918809295;3.6.4,0.0008713033748790622"
77148,"3.1.3,0.9528241753578186;3.6.1,0.019968155771493912;4.2.1,0.005752103868871927;3.6.5,0.0030340219382196665;3.1.7,0.00262853829190135"
77172,"3.5.1,0.5583198070526123;3.5.2,0.10028789192438126;2.3.2,0.08228756487369537;2.1.4,0.06437041610479355;4.3.2,0.03718627989292145"
77228,"2.1.1,0.5808410048484802;1.17.98,0.23239567875862122;2.8.4,0.1265389770269394;4.7.1,0.016297219321131706;1.3.98,0.010146129876375198"
77248,"3.1.3,0.9983263611793518;3.1.7,0.0005339332856237888;4.2.3,0.00012450346548575908;3.6.5,0.00011628984793787822;3.1.4,0.00011210234515601769"
77356,"2.6.1,0.9969958066940308;4.4.1,0.000617321056779474;2.7.4,0.000248903437750414;2.3.1,0.0002086830063490197;5.4.3,0.00020375422900542617"
77640,"3.1.3,0.9931390881538391;3.1.7,0.004660598933696747;3.6.1,0.0003829194756690413;2.7.6,0.0002863642293959856;3.6.5,0.00022343751334119588"
77644,"3.1.3,0.9647598266601562;3.6.1,0.009372042492032051;3.6.5,0.005129278637468815;3.6.4,0.0036667142994701862;3.1.7,0.0021262113004922867"
77740,"2.3.1,0.8208947777748108;2.7.8,0.05215442180633545;5.4.1,0.02253877744078636;2.6.1,0.019189877435564995;1.1.1,0.008210434578359127"
77788,"1.1.3,0.984597384929657;5.3.1,0.00972082931548357;1.4.3,0.0049718269146978855;4.1.2,0.00020368181867524981;1.1.99,0.00018111587269231677"
77880,"1.1.3,0.7616106271743774;1.4.3,0.21532857418060303;5.3.1,0.009128594771027565;1.5.3,0.003226078813895583;4.1.2,0.0022777989506721497"
77884,"3.1.3,0.9968650937080383;5.4.2,0.001701046829111874;4.2.1,0.0002942370483651757;3.1.7,0.00021750143787357956;3.6.5,0.00013146376295480877"
77904,"1.7.2,0.1307397186756134;5.2.1,0.11421807110309601;1.1.2,0.08272122591733932;1.12.2,0.07632805407047272;1.2.2,0.06684651970863342"
77908,"1.4.3,0.9087932705879211;1.5.3,0.08636380732059479;1.11.1,0.0007812650292180479;1.8.3,0.0006288171280175447;1.1.3,0.000565173861104995"
77964,"4.2.3,0.9994188547134399;5.5.1,0.0004871031269431114;5.3.3,7.11125903762877e-05;5.4.99,1.9948231056332588e-05;2.5.1,2.598594164737733e-06"
77968,"4.2.3,0.8400227427482605;2.5.1,0.15947724878787994;5.5.1,0.00017563882283866405;5.3.3,0.00010345627379138023;3.1.7,8.021004032343626e-05"
77972,"4.2.3,0.9673894047737122;2.5.1,0.032083213329315186;3.1.7,0.0002068074536509812;5.3.3,9.021859295899048e-05;5.4.99,5.89052215218544e-05"
77976,"2.5.1,0.979568362236023;5.3.3,0.01484316773712635;4.2.3,0.003255826188251376;5.5.1,0.0010326632764190435;2.7.7,0.0001814890856621787"
77980,"4.2.3,0.99652099609375;3.1.7,0.0027662119828164577;2.5.1,0.0004675691307056695;4.2.1,0.00013069671695120633;5.1.1,3.7764304579468444e-05"
78168,"1.3.1,0.6083499193191528;1.1.1,0.25351178646087646;1.17.1,0.033782586455345154;1.6.5,0.022371577098965645;1.2.1,0.013268347829580307"
78172,"2.1.1,0.9992753863334656;2.8.4,0.0004287449992261827;1.17.98,5.721884735976346e-05;1.3.98,4.279065615264699e-05;2.3.1,4.063042069901712e-05"
78272,"4.2.3,0.9998863935470581;4.2.1,4.661189086618833e-05;5.5.1,3.501269020489417e-05;3.1.7,2.7099813451059163e-05;5.3.3,2.3767154289089376e-06"
78276,"4.2.3,0.9977880716323853;2.5.1,0.0015582849737256765;5.5.1,0.0003233187599107623;5.3.3,0.00028061075136065483;5.4.99,2.6582403734209947e-05"
78280,"4.2.3,0.9995480179786682;2.5.1,0.0004119380027987063;5.5.1,1.5479683497687802e-05;3.1.7,9.770719771040604e-06;5.3.3,4.513208295975346e-06"
78284,"4.2.3,0.999861478805542;2.5.1,0.00011887198343174532;5.3.3,9.320491699327249e-06;3.1.7,5.640084054903127e-06;2.7.6,1.3094461337459506e-06"
78288,"4.2.3,0.9996316432952881;2.5.1,0.00024421903071925044;5.5.1,8.208720100810751e-05;3.1.7,1.895163586596027e-05;5.4.99,1.226491713168798e-05"
78292,"4.2.3,0.9995219707489014;2.5.1,0.0003437657724134624;3.1.7,6.610866694245487e-05;2.7.6,2.9942533728899434e-05;5.3.3,9.737738764670212e-06"
78412,"4.2.1,0.418694406747818;3.1.1,0.36411821842193604;3.3.2,0.028596678748726845;3.2.1,0.027339821681380272;3.5.4,0.020559728145599365"
78460,"3.6.1,0.30846738815307617;3.6.5,0.28236863017082214;3.6.4,0.22018170356750488;6.3.5,0.06133836880326271;5.6.2,0.05911293625831604"
78700,"2.4.1,0.5061295628547668;2.4.2,0.28181156516075134;2.7.7,0.11102896183729172;3.1.3,0.06520793586969376;2.7.4,0.014160741120576859"
78708,"2.3.2,0.2468225508928299;3.5.2,0.2105318158864975;4.3.2,0.13966044783592224;3.5.1,0.0920059084892273;1.13.12,0.05420265719294548"
78712,"2.4.1,0.852569580078125;2.4.2,0.12899549305438995;2.7.7,0.011290553957223892;3.1.3,0.0026852490846067667;2.7.4,0.0023497885558754206"
78716,"3.2.1,0.9074990153312683;5.4.99,0.07929404079914093;2.4.1,0.005909281317144632;2.3.1,0.0039466074667871;4.2.1,0.0009492062963545322"
78720,"3.2.1,0.9857612252235413;5.4.99,0.005402416456490755;2.3.1,0.002770534250885248;2.4.1,0.001969084143638611;4.2.1,0.0009547101799398661"
78724,"3.2.1,0.9139286875724792;2.4.2,0.027104763314127922;5.4.99,0.024097327142953873;4.2.1,0.014815093018114567;2.4.1,0.008028440177440643"
78744,"3.2.1,0.9983595013618469;2.4.1,0.0007072649896144867;2.3.1,0.00041465010144747794;5.4.99,0.00011650973465293646;5.1.3,9.197106555802748e-05"
78748,"3.2.1,0.8543760776519775;2.3.1,0.10052739083766937;5.4.99,0.02571765147149563;5.1.3,0.007872156798839569;2.4.2,0.004768697544932365"
78756,"3.2.1,0.5710916519165039;2.4.2,0.2562098801136017;5.1.3,0.07446950674057007;5.4.99,0.05118509754538536;2.4.1,0.02239733189344406"
78764,"3.2.1,0.9983595013618469;2.4.1,0.0007072649896144867;2.3.1,0.00041465010144747794;5.4.99,0.00011650973465293646;5.1.3,9.197106555802748e-05"
78780,"3.5.3,0.851651132106781;3.5.1,0.1357353925704956;2.1.4,0.005759625229984522;2.3.2,0.0011623089667409658;3.5.2,0.000979186617769301"
78796,"3.1.2,0.4639821946620941;2.3.1,0.37348100543022156;1.2.1,0.053159911185503006;2.3.3,0.03583211079239845;2.8.3,0.016607530415058136"
78808,"4.1.1,0.9995666146278381;1.13.12,0.00015143306518439204;5.4.3,4.7802368499105796e-05;2.3.1,4.670188718591817e-05;2.6.1,3.898833892890252e-05"
78812,"1.2.1,0.6199982762336731;1.5.1,0.24967385828495026;1.5.3,0.05776051804423332;1.1.1,0.01715160347521305;1.17.1,0.010504285804927349"
78816,"1.14.13,0.9959624409675598;1.6.3,0.002654296811670065;1.14.19,0.0003902385651599616;1.14.99,0.0001801725447876379;1.17.1,0.00012281052477192134"
78820,"5.1.99,0.23245738446712494;2.6.1,0.16239792108535767;5.1.1,0.06891697645187378;2.7.4,0.06471209973096848;2.3.1,0.03190724551677704"
78824,"2.6.1,0.9534862637519836;4.1.1,0.006863251328468323;1.1.99,0.004631047137081623;5.1.1,0.004313166253268719;1.4.1,0.002503827214241028"
78828,"4.1.2,0.7974726557731628;4.2.1,0.036960843950510025;2.8.3,0.029567869380116463;3.7.1,0.01915179006755352;1.2.1,0.017176417633891106"
78840,"1.8.5,0.9818779230117798;1.3.5,0.006328902672976255;2.8.5,0.00539058493450284;1.8.2,0.0013792049139738083;1.8.7,0.0008321958594024181"
78884,"3.2.1,0.9983595013618469;2.4.1,0.0007072649896144867;2.3.1,0.00041465010144747794;5.4.99,0.00011650973465293646;5.1.3,9.197106555802748e-05"
78944,"1.8.1,0.9935924410820007;1.11.1,0.00135401776060462;2.8.5,0.0009079787414520979;1.2.1,0.0006367893656715751;1.17.4,0.0004455291200429201"
78952,"3.1.4,0.9747599959373474;2.7.8,0.020150359719991684;3.6.1,0.0012660006759688258;3.1.7,0.0010185153223574162;2.4.3,0.0007096751360222697"
78972,"4.1.1,0.9979593753814697;5.3.3,0.0006947951624169946;5.5.1,0.00019294796220492572;1.2.3,0.000105613587948028;4.2.1,9.247128764400259e-05"
78976,"4.2.1,0.9990192651748657;4.1.3,0.00026299472665414214;5.5.1,0.00019597150094341487;5.4.4,0.0001311303785769269;5.4.99,7.712661317782477e-05"
78980,"4.2.3,0.9999582767486572;5.5.1,3.710689998115413e-05;5.3.3,2.872880259019439e-06;2.5.1,1.5276431213351316e-06;5.4.99,1.4014437965670368e-07"
78984,"4.2.3,0.9992584586143494;5.5.1,0.0007159055676311255;5.4.99,1.255788538401248e-05;5.3.3,1.042449275701074e-05;2.5.1,1.977459987756447e-06"
78988,"4.2.3,0.9979580640792847;5.5.1,0.002015262609347701;5.3.3,1.7272815966862254e-05;5.4.99,6.114206826168811e-06;2.5.1,2.7607054562395206e-06"
78992,"4.1.1,0.9857203364372253;3.1.1,0.0016358044231310487;1.2.3,0.0013864124193787575;2.7.2,0.0009635055903345346;1.17.98,0.0009336426155641675"
78996,"4.2.1,0.9891679286956787;2.8.3,0.006755887996405363;4.1.3,0.0025245328433811665;3.2.1,0.00020980021508876234;2.3.3,0.00017595857207197696"
79000,"1.10.3,0.11362994462251663;6.5.1,0.10066839307546616;1.97.1,0.08897414058446884;1.7.6,0.08060555160045624;5.4.4,0.06387029588222504"
79004,"1.7.6,0.11649754643440247;5.4.4,0.08676041662693024;1.10.3,0.08291786164045334;1.14.12,0.08224741369485855;1.97.1,0.0650596097111702"
79008,"3.6.1,0.16781112551689148;1.7.6,0.10157173126935959;5.4.4,0.08510854095220566;2.7.9,0.06959054619073868;1.10.3,0.06364883482456207"
79012,"4.2.3,0.9680267572402954;2.5.1,0.03075062483549118;5.3.3,0.0007615368231199682;5.5.1,0.000182786796358414;3.1.7,0.0001542871177662164"
