Reaction ID,Theia
R10609,"2.4.2,0.9998902082443237;2.4.1,7.898949115769938e-05;2.3.1,2.4017348550842144e-05;5.1.3,5.172430519451154e-06;2.4.-,6.198442292770778e-07"
R10644,"2.8.3,0.9983488321304321;3.5.1,0.0008649052469991148;3.1.1,0.0004730037762783468;2.3.1,0.0001434507721569389;1.2.3,6.961479812161997e-05"
R12843,"2.1.1,1.0;2.3.1,6.629261584123469e-10;1.-.-,5.4217380585086516e-11;2.5.1,4.4924133857371373e-11;4.3.3,4.17689216547501e-11"
R04486,"3.5.1,0.9955755472183228;3.4.11,0.0029673664830625057;3.4.13,0.0008385329274460673;3.1.1,0.0003662339295260608;4.2.1,4.7436195018235594e-05"
R13025,"3.1.4,0.7307875752449036;1.14.14,0.14564304053783417;3.6.1,0.047051575034856796;3.1.3,0.023691045120358467;4.2.1,0.009981462731957436"
R11891,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R09946,"2.7.1,0.6015014052391052;2.7.4,0.31134673953056335;2.1.1,0.08211225271224976;2.7.7,0.0018705002730712295;6.2.1,0.001184621243737638"
R07877,"2.4.1,0.9866782426834106;2.4.2,0.013316403143107891;3.2.1,4.773381988343317e-06;2.4.-,1.925234727195857e-07;2.3.1,1.70443087199601e-07"
R09123,"4.2.3,0.9876657724380493;5.5.1,0.012311865575611591;4.3.2,1.2507303836173378e-05;1.3.-,7.118765097402502e-06;2.5.1,1.4458248642768012e-06"
R10891,"2.3.1,0.8691098093986511;3.1.1,0.1013321727514267;4.2.1,0.008844150230288506;3.4.11,0.008643688634037971;6.3.2,0.0041960179805755615"
R03401,"1.3.1,0.9948520064353943;1.1.1,0.004213850479573011;1.6.5,0.0003017069830093533;1.18.1,0.00022964808158576488;5.3.3,9.474437683820724e-05"
R02404,"6.2.1,0.9823906421661377;2.3.1,0.01482645608484745;3.1.2,0.001270091743208468;6.3.2,0.0005669067031703889;2.7.3,0.00031522958306595683"
R00304,"3.1.3,0.9453105330467224;3.6.1,0.04591559246182442;3.1.4,0.003171434160321951;2.7.1,0.0020836694166064262;3.2.1,0.0020522221457213163"
R10524,"2.1.1,1.0;1.3.98,3.179583818457843e-10;2.3.1,2.2485771578040215e-10;1.-.-,9.07686287243692e-11;3.5.1,7.266318796661508e-11"
R11457,"1.14.14,0.9999854564666748;1.14.13,4.926133442495484e-06;1.14.99,4.916667421639431e-06;1.13.12,1.6681314036759431e-06;4.2.1,1.205767375722644e-06"
R11659,"1.8.5,0.9999829530715942;1.8.4,9.861939361144323e-06;1.14.12,2.1928290152573027e-06;2.5.1,1.25727729027858e-06;6.5.1,1.1881081718456699e-06"
R09358,"4.1.2,0.9998650550842285;4.2.1,9.240318468073383e-05;1.14.13,6.566006504726829e-06;4.4.1,5.381029495765688e-06;2.3.3,4.781461029779166e-06"
R00113,"1.11.1,0.9052639007568359;1.2.1,0.06413355469703674;1.17.1,0.009129000827670097;1.6.99,0.005770484451204538;1.8.1,0.0037173288874328136"
R13096,"2.3.1,0.9992289543151855;1.2.1,9.992783452617005e-05;3.1.1,8.942229032982141e-05;2.3.2,7.277000258909538e-05;2.3.-,7.168815500335768e-05"
R11585,"1.1.1,0.999431312084198;1.3.1,0.00013732969819102436;1.14.13,0.00012063135363860056;1.6.5,6.758453673683107e-05;1.-.-,5.1003225962631404e-05"
R06863,"2.2.1,0.988553524017334;5.3.1,0.011374698020517826;1.1.1,1.4639321307186037e-05;1.13.99,1.0537964044488035e-05;1.1.2,9.014148417918477e-06"
R10508,"2.5.1,0.8185563683509827;5.5.1,0.17523902654647827;2.3.1,0.0033478986006230116;4.2.3,0.000994315487332642;4.2.99,0.0005962027935311198"
R10288,"4.2.1,0.999983549118042;2.3.1,7.542049843323184e-06;3.5.2,3.848878350254381e-06;5.4.4,8.867755241226405e-07;1.14.14,5.629801194118045e-07"
R12437,"5.3.3,0.8930624723434448;2.5.1,0.10565246641635895;4.2.1,0.0007777370046824217;5.5.1,0.0003425417235121131;1.-.-,8.172754314728081e-05"
R02602,"4.1.1,0.9527524709701538;5.3.2,0.042275089770555496;3.7.1,0.004745839163661003;4.1.4,7.77168243075721e-05;1.3.5,3.561989069567062e-05"
R07747,"1.3.1,0.9997623562812805;1.14.13,0.00018504900799598545;4.2.1,3.0390841857297346e-05;1.14.14,9.145720468950458e-06;1.6.5,5.303069883666467e-06"
R11672,"2.6.1,0.9999891519546509;4.3.1,4.848308435612125e-06;1.4.3,3.9846731851866934e-06;3.5.99,3.9935579820848943e-07;1.1.2,3.672325306069979e-07"
R05499,"1.21.99,0.6651848554611206;1.97.1,0.18181222677230835;1.21.1,0.05010911077260971;3.8.1,0.04574506729841232;2.5.1,0.04043098911643028"
R08645,"4.2.1,0.5505096912384033;5.4.4,0.43912985920906067;1.1.1,0.009576789103448391;1.-.-,0.0002929953334387392;4.1.3,9.94475994957611e-05"
R02536,"1.2.1,0.9989196062088013;1.1.1,0.0006746891303919256;1.8.1,0.0001084279574570246;1.2.99,9.635343303671107e-05;1.5.1,6.341808330034837e-05"
R04185,"1.1.1,0.9996615648269653;1.-.-,0.00020976486848667264;1.1.99,2.5398487196071073e-05;1.3.1,2.388637585681863e-05;1.14.13,2.0900235540466383e-05"
R04560,"2.1.2,0.9922388195991516;6.3.4,0.004879437852650881;4.3.1,0.001116311177611351;1.4.4,0.0004119622171856463;1.5.1,0.00029118661768734455"
R00416,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R12539,"1.14.13,0.6692114472389221;1.5.1,0.17230351269245148;1.18.1,0.05173499509692192;1.1.1,0.022553330287337303;1.7.1,0.011599168181419373"
R10448,"2.1.1,1.0;2.3.1,1.7349725036633e-14;6.-.-,5.139631811305564e-16;2.5.1,3.8984236117170024e-16;6.3.2,2.483089260974598e-16"
R03450,"3.1.3,0.9993767142295837;3.1.4,0.0003115512663498521;3.6.1,0.00023320272157434374;2.7.99,7.23551565897651e-05;4.2.3,2.369736421314883e-06"
R03761,"1.8.1,0.9993171691894531;1.6.4,0.00037154174060560763;1.19.1,6.425469473470002e-05;1.4.1,6.269145524129272e-05;1.11.1,2.6001804144470952e-05"
R05207,"3.5.1,0.5593087673187256;3.4.11,0.3800828456878662;3.4.13,0.03356940671801567;3.4.19,0.0096899988129735;3.1.1,0.0061943200416862965"
R00346,"4.1.1,0.9999984502792358;2.7.1,1.3327036185728502e-06;2.5.1,1.2205254051878e-07;2.7.11,7.022007508794559e-08;2.7.3,1.0901104907645731e-08"
R03346,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R02087,"5.1.3,0.9997033476829529;2.7.8,0.00011990078928647563;5.4.99,2.9657327104359865e-05;5.-.-,2.4101511371554807e-05;2.3.1,1.3410686733550392e-05"
R11894,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R09844,"2.5.1,0.9960423707962036;5.3.3,0.0035543343983590603;1.8.3,0.00013935050810687244;1.8.5,6.563220813404769e-05;1.8.4,5.824919935548678e-05"
R07758,"2.3.1,0.9999945163726807;3.1.2,1.9838219031953486e-06;3.1.1,9.627148074287106e-07;4.1.1,9.358256534142129e-07;6.2.1,6.471940992014424e-07"
R00754,"1.1.1,0.9990249872207642;1.2.1,0.0006834470550529659;1.3.1,5.073947977507487e-05;1.6.5,4.072632873430848e-05;1.5.1,3.966591975768097e-05"
R06487,"2.4.1,0.999972939491272;2.3.1,1.071721544576576e-05;2.7.7,8.570404133934062e-06;2.4.2,6.247136298043188e-06;3.2.1,4.411407132920431e-07"
R04480,"2.3.1,0.9999338388442993;3.1.2,3.6568781069945544e-05;3.1.1,2.5490297048236243e-05;1.2.7,1.6209210116358008e-06;5.4.1,1.2496382169047138e-06"
R11959,"2.4.1,0.9992691874504089;3.1.3,0.0003648800775408745;2.4.2,0.0003278680669609457;2.7.1,2.1317606297088787e-05;2.7.3,6.0924594436073676e-06"
R04567,"2.3.1,0.9985805749893188;3.1.2,0.0006271754391491413;1.3.1,0.00019006051297765225;1.2.1,0.0001343434414593503;3.1.1,0.00012545924982987344"
R02085,"4.2.1,0.9979068040847778;5.4.4,0.0007155230850912631;2.3.3,0.0005896311486139894;4.1.3,0.0005466802977025509;2.3.1,5.139988206792623e-05"
R06917,"1.1.1,0.9987693428993225;1.2.1,0.00039547207416035235;1.-.-,0.0002679307071957737;1.3.1,0.00024407888122368604;1.14.13,0.0001944715913850814"
R10093,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R05273,"1.2.3,0.5491067171096802;1.2.1,0.383341908454895;1.14.13,0.06236222758889198;1.14.14,0.0014632130041718483;1.1.1,0.0012539986055344343"
R00248,"1.4.1,0.9999667406082153;1.5.1,1.404504928359529e-05;1.5.99,5.995509582135128e-06;1.4.3,3.5965870210930007e-06;1.7.1,1.6848249515533098e-06"
R09450,"3.1.2,0.7654543519020081;3.1.1,0.19905193150043488;2.3.1,0.026324504986405373;6.2.1,0.008727301843464375;2.3.3,0.00033464899752289057"
R11122,"4.3.3,0.8389914035797119;2.3.1,0.058382295072078705;2.4.1,0.04511021077632904;2.4.2,0.04192760959267616;6.3.2,0.01048313733190298"
R02551,"3.5.1,0.9998584985733032;3.4.11,8.3962942881044e-05;3.1.1,2.72632205451373e-05;4.1.1,4.9147161007567775e-06;2.3.1,4.4911894292454235e-06"
R10109,"1.13.11,0.7048742175102234;3.1.1,0.2950320243835449;2.3.1,3.508961890474893e-05;1.14.-,3.469546572887339e-05;1.14.12,5.835745469084941e-06"
R00435,"2.7.1,0.906326174736023;2.7.4,0.04315033182501793;2.1.1,0.027880052104592323;2.4.2,0.005932434927672148;2.7.2,0.0035590638872236013"
R02294,"2.4.2,0.9932501316070557;2.7.1,0.00561210373416543;2.3.1,0.0005077949608676136;2.7.3,0.00022437733423430473;2.4.1,0.0002112289221258834"
R09910,"5.4.99,0.9999129772186279;4.2.1,8.392860763706267e-05;5.4.4,1.0716833003243664e-06;4.3.1,9.191366530103551e-07;4.1.3,4.613865769442782e-07"
R10672,"1.14.14,0.9978907704353333;1.14.13,0.001819439115934074;1.11.1,0.00017322234634775668;1.14.99,5.282379061100073e-05;1.14.12,2.537328145990614e-05"
R08283,"1.2.1,0.9984434247016907;1.1.1,0.0014970273477956653;1.2.3,5.1571572839748114e-05;1.5.1,2.0964894247299526e-06;4.2.1,1.7913490637511131e-06"
R05636,"2.2.1,0.9999929666519165;1.2.7,5.65205345992581e-06;4.1.1,4.6461914848805463e-07;1.2.4,3.3256554843319464e-07;1.2.5,1.5505133887927514e-07"
R00625,"1.1.1,0.9985939860343933;1.2.1,0.0012549043167382479;1.1.2,4.1027924453374e-05;1.3.1,2.1080788428662345e-05;1.6.5,1.8552651454228908e-05"
R09463,"1.11.-,0.5917812585830688;1.11.2,0.40721356868743896;5.4.4,0.00022026363876648247;1.11.1,0.00020065381249878556;1.1.3,0.00016200591926462948"
R00615,"3.6.1,0.9950509667396545;3.1.3,0.0027286869008094072;3.-.-,0.0016529234126210213;3.1.4,0.0003993396821897477;3.6.2,0.00011871416063513607"
R00984,"2.1.1,0.9999998807907104;2.3.1,1.225402286308963e-07;4.3.3,1.9792386396488837e-08;4.2.1,1.06398454491341e-08;2.5.1,8.421595865115705e-09"
R11251,"3.1.3,0.9779716730117798;3.6.1,0.014264456927776337;2.7.1,0.006515428423881531;3.1.4,0.0007054296438582242;4.2.3,0.0003270551678724587"
R12353,"6.3.2,0.9191409349441528;6.2.1,0.07108143717050552;2.7.1,0.004956147633492947;2.3.2,0.003217024728655815;2.7.4,0.0006086310604587197"
R04538,"2.7.8,0.48509424924850464;2.3.1,0.04576612636446953;2.4.1,0.04050920903682709;2.7.4,0.035624537616968155;5.1.3,0.034757062792778015"
R05169,"3.5.1,0.6744980216026306;3.5.3,0.3078288733959198;1.4.3,0.0023784979712218046;3.5.5,0.0020899467635899782;3.5.4,0.0017492767656221986"
R04596,"2.4.1,0.8888896703720093;2.4.99,0.11094248294830322;3.1.3,0.00012877723202109337;3.2.1,1.3034647054155357e-05;2.3.1,1.19005508167902e-05"
R03956,"2.3.1,0.3498588800430298;3.4.13,0.3416616916656494;2.6.1,0.10810637474060059;2.3.2,0.05372043326497078;6.3.2,0.027616390958428383"
R01057,"5.4.2,0.9839142560958862;2.7.1,0.008714893832802773;2.3.1,0.006180616095662117;1.1.1,0.0003162711509503424;5.1.3,0.00023499870439991355"
R07971,"1.13.12,0.9432733058929443;1.14.14,0.05422331765294075;1.14.13,0.0017925146967172623;4.1.99,0.00025802181335166097;1.7.3,0.00011418897338444367"
R04153,"2.1.1,0.9157240390777588;4.4.1,0.07946018129587173;3.3.1,0.002088786568492651;2.5.1,0.0013549710856750607;3.13.1,0.0007967310375533998"
R04104,"5.1.3,0.993883490562439;1.1.1,0.004137653857469559;5.3.3,0.0007420119945891201;1.1.99,0.0005487792659550905;4.2.1,0.00038485770346596837"
R00012,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R04051,"2.6.1,0.9574229717254639;1.4.11,0.026062684133648872;1.4.1,0.01183411292731762;2.3.1,0.0007676940876990557;2.1.1,0.00046608183765783906"
R00277,"1.4.3,0.999955415725708;3.5.4,1.5860687199165113e-05;3.5.99,1.4631211342930328e-05;1.4.9,9.180897905025631e-06;1.5.99,1.1833272992589627e-06"
R02889,"2.7.7,0.5420480966567993;2.4.1,0.4504716694355011;5.4.99,0.002667419146746397;5.1.3,0.001886519487015903;2.7.8,0.0008069355390034616"
R00441,"2.1.1,0.4652162492275238;2.7.4,0.2844439148902893;2.7.1,0.18723280727863312;2.7.2,0.018769511952996254;2.7.7,0.01664123125374317"
R07437,"1.1.1,0.9979435801506042;1.2.1,0.0019210225436836481;1.11.1,4.0611153963254765e-05;1.8.1,2.2296791939879768e-05;1.6.5,2.1135279894224368e-05"
R03230,"2.3.1,0.9998935461044312;1.14.14,7.070595165714622e-05;3.1.2,1.715083453746047e-05;3.1.1,9.53533253778005e-06;6.2.1,2.9507209546864033e-06"
R06637,"2.3.1,0.9999974966049194;6.2.1,8.7111754965008e-07;3.1.2,4.420620598466485e-07;2.1.1,4.304447429603897e-07;4.1.1,2.139787511623581e-07"
R11323,"3.6.1,0.9325005412101746;3.1.4,0.04503250867128372;3.-.-,0.006043438799679279;3.6.4,0.004738751798868179;3.6.3,0.003198361722752452"
R00441,"2.1.1,0.4652162492275238;2.7.4,0.2844439148902893;2.7.1,0.18723280727863312;2.7.2,0.018769511952996254;2.7.7,0.01664123125374317"
R09036,"2.3.1,0.9999610185623169;3.1.1,2.5440911485929973e-05;3.1.2,6.323492016235832e-06;1.2.7,2.9368684408837e-06;6.2.1,1.584734263815335e-06"
R07618,"1.14.-,0.49812397360801697;1.3.1,0.341779500246048;1.1.1,0.03579683601856232;1.14.12,0.031371403485536575;4.2.1,0.026514634490013123"
R02467,"1.13.11,0.9946809411048889;1.14.99,0.004524634685367346;6.2.1,0.00048196164425462484;2.3.1,0.00016450831026304513;3.1.1,3.978057065978646e-05"
R04659,"2.4.1,0.9999942779541016;3.2.1,3.948179255530704e-06;2.7.1,1.143197209785285e-06;2.7.7,5.00119369917229e-07;3.1.3,9.10187694103115e-08"
R00334,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R11095,"2.7.3,0.8568965792655945;3.9.1,0.14309993386268616;3.6.1,8.359862135876028e-07;3.1.4,5.477023137245851e-07;3.-.-,2.4983881985463086e-07"
R09421,"1.14.13,0.7548202276229858;1.14.14,0.24248287081718445;1.14.-,0.00079354114132002;3.1.7,0.00028322485741227865;4.2.1,0.00022035979782231152"
R04634,"3.2.1,0.9999656677246094;2.4.1,2.1295854821801186e-05;3.5.1,6.31652983429376e-06;3.1.3,1.9514620817062678e-06;5.1.3,1.5376565443148138e-06"
R10008,"4.2.3,0.9999632835388184;5.5.1,2.3622356820851564e-05;4.3.2,1.2392767530400306e-05;2.5.1,1.2453793374334055e-07;5.4.99,1.13109145161161e-07"
R02336,"3.1.1,0.7775618433952332;4.2.1,0.1191890761256218;3.2.1,0.03270402550697327;1.14.99,0.02128119207918644;2.3.1,0.020762355998158455"
R13265,"1.3.1,0.6997447609901428;1.14.99,0.2130398005247116;1.1.1,0.03356592357158661;2.3.1,0.0161430723965168;1.2.1,0.011849272064864635"
R10344,"3.1.4,0.9891510009765625;4.6.1,0.010439518839120865;3.1.3,0.00029117820668034256;3.6.1,0.00011321316560497507;3.1.27,1.4161905710352585e-06"
R04102,"1.14.14,0.9998200535774231;1.14.13,0.00017802277579903603;5.4.4,5.155469011697278e-07;5.3.99,4.118216168080835e-07;1.-.-,4.111090277092444e-07"
R00993,"1.2.3,0.9205785393714905;4.1.1,0.07475858181715012;1.2.4,0.0011903431732207537;2.7.2,0.0008159280405379832;2.7.3,0.000562168366741389"
R10815,"2.1.1,0.9020807147026062;3.6.1,0.0561349131166935;2.7.1,0.026580892503261566;2.7.7,0.005906715523451567;2.4.2,0.00434959027916193"
R07339,"2.4.1,0.9907076358795166;2.4.2,0.009199338033795357;2.3.1,4.865755545324646e-05;3.2.1,1.7736458175932057e-05;2.7.7,1.4682375876873266e-05"
R01160,"2.3.1,0.9983853101730347;2.6.1,0.0011807805858552456;1.2.7,7.552092574769631e-05;1.2.1,7.099367212504148e-05;6.3.2,4.677735341829248e-05"
R05219,"2.1.1,0.9999994039535522;4.4.1,1.9083280733411812e-07;3.13.1,1.5346969917118258e-07;4.2.1,8.987118604864008e-08;3.3.1,8.698610542978713e-08"
R00892,"1.8.1,0.9127000570297241;1.6.4,0.05364476144313812;1.11.1,0.022822104394435883;1.8.4,0.0032109932508319616;1.1.1,0.0022554637398570776"
R08356,"1.8.1,0.9976453185081482;1.6.4,0.001405716291628778;1.8.4,0.0002706671948544681;1.11.1,0.00026138368411920965;1.1.1,6.006236799294129e-05"
R08955,"1.1.1,0.9895690083503723;1.3.1,0.00986659899353981;2.3.1,0.00022475568403024226;1.-.-,7.214421930257231e-05;1.14.13,6.64907056489028e-05"
R09781,"2.4.2,0.9020369648933411;2.4.1,0.09397710859775543;5.1.3,0.0007996475324034691;2.7.7,0.0007052740547806025;5.4.2,0.0006209511193446815"
R09589,"6.2.1,0.9279124736785889;2.8.3,0.06014280393719673;2.3.1,0.011079296469688416;2.7.2,0.0006177177419885993;3.1.2,0.00011422717943787575"
R00856,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R03826,"1.1.1,0.985713005065918;1.2.1,0.008285176940262318;4.2.1,0.0007643690332770348;1.14.13,0.0007501619402319193;1.8.1,0.0005839487421326339"
R05236,"1.1.1,0.5356415510177612;1.3.1,0.43140360713005066;1.2.1,0.015642009675502777;3.1.1,0.010350224561989307;1.17.1,0.00457972614094615"
R13139,"1.4.3,0.9999408721923828;1.5.3,2.964989107567817e-05;3.5.4,1.824918217607774e-05;1.5.99,6.091016530263005e-06;1.4.9,3.21340621667332e-06"
R06498,"2.4.1,0.9999995231628418;2.4.2,2.2253223619372875e-07;2.7.7,1.3560300260451186e-07;2.3.1,4.2378282216759544e-08;3.2.1,1.75066698915316e-08"
R07113,"2.5.1,0.9999496936798096;2.3.1,1.8066668417304754e-05;6.2.1,1.2940697160956915e-05;1.3.1,9.924305231834296e-06;4.2.99,4.157787316216854e-06"
R10988,"2.7.7,0.45579439401626587;2.4.1,0.3621779680252075;2.3.1,0.13623185455799103;5.4.1,0.020515305921435356;5.1.3,0.006531085819005966"
R09331,"2.4.1,0.9997386336326599;2.7.7,0.00015286293637473136;2.4.2,5.167536801309325e-05;2.3.1,3.1470408430323005e-05;5.1.3,8.568779776396696e-06"
R13125,"2.4.1,0.8412156701087952;2.4.2,0.09342099726200104;2.3.1,0.06385490298271179;2.7.1,0.0005601379671134055;4.2.2,0.00045666430378332734"
R01264,"1.5.3,0.5063084959983826;1.4.3,0.21203117072582245;1.14.14,0.16580528020858765;1.11.1,0.04771094769239426;1.14.18,0.028602570295333862"
R07310,"2.1.1,0.9980302453041077;1.-.-,0.001389142475090921;1.13.11,0.0004200946423225105;4.1.1,7.744187314528972e-05;6.3.2,3.1162337108980864e-05"
R12729,"2.3.1,0.8590617179870605;2.1.1,0.0760524570941925;6.2.1,0.05529554933309555;1.14.99,0.0026595464441925287;1.2.1,0.0013874564319849014"
R02985,"3.2.1,0.9957327246665955;2.3.1,0.0034850453957915306;5.4.1,0.0003594989830162376;3.1.1,0.0002188005018979311;3.1.4,3.268306682002731e-05"
R02912,"2.1.1,1.0;1.-.-,3.979006457655032e-09;1.14.21,1.5222616223109497e-10;1.14.14,7.11710967937762e-11;5.1.3,3.4095937878619864e-11"
R05233,"1.1.1,0.9997301697731018;1.2.1,0.0002536378742661327;1.3.1,6.261615453695413e-06;1.5.1,2.3555139705422334e-06;1.6.5,2.246483290946344e-06"
R07258,"2.4.1,0.989608108997345;4.2.2,0.008325351402163506;2.4.-,0.001906778197735548;3.2.1,0.0001351620303466916;2.-.-,1.9248274838901125e-05"
R08232,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R04405,"2.1.1,0.9999836683273315;2.5.1,1.546368730487302e-05;5.1.3,3.410240765333583e-07;3.3.1,3.1881876338957227e-07;1.8.3,3.667392789452606e-08"
R01214,"2.6.1,1.0;5.1.1,3.1079749884810326e-09;2.3.1,2.487952510676905e-09;1.4.1,1.175023855992663e-09;1.4.7,8.147073571329599e-10"
R09033,"4.99.1,0.9976736903190613;1.3.1,0.0015298827784135938;2.7.1,0.00030198038439266384;1.14.14,0.00018601492047309875;2.5.1,7.77128225308843e-05"
R02892,"1.3.1,0.769719660282135;1.3.99,0.22459305822849274;1.1.1,0.00513802096247673;1.3.3,0.00021926536282990128;1.3.8,0.00010118998761754483"
R11665,"4.2.99,0.27864155173301697;4.1.1,0.18393535912036896;6.2.1,0.17645186185836792;2.3.1,0.11650770902633667;3.1.1,0.06778287142515182"
R04266,"5.1.3,0.9922303557395935;2.3.1,0.0017423294484615326;2.5.1,0.0009812714997678995;2.8.1,0.0004092550079803914;5.1.99,0.0003646823752205819"
R02914,"4.2.1,0.9997108578681946;1.13.12,4.9383947043679655e-05;4.1.2,3.0496492399834096e-05;4.3.1,2.7162373953615315e-05;3.5.2,2.3430864530382678e-05"
R03286,"6.3.2,0.9943212270736694;3.4.13,0.0026341259945183992;2.7.3,0.001518523902632296;2.7.1,0.0006462194141931832;4.1.1,0.0004625976725947112"
R04145,"2.1.1,1.0;1.4.3,6.256311024799288e-09;2.3.1,4.623702754003034e-09;1.3.98,2.51921550287193e-09;2.5.1,2.1249881854146224e-09"
R09405,"1.14.14,0.9999034404754639;4.2.1,6.957992445677519e-05;1.14.13,1.8810627807397395e-05;1.-.-,3.026001650141552e-06;2.5.1,1.6785343177616596e-06"
R03457,"4.2.1,0.9076634049415588;3.1.3,0.0722208321094513;3.2.1,0.015658164396882057;5.3.1,0.0013787872157990932;5.4.2,0.0004883430665358901"
R10784,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R00428,"3.5.4,0.999350368976593;4.3.2,0.00022888403327669948;2.1.2,0.000150869891513139;3.2.2,6.112384289735928e-05;2.4.2,4.903926674160175e-05"
R02194,"6.2.1,0.8764293193817139;2.3.1,0.097979836165905;3.1.2,0.017732204869389534;1.2.1,0.007054157555103302;4.1.2,0.0003518796875141561"
R10985,"1.1.1,0.948337972164154;2.7.11,0.016182133927941322;2.7.1,0.00821295939385891;1.3.1,0.006296691484749317;1.8.1,0.0047250911593437195"
R09078,"1.1.1,0.9950742125511169;1.17.1,0.0017129493644461036;2.2.1,0.0008028849260881543;5.1.2,0.0007120448281057179;1.3.1,0.0004469618434086442"
R00145,"1.4.1,0.9926844835281372;4.3.1,0.004950211849063635;1.4.3,0.0013285010354593396;1.7.1,0.0006931676180101931;1.5.1,9.460217552259564e-05"
R00856,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R12401,"1.1.1,0.9996808767318726;1.14.-,0.00018735561752691865;1.3.1,6.956290599191561e-05;1.14.13,2.6929967134492472e-05;1.-.-,9.268210305890534e-06"
R03037,"4.4.1,0.4861694574356079;3.3.2,0.1859322339296341;2.5.1,0.09820082038640976;4.2.99,0.0836624875664711;3.7.1,0.05699494108557701"
R01332,"3.2.1,0.9999960660934448;2.4.1,1.375776150780439e-06;2.3.1,1.3387704029810266e-06;5.3.1,6.057541099835362e-07;3.6.1,1.8494871767416043e-07"
R01886,"3.5.1,0.7806999683380127;3.2.2,0.20812182128429413;3.5.-,0.003220176789909601;5.3.1,0.002921417588368058;2.4.2,0.0016325351316481829"
R07998,"1.1.1,0.9910081028938293;1.3.1,0.004469192121177912;1.6.5,0.001200932078063488;1.8.1,0.0007950657163746655;1.-.-,0.000719903560820967"
R08095,"2.3.1,0.9940431714057922;3.1.2,0.004678809083998203;2.8.3,0.0004963924875482917;5.4.1,0.0002796002081595361;3.1.1,9.935179696185514e-05"
R10172,"2.3.1,0.9999943971633911;3.1.2,4.1647558646218386e-06;6.2.1,6.532230827360763e-07;1.2.7,3.6765391087101307e-07;3.1.1,2.0102341125038947e-07"
R10135,"3.1.1,0.9998558759689331;3.7.1,0.00013527364353649318;5.5.1,5.483605491463095e-06;1.13.11,1.9459330360405147e-06;5.2.1,3.5250729979452444e-07"
R01776,"2.3.1,0.9998307228088379;3.1.1,8.905942377168685e-05;1.2.1,4.737092604045756e-05;3.1.2,2.3125088773667812e-05;2.5.1,2.29689794650767e-06"
R07763,"1.3.1,0.5351772904396057;1.14.12,0.39373573660850525;2.1.1,0.015740567818284035;1.1.1,0.010222295299172401;1.18.1,0.009609077125787735"
R04420,"5.3.1,0.9997739195823669;1.1.3,4.464354060473852e-05;5.3.3,4.056421676068567e-05;4.4.1,3.309795283712447e-05;4.2.99,2.4845026928232983e-05"
R01460,"3.2.1,0.9993247985839844;2.4.1,0.0003891407686751336;3.1.1,0.00023052815231494606;3.7.1,3.229653520975262e-05;2.3.1,1.5308942238334566e-05"
R07082,"3.3.2,0.8924779295921326;3.1.3,0.09528692066669464;4.2.1,0.002539664041250944;3.1.4,0.001549617387354374;3.2.1,0.0012993578566238284"
R00381,"2.7.4,0.5206859707832336;2.7.1,0.34403854608535767;6.2.1,0.06660380214452744;5.1.99,0.022509653121232986;2.7.2,0.009342830628156662"
R00647,"1.1.3,0.9977874755859375;1.14.13,0.0008620266453363001;1.1.5,0.0006241424707695842;1.14.15,0.00019729416817426682;1.8.3,0.00010357600694987923"
R11100,"3.5.99,0.6588765978813171;4.3.1,0.19208791851997375;1.4.3,0.08111871033906937;1.5.99,0.03984212130308151;3.5.4,0.0059595112688839436"
R02997,"3.1.1,0.9998903274536133;2.3.1,3.761938205570914e-05;3.1.2,3.502307663438842e-05;3.2.1,2.9257183996378444e-05;3.1.-,2.455043613736052e-06"
