Reaction ID,Theia
R06382,"1.1.1,0.9999997615814209;1.14.13,1.5014869347851345e-07;1.-.-,1.2844908781062259e-07;1.3.1,3.160172568072994e-08;1.1.5,2.477521121591053e-08"
R05645,"5.3.1,0.9999980926513672;1.1.3,7.430028290400514e-07;2.4.1,2.621881378672697e-07;5.1.3,2.2376769948095898e-07;2.7.1,1.2065078180967248e-07"
R06951,"5.3.99,0.9999654293060303;4.2.1,8.888418960850686e-06;5.99.1,8.103384971036576e-06;5.1.3,2.803185907396255e-06;2.3.1,2.378211547693354e-06"
R01813,"1.1.1,0.9999995231628418;1.1.-,8.270294671319789e-08;1.1.5,7.046688210721186e-08;1.1.2,5.380064749260782e-08;1.14.13,4.8138364405758693e-08"
R03429,"2.7.1,0.9999059438705444;2.7.4,4.368315057945438e-05;4.6.1,2.808832323353272e-05;3.1.3,7.124756393750431e-06;2.3.1,5.444453563541174e-06"
R09218,"1.6.5,0.4271087050437927;1.13.11,0.2185150533914566;1.1.-,0.07432873547077179;1.14.-,0.052209220826625824;2.7.8,0.05010569840669632"
R09581,"1.14.13,0.560969889163971;1.14.14,0.4343554377555847;1.13.12,0.0016075818566605449;1.7.3,0.0013441953342407942;4.99.1,0.0004271988582331687"
R09405,"1.14.14,0.9999034404754639;4.2.1,6.957992445677519e-05;1.14.13,1.8810627807397395e-05;1.-.-,3.026001650141552e-06;2.5.1,1.6785343177616596e-06"
R01397,"2.1.3,0.9966123700141907;6.3.5,0.002844728296622634;6.3.4,0.00015845555753912777;2.4.2,0.0001186159424833022;2.7.3,8.68652350618504e-05"
R03718,"2.3.1,0.9920451641082764;3.1.2,0.004864566959440708;6.2.1,0.0025198704097419977;3.1.1,0.000149292332935147;6.3.2,0.0001424303336534649"
R01030,"3.1.4,0.9944342970848083;3.1.3,0.004308971110731363;3.6.1,0.0009819160914048553;2.7.8,0.00017309530812781304;3.2.1,2.5306671886937693e-05"
R10643,"2.8.3,0.987689733505249;6.3.2,0.0037530753761529922;1.3.99,0.002966948552057147;4.2.1,0.0018406379967927933;5.3.3,0.0014445383567363024"
R07954,"1.14.13,0.48722198605537415;1.13.12,0.42021551728248596;1.14.14,0.08586850017309189;1.3.98,0.002237207256257534;1.5.1,0.0012112257536500692"
R08627,"2.3.3,0.9919670224189758;4.1.3,0.0038534970954060555;4.2.1,0.0021613026037812233;2.3.1,0.0018161155749112368;3.1.2,0.00010933229350484908"
R09137,"1.3.1,0.9999659061431885;3.1.1,1.3949594176665414e-05;2.3.1,1.0078859304485377e-05;1.3.99,3.0318467452161713e-06;1.1.1,2.5687502329674317e-06"
R09889,"4.2.3,0.9902922511100769;5.5.1,0.009634952060878277;5.3.3,6.08126210863702e-05;3.1.7,4.724315658677369e-06;4.3.2,1.7959152955882018e-06"
R13444,"1.1.1,0.5101974606513977;1.3.1,0.4772973954677582;1.2.1,0.010548675432801247;1.6.5,0.0010706798639148474;1.5.1,0.00022456125589087605"
R06794,"2.1.1,1.0;1.-.-,7.515316147177487e-11;2.3.1,1.0455454210744897e-11;2.5.1,5.687720260050266e-12;6.3.2,1.874591627759603e-12"
R05507,"2.6.1,0.998997151851654;1.4.1,0.0008920409600250423;1.4.3,7.696921238675714e-05;4.1.1,1.769248592609074e-05;1.4.11,4.167671249888372e-06"
R06893,"3.1.1,0.8990350961685181;3.5.1,0.08142940700054169;3.2.1,0.007971156388521194;3.1.2,0.007589378394186497;4.2.1,0.0016128005227074027"
R02047,"1.1.1,0.997517466545105;1.2.1,0.001224036794155836;1.3.1,0.0008002594113349915;1.14.13,0.00010233760986011475;1.-.-,9.595647134119645e-05"
R10225,"1.23.1,0.4848889410495758;1.3.1,0.2785181403160095;1.1.1,0.19997912645339966;1.-.-,0.020026205107569695;1.18.1,0.008020896464586258"
R06028,"2.1.1,0.9568701386451721;2.5.1,0.04301841929554939;2.7.4,6.8656649091281e-05;2.7.7,3.0503795642289333e-05;3.8.1,3.817243850789964e-06"
R08229,"2.4.2,0.9999957084655762;3.2.2,3.70969837604207e-06;6.3.4,1.3232212836555846e-07;3.1.3,8.509662308142651e-08;2.7.8,7.972084858920425e-08"
R12364,"4.2.3,0.9941027760505676;4.2.1,0.005881444085389376;4.3.2,8.28714019007748e-06;4.1.99,1.4780575838813093e-06;5.4.4,1.1037396916435682e-06"
R05282,"1.1.1,0.9811286926269531;1.3.1,0.008926132693886757;1.2.1,0.00615688506513834;1.-.-,0.0032912997994571924;1.1.99,0.00011024058039765805"
R00301,"1.1.1,0.9997342228889465;1.1.99,0.000106121959106531;3.1.1,4.856463419855572e-05;1.3.1,4.059248021803796e-05;1.1.5,3.51948183379136e-05"
R07663,"1.14.99,0.7383431792259216;1.14.12,0.10699431598186493;1.13.11,0.09305815398693085;2.7.7,0.01458012592047453;1.1.3,0.010134811513125896"
R05500,"1.21.99,0.4241390526294708;1.97.1,0.2615393400192261;2.5.1,0.08687398582696915;1.21.1,0.02867618203163147;3.8.1,0.027392050251364708"
R00753,"2.3.1,0.42471709847450256;4.2.1,0.2424890547990799;1.1.1,0.17915712296962738;4.1.1,0.03859488666057587;1.14.13,0.027401745319366455"
R05368,"3.8.1,0.9847352504730225;1.1.1,0.009031173773109913;3.1.1,0.0023772709537297487;4.2.1,0.0016145050758495927;3.1.7,0.0014577521942555904"
R05595,"4.2.1,0.9461210370063782;2.3.1,0.050224751234054565;3.1.1,0.0015456080436706543;3.1.2,0.0013386752689257264;2.8.3,0.00027426384622231126"
R12269,"4.2.3,0.9989973902702332;5.5.1,0.0007303159218281507;5.3.3,0.00012331617472227663;4.3.2,2.505164775357116e-05;2.5.1,2.2131522200652398e-05"
R07144,"1.1.1,0.9999997615814209;1.-.-,9.707244430501305e-08;1.2.1,6.410922281929743e-08;5.1.3,1.3421040279126828e-08;1.1.-,1.2008557703779843e-08"
R01695,"1.1.3,0.9652207493782043;1.1.99,0.0341946966946125;5.3.1,0.0003269755397923291;4.2.2,0.00017486891010776162;2.2.1,4.401546175358817e-05"
R06789,"3.7.1,0.9990481734275818;5.2.1,0.000664068094920367;4.2.1,6.264571857172996e-05;3.4.17,4.777001595357433e-05;1.14.19,4.61001654912252e-05"
R01406,"6.2.1,0.9940565824508667;3.1.2,0.005682905670255423;2.3.1,0.00025185258709825575;2.7.2,4.955983058607671e-06;2.1.1,1.7342240425932687e-06"
R05452,"6.2.1,0.9856202602386475;2.3.1,0.007230928633362055;3.1.2,0.005078712943941355;2.7.2,0.0010504156816750765;1.13.12,0.00031367994961328804"
R07923,"2.4.1,0.8474921584129333;2.7.7,0.15069980919361115;6.2.1,0.0007174578495323658;2.7.1,0.00020286273502279073;2.3.1,0.00020242173923179507"
R06367,"3.1.2,0.7509868741035461;6.2.1,0.12288271635770798;1.2.1,0.10320393741130829;2.3.3,0.006605791859328747;2.3.1,0.004170231521129608"
R11532,"3.5.99,0.9774781465530396;3.5.4,0.007966432720422745;3.5.1,0.0037776606623083353;1.5.99,0.0032655533868819475;4.3.1,0.0024312250316143036"
R03429,"2.7.1,0.9999059438705444;2.7.4,4.368315057945438e-05;4.6.1,2.808832323353272e-05;3.1.3,7.124756393750431e-06;2.3.1,5.444453563541174e-06"
R06523,"4.2.3,0.8003353476524353;5.5.1,0.19955921173095703;4.3.2,5.896767834201455e-05;3.1.7,3.5601031413534656e-05;5.4.99,3.4654942737688543e-06"
R11526,"1.14.13,0.9999282360076904;1.14.-,1.8950027879327536e-05;1.14.14,1.5078439901117235e-05;1.14.15,1.2257797607162502e-05;1.6.99,4.816381988348439e-06"
R02319,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R07942,"1.17.3,0.9992105960845947;1.2.3,0.00023394598974846303;3.5.4,0.00013567545101977885;1.7.3,0.00010874333383981138;1.14.18,8.722535858396441e-05"
R02657,"1.2.3,0.9518852829933167;1.17.3,0.023227600380778313;1.1.3,0.013401170261204243;1.2.1,0.008984309621155262;4.1.1,0.0008112476207315922"
R03828,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R01155,"2.6.1,0.9871302247047424;1.4.1,0.012494570575654507;1.2.-,0.00017795611347537488;4.1.2,3.649638165370561e-05;4.1.1,3.14368044200819e-05"
R03383,"6.2.1,0.7345530986785889;2.3.1,0.20159411430358887;2.1.1,0.03971003741025925;1.2.1,0.011595486663281918;2.7.4,0.0034962797071784735"
R00418,"5.1.3,0.9516034722328186;2.3.1,0.04145459830760956;2.7.8,0.0031885728240013123;2.7.7,0.0013321568258106709;2.4.2,0.0005494067445397377"
R06985,"1.3.1,0.8224248886108398;2.3.1,0.17559383809566498;1.3.99,0.0013629280729219317;1.3.3,0.00029538702801801264;1.1.1,0.00010168324661208317"
R05446,"1.14.14,0.9853909015655518;1.14.13,0.011746183037757874;1.14.18,0.002119651762768626;1.10.3,0.0003929979866370559;1.3.3,5.856029747519642e-05"
R03574,"2.4.1,0.9999890327453613;3.2.1,7.875782102928497e-06;2.7.7,1.6750350368965883e-06;2.4.2,5.144179340277333e-07;5.1.3,2.776693861505919e-07"
R04429,"1.3.1,0.9791958332061768;2.3.1,0.019789278507232666;1.1.1,0.0004943346721120179;1.3.99,0.0002307019749423489;1.18.1,6.023911191732623e-05"
R00998,"2.3.3,0.9998283386230469;4.2.1,8.399900980293751e-05;2.3.1,4.896409882348962e-05;3.1.2,1.9147299099131487e-05;4.1.3,6.197092716320185e-06"
R02727,"2.4.1,0.9999399185180664;2.7.1,5.001026875106618e-05;3.1.3,5.230797341937432e-06;2.4.2,3.6185988392389845e-06;5.4.99,2.777015595256671e-07"
R11710,"1.3.98,0.6285653710365295;4.3.3,0.21713711321353912;4.1.99,0.032089173793792725;4.4.1,0.019646339118480682;2.1.1,0.01870107091963291"
R01445,"5.1.3,0.984635591506958;3.2.1,0.011014866642653942;5.3.1,0.003272421658039093;2.4.1,0.0004991909954696894;2.7.1,0.0003056812274735421"
R10814,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R03028,"4.1.1,0.38938426971435547;1.14.19,0.13971741497516632;1.3.1,0.10721908509731293;1.3.3,0.09084317833185196;1.3.99,0.08650429546833038"
R09655,"5.2.1,0.690041184425354;5.3.3,0.036812443286180496;2.3.1,0.03544624149799347;5.1.3,0.026712603867053986;2.7.4,0.024793224409222603"
R01268,"3.5.1,0.9999781847000122;3.5.5,1.3290992683323566e-05;3.5.3,2.947482926174416e-06;6.3.1,9.129065574597917e-07;3.4.19,8.719975426174642e-07"
R00182,"3.2.2,0.9997552037239075;2.4.2,0.00024245455279015005;3.5.1,7.166423188209592e-07;3.1.1,6.71824977871438e-07;2.3.1,2.1835458596797253e-07"
R11828,"4.2.3,0.9986982345581055;4.3.2,0.0006128816166892648;5.5.1,0.000511964550241828;1.14.13,6.2317427364178e-05;4.1.99,5.2818457334069535e-05"
R09989,"1.1.1,0.9998661279678345;2.7.1,4.7187462769215927e-05;1.11.1,3.783961074077524e-05;1.8.1,1.4251860193326138e-05;1.14.13,8.597336091042962e-06"
R03712,"1.14.13,0.9988285899162292;1.14.12,0.0007301263394765556;1.14.18,0.0003119977773167193;1.14.16,4.630194234778173e-05;1.14.14,3.880618169205263e-05"
R03021,"1.1.1,0.5872113704681396;1.1.99,0.41157466173171997;1.1.5,0.00038460252108052373;1.8.1,0.00010879449109779671;1.1.2,9.584402141626924e-05"
R00160,"3.6.1,0.9358121752738953;3.1.4,0.035271234810352325;3.-.-,0.009909307584166527;3.2.1,0.006021079141646624;3.1.3,0.0059103392995893955"
R05406,"1.13.11,0.9997721314430237;1.14.-,0.00014460219244938344;1.14.99,3.1301897251978517e-05;1.1.99,1.5188013094302732e-05;1.14.14,1.3908703294873703e-05"
R09767,"2.7.1,0.9856313467025757;2.7.4,0.00634155236184597;2.1.1,0.0026234928518533707;2.7.2,0.0018127253279089928;2.7.7,0.0008565117605030537"
R11857,"4.2.3,0.999657392501831;2.8.5,0.00013682068674825132;5.5.1,9.031150693772361e-05;3.1.7,3.0330496883834712e-05;5.4.4,1.4437360732699744e-05"
R11871,"5.5.1,0.9996351003646851;5.4.99,0.00019723713921848685;4.2.1,5.491355841513723e-05;1.-.-,1.9559689462766983e-05;5.3.3,1.7833364836405963e-05"
R04137,"4.2.1,0.9999159574508667;5.4.4,5.843013059347868e-05;1.-.-,1.2247456652403343e-05;5.5.1,3.052642114198534e-06;4.3.-,2.2847777927381685e-06"
R03316,"1.11.1,0.8758358955383301;1.1.1,0.05173677206039429;1.97.1,0.0377529002726078;1.11.2,0.01564456894993782;1.8.1,0.007703085895627737"
R02436,"3.2.1,0.999821126461029;2.4.1,0.0001608598104212433;3.1.1,9.156486157735344e-06;3.5.1,2.8690776616713265e-06;3.4.11,1.4266986454458674e-06"
R11860,"4.2.3,0.947442352771759;2.5.1,0.045419540256261826;5.5.1,0.0038091526366770267;5.3.3,0.0014752703718841076;4.3.2,0.0005631871754303575"
R13033,"1.1.3,0.6766679883003235;2.4.1,0.280174195766449;1.8.3,0.01624801568686962;1.1.5,0.00941746961325407;1.1.99,0.003062905976548791"
R06150,"1.14.13,0.5009332299232483;1.14.-,0.19029118120670319;1.-.-,0.18895062804222107;1.14.15,0.03890962526202202;1.1.3,0.02053982764482498"
R12046,"2.4.2,0.5874798893928528;2.3.1,0.41136956214904785;2.4.1,0.0009525127243250608;2.7.8,6.980175385251641e-05;1.1.1,5.04450399603229e-05"
R12686,"3.5.1,0.298260360956192;1.4.3,0.2458939105272293;3.5.4,0.2378651201725006;3.5.99,0.10333319753408432;2.4.2,0.022747790440917015"
R00478,"4.1.2,0.706833004951477;4.1.3,0.20159903168678284;2.6.1,0.08176514506340027;2.3.1,0.00948385987430811;4.1.1,0.00015036552213132381"
R12930,"2.1.1,0.9986724853515625;2.3.1,0.0010014912113547325;1.14.99,0.0002883188717532903;1.14.13,2.3011056327959523e-05;2.7.8,1.0277704859618098e-05"
R05148,"1.14.12,0.8859030604362488;1.3.1,0.11160220205783844;1.14.13,0.0010537533089518547;1.3.3,0.0005032584303990006;1.18.1,0.00034209221485070884"
R07930,"2.3.1,0.9998350143432617;3.1.2,0.00012522908218670636;3.1.1,2.1850264602107927e-05;6.2.1,1.2366480405034963e-05;1.2.1,4.059004822920542e-06"
R10293,"2.4.1,1.0;2.7.8,3.352393562749967e-08;3.1.1,2.0212652884765703e-08;2.7.7,1.7146405184575997e-08;2.7.1,1.0470476929924644e-08"
R10608,"2.4.2,0.8717679381370544;2.3.1,0.0668870210647583;1.1.1,0.01788131520152092;3.5.1,0.012947852723300457;1.14.13,0.007986444048583508"
R00895,"2.6.1,0.9976356029510498;2.8.1,0.0017338241450488567;1.1.1,0.00021084764739498496;1.4.1,0.00019151669403072447;5.3.3,7.936907786643133e-05"
R06478,"2.1.1,1.0;2.3.1,7.514649167685017e-13;3.3.1,1.4442429457223183e-13;2.5.1,1.3470557406070754e-13;6.3.2,1.1102325791568016e-13"
R00274,"1.11.1,0.9981537461280823;5.3.4,0.0008574898238293827;1.8.3,0.00040789711056277156;1.8.1,0.00033271312713623047;1.11.2,0.00010329426731914282"
R10692,"1.14.13,0.9999082088470459;4.2.3,4.745047044707462e-05;1.14.14,2.8110549465054646e-05;1.6.5,5.637733920593746e-06;1.14.15,3.7449897263286402e-06"
R09838,"1.-.-,0.9990978240966797;5.3.3,0.0003596036694943905;1.14.12,0.00032673784880898893;1.1.1,8.724363578949124e-05;1.14.13,8.59995634527877e-05"
R13388,"1.8.99,0.7832130193710327;3.1.4,0.07850948721170425;3.13.1,0.016728529706597328;3.1.1,0.014921540394425392;3.4.11,0.01264165248721838"
R02768,"2.3.1,0.9901649355888367;3.1.2,0.008596894331276417;3.1.1,0.0010791898239403963;6.2.1,0.00010338639549445361;1.2.7,3.2723120966693386e-05"
R07627,"3.3.2,0.9986388087272644;3.4.11,0.0006752847111783922;1.11.2,0.00015596514276694506;3.1.2,0.00014045774878468364;4.2.1,0.0001116421990445815"
R00827,"2.1.1,1.0;2.3.1,1.3591300827842101e-11;1.-.-,7.763597056897886e-12;6.3.2,4.1788582143265085e-12;2.5.1,3.1517937131714246e-12"
R05071,"1.1.1,0.9863983988761902;2.2.1,0.0067403074353933334;2.3.1,0.0014511081390082836;5.4.99,0.0011251326650381088;1.1.2,0.0008307403768412769"
R10388,"1.7.3,0.9086998105049133;1.7.99,0.02798103541135788;1.7.1,0.022261586040258408;1.7.2,0.013388113118708134;1.7.5,0.012326288037002087"
R05571,"1.1.1,0.9999294281005859;5.1.3,2.1760741219623014e-05;1.1.99,1.416856230207486e-05;1.-.-,1.004970727080945e-05;4.1.2,7.958393325679936e-06"
R01550,"1.1.1,0.9995169639587402;1.14.13,0.0002368345158174634;1.3.1,0.00011509547766763717;1.1.5,4.620130130206235e-05;1.2.1,2.3070302631822415e-05"
R10149,"1.8.5,0.8834009170532227;1.8.1,0.04452025517821312;1.6.5,0.016203787177801132;1.1.99,0.014180176891386509;1.8.3,0.0111437002196908"
R11878,"4.1.2,0.542952299118042;1.8.3,0.10512108355760574;4.2.1,0.09255464375019073;1.1.1,0.040934912860393524;2.9.1,0.028006233274936676"
R09791,"2.1.1,1.0;1.-.-,2.770995455661507e-12;2.3.1,4.789044594916136e-13;2.5.1,1.344427227965156e-13;3.3.1,5.75436440576442e-14"
R07903,"2.3.1,0.9864967465400696;2.4.2,0.01233240868896246;1.1.1,0.0005599986761808395;5.4.1,0.00012320076348260045;5.1.3,0.00011802135122707114"
R11260,"2.4.1,0.9998074173927307;3.2.1,0.00012958113802596927;5.4.99,4.202729542157613e-05;2.4.2,1.4461039427260403e-05;2.3.1,2.424873173367814e-06"
R00815,"1.14.13,0.9087983965873718;1.14.14,0.06241164728999138;1.14.18,0.005094198510050774;1.14.12,0.004416684154421091;1.3.98,0.00401810510084033"
R02776,"1.1.1,0.999315619468689;1.3.1,0.00019247290038038045;1.8.1,0.00016594890621490777;2.3.1,0.00011667126091197133;1.14.13,5.180772495805286e-05"
R11855,"4.2.3,0.48853492736816406;3.1.7,0.45910724997520447;5.3.3,0.03867661580443382;2.5.1,0.0059242104180157185;5.5.1,0.004924993962049484"
R12447,"2.1.1,1.0;2.3.1,2.121019560073073e-13;2.5.1,2.7133777199379004e-14;4.1.1,1.5666040377925947e-14;6.3.2,9.561638251455971e-15"
R10220,"2.4.2,0.7567676305770874;2.4.99,0.23691336810588837;4.3.2,0.005324662197381258;2.1.1,0.0007309609209187329;2.3.2,0.00010816886060638353"
R10441,"2.7.8,0.962308406829834;3.1.3,0.033796392381191254;3.1.4,0.002437413902953267;2.7.99,0.0005695303552784026;3.6.1,0.0003205336397513747"
R04425,"4.2.1,0.9964840412139893;3.2.1,0.0012913052923977375;5.4.4,0.0005222242907620966;3.1.3,0.0003767252783291042;2.3.3,0.0003753023920580745"
R06250,"1.1.1,0.9666216969490051;1.-.-,0.028483757749199867;1.1.99,0.0014655394479632378;1.1.3,0.001221494865603745;1.1.5,0.0005528654437512159"
R03378,"2.7.1,0.7965999841690063;1.14.13,0.06683045625686646;2.1.1,0.05578828603029251;2.7.4,0.04614607244729996;2.4.2,0.012467438355088234"
R08762,"1.10.3,0.9998465776443481;1.14.18,3.790258051594719e-05;1.13.11,3.48414178006351e-05;1.9.3,2.1522282622754574e-05;1.13.12,1.5149808859860059e-05"
R10192,"1.13.11,0.9525607228279114;1.14.99,0.03801194578409195;1.14.14,0.0034348086919635534;1.13.12,0.0022448638919740915;1.14.19,0.0016310004284605384"
R03703,"3.2.1,0.9999785423278809;2.4.1,1.8745760826277547e-05;5.1.3,1.2701766536338255e-06;3.1.1,3.7744203496004047e-07;3.7.1,3.137794521990145e-07"
R07478,"2.5.1,0.9316895008087158;1.14.13,0.0218633022159338;3.5.1,0.013520889915525913;1.14.14,0.007356506306678057;1.5.1,0.006730110850185156"
R12798,"3.1.6,0.9967909455299377;4.2.1,0.002239057794213295;5.5.1,0.00021549889061134309;1.-.-,0.00013136750203557312;3.10.1,0.00011098964023403823"
R01274,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R05700,"1.2.1,0.9996395111083984;1.1.1,0.0002449447347316891;1.11.1,6.309452874120325e-05;1.2.3,2.4646347810630687e-05;1.5.1,1.4012991414347198e-05"
R00375,"2.7.1,0.44001704454421997;2.4.2,0.3056953549385071;2.6.99,0.11411872506141663;2.7.4,0.07796453684568405;2.1.1,0.030649036169052124"
R08514,"2.7.7,0.9176841974258423;2.1.1,0.07848953455686569;2.7.1,0.002592965727671981;2.4.1,0.00046680038212798536;5.1.3,0.0003428608470130712"
R11284,"1.1.3,0.9993807077407837;1.8.3,0.000303876877296716;1.1.99,0.0001426489179721102;2.6.1,8.894033817341551e-05;1.21.3,1.4886729331919923e-05"
R00488,"3.5.1,0.9988920092582703;3.1.1,0.0006488236249424517;2.3.1,0.0001725492620607838;4.2.1,0.0001519175129942596;3.4.11,3.3450647606514394e-05"
R08523,"1.11.1,0.6040650606155396;1.14.14,0.10653335601091385;1.4.3,0.07063135504722595;4.3.3,0.048072025179862976;1.14.18,0.03983621671795845"
R07921,"2.1.1,1.0;2.3.1,2.8742604740727984e-08;2.5.1,5.49333867283508e-09;2.6.1,3.2165379248993986e-09;4.3.3,1.5270140707457358e-09"
R01666,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R13232,"4.2.3,0.9734438061714172;3.1.7,0.024659231305122375;5.3.3,0.000891519186552614;2.5.1,0.0005162621382623911;5.5.1,0.0003844313614536077"
R10742,"1.14.20,0.9999130964279175;1.14.11,3.977075539296493e-05;1.17.2,1.5419009287143126e-05;1.14.3,8.3240347521496e-06;1.9.3,4.7755111154401675e-06"
R11289,"2.4.2,0.9925068020820618;2.3.1,0.003520517610013485;2.7.7,0.0024447012692689896;2.7.6,0.0005847142892889678;5.1.3,0.00031556657631881535"
R11545,"2.1.1,1.0;2.3.1,3.4930309755765165e-09;2.5.1,4.1757153290689075e-10;4.3.3,3.068795495497767e-10;1.-.-,2.753816619183169e-10"
R01750,"1.1.1,0.9995700716972351;4.1.1,0.00014496257063001394;1.17.1,6.749459134880453e-05;1.1.5,4.276222534826957e-05;2.2.1,3.63925464625936e-05"
R11344,"4.2.1,0.5854052901268005;2.1.1,0.35545825958251953;2.5.1,0.022196486592292786;5.3.99,0.020804613828659058;4.1.2,0.004273890983313322"
R05115,"3.2.1,0.9425079226493835;3.1.3,0.030809814110398293;2.5.1,0.009770644828677177;3.4.11,0.0027343647088855505;3.1.1,0.0026805989909917116"
R00066,"2.5.1,0.9999983310699463;2.3.1,8.888333695722395e-07;6.3.2,3.300843900433392e-07;1.1.1,2.8192445711283654e-07;5.3.3,9.392039146405295e-08"
R01238,"4.1.1,0.9985626339912415;1.2.3,0.0006819174159318209;1.1.1,9.4739836640656e-05;2.7.1,8.459041418973356e-05;2.8.3,8.233896369347349e-05"
R04813,"4.2.1,0.9999415874481201;2.3.1,2.985428727697581e-05;3.1.1,5.514472832146566e-06;3.7.1,4.548904598777881e-06;3.1.2,3.041984882656834e-06"
R02276,"3.5.1,0.9996461868286133;3.1.1,0.00012244275421835482;4.2.1,9.822005085879937e-05;2.3.1,7.718656706856564e-05;3.1.2,1.7071242837118916e-05"
R02362,"3.1.1,0.9997650980949402;2.3.1,0.00014464971900451928;3.2.1,3.2198269764194265e-05;3.5.1,2.6223437089356594e-05;5.4.99,2.3333328499575146e-05"
R05569,"3.5.4,0.9085769057273865;4.2.1,0.04079236835241318;4.3.1,0.014112801291048527;2.5.1,0.013383193872869015;3.8.1,0.010896331630647182"
R11038,"2.6.1,0.999813973903656;1.1.2,7.102017116267234e-05;5.3.1,4.6232838940341026e-05;1.4.11,2.4020533601287752e-05;1.1.99,1.7921076505444944e-05"
R01649,"3.5.1,0.9981663823127747;1.14.13,0.00039959981222637;4.1.99,0.000285239249933511;1.5.1,0.00025969691341742873;1.13.12,0.00011688881932059303"
R09387,"3.3.2,0.9993302822113037;3.1.1,0.0002996731491293758;1.14.13,0.0001838929601944983;3.4.11,0.00016431415861006826;3.1.-,3.476829078863375e-06"
R10496,"6.3.4,0.9921693205833435;3.5.4,0.007688027806580067;3.6.1,9.76392111624591e-05;2.4.2,1.9259940017946064e-05;3.-.-,7.576479220006149e-06"
R07902,"3.1.2,0.45498567819595337;2.3.1,0.41619014739990234;3.1.1,0.09361952543258667;2.3.3,0.011247431859374046;3.2.1,0.007994016632437706"
R12684,"1.4.3,0.9397236108779907;3.5.4,0.03577033057808876;1.11.1,0.0070616211742162704;4.3.1,0.003589494153857231;1.7.3,0.00225437106564641"
R10598,"4.2.3,0.9986571073532104;5.5.1,0.0012347449082881212;3.1.7,0.00010169940651394427;2.5.1,4.279022505215835e-06;5.3.3,1.114899646381673e-06"
R07191,"1.14.13,0.9988242983818054;1.14.14,0.0005061613628640771;1.14.15,0.0002110197820002213;1.14.-,0.00018809358880389482;1.14.12,0.00013896649761591107"
R04368,"2.1.1,0.9998453855514526;2.7.1,0.0001527354324935004;1.14.19,8.511130431543279e-07;2.7.2,3.2540899042032834e-07;2.3.1,1.544217127502634e-07"
R10341,"2.5.1,0.9897080659866333;2.3.1,0.0017363307997584343;2.4.1,0.001680124900303781;1.8.4,0.0013824363704770803;5.3.3,0.0007677254034206271"
R04356,"2.3.1,1.0;6.2.1,2.9159339831608122e-08;3.1.1,4.846615553333322e-09;2.1.1,1.5924322971372362e-09;3.1.2,6.353860770857978e-10"
R01730,"1.3.1,0.9999436140060425;1.1.1,4.273893864592537e-05;5.4.99,4.731127773993649e-06;4.2.1,4.432812602317426e-06;1.3.99,1.869482275651535e-06"
R02929,"6.3.4,0.9867656230926514;6.3.1,0.010035904124379158;6.3.5,0.0015114237321540713;6.4.1,0.0010940070496872067;2.7.3,0.0002698437310755253"
R04388,"2.7.3,0.9999873638153076;3.5.1,3.5968944303022e-06;3.9.1,2.1466325961227994e-06;6.3.1,1.451982939215668e-06;3.-.-,1.3455373846227303e-06"
R00200,"2.7.1,0.8019716143608093;2.7.9,0.19148798286914825;4.1.1,0.0049536884762346745;2.5.1,0.0007555328193120658;2.7.4,0.0002942878345493227"
R08514,"2.7.7,0.9176841974258423;2.1.1,0.07848953455686569;2.7.1,0.002592965727671981;2.4.1,0.00046680038212798536;5.1.3,0.0003428608470130712"
R11488,"2.1.1,0.9996358156204224;4.2.1,0.00031110228155739605;2.5.1,2.7897334803128615e-05;5.3.99,1.97919289348647e-05;2.1.2,1.7236036455869908e-06"
R02821,"2.1.1,0.9999661445617676;2.3.1,3.0936673283576965e-05;2.5.1,1.388952114211861e-06;1.14.13,2.7558266424421163e-07;1.4.1,1.880789568531327e-07"
R11947,"3.1.2,0.6441830992698669;1.8.1,0.16031162440776825;3.1.1,0.08254244923591614;1.8.3,0.05463480204343796;2.8.1,0.027569161728024483"
R01869,"1.3.1,0.8030096292495728;1.1.1,0.08275763690471649;1.5.1,0.051723938435316086;1.2.1,0.01715501770377159;1.3.98,0.01115003414452076"
R07477,"2.5.1,0.9995777010917664;1.3.1,0.00022663561685476452;1.14.13,6.76522176945582e-05;1.5.1,6.329111783998087e-05;4.2.99,4.3065407226094976e-05"
R12757,"4.1.1,0.9301350712776184;2.7.8,0.06094430387020111;4.3.1,0.008546965196728706;2.7.-,0.00012370891636237502;4.1.99,3.0186896765371785e-05"
