Reaction ID,Theia
R02997,"3.1.1,0.9998903274536133;2.3.1,3.761938205570914e-05;3.1.2,3.502307663438842e-05;3.2.1,2.9257183996378444e-05;3.1.-,2.455043613736052e-06"
R08324,"1.14.13,0.7968358397483826;1.14.14,0.12674301862716675;1.14.99,0.03395804762840271;4.2.1,0.008115367032587528;1.14.19,0.007310331799089909"
R07856,"5.5.1,0.773975133895874;4.2.1,0.07351714372634888;5.3.3,0.06229619309306145;2.3.1,0.026884915307164192;1.3.1,0.016786575317382812"
R01101,"3.2.1,0.9998894929885864;2.4.2,2.101377867802512e-05;3.6.1,1.7065387510228902e-05;3.4.11,1.177324702439364e-05;3.2.2,1.0308586752216797e-05"
R12152,"4.3.1,0.9395896196365356;4.3.2,0.04046927019953728;3.5.4,0.009305862709879875;3.5.99,0.001942663686349988;4.2.1,0.0019248012686148286"
R13234,"4.2.3,0.9808180332183838;5.5.1,0.018893234431743622;4.2.1,8.911179611459374e-05;4.3.2,4.61341769550927e-05;4.3.1,3.809383269981481e-05"
R07099,"1.14.13,0.7287439703941345;1.14.14,0.2547498047351837;1.14.12,0.007406920660287142;1.5.1,0.001787508837878704;1.3.98,0.001219988102093339"
R07181,"1.12.1,0.9998273849487305;1.14.99,5.004204285796732e-05;1.1.1,3.336425652378239e-05;1.6.3,2.1247715267236345e-05;1.8.1,1.3189408491598442e-05"
R08521,"1.14.14,0.8880679607391357;1.14.13,0.05460580810904503;1.14.-,0.015715062618255615;3.1.1,0.014689960516989231;3.4.21,0.011465237475931644"
R06203,"3.7.1,0.5091992616653442;3.2.1,0.43497833609580994;5.3.1,0.02548588253557682;2.4.1,0.016963209956884384;3.1.1,0.003322998294606805"
R03935,"3.4.13,0.9994602799415588;3.4.17,0.0003231152950320393;3.5.1,0.00018902479496318847;3.4.16,8.093345968518406e-06;3.4.11,3.1372346711577848e-06"
R08198,"1.1.1,0.9911511540412903;1.1.99,0.005123310722410679;1.1.-,0.002532379934564233;1.4.1,0.000437887036241591;1.8.1,0.00012178815086372197"
R06927,"1.1.1,0.9811286926269531;1.3.1,0.008926132693886757;1.2.1,0.00615688506513834;1.-.-,0.0032912997994571924;1.1.99,0.00011024058039765805"
R11020,"2.1.1,1.0;1.1.99,1.4334119669001666e-08;2.3.1,1.3519032115993923e-08;1.-.-,7.304080007486391e-09;4.3.3,4.1275414197627924e-09"
R01506,"1.13.11,0.9880421161651611;1.3.5,0.0024080669973045588;1.10.3,0.0022791465744376183;1.3.3,0.001548398518934846;1.14.13,0.001142013119533658"
R04586,"3.2.1,0.9975505471229553;3.1.4,0.0008417197386734188;3.5.1,0.0006960273021832108;3.1.1,0.0002475078799761832;3.4.11,0.00018960534362122416"
R03271,"2.5.1,0.9999996423721313;4.2.99,1.186151763477028e-07;4.4.1,9.839181558390919e-08;3.3.1,6.026352394883361e-08;1.8.99,1.657852521930181e-08"
R05721,"1.13.11,0.9999140501022339;1.16.3,6.077638317947276e-05;1.14.99,1.369641086057527e-05;1.14.12,2.5949746031983523e-06;1.9.3,1.4228090776668978e-06"
R07113,"2.5.1,0.9999496936798096;2.3.1,1.8066668417304754e-05;6.2.1,1.2940697160956915e-05;1.3.1,9.924305231834296e-06;4.2.99,4.157787316216854e-06"
R03857,"1.3.99,0.6055580973625183;1.3.8,0.34897729754447937;1.3.3,0.040838953107595444;2.3.1,0.0032745322678238153;1.3.1,0.0005122051807120442"
R00897,"2.5.1,0.7424347996711731;4.2.1,0.24923129379749298;3.1.2,0.0030209405813366175;4.4.1,0.0026635194662958384;2.3.1,0.000832253776025027"
R10152,"2.1.1,0.966230571269989;2.5.1,0.024968808516860008;4.2.1,0.008534553460776806;5.3.99,0.00017330142145510763;4.3.1,3.940047463402152e-05"
R06913,"4.1.2,0.8110403418540955;4.2.1,0.1838747262954712;4.4.1,0.0024719792418181896;4.5.1,0.0008608534699305892;4.1.99,0.00048186889034695923"
R06556,"5.5.1,0.9998038411140442;4.3.1,2.2108657503849827e-05;4.5.1,2.1421701603685506e-05;5.2.1,1.821557634684723e-05;1.1.3,1.707169030851219e-05"
R01448,"3.1.6,0.9995946288108826;4.2.1,0.0001485054090153426;3.10.1,8.293199061881751e-05;3.1.2,4.786889985552989e-05;2.8.2,2.614867116790265e-05"
R02229,"1.1.1,0.9935733675956726;2.3.1,0.003937613219022751;1.3.1,0.0010780945885926485;1.1.99,0.0004953127354383469;1.8.1,0.00012137068551965058"
R11393,"1.14.19,0.9999054670333862;1.14.14,6.23451778665185e-05;1.14.99,2.63102901953971e-05;1.9.3,4.925852408632636e-06;1.13.11,7.476371024495165e-07"
R10850,"2.4.1,0.9995222091674805;3.2.1,0.00013687877799384296;2.7.7,0.00011601715959841385;2.7.8,7.239474507514387e-05;3.1.1,6.1006052419543266e-05"
R06998,"2.1.1,1.0;2.3.1,1.8911880741989684e-11;1.-.-,3.5113550522075654e-12;2.5.1,1.3540520972261244e-13;3.5.1,8.055765798355152e-14"
R06496,"2.4.1,0.9999995231628418;2.4.2,2.2253223619372875e-07;2.7.7,1.3560300260451186e-07;2.3.1,4.2378282216759544e-08;3.2.1,1.75066698915316e-08"
R07729,"2.4.1,0.999816358089447;2.7.7,0.0001192510753753595;2.4.2,2.0983085050829686e-05;3.1.1,1.5902098311926238e-05;3.2.1,9.341623808722943e-06"
R11217,"2.1.1,1.0;2.3.1,1.0799672267580718e-08;4.4.1,9.657816768537941e-10;2.5.1,8.791428696142134e-10;1.3.98,6.057232493361653e-10"
R13063,"3.2.1,0.9999116659164429;2.4.1,3.702037429320626e-05;2.4.2,2.241552465420682e-05;3.1.3,1.2224148122186307e-05;2.3.1,9.050888365891296e-06"
R10892,"2.7.1,0.6880262494087219;6.3.2,0.2880938947200775;2.3.1,0.023341646417975426;2.7.3,0.00022628676379099488;2.7.7,8.008981967577711e-05"
R07303,"3.5.1,0.9964928030967712;3.5.4,0.002095877891406417;2.3.2,0.0006765576545149088;4.3.2,0.00018657244800124317;3.5.3,0.00016909511759877205"
R04470,"3.2.1,0.9998519420623779;3.7.1,5.2800456614932045e-05;5.1.3,2.41159232245991e-05;3.1.1,1.7489728634245694e-05;3.4.11,9.248497008229606e-06"
R01574,"1.1.1,0.9999042749404907;2.3.1,6.140364712337032e-05;1.3.1,2.247036354674492e-05;1.-.-,4.044162324134959e-06;1.1.5,2.028794369834941e-06"
R11119,"1.4.3,0.9999130964279175;1.5.3,1.4603966519644018e-05;1.5.99,1.4029865269549191e-05;1.5.-,1.009045445243828e-05;1.4.9,7.775608537485823e-06"
R00259,"2.3.1,0.9999065399169922;6.3.4,2.1119170924066566e-05;2.6.1,1.5025575521576684e-05;1.2.1,1.1311503840261139e-05;2.3.3,8.798844646662474e-06"
R10522,"1.14.11,0.998264729976654;1.4.11,0.0011280766921117902;1.14.20,0.00033447740133851767;4.1.1,9.032211528392509e-05;1.1.99,5.462172339321114e-05"
R09250,"2.5.1,0.5552414059638977;5.3.3,0.4392559826374054;1.17.1,0.0027443747967481613;2.7.1,0.0008159149438142776;4.1.1,0.0002686076913960278"
R08787,"2.1.1,1.0;2.3.1,2.8507344040917815e-08;2.5.1,1.0460336596906927e-08;4.2.1,2.8906810278783723e-09;3.3.1,1.3530092601854449e-09"
R10276,"4.2.3,0.8630533814430237;3.1.7,0.06515560299158096;5.3.3,0.023485248908400536;2.5.1,0.021014470607042313;5.5.1,0.012291391380131245"
R07826,"1.14.13,0.6841015219688416;1.14.18,0.1580260694026947;1.14.-,0.04053124785423279;1.14.14,0.038477830588817596;2.1.1,0.017301257699728012"
R07415,"1.4.3,0.9975634813308716;1.5.3,0.0015188230900093913;3.5.4,0.0007681401912122965;1.5.99,4.770461600855924e-05;4.1.99,4.566285133478232e-05"
R06811,"2.4.2,0.9993987083435059;2.3.1,0.00047288474161177874;2.7.6,4.4124582927906886e-05;5.1.3,3.719473534147255e-05;2.7.7,3.286896753706969e-05"
R00197,"1.1.2,0.9997203946113586;1.1.5,0.00014641722373198718;1.8.2,4.57550777355209e-05;1.10.2,3.8085585401859134e-05;1.3.2,1.6096873878268525e-05"
R12494,"6.2.1,0.9985612034797668;2.8.3,0.0010965464171022177;2.3.1,0.00011415252811275423;6.3.2,8.334470476256683e-05;2.7.2,5.07874610775616e-05"
R09915,"5.4.99,0.9999860525131226;4.2.1,1.3210474207880907e-05;5.5.1,4.560376396511856e-07;5.4.4,1.3447152014123276e-07;5.4.1,3.57428362462997e-08"
R04315,"1.17.4,0.999890923500061;1.11.1,3.0826708098175004e-05;1.8.4,1.8249646018375643e-05;1.8.98,1.5472667655558325e-05;1.8.1,9.754097845871001e-06"
R00488,"3.5.1,0.9988920092582703;3.1.1,0.0006488236249424517;2.3.1,0.0001725492620607838;4.2.1,0.0001519175129942596;3.4.11,3.3450647606514394e-05"
R00308,"3.2.1,0.8380337357521057;3.7.1,0.12753377854824066;5.3.1,0.02127615362405777;3.1.1,0.011176463216543198;3.6.1,0.0002418210351606831"
R00827,"2.1.1,1.0;2.3.1,1.3591300827842101e-11;1.-.-,7.763597056897886e-12;6.3.2,4.1788582143265085e-12;2.5.1,3.1517937131714246e-12"
R12359,"1.14.13,0.9998644590377808;1.14.14,4.7867441026028246e-05;1.13.12,3.0345692721311934e-05;1.14.15,1.0392993317509536e-05;1.14.11,8.581766451243311e-06"
R09189,"2.1.1,0.9999997615814209;2.3.1,2.63378240106249e-07;2.5.1,1.9233663550721758e-08;4.4.1,2.225694073487716e-09;6.3.2,1.6011699743856411e-09"
R03720,"3.1.2,0.6404387950897217;2.3.1,0.3228077292442322;6.2.1,0.018348878249526024;3.5.1,0.0104219950735569;2.3.-,0.0029681329615414143"
R12970,"3.5.1,0.6342053413391113;3.2.1,0.36399832367897034;2.3.1,0.0010535508627071977;3.2.2,0.0003190756542608142;3.1.1,0.00030348976724781096"
R12420,"1.5.3,0.9999810457229614;6.3.2,8.348330993612763e-06;1.3.3,2.9701982384722214e-06;1.4.3,1.3199118029660895e-06;1.8.3,1.2448215329641243e-06"
R00088,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R05467,"6.3.3,0.9998430013656616;3.5.2,7.296333933481947e-05;6.2.1,4.2637711885618046e-05;6.3.2,8.501055162923876e-06;1.14.13,8.28103566163918e-06"
R13099,"4.2.3,0.9999266862869263;5.5.1,6.675356416963041e-05;4.3.2,5.103529019834241e-06;3.1.7,1.2198482863823301e-06;4.1.99,1.3447161961721577e-07"
R04277,"3.1.1,0.9952979683876038;1.13.11,0.0028970870189368725;1.3.2,0.0006406597094610333;1.2.3,0.00042095943354070187;1.4.-,0.0001553151960251853"
R04957,"2.3.1,0.9999263286590576;3.1.1,3.8689293432980776e-05;3.1.2,3.125863440800458e-05;6.2.1,9.776827027963009e-07;1.2.7,8.206606025851215e-07"
R05724,"1.14.12,0.9571629762649536;1.7.1,0.04269695281982422;1.7.99,5.6879882322391495e-05;1.14.13,2.9181770514696836e-05;1.19.1,1.716710721666459e-05"
R00870,"1.1.1,0.9982056617736816;2.3.1,0.0006780657568015158;1.3.1,0.00027888137265108526;1.2.1,0.0001941202935995534;1.-.-,0.00014447272405959666"
R08550,"1.3.1,0.9539430737495422;1.1.1,0.011356819421052933;3.1.1,0.010982549749314785;2.5.1,0.008147629909217358;2.3.1,0.0038080906961113214"
R01469,"1.4.3,0.9944753050804138;1.5.99,0.0024945195764303207;3.5.4,0.002399852965027094;1.5.3,0.00032020718208514154;1.13.12,5.5981123296078295e-05"
R05507,"2.6.1,0.998997151851654;1.4.1,0.0008920409600250423;1.4.3,7.696921238675714e-05;4.1.1,1.769248592609074e-05;1.4.11,4.167671249888372e-06"
R06356,"1.14.13,0.9645385146141052;1.1.1,0.03342130035161972;1.14.14,0.000575896177906543;4.2.1,0.00036349211586639285;1.14.15,0.00028626227867789567"
R07997,"1.14.11,0.9920921921730042;1.14.20,0.007414018735289574;1.4.11,0.00020527200831566006;1.1.5,5.807055640616454e-05;4.1.1,5.191499803913757e-05"
R07512,"5.2.1,0.8316942453384399;1.14.19,0.16683578491210938;1.3.5,0.0004907559487037361;1.14.99,0.0004896176978945732;1.14.13,0.00015064947365317494"
R09610,"4.2.3,0.9998044371604919;5.5.1,0.00019038347818423063;4.3.2,4.1813700590864755e-06;1.3.-,6.932294240868941e-07;3.1.7,1.2106605140616011e-07"
R11310,"5.4.2,0.9999008178710938;2.7.1,9.752069308888167e-05;2.4.1,1.0948809858746245e-06;5.1.3,1.5784389972850477e-07;1.1.1,7.99865134126776e-08"
R11495,"1.17.3,0.9785386919975281;4.2.1,0.004861806519329548;3.2.1,0.0023045274429023266;2.4.1,0.0020875600166618824;3.5.1,0.0020641323644667864"
R07969,"1.14.13,0.9906300902366638;1.13.12,0.008760097436606884;1.3.98,0.00010837711306521669;4.1.99,8.995932148536667e-05;1.14.15,8.625172631582245e-05"
R07147,"1.1.1,0.9993327260017395;1.3.1,0.0003655378823168576;1.1.99,0.00014683340850751847;1.1.5,7.064682722557336e-05;1.2.1,3.6574132536770776e-05"
R12391,"3.1.1,0.8654625415802002;3.2.1,0.11523047834634781;3.2.2,0.01261176634579897;2.3.1,0.004864453803747892;3.5.1,0.0010647964663803577"
R09458,"1.2.-,0.9815459847450256;2.6.1,0.007007721345871687;4.1.2,0.0035356248263269663;4.1.99,0.0021582108456641436;4.1.1,0.0019612559117376804"
R05213,"2.1.1,1.0;1.14.21,1.911366065421305e-10;2.5.1,5.017713328170359e-11;6.3.2,4.4074806304639225e-11;1.3.98,3.1792367349847694e-11"
R12969,"3.5.1,0.6342053413391113;3.2.1,0.36399832367897034;2.3.1,0.0010535508627071977;3.2.2,0.0003190756542608142;3.1.1,0.00030348976724781096"
R08314,"3.3.2,0.9975273013114929;3.4.11,0.0009148151730187237;1.14.14,0.0007686556782573462;4.2.1,0.000249136850470677;5.3.99,7.177796214818954e-05"
R10196,"2.1.1,1.0;2.3.1,2.9140602819666128e-08;4.2.1,1.734508003892188e-08;1.-.-,7.1000734180870495e-09;6.3.2,6.515008532659294e-09"
R11616,"2.3.1,0.964628279209137;1.2.1,0.035071033984422684;3.1.2,0.00022178672952577472;1.3.1,5.8843845181399956e-05;1.8.1,9.342967132397462e-06"
R05289,"1.2.1,0.9968921542167664;1.1.1,0.0015995773719623685;1.2.3,0.001412539160810411;1.17.1,2.5112474759225734e-05;1.5.1,1.5089306543814018e-05"
R04785,"3.1.1,0.884282112121582;3.5.1,0.02340785786509514;3.7.1,0.01350440364331007;3.4.16,0.011097460985183716;3.1.4,0.01060916855931282"
R09567,"1.13.12,0.9999761581420898;1.14.13,1.3852958545612637e-05;1.13.11,2.9002701467106817e-06;1.14.12,1.221783236360352e-06;1.3.98,1.1946227687076316e-06"
R06888,"1.14.-,0.9996678829193115;1.14.13,0.00028296071104705334;1.13.-,2.740223499131389e-05;1.14.14,1.0648021088854875e-05;1.14.15,6.150072749733226e-06"
R13319,"6.2.1,0.6419045925140381;2.7.4,0.32588452100753784;2.7.2,0.02013421803712845;6.3.1,0.003144779009744525;2.7.1,0.0030544758774340153"
R03620,"3.5.1,0.999966025352478;4.2.1,2.0669082005042583e-05;3.5.3,4.205871846352238e-06;1.4.3,1.5165735476330156e-06;3.4.11,9.781673497855081e-07"
R03018,"2.7.1,0.9967809915542603;2.7.4,0.0011579960118979216;2.1.1,0.0010138389188796282;3.1.3,0.0003639704664237797;3.6.1,0.00017166648467537016"
R11903,"3.5.1,0.9999792575836182;3.1.1,1.668640470597893e-05;4.2.1,1.4159197689878056e-06;2.3.2,9.232335287379101e-07;2.3.1,7.348946269303269e-07"
R01298,"1.14.13,0.9402733445167542;1.14.14,0.05001343786716461;1.14.12,0.00409969175234437;1.14.18,0.0031310459598898888;1.14.16,0.0006430799840018153"
R03772,"3.1.1,0.9982960820198059;3.1.2,0.0007757972343824804;3.4.19,0.00013196119107306004;3.4.11,0.00010073776502395049;3.4.16,7.682693103561178e-05"
R09788,"4.2.3,0.9515446424484253;5.5.1,0.035062484443187714;4.2.1,0.012521841563284397;4.3.2,0.0003554578870534897;4.1.99,0.00027152826078236103"
R11197,"1.14.13,0.9976410865783691;1.14.14,0.0016726466128602624;1.14.-,0.00029692595126107335;1.14.12,0.00021755618217866868;1.14.15,6.431868678191677e-05"
R08864,"1.13.11,0.9998939037322998;1.14.99,4.613447890733369e-05;1.14.12,2.1362406187108718e-05;1.13.12,1.3809295523969922e-05;1.14.13,1.2433646588760894e-05"
R08559,"2.7.1,0.9999960660934448;2.7.3,2.1339044451451628e-06;2.7.13,1.3273781860334566e-06;2.7.11,2.8639405513786187e-07;2.3.1,5.886574072633266e-08"
R10869,"2.8.2,0.9999997615814209;2.7.8,9.815078527708465e-08;1.8.4,3.172274887219828e-08;2.3.1,2.3659390890884424e-08;5.4.2,1.876136757061886e-08"
R00584,"3.1.3,0.9064465165138245;2.7.1,0.07087714225053787;2.7.99,0.019461719319224358;3.6.1,0.0016638737870380282;2.4.1,0.000311294716084376"
R00490,"4.3.1,0.9893677830696106;4.3.2,0.002424591453745961;3.5.5,0.0017107680905610323;2.3.1,0.0015845575835555792;1.3.5,0.0014944400172680616"
R10844,"1.13.11,0.6258489489555359;1.14.99,0.3690280616283417;2.7.4,0.0007717199041508138;6.2.1,0.000706608931068331;1.14.13,0.00045315982424654067"
R01205,"2.4.1,0.46172887086868286;5.1.3,0.28015607595443726;2.4.2,0.20875917375087738;2.3.1,0.018292460590600967;2.7.6,0.014301558025181293"
R03601,"4.4.1,0.950413167476654;2.5.1,0.028452593833208084;4.2.1,0.013305304571986198;3.1.1,0.0023836016189306974;3.1.2,0.002074645133689046"
R07186,"1.14.11,0.9035834670066833;1.14.20,0.05880141630768776;4.1.1,0.02663487382233143;1.13.12,0.0029035548213869333;1.4.11,0.0018965993076562881"
R07049,"1.13.11,0.8952632546424866;3.3.2,0.09332781285047531;4.2.1,0.004046809393912554;5.4.4,0.0035277956631034613;1.14.18,0.0014653190737590194"
R08975,"3.1.1,0.9992689490318298;4.99.1,0.0007125576958060265;1.3.1,1.6154550394276157e-05;4.2.1,6.668141736554389e-07;3.5.5,2.48877427111438e-07"
R01538,"4.2.1,0.9313799142837524;3.7.1,0.040585361421108246;1.1.98,0.005923296790570021;1.1.99,0.0043493034318089485;1.1.5,0.0026520562823861837"
R01169,"2.1.1,0.9999994039535522;2.3.1,5.573535872827051e-07;6.3.2,2.102138729753733e-08;2.5.1,1.7326849288679114e-08;2.6.1,5.347089437890418e-09"
R03835,"2.1.1,1.0;2.5.1,3.6473274178661086e-08;2.3.1,1.4138130666196957e-08;6.3.2,1.3497492901137775e-08;4.1.1,1.8379264776768878e-09"
R03464,"3.5.4,0.9990686774253845;2.1.2,0.0003992621204815805;1.5.1,0.00031627214048057795;4.2.1,6.900752487126738e-05;1.5.99,4.817359149456024e-05"
R05100,"3.7.1,0.746749758720398;1.2.3,0.16901646554470062;4.2.1,0.027506081387400627;1.1.-,0.013042843900620937;3.5.1,0.012804576195776463"
R12718,"5.3.3,0.9997468590736389;5.3.2,0.00010535429464653134;1.1.1,5.4387124691857025e-05;2.7.1,4.03153317165561e-05;2.5.1,1.2287616300454829e-05"
R12038,"1.-.-,0.8341809511184692;2.1.1,0.16475196182727814;1.1.1,0.0008509350591339171;1.1.3,8.474134665448219e-05;1.1.2,7.051630382193252e-05"
R11792,"3.4.19,0.8197590112686157;3.5.1,0.16461797058582306;3.4.17,0.012714560143649578;2.3.2,0.0011486992007121444;4.3.2,0.00040213880129158497"
R10299,"2.4.1,0.9999624490737915;2.3.1,2.5963689040509053e-05;3.1.1,1.1556024219316896e-05;3.2.1,4.12398861726615e-08;1.1.1,5.171257200231594e-09"
R06098,"3.2.1,0.9979324340820312;1.1.1,0.001374870422296226;1.1.3,0.00022669564350508153;5.4.1,8.608352072769776e-05;3.1.4,7.989977893885225e-05"
R03671,"4.2.1,0.988596498966217;5.3.99,0.004134078975766897;2.5.1,0.002474813023582101;1.1.99,0.0011621686862781644;1.1.1,0.0009841277496889234"
R01034,"1.1.1,0.9640111327171326;1.3.1,0.03212892264127731;1.1.5,0.0019141176017001271;1.-.-,0.00041210229392163455;1.14.13,0.00026294056442566216"
R10849,"2.7.8,0.995807409286499;2.7.1,0.002267486648634076;2.7.7,0.0006631470168940723;3.1.1,0.0002936287201009691;2.3.1,0.00028929897234775126"
R11521,"2.1.1,1.0;2.3.1,2.6909351483195287e-12;1.-.-,2.140189501315115e-12;1.3.98,1.4818298497976112e-12;1.14.13,9.083330875653273e-13"
R01663,"3.5.4,0.9996284246444702;3.5.99,0.00012776762014254928;6.3.4,6.777996895834804e-05;3.4.19,3.636570181697607e-05;3.5.1,3.537447628332302e-05"
R07185,"1.14.11,0.9998775720596313;1.14.20,0.0001049930215231143;1.1.99,9.774900718184654e-06;4.1.1,3.609845862229122e-06;1.4.11,1.324021127402375e-06"
R02037,"2.1.1,1.0;4.3.3,2.591021841524821e-09;1.4.3,2.5836834893766536e-09;1.3.98,1.4739955922493664e-09;1.5.8,1.0063248012670556e-09"
R10732,"4.2.3,0.9807012677192688;5.5.1,0.016486283391714096;1.1.1,0.0005994574748910964;1.14.13,0.0003773418429773301;4.3.2,0.00032420517527498305"
R00540,"3.5.5,0.9996228218078613;4.2.1,0.0003612507716752589;4.3.1,4.663141226046719e-06;4.99.1,3.829362412943738e-06;2.5.1,2.393834165559383e-06"
R03589,"2.4.1,0.9992874264717102;3.2.1,0.0004131291061639786;2.7.7,0.00011404712131479755;5.1.3,6.380476406775415e-05;2.4.2,5.615595728158951e-05"
R13372,"2.4.1,0.9889165163040161;2.7.7,0.009212345816195011;2.4.2,0.001107390271499753;3.2.1,0.0001705630129436031;6.2.1,0.00014952526544220746"
R12672,"3.1.7,0.7754074931144714;3.1.3,0.08255216479301453;3.1.4,0.02956797182559967;3.1.1,0.024532867595553398;3.2.1,0.024275222793221474"
R13101,"4.2.3,0.9990724325180054;4.2.1,0.0009027781779877841;4.1.99,1.3602999388240278e-05;4.3.2,7.105198164936155e-06;5.5.1,2.2178899143909803e-06"
R09237,"1.13.11,0.9999998807907104;1.14.12,7.26598230471609e-08;1.13.12,2.7755868714507415e-08;1.14.18,6.260738594221493e-09;1.14.99,6.10362427266864e-09"
R05290,"1.14.13,0.5036208033561707;1.14.12,0.47052833437919617;1.14.14,0.011167851276695728;1.14.-,0.006735540926456451;1.14.99,0.0023349577095359564"
R10358,"1.14.13,0.9234272241592407;1.1.1,0.026564398780465126;1.6.99,0.017856454476714134;1.6.5,0.010912127792835236;1.11.1,0.007212685886770487"
R12241,"2.3.1,0.9242355823516846;5.4.1,0.02018599584698677;3.1.1,0.011747092008590698;2.7.8,0.01026525441557169;2.7.3,0.0050576068460941315"
R02705,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R05358,"3.5.5,0.9999912977218628;4.2.1,6.004480383126065e-06;3.1.1,1.00205693343014e-06;4.3.1,5.903876854063128e-07;3.5.1,4.3634327084873803e-07"
R13007,"5.3.3,0.2882596254348755;5.1.99,0.1804002970457077;2.5.1,0.14385516941547394;2.6.1,0.11094575375318527;2.3.1,0.08735831081867218"
R08632,"4.4.1,0.9976311922073364;2.3.1,0.0019162665121257305;2.5.1,0.00032308176741935313;2.1.1,8.266582881333306e-05;4.3.1,2.7481597498990595e-05"
R12801,"3.4.13,0.9364022612571716;3.4.11,0.06159402057528496;3.4.21,0.0009898885618895292;2.6.1,0.0004061057115904987;3.4.24,9.117936133407056e-05"
R01511,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R10298,"2.4.1,0.9999624490737915;2.3.1,2.5963689040509053e-05;3.1.1,1.1556024219316896e-05;3.2.1,4.12398861726615e-08;1.1.1,5.171257200231594e-09"
R11173,"3.1.3,0.9389228224754333;3.6.1,0.0589725561439991;5.4.2,0.000845323025714606;3.1.4,0.0004718609561678022;2.7.1,0.00042267865501344204"
R12848,"1.14.11,0.8998324871063232;1.14.20,0.059750426560640335;4.1.1,0.024016523733735085;1.13.12,0.006111759692430496;2.6.1,0.005346488207578659"
R08527,"1.13.11,0.976743221282959;3.3.2,0.010737783275544643;1.13.12,0.003364632138982415;1.14.13,0.003151953686028719;1.14.99,0.00180655880831182"
R10837,"2.4.2,0.4648345112800598;2.7.7,0.2518458068370819;6.3.4,0.09470295906066895;3.2.2,0.0639488622546196;2.7.1,0.06193249300122261"
R00789,"1.7.1,0.9997554421424866;1.6.6,0.00012094040721422061;1.7.2,4.934010576107539e-05;1.7.-,3.336484951432794e-05;1.17.1,1.1126702702313196e-05"
R09677,"2.4.1,0.5471416115760803;2.7.7,0.24884033203125;1.14.99,0.06052396446466446;3.4.22,0.057771213352680206;3.4.24,0.01988692209124565"
R13306,"2.6.1,0.9957314133644104;1.3.99,0.0032484058756381273;2.1.3,0.00033778202487155795;2.3.1,0.00013476664025802165;2.7.8,0.0001108809738070704"
R05440,"1.14.12,0.5437538623809814;1.3.1,0.43540528416633606;1.14.13,0.018148910254240036;1.14.-,0.0016991951270028949;1.14.14,0.00044723509927280247"
R10307,"2.1.1,0.9999995231628418;2.3.1,1.9330893508140434e-07;4.2.1,6.74655495913612e-08;2.6.1,2.3582705566127515e-08;4.3.3,1.9318701305337527e-08"
R02132,"1.1.3,0.8563933968544006;1.4.3,0.03779233247041702;1.7.3,0.028976967558264732;1.11.1,0.02626791223883629;1.8.3,0.013720162212848663"
R05796,"4.2.3,0.9616361856460571;3.1.1,0.02076420933008194;3.1.7,0.015459521673619747;3.7.1,0.0006704686675220728;3.6.1,0.00025933983852155507"
R12286,"2.5.1,0.9881066083908081;3.2.1,0.005457722116261721;4.2.3,0.00261223828420043;3.1.2,0.001755530945956707;4.2.1,0.0006087248912081122"
R10282,"5.2.1,0.4767471253871918;1.14.19,0.46015655994415283;1.14.99,0.03848875313997269;2.3.1,0.002758841495960951;2.7.4,0.002434458816424012"
R03148,"2.7.7,0.9893872737884521;2.1.1,0.007699258625507355;2.7.1,0.0028638627845793962;5.1.3,1.9246363081037998e-05;3.6.1,8.535954293620307e-06"
R01600,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R02076,"1.13.11,0.9999954700469971;1.14.12,3.5102450510748895e-06;4.1.99,5.064690640210756e-07;1.14.18,3.026111130566278e-07;1.14.99,1.6351242493328755e-07"
R00850,"2.7.1,0.718055009841919;2.7.8,0.276590496301651;5.4.2,0.0032575891818851233;4.6.1,0.0006155482842586935;2.7.7,0.0003219529171474278"
R10154,"1.14.13,0.9998613595962524;1.1.1,6.839940033387393e-05;1.14.15,1.67323523783125e-05;1.6.99,1.3881784070690628e-05;1.14.11,1.3130042134434916e-05"
R09095,"1.12.98,0.9984839558601379;1.8.98,0.0005285783554427326;1.12.1,0.0004944251268170774;1.18.99,0.00020893392502330244;1.14.12,8.122068538796157e-05"
R00432,"6.2.1,0.6904245615005493;2.3.1,0.2650768756866455;2.7.3,0.029464222490787506;6.3.2,0.008649682626128197;3.1.2,0.0022301645949482918"
R05164,"2.4.1,0.998763918876648;2.7.7,0.0009050687658600509;2.4.2,0.0002453672350384295;2.3.1,1.7481630493421108e-05;3.2.1,1.2940916349180043e-05"
R07343,"4.2.1,0.8708493709564209;1.14.13,0.09617253392934799;1.14.14,0.01481527741998434;4.1.2,0.0030190928373485804;4.3.3,0.001925782416947186"
