reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
21105-1.14.99.38-Q,,,,,21105,1.14.99.38,,,,,21105,1.14.99.38,,,,,21105,1.14.99.38,,,,,21105,1.14.99.38,,,,,21105,1.14.99.38,,,21105,1.14.99.38,,,21105,1.14.99.38,,1.17.99,21105,1.14.99.38,,,,,,,,,,,,,
21133-1.17.3.2-Q,,,,,21133,1.17.3.2,,,,,21133,1.17.3.2,,,,,21133,1.17.3.2,,,,,21133,1.17.3.2,,,,,21133,1.17.3.2,,,21133,1.17.3.2,,,21133,1.17.3.2,,1.17.3;1.3.99,21133,1.17.3.2,,,,,,,,,,,,,
21141-2.7.1.73-Q,,,,,21141,2.7.1.73,,,,,21141,2.7.1.73,,,,,21141,2.7.1.73,,,,,21141,2.7.1.73,,,,,21141,2.7.1.73,,,21141,2.7.1.73,,,21141,2.7.1.73,,2.7.1,21141,2.7.1.73,,,,,,,,,,,,,
21149-2.4.1.156-Q,,,,,21149,2.4.1.156,,,,,21149,2.4.1.156,,,,,21149,2.4.1.156,,,,,21149,2.4.1.156,,,,,21149,2.4.1.156,,,21149,2.4.1.156,,,21149,2.4.1.156,,2.4.1,21149,2.4.1.156,,,,,,,,,,,,,
21261-1.8.4.14-Q,,,,,21261,1.8.4.14,,,,,21261,1.8.4.14,,,,,21261,1.8.4.14,,,,,21261,1.8.4.14,,,,,21261,1.8.4.14,,,21261,1.8.4.14,,,21261,1.8.4.14,,1.21.4,21261,1.8.4.14,,,,,,,,,,,,,
21273-6.3.1.8-Q,,,,,21273,6.3.1.8,,,,,21273,6.3.1.8,,,,,21273,6.3.1.8,,,,,21273,6.3.1.8,,,,,21273,6.3.1.8,,,21273,6.3.1.8,,,21273,6.3.1.8,,6.3.2,21273,6.3.1.8,,,,,,,,,,,,,
21273-6.3.1.9-Q,,,,,21273,6.3.1.9,,,,,21273,6.3.1.9,,,,,21273,6.3.1.9,,,,,21273,6.3.1.9,,,,,21273,6.3.1.9,,,21273,6.3.1.9,,,21273,6.3.1.9,,6.3.2,21273,6.3.1.9,,,,,,,,,,,,,
21353-1.13.11.25-Q,,,,,21353,1.13.11.25,,,,,21353,1.13.11.25,,,,,21353,1.13.11.25,,,,,21353,1.13.11.25,,,,,21353,1.13.11.25,,,21353,1.13.11.25,,,21353,1.13.11.25,,,21353,1.13.11.25,,,,,,,,,,,,,
21369-1.7.3.3-Q,,,,,21369,1.7.3.3,,,,,21369,1.7.3.3,,,,,21369,1.7.3.3,,,,,21369,1.7.3.3,,,,,21369,1.7.3.3,,,21369,1.7.3.3,,,21369,1.7.3.3,,1.17.3,21369,1.7.3.3,,,,,,,,,,,,,
21389-3.5.2.11-Q,,,,,21389,3.5.2.11,,,,,21389,3.5.2.11,,,,,21389,3.5.2.11,,,,,21389,3.5.2.11,,,,,21389,3.5.2.11,,,21389,3.5.2.11,,,21389,3.5.2.11,,3.5.1,21389,3.5.2.11,,,,,,,,,,,,,
21397-7.2.4.3-Q,,,,,21397,7.2.4.3,,,,,21397,7.2.4.3,,,,,21397,7.2.4.3,,,,,21397,7.2.4.3,,,,,21397,7.2.4.3,,,21397,7.2.4.3,,,21397,7.2.4.3,,4.1.1,21397,7.2.4.3,,,,,,,,,,,,,
21457-1.14.19.68-Q,,,,,21457,1.14.19.68,,,,,21457,1.14.19.68,,,,,21457,1.14.19.68,,,,,21457,1.14.19.68,,,,,21457,1.14.19.68,,,21457,1.14.19.68,,,21457,1.14.19.68,,1.14.19;1.14.14,21457,1.14.19.68,,,,,,,,,,,,,
21469-2.4.1.316-Q,,,,,21469,2.4.1.316,,,,,21469,2.4.1.316,,,,,21469,2.4.1.316,,,,,21469,2.4.1.316,,,,,21469,2.4.1.316,,,21469,2.4.1.316,,,21469,2.4.1.316,,2.4.1,21469,2.4.1.316,,,,,,,,,,,,,
21505-2.2.1.4-Q,,,,,21505,2.2.1.4,,,,,21505,2.2.1.4,,,,,21505,2.2.1.4,,,,,21505,2.2.1.4,,,,,21505,2.2.1.4,,,21505,2.2.1.4,,,21505,2.2.1.4,,5.3.1,21505,2.2.1.4,,,,,,,,,,,,,
21533-6.3.1.9-Q,,,,,21533,6.3.1.9,,,,,21533,6.3.1.9,,,,,21533,6.3.1.9,,,,,21533,6.3.1.9,,,,,21533,6.3.1.9,,,21533,6.3.1.9,,,21533,6.3.1.9,,6.3.2,21533,6.3.1.9,,,,,,,,,,,,,
21561-1.17.4.5-Q,,,,,21561,1.17.4.5,,,,,21561,1.17.4.5,,,,,21561,1.17.4.5,,,,,21561,1.17.4.5,,,,,21561,1.17.4.5,,,21561,1.17.4.5,,,21561,1.17.4.5,,1.14.15,21561,1.17.4.5,,,,,,,,,,,,,
21569-3.2.1.140-Q,,,,,21569,3.2.1.140,,,,,21569,3.2.1.140,,,,,21569,3.2.1.140,,,,,21569,3.2.1.140,,,,,21569,3.2.1.140,,,21569,3.2.1.140,,,21569,3.2.1.140,,3.2.1,21569,3.2.1.140,,,,,,,,,,,,,
21609-2.1.1.154-Q,,,,,21609,2.1.1.154,,,,,21609,2.1.1.154,,,,,21609,2.1.1.154,,,,,21609,2.1.1.154,,,,,21609,2.1.1.154,,,21609,2.1.1.154,,,21609,2.1.1.154,,2.1.1,21609,2.1.1.154,,,,,,,,,,,,,
21617-2.4.3.4-Q,,,,,21617,2.4.3.4,,,,,21617,2.4.3.4,,,,,21617,2.4.3.4,,,,,21617,2.4.3.4,,,,,21617,2.4.3.4,,,21617,2.4.3.4,,,21617,2.4.3.4,,2.4.3;2.4.1,21617,2.4.3.4,,,,,,,,,,,,,
21633-1.10.3.1-Q,,,,,21633,1.10.3.1,,,,,21633,1.10.3.1,,,,,21633,1.10.3.1,,,,,21633,1.10.3.1,,,,,21633,1.10.3.1,,,21633,1.10.3.1,,,21633,1.10.3.1,,,21633,1.10.3.1,,,,,,,,,,,,,
21709-3.13.2.1-Q,,,,,21709,3.13.2.1,,,,,21709,3.13.2.1,,,,,21709,3.13.2.1,,,,,21709,3.13.2.1,,,,,21709,3.13.2.1,,,21709,3.13.2.1,,,21709,3.13.2.1,,2.5.1,21709,3.13.2.1,,,,,,,,,,,,,
21737-5.4.3.3-Q,,,,,21737,5.4.3.3,,,,,21737,5.4.3.3,,,,,21737,5.4.3.3,,,,,21737,5.4.3.3,,,,,21737,5.4.3.3,,,21737,5.4.3.3,,,21737,5.4.3.3,,5.4.99,21737,5.4.3.3,,,,,,,,,,,,,
21761-5.1.2.3-Q,,,,,21761,5.1.2.3,,,,,21761,5.1.2.3,,,,,21761,5.1.2.3,,,,,21761,5.1.2.3,,,,,21761,5.1.2.3,,,21761,5.1.2.3,,,21761,5.1.2.3,,5.1.3;5.1.1,21761,5.1.2.3,,,,,,,,,,,,,
21777-6.2.1.28-Q,,,,,21777,6.2.1.28,,,,,21777,6.2.1.28,,,,,21777,6.2.1.28,,,,,21777,6.2.1.28,,,,,21777,6.2.1.28,,,21777,6.2.1.28,,,21777,6.2.1.28,,6.2.1,21777,6.2.1.28,,,,,,,,,,,,,
21809-3.5.2.13-Q,,,,,21809,3.5.2.13,,,,,21809,3.5.2.13,,,,,21809,3.5.2.13,,,,,21809,3.5.2.13,,,,,21809,3.5.2.13,,,21809,3.5.2.13,,,21809,3.5.2.13,,3.5.1,21809,3.5.2.13,,,,,,,,,,,,,
21813-1.14.14.23-Q,,,,,21813,1.14.14.23,,,,,21813,1.14.14.23,,,,,21813,1.14.14.23,,,,,21813,1.14.14.23,,,,,21813,1.14.14.23,,,21813,1.14.14.23,,,21813,1.14.14.23,,1.14.14,21813,1.14.14.23,,,,,,,,,,,,,
21845-2.3.1.14-Q,,,,,21845,2.3.1.14,,,,,21845,2.3.1.14,,,,,21845,2.3.1.14,,,,,21845,2.3.1.14,,,,,21845,2.3.1.14,,,21845,2.3.1.14,,,21845,2.3.1.14,,2.3.1,21845,2.3.1.14,,,,,,,,,,,,,
21849-5.2.1.6-Q,,,,,21849,5.2.1.6,,,,,21849,5.2.1.6,,,,,21849,5.2.1.6,,,,,21849,5.2.1.6,,,,,21849,5.2.1.6,,,21849,5.2.1.6,,,21849,5.2.1.6,,5.1.3;5.1.1,21849,5.2.1.6,,,,,,,,,,,,,
22017-1.20.4.1-Q,,,,,22017,1.20.4.1,,,,,22017,1.20.4.1,,,,,22017,1.20.4.1,,,,,22017,1.20.4.1,,,,,22017,1.20.4.1,,,22017,1.20.4.1,,,22017,1.20.4.1,,,22017,1.20.4.1,,,,,,,,,,,,,
22021-7.3.2.5-Q,,,,,22021,7.3.2.5,,,,,22021,7.3.2.5,,,,,22021,7.3.2.5,,,,,22021,7.3.2.5,,,,,22021,7.3.2.5,,,22021,7.3.2.5,,,22021,7.3.2.5,,7.4.2;3.6.4,22021,7.3.2.5,,,,,,,,,,,,,
22045-7.2.2.19-Q,,,,,22045,7.2.2.19,,,,,22045,7.2.2.19,,,,,22045,7.2.2.19,,,,,22045,7.2.2.19,,,,,22045,7.2.2.19,,,22045,7.2.2.19,,,22045,7.2.2.19,,7.4.2;3.6.4,22045,7.2.2.19,,,,,,,,,,,,,
22105-2.6.1.80-Q,,,,,22105,2.6.1.80,,,,,22105,2.6.1.80,,,,,22105,2.6.1.80,,,,,22105,2.6.1.80,,,,,22105,2.6.1.80,,,22105,2.6.1.80,,,22105,2.6.1.80,,,22105,2.6.1.80,,,,,,,,,,,,,
22133-7.5.2.1-Q,,,,,22133,7.5.2.1,,,,,22133,7.5.2.1,,,,,22133,7.5.2.1,,,,,22133,7.5.2.1,,,,,22133,7.5.2.1,,,22133,7.5.2.1,,,22133,7.5.2.1,,7.4.2;3.6.4,22133,7.5.2.1,,,,,,,,,,,,,
22165-2.4.1.88-Q,,,,,22165,2.4.1.88,,,,,22165,2.4.1.88,,,,,22165,2.4.1.88,,,,,22165,2.4.1.88,,,,,22165,2.4.1.88,,,22165,2.4.1.88,,,22165,2.4.1.88,,2.4.1,22165,2.4.1.88,,,,,,,,,,,,,
22325-3.3.2.6-Q,,,,,22325,3.3.2.6,,,,,22325,3.3.2.6,,,,,22325,3.3.2.6,,,,,22325,3.3.2.6,,,,,22325,3.3.2.6,,,22325,3.3.2.6,,,22325,3.3.2.6,,5.4.4,22325,3.3.2.6,,,,,,,,,,,,,
22329-2.5.1.3-Q,,,,,22329,2.5.1.3,,,,,22329,2.5.1.3,,,,,22329,2.5.1.3,,,,,22329,2.5.1.3,,,,,22329,2.5.1.3,,,22329,2.5.1.3,,,22329,2.5.1.3,,2.5.1,22329,2.5.1.3,,,,,,,,,,,,,
22345-2.3.1.140-Q,,,,,22345,2.3.1.140,,,,,22345,2.3.1.140,,,,,22345,2.3.1.140,,,,,22345,2.3.1.140,,,,,22345,2.3.1.140,,,22345,2.3.1.140,,,22345,2.3.1.140,,2.3.1,22345,2.3.1.140,,,,,,,,,,,,,
22369-5.1.3.4-Q,,,,,22369,5.1.3.4,,,,,22369,5.1.3.4,,,,,22369,5.1.3.4,,,,,22369,5.1.3.4,,,,,22369,5.1.3.4,,,22369,5.1.3.4,,,22369,5.1.3.4,,5.1.3;5.1.1,22369,5.1.3.4,,,,,,,,,,,,,
22457-3.5.3.3-Q,,,,,22457,3.5.3.3,,,,,22457,3.5.3.3,,,,,22457,3.5.3.3,,,,,22457,3.5.3.3,,,,,22457,3.5.3.3,,,22457,3.5.3.3,,,22457,3.5.3.3,,2.6.1,22457,3.5.3.3,,,,,,,,,,,,,
22493-3.5.3.8-Q,,,,,22493,3.5.3.8,,,,,22493,3.5.3.8,,,,,22493,3.5.3.8,,,,,22493,3.5.3.8,,,,,22493,3.5.3.8,,,22493,3.5.3.8,,,22493,3.5.3.8,,,22493,3.5.3.8,,,,,,,,,,,,,
22517-2.7.3.4-Q,,,,,22517,2.7.3.4,,,,,22517,2.7.3.4,,,,,22517,2.7.3.4,,,,,22517,2.7.3.4,,,,,22517,2.7.3.4,,,22517,2.7.3.4,,,22517,2.7.3.4,,2.7.14;2.7.1,22517,2.7.3.4,,,,,,,,,,,,,
22545-3.3.2.2-Q,,,,,22545,3.3.2.2,,,,,22545,3.3.2.2,,,,,22545,3.3.2.2,,,,,22545,3.3.2.2,,,,,22545,3.3.2.2,,,22545,3.3.2.2,,,22545,3.3.2.2,,3.1.6,22545,3.3.2.2,,,,,,,,,,,,,
22621-1.13.99.3-Q,,,,,22621,1.13.99.3,,,,,22621,1.13.99.3,,,,,22621,1.13.99.3,,,,,22621,1.13.99.3,,,,,22621,1.13.99.3,,,22621,1.13.99.3,,,22621,1.13.99.3,,4.2.1,22621,1.13.99.3,,,,,,,,,,,,,
22713-2.7.7.62-Q,,,,,22713,2.7.7.62,,,,,22713,2.7.7.62,,,,,22713,2.7.7.62,,,,,22713,2.7.7.62,,,,,22713,2.7.7.62,,,22713,2.7.7.62,,,22713,2.7.7.62,,2.3.1,22713,2.7.7.62,,,,,,,,,,,,,
22717-1.14.14.25-Q,,,,,22717,1.14.14.25,,,,,22717,1.14.14.25,,,,,22717,1.14.14.25,,,,,22717,1.14.14.25,,,,,22717,1.14.14.25,,,22717,1.14.14.25,,,22717,1.14.14.25,,1.14.14,22717,1.14.14.25,,,,,,,,,,,,,
22777-1.11.1.13-Q,,,,,22777,1.11.1.13,,,,,22777,1.11.1.13,,,,,22777,1.11.1.13,,,,,22777,1.11.1.13,,,,,22777,1.11.1.13,,,22777,1.11.1.13,,,22777,1.11.1.13,,5.1.3;5.1.1,22777,1.11.1.13,,,,,,,,,,,,,
22777-1.11.1.16-Q,,,,,22777,1.11.1.16,,,,,22777,1.11.1.16,,,,,22777,1.11.1.16,,,,,22777,1.11.1.16,,,,,22777,1.11.1.16,,,22777,1.11.1.16,,,22777,1.11.1.16,,5.1.3;5.1.1,22777,1.11.1.16,,,,,,,,,,,,,
22813-1.5.1.5-Q,,,,,22813,1.5.1.5,,,,,22813,1.5.1.5,,,,,22813,1.5.1.5,,,,,22813,1.5.1.5,,,,,22813,1.5.1.5,,,22813,1.5.1.5,,,22813,1.5.1.5,,1.3.1;1.5.1,22813,1.5.1.5,,,,,,,,,,,,,
22833-3.5.3.13-Q,,,,,22833,3.5.3.13,,,,,22833,3.5.3.13,,,,,22833,3.5.3.13,,,,,22833,3.5.3.13,,,,,22833,3.5.3.13,,,22833,3.5.3.13,,,22833,3.5.3.13,,,22833,3.5.3.13,,,,,,,,,,,,,
22873-1.14.11.7-Q,,,,,22873,1.14.11.7,,,,,22873,1.14.11.7,,,,,22873,1.14.11.7,,,,,22873,1.14.11.7,,,,,22873,1.14.11.7,,,22873,1.14.11.7,,,22873,1.14.11.7,,1.14.11,22873,1.14.11.7,,,,,,,,,,,,,
22893-1.5.1.15-Q,,,,,22893,1.5.1.15,,,,,22893,1.5.1.15,,,,,22893,1.5.1.15,,,,,22893,1.5.1.15,,,,,22893,1.5.1.15,,,22893,1.5.1.15,,,22893,1.5.1.15,,1.3.1,22893,1.5.1.15,,,,,,,,,,,,,
22941-2.7.3.3-Q,,,,,22941,2.7.3.3,,,,,22941,2.7.3.3,,,,,22941,2.7.3.3,,,,,22941,2.7.3.3,,,,,22941,2.7.3.3,,,22941,2.7.3.3,,,22941,2.7.3.3,,2.7.14;2.7.1,22941,2.7.3.3,,,,,,,,,,,,,
22949-4.1.2.40-Q,,,,,22949,4.1.2.40,,,,,22949,4.1.2.40,,,,,22949,4.1.2.40,,,,,22949,4.1.2.40,,,,,22949,4.1.2.40,,,22949,4.1.2.40,,,22949,4.1.2.40,,5.3.1,22949,4.1.2.40,,,,,,,,,,,,,
22977-6.2.1.7-Q,,,,,22977,6.2.1.7,,,,,22977,6.2.1.7,,,,,22977,6.2.1.7,,,,,22977,6.2.1.7,,,,,22977,6.2.1.7,,,22977,6.2.1.7,,,22977,6.2.1.7,,6.2.1,22977,6.2.1.7,,,,,,,,,,,,,
23029-2.1.3.10-Q,,,,,23029,2.1.3.10,,,,,23029,2.1.3.10,,,,,23029,2.1.3.10,,,,,23029,2.1.3.10,,,,,23029,2.1.3.10,,,23029,2.1.3.10,,,23029,2.1.3.10,,4.1.1,23029,2.1.3.10,,,,,,,,,,,,,
23077-1.21.1.2-Q,,,,,23077,1.21.1.2,,,,,23077,1.21.1.2,,,,,23077,1.21.1.2,,,,,23077,1.21.1.2,,,,,23077,1.21.1.2,,,23077,1.21.1.2,,,23077,1.21.1.2,,1.14.13;1.3.1,23077,1.21.1.2,,,,,,,,,,,,,
23085-4.1.3.26-Q,,,,,23085,4.1.3.26,,,,,23085,4.1.3.26,,,,,23085,4.1.3.26,,,,,23085,4.1.3.26,,,,,23085,4.1.3.26,,,23085,4.1.3.26,,,23085,4.1.3.26,,,23085,4.1.3.26,,,,,,,,,,,,,
23157-4.8.1.3-Q,,,,,23157,4.8.1.3,,,,,23157,4.8.1.3,,,,,23157,4.8.1.3,,,,,23157,4.8.1.3,,,,,23157,4.8.1.3,,,23157,4.8.1.3,,,23157,4.8.1.3,,4.8.1,23157,4.8.1.3,,,,,,,,,,,,,
23205-2.3.1.98-Q,,,,,23205,2.3.1.98,,,,,23205,2.3.1.98,,,,,23205,2.3.1.98,,,,,23205,2.3.1.98,,,,,23205,2.3.1.98,,,23205,2.3.1.98,,,23205,2.3.1.98,,,23205,2.3.1.98,,,,,,,,,,,,,
23257-6.3.5.10-Q,,,,,23257,6.3.5.10,,,,,23257,6.3.5.10,,,,,23257,6.3.5.10,,,,,23257,6.3.5.10,,,,,23257,6.3.5.10,,,23257,6.3.5.10,,,23257,6.3.5.10,,2.5.1,23257,6.3.5.10,,,,,,,,,,,,,
23269-3.5.3.2-Q,,,,,23269,3.5.3.2,,,,,23269,3.5.3.2,,,,,23269,3.5.3.2,,,,,23269,3.5.3.2,,,,,23269,3.5.3.2,,,23269,3.5.3.2,,,23269,3.5.3.2,,,23269,3.5.3.2,,,,,,,,,,,,,
23277-4.1.2.12-Q,,,,,23277,4.1.2.12,,,,,23277,4.1.2.12,,,,,23277,4.1.2.12,,,,,23277,4.1.2.12,,,,,23277,4.1.2.12,,,23277,4.1.2.12,,,23277,4.1.2.12,,4.2.1,23277,4.1.2.12,,,,,,,,,,,,,
23293-2.7.3.5-Q,,,,,23293,2.7.3.5,,,,,23293,2.7.3.5,,,,,23293,2.7.3.5,,,,,23293,2.7.3.5,,,,,23293,2.7.3.5,,,23293,2.7.3.5,,,23293,2.7.3.5,,2.7.14,23293,2.7.3.5,,,,,,,,,,,,,
23309-2.3.1.131-Q,,,,,23309,2.3.1.131,,,,,23309,2.3.1.131,,,,,23309,2.3.1.131,,,,,23309,2.3.1.131,,,,,23309,2.3.1.131,,,23309,2.3.1.131,,,23309,2.3.1.131,,2.3.1,23309,2.3.1.131,,,,,,,,,,,,,
23337-1.11.1.8-Q,,,,,23337,1.11.1.8,,,,,23337,1.11.1.8,,,,,23337,1.11.1.8,,,,,23337,1.11.1.8,,,,,23337,1.11.1.8,,,23337,1.11.1.8,,,23337,1.11.1.8,,5.1.3;5.1.1,23337,1.11.1.8,,,,,,,,,,,,,
23361-2.4.1.186-Q,,,,,23361,2.4.1.186,,,,,23361,2.4.1.186,,,,,23361,2.4.1.186,,,,,23361,2.4.1.186,,,,,23361,2.4.1.186,,,23361,2.4.1.186,,,23361,2.4.1.186,,2.4.1,23361,2.4.1.186,,,,,,,,,,,,,
23441-3.8.1.6-Q,,,,,23441,3.8.1.6,,,,,23441,3.8.1.6,,,,,23441,3.8.1.6,,,,,23441,3.8.1.6,,,,,23441,3.8.1.6,,,23441,3.8.1.6,,,23441,3.8.1.6,,5.3.99,23441,3.8.1.6,,,,,,,,,,,,,
23525-2.3.1.152-Q,,,,,23525,2.3.1.152,,,,,23525,2.3.1.152,,,,,23525,2.3.1.152,,,,,23525,2.3.1.152,,,,,23525,2.3.1.152,,,23525,2.3.1.152,,,23525,2.3.1.152,,3.2.1,23525,2.3.1.152,,,,,,,,,,,,,
23561-2.7.8.26-Q,,,,,23561,2.7.8.26,,,,,23561,2.7.8.26,,,,,23561,2.7.8.26,,,,,23561,2.7.8.26,,,,,23561,2.7.8.26,,,23561,2.7.8.26,,,23561,2.7.8.26,,2.5.1,23561,2.7.8.26,,,,,,,,,,,,,
23573-2.3.1.156-Q,,,,,23573,2.3.1.156,,,,,23573,2.3.1.156,,,,,23573,2.3.1.156,,,,,23573,2.3.1.156,,,,,23573,2.3.1.156,,,23573,2.3.1.156,,,23573,2.3.1.156,,2.3.1,23573,2.3.1.156,,,,,,,,,,,,,
23581-5.3.99.4-Q,,,,,23581,5.3.99.4,,,,,23581,5.3.99.4,,,,,23581,5.3.99.4,,,,,23581,5.3.99.4,,,,,23581,5.3.99.4,,,23581,5.3.99.4,,,23581,5.3.99.4,,5.3.99;5.4.4,23581,5.3.99.4,,,,,,,,,,,,,
23613-1.3.1.47-Q,,,,,23613,1.3.1.47,,,,,23613,1.3.1.47,,,,,23613,1.3.1.47,,,,,23613,1.3.1.47,,,,,23613,1.3.1.47,,,23613,1.3.1.47,,,23613,1.3.1.47,,1.1.1,23613,1.3.1.47,,,,,,,,,,,,,
23617-1.3.1.47-Q,,,,,23617,1.3.1.47,,,,,23617,1.3.1.47,,,,,23617,1.3.1.47,,,,,23617,1.3.1.47,,,,,23617,1.3.1.47,,,23617,1.3.1.47,,,23617,1.3.1.47,,1.1.1;1.3.1,23617,1.3.1.47,,,,,,,,,,,,,
23661-3.5.2.7-Q,,,,,23661,3.5.2.7,,,,,23661,3.5.2.7,,,,,23661,3.5.2.7,,,,,23661,3.5.2.7,,,,,23661,3.5.2.7,,,23661,3.5.2.7,,,23661,3.5.2.7,,,23661,3.5.2.7,,,,,,,,,,,,,
23689-3.5.4.2-Q,,,,,23689,3.5.4.2,,,,,23689,3.5.4.2,,,,,23689,3.5.4.2,,,,,23689,3.5.4.2,,,,,23689,3.5.4.2,,,23689,3.5.4.2,,,23689,3.5.4.2,,1.3.99,23689,3.5.4.2,,,,,,,,,,,,,
23725-1.2.3.8-Q,,,,,23725,1.2.3.8,,,,,23725,1.2.3.8,,,,,23725,1.2.3.8,,,,,23725,1.2.3.8,,,,,23725,1.2.3.8,,,23725,1.2.3.8,,,23725,1.2.3.8,,1.5.99,23725,1.2.3.8,,,,,,,,,,,,,
23757-1.1.3.37-Q,,,,,23757,1.1.3.37,,,,,23757,1.1.3.37,,,,,23757,1.1.3.37,,,,,23757,1.1.3.37,,,,,23757,1.1.3.37,,,23757,1.1.3.37,,,23757,1.1.3.37,,,23757,1.1.3.37,,,,,,,,,,,,,
23797-3.1.1.80-Q,,,,,23797,3.1.1.80,,,,,23797,3.1.1.80,,,,,23797,3.1.1.80,,,,,23797,3.1.1.80,,,,,23797,3.1.1.80,,,23797,3.1.1.80,,,23797,3.1.1.80,,3.1.1,23797,3.1.1.80,,,,,,,,,,,,,
23885-2.1.1.1-Q,,,,,23885,2.1.1.1,,,,,23885,2.1.1.1,,,,,23885,2.1.1.1,,,,,23885,2.1.1.1,,,,,23885,2.1.1.1,,,23885,2.1.1.1,,,23885,2.1.1.1,,2.1.1,23885,2.1.1.1,,,,,,,,,,,,,
23909-1.16.1.8-Q,,,,,23909,1.16.1.8,,,,,23909,1.16.1.8,,,,,23909,1.16.1.8,,,,,23909,1.16.1.8,,,,,23909,1.16.1.8,,,23909,1.16.1.8,,,23909,1.16.1.8,,1.3.1,23909,1.16.1.8,,,,,,,,,,,,,
23933-5.1.3.9-Q,,,,,23933,5.1.3.9,,,,,23933,5.1.3.9,,,,,23933,5.1.3.9,,,,,23933,5.1.3.9,,,,,23933,5.1.3.9,,,23933,5.1.3.9,,,23933,5.1.3.9,,,23933,5.1.3.9,,,,,,,,,,,,,
23961-1.11.1.3-Q,,,,,23961,1.11.1.3,,,,,23961,1.11.1.3,,,,,23961,1.11.1.3,,,,,23961,1.11.1.3,,,,,23961,1.11.1.3,,,23961,1.11.1.3,,,23961,1.11.1.3,,4.1.1;1.14.19,23961,1.11.1.3,,,,,,,,,,,,,
23973-7.2.4.5-Q,,,,,23973,7.2.4.5,,,,,23973,7.2.4.5,,,,,23973,7.2.4.5,,,,,23973,7.2.4.5,,,,,23973,7.2.4.5,,,23973,7.2.4.5,,,23973,7.2.4.5,,,23973,7.2.4.5,,,,,,,,,,,,,
24005-1.3.8.1-Q,,,,,24005,1.3.8.1,,,,,24005,1.3.8.1,,,,,24005,1.3.8.1,,,,,24005,1.3.8.1,,,,,24005,1.3.8.1,,,24005,1.3.8.1,,,24005,1.3.8.1,,1.3.99;1.3.8,24005,1.3.8.1,,,,,,,,,,,,,
