Reaction ID,Theia
R03123,"1.1.1,0.98309326171875;1.6.5,0.0025641140528023243;1.3.1,0.002426831517368555;1.5.1,0.0021808359306305647;1.14.14,0.0014908361481502652"
R06389,"1.14.13,0.9999963045120239;1.1.1,1.5134638715608162e-06;1.13.12,8.221297207455791e-07;1.14.14,7.410710054500669e-07;2.3.1,6.818018505327927e-08"
R01361,"1.1.1,0.9751667976379395;2.3.1,0.023853624239563942;1.3.1,0.0008159420685842633;5.1.2,6.91509194439277e-05;1.2.1,2.0592966393451206e-05"
R03685,"3.2.1,0.9999949932098389;3.4.13,2.3002874058875022e-06;3.4.11,1.2139687441958813e-06;3.4.17,5.020292519475333e-07;3.6.3,3.154197543153714e-07"
R04257,"2.1.1,0.5584808588027954;2.3.1,0.11542034894227982;5.1.3,0.025303667411208153;2.7.4,0.02486577071249485;1.14.14,0.02015785314142704"
R06142,"2.3.1,0.9575417041778564;4.2.1,0.04082673415541649;3.2.1,0.001011731568723917;1.1.1,0.00035130188916809857;3.1.1,0.00022529810667037964"
R00262,"3.5.1,0.4553753733634949;1.4.1,0.3203926384449005;2.6.1,0.1408352106809616;3.4.11,0.01362159475684166;6.3.5,0.01243686955422163"
R04832,"1.1.1,0.9895690083503723;1.3.1,0.00986659899353981;2.3.1,0.00022475568403024226;1.-.-,7.214421930257231e-05;1.14.13,6.64907056489028e-05"
R09405,"1.14.14,0.9999034404754639;4.2.1,6.957992445677519e-05;1.14.13,1.8810627807397395e-05;1.-.-,3.026001650141552e-06;2.5.1,1.6785343177616596e-06"
R01361,"1.1.1,0.9751667976379395;2.3.1,0.023853624239563942;1.3.1,0.0008159420685842633;5.1.2,6.91509194439277e-05;1.2.1,2.0592966393451206e-05"
R06551,"1.14.20,0.9879425168037415;1.14.11,0.008931608870625496;1.9.3,0.000902137893717736;1.5.3,0.0008576596737839282;1.14.3,0.0005652799154631793"
R09305,"4.-.-,0.9999399185180664;4.2.1,5.813499592477456e-05;1.1.1,1.5161955388975912e-06;3.7.1,2.621451642426109e-07;1.1.-,6.105357641672526e-08"
R07310,"2.1.1,0.9980302453041077;1.-.-,0.001389142475090921;1.13.11,0.0004200946423225105;4.1.1,7.744187314528972e-05;6.3.2,3.1162337108980864e-05"
R10161,"1.3.1,0.998420238494873;2.3.1,0.0006672547315247357;1.1.1,0.00031001120805740356;1.3.8,0.00015640088531654328;1.6.2,9.145012882072479e-05"
R03583,"1.1.1,0.9998438358306885;1.3.1,7.066388207022101e-05;1.-.-,1.7671178284217604e-05;4.2.1,1.2951697499374859e-05;1.2.1,1.0959075552818831e-05"
R11094,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R12298,"2.3.1,0.9299901723861694;2.5.1,0.04444260150194168;1.1.1,0.022358058020472527;4.1.3,0.0011138387490063906;2.6.1,0.0009217524202540517"
R11213,"4.1.2,0.9989866614341736;2.5.1,0.00027188542298972607;4.1.99,0.00022396699932869524;4.4.1,0.00016824885096866637;4.1.3,9.751333709573373e-05"
R09654,"1.3.5,0.9792245030403137;1.8.5,0.008370105177164078;1.5.3,0.00408221734687686;1.6.5,0.002623389707878232;1.1.5,0.002150034997612238"
R08879,"1.1.1,0.9629970788955688;1.1.99,0.02980676107108593;1.3.1,0.004346379078924656;1.1.5,0.0012438353151082993;1.1.3,0.0003263569960836321"
R12722,"2.8.1,0.9584172368049622;2.3.1,0.029022926464676857;2.7.7,0.009947606362402439;2.1.1,0.0007069685379974544;2.5.1,0.0006401249556802213"
R11488,"2.1.1,0.9996358156204224;4.2.1,0.00031110228155739605;2.5.1,2.7897334803128615e-05;5.3.99,1.97919289348647e-05;2.1.2,1.7236036455869908e-06"
R10976,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R12290,"2.4.1,0.9999817609786987;2.7.7,9.795050573302433e-06;5.5.1,3.386680418770993e-06;6.2.1,7.860548976168502e-07;2.4.2,7.012885703261418e-07"
R07350,"1.1.1,0.9432912468910217;1.3.1,0.02803782746195793;3.5.5,0.007244669366627932;1.14.12,0.006861548870801926;4.99.1,0.006138475611805916"
R11417,"2.4.1,0.9999661445617676;2.7.7,3.088538142037578e-05;2.4.2,1.037976062434609e-06;5.1.3,3.8270533764261927e-07;2.7.1,3.806916026860563e-07"
R13432,"1.13.12,0.835824728012085;2.3.1,0.04581352323293686;3.4.11,0.03567957505583763;2.3.2,0.028972798958420753;3.4.13,0.01665850169956684"
R02452,"2.3.1,0.9998756647109985;3.1.2,9.126537042902783e-05;3.1.1,1.539611184853129e-05;6.3.2,8.355718819075264e-06;2.8.3,5.3107978601474315e-06"
R08733,"6.2.1,0.9991552829742432;2.3.1,0.0004851543053518981;3.1.2,0.00021071560331620276;2.1.1,0.00010908047261182219;5.1.99,2.4719836801523343e-05"
R11266,"1.1.1,0.9933797121047974;1.-.-,0.0013436535373330116;1.8.1,0.0010521534131839871;1.6.5,0.0007448745309375226;1.14.13,0.0007093259482644498"
R11134,"1.14.13,0.9855020046234131;1.14.14,0.01085064746439457;1.2.1,0.0006414336385205388;1.14.15,0.0004983316757716238;1.6.3,0.00033759736106731"
R12606,"2.6.1,0.8165594935417175;1.1.1,0.04624401777982712;2.3.1,0.04157651215791702;2.5.1,0.027395566925406456;1.4.1,0.01905536651611328"
R01587,"3.5.1,0.9999537467956543;4.2.1,3.2968524465104565e-05;3.5.3,1.9851206616294803e-06;1.5.1,1.9207834611734143e-06;3.5.4,1.7492167216914822e-06"
R05532,"2.1.1,1.0;2.3.1,4.265678088533065e-12;1.-.-,2.6262428646714464e-13;2.5.1,2.32453542092087e-13;3.3.1,7.538490231356887e-14"
R02014,"1.17.4,0.9987269043922424;1.8.4,0.0004134206392336637;1.11.1,0.00035250996006652713;1.8.1,0.00019267234893050045;5.3.4,9.423976007383317e-05"
R12259,"4.2.3,0.6802524924278259;4.2.1,0.15186983346939087;2.5.1,0.04103441163897514;4.1.99,0.03169124945998192;4.3.1,0.029067108407616615"
R08547,"2.1.1,1.0;2.5.1,1.3656857866806149e-08;4.3.3,8.21532675221448e-10;2.3.1,7.960043041377318e-11;4.4.1,2.2226422091708997e-11"
R10356,"1.14.13,0.9999300241470337;1.14.14,5.795876859338023e-05;1.13.12,3.6815038129134336e-06;1.1.1,1.7112976138378144e-06;1.5.1,1.6212193258979823e-06"
R02789,"2.4.1,0.9999984502792358;2.7.7,1.1099574521722388e-06;2.4.2,1.2265030591152026e-07;2.7.1,9.238638654096576e-08;3.2.1,5.788807300177723e-08"
R09914,"5.4.99,0.9997784495353699;5.5.1,0.0001699029962765053;5.4.4,3.95852948713582e-05;1.-.-,3.631468416642747e-06;4.2.1,3.414960929148947e-06"
R02084,"2.8.3,0.9899688363075256;2.3.1,0.005079386755824089;6.2.1,0.0006114369025453925;2.4.1,0.00047928793355822563;5.4.99,0.000401096825953573"
R07324,"5.5.1,0.9753597378730774;3.7.1,0.023959696292877197;1.1.3,0.0004342646570876241;5.3.1,0.00014045940770301968;3.1.3,2.039514401985798e-05"
R09776,"2.7.2,0.9872898459434509;2.7.1,0.004350663162767887;6.2.1,0.004257053602486849;3.6.1,0.0009235214092768729;2.7.4,0.0007088427082635462"
R11048,"1.5.3,0.9999587535858154;1.8.3,1.9633500414784066e-05;6.5.1,1.8089434888679534e-05;1.1.3,1.5647988220734987e-06;1.21.3,5.959971645097539e-07"
R09991,"4.1.1,0.9997404217720032;1.14.11,5.7775228924583644e-05;1.2.2,5.117581531521864e-05;1.14.20,4.457682734937407e-05;1.1.4,4.431381603353657e-05"
R08203,"1.3.1,0.9840600490570068;3.1.1,0.007475517690181732;4.99.1,0.005741296336054802;1.14.13,0.001722324755974114;1.1.1,0.00036871450720354915"
R06826,"2.4.2,0.9893648624420166;2.3.1,0.009750697761774063;2.4.1,0.0008157625561580062;2.7.7,4.0036327845882624e-05;3.1.1,3.307621454951004e-06"
R02925,"1.1.99,0.9666492342948914;5.4.99,0.021262826398015022;3.2.1,0.003800655947998166;1.3.8,0.002269031712785363;1.14.14,0.0018293324392288923"
R12582,"5.1.3,0.36428117752075195;1.1.99,0.2786176800727844;1.8.3,0.13438449800014496;1.8.5,0.09278425574302673;1.8.98,0.03582235053181648"
R00980,"1.14.12,0.9659203886985779;1.14.13,0.012823706492781639;1.3.1,0.006192865315824747;1.7.1,0.005951316561549902;1.6.5,0.0016900781774893403"
R01780,"2.3.1,0.988628089427948;3.1.1,0.005676157772541046;2.8.3,0.004991080611944199;3.1.2,0.0004977278877049685;3.2.1,7.604459096910432e-05"
R00670,"4.1.1,0.9952185750007629;2.3.1,0.0033181007020175457;6.2.1,0.0003712116740643978;1.2.4,0.00023354482254944742;1.1.1,0.00011700287723215297"
R06981,"1.1.2,0.9995940327644348;1.1.1,0.0001943702663993463;1.8.2,9.147734817815945e-05;4.1.1,1.730614894768223e-05;1.1.99,1.4482116057479288e-05"
R01676,"3.5.4,0.9882277846336365;3.5.99,0.0026655099354684353;1.7.1,0.002359464531764388;3.5.1,0.0016462013591080904;1.7.2,0.0013887122040614486"
R02251,"2.3.1,0.996526300907135;3.1.2,0.002975382609292865;6.2.1,0.0003068386868108064;1.2.1,0.0001126833594753407;1.3.1,2.6229527065879665e-05"
R07052,"1.14.13,0.6846917271614075;1.14.14,0.31221717596054077;1.14.15,0.0008705484215170145;1.1.1,0.0004808381199836731;1.14.12,0.0003396465035621077"
R10133,"3.5.99,0.9998854398727417;1.7.1,6.466472405008972e-05;3.5.4,2.7420670448918827e-05;1.7.2,6.590249540749937e-06;3.13.1,5.063536718807882e-06"
R01232,"3.6.1,0.8202610611915588;3.1.4,0.10512425750494003;3.2.1,0.04556329920887947;3.1.3,0.018539411947131157;3.4.11,0.003007987979799509"
R09697,"4.2.1,0.9738933444023132;1.1.1,0.012438192963600159;3.1.3,0.0020308142993599176;5.4.4,0.0014208690263330936;3.1.1,0.0012470678193494678"
R11333,"5.3.1,0.9998136162757874;4.1.2,0.0001760585728334263;1.1.1,6.632491476921132e-06;5.4.2,6.483853667305084e-07;2.7.6,3.87920692901389e-07"
R05646,"2.7.1,0.9949865341186523;2.7.7,0.0029700344894081354;5.1.3,0.0018950607627630234;2.7.4,9.726014832267538e-05;3.6.1,7.486291451641591e-06"
R00766,"2.4.1,0.9984827637672424;5.4.99,0.0015090368688106537;6.2.1,1.3409643315753783e-06;2.7.7,1.16547892048402e-06;2.4.2,9.53659593960765e-07"
R09835,"3.7.1,0.6744809150695801;4.2.1,0.3170817792415619;1.14.13,0.001968841068446636;1.14.-,0.001754977973178029;3.1.1,0.0012816626112908125"
R10530,"3.2.1,0.9990118741989136;2.3.1,0.0005089809419587255;5.1.3,0.0001285828184336424;4.2.1,7.847549568396062e-05;2.4.1,4.353048643679358e-05"
R10068,"1.3.1,0.897790789604187;1.3.-,0.05097275972366333;4.99.1,0.021455472335219383;6.6.1,0.011459091678261757;1.14.13,0.007063964381814003"
R02506,"1.2.1,0.9989715814590454;1.3.1,0.0008155922405421734;1.1.1,8.090904884738848e-05;1.8.1,6.884740287205204e-05;1.6.5,1.3391173524723854e-05"
R02367,"2.3.1,0.9999963045120239;1.2.1,1.8399426835458144e-06;3.1.2,8.998055704978469e-07;3.1.1,6.785847403989465e-07;2.3.3,3.4714869201479814e-08"
R02790,"2.4.1,0.9705668091773987;2.3.1,0.012004747055470943;2.7.7,0.011806164868175983;2.4.2,0.0018313773907721043;2.7.8,0.0008843567920848727"
R05565,"1.14.15,0.9842619895935059;1.14.99,0.004758231807500124;3.5.4,0.003774981712922454;1.13.12,0.00244332617148757;1.13.11,0.0008283278439193964"
R00807,"1.1.99,0.7610661387443542;1.1.5,0.1402185708284378;1.3.8,0.04784346744418144;1.4.11,0.019733473658561707;1.14.14,0.005848879460245371"
R01698,"1.8.1,0.9407998323440552;1.6.2,0.05574657768011093;1.2.4,0.000824493239633739;1.6.5,0.0006744222482666373;1.6.99,0.0006115828873589635"
R13164,"2.4.2,0.5675921440124512;2.3.1,0.2933291792869568;5.1.3,0.06468970328569412;2.7.7,0.05404776707291603;2.7.6,0.01179118175059557"
R10141,"2.6.1,0.951906144618988;1.1.1,0.045278146862983704;1.4.1,0.0006602819194085896;2.3.1,0.00031988794216886163;4.1.3,0.00031760052661411464"
R00630,"3.1.1,0.9990012049674988;2.3.1,0.0003298607771284878;3.1.2,0.00025074247969314456;3.2.1,0.00016232376219704747;3.5.1,0.00010545981058385223"
R03502,"2.6.1,0.729141354560852;2.2.1,0.060435809195041656;1.1.2,0.059646718204021454;4.1.3,0.0476437583565712;4.3.1,0.03679319843649864"
R10920,"1.14.11,0.9063215851783752;1.17.3,0.021855590865015984;1.14.20,0.01976407878100872;1.4.11,0.019341683015227318;1.13.12,0.01590457186102867"
R04741,"1.1.1,0.8492395877838135;2.3.1,0.14983037114143372;4.2.1,0.00039311638101935387;1.14.13,0.00011703343625413254;1.-.-,0.00010366214701207355"
R01270,"3.2.2,0.9565749168395996;3.5.1,0.02590087801218033;3.1.1,0.01514804270118475;2.3.1,0.0014854238834232092;3.2.1,0.0006384775042533875"
R06243,"1.14.-,0.601132333278656;3.5.1,0.24113644659519196;3.2.1,0.05785823240876198;2.4.1,0.050316065549850464;3.1.1,0.019917458295822144"
R05878,"1.5.1,0.999914288520813;1.14.14,2.4125571144395508e-05;1.14.13,1.4099267900746781e-05;1.2.1,5.891029559279559e-06;1.5.99,5.633737600874156e-06"
R10765,"5.3.1,0.9997374415397644;1.1.2,0.0001800921163521707;1.1.3,6.048812065273523e-05;2.2.1,1.1241114407312125e-05;1.1.1,3.4779473025992047e-06"
R08867,"2.7.4,0.789027750492096;2.7.1,0.1522306352853775;2.7.7,0.036232419312000275;6.2.1,0.012191824615001678;3.6.3,0.0016304393066093326"
R01651,"1.2.1,0.35972359776496887;2.3.1,0.17520028352737427;1.1.1,0.17194552719593048;1.2.4,0.1469045877456665;1.8.1,0.1309225857257843"
R07688,"1.1.-,0.9828127026557922;1.14.-,0.01097989920526743;1.1.1,0.002962685888633132;1.1.99,0.0017664824845269322;1.1.2,0.00033373283804394305"
R06832,"1.3.1,0.8999128937721252;1.14.12,0.09994807839393616;1.1.1,0.00011761221685446799;1.14.13,4.497929239732912e-06;1.6.5,4.399655153974891e-06"
R09446,"1.7.1,0.999164342880249;1.6.6,0.0002752983127720654;3.8.1,0.00011827183334389701;1.18.1,9.545891225570813e-05;1.7.-,4.944787724525668e-05"
R07026,"2.5.1,0.9999009370803833;2.3.1,5.280692130327225e-05;3.1.3,1.4255727364798076e-05;4.4.1,6.053757260815473e-06;5.3.99,5.389635589381214e-06"
R00103,"3.6.1,0.963445246219635;3.1.4,0.0181755218654871;3.1.26,0.01352013647556305;3.-.-,0.002622140571475029;3.1.3,0.0011303829960525036"
R11214,"4.2.1,0.9313799142837524;3.7.1,0.040585361421108246;1.1.98,0.005923296790570021;1.1.99,0.0043493034318089485;1.1.5,0.0026520562823861837"
R07796,"2.3.1,0.7317163348197937;2.8.3,0.24833978712558746;4.2.1,0.019096817821264267;4.1.2,0.0006351616466417909;3.1.2,5.707553282263689e-05"
R06802,"2.3.1,0.9864967465400696;2.4.2,0.01233240868896246;1.1.1,0.0005599986761808395;5.4.1,0.00012320076348260045;5.1.3,0.00011802135122707114"
R12573,"2.1.1,0.9248842597007751;6.2.1,0.06379510462284088;2.7.4,0.006435713730752468;2.7.1,0.0014237299328669906;2.7.2,0.0012481214944273233"
R10824,"2.1.1,1.0;1.-.-,1.499253721171101e-09;2.3.1,3.5298906159164645e-11;2.5.1,1.2776030233752067e-11;3.3.1,7.615686727080462e-12"
R09384,"2.7.4,0.5206859707832336;2.7.1,0.34403854608535767;6.2.1,0.06660380214452744;5.1.99,0.022509653121232986;2.7.2,0.009342830628156662"
R07226,"1.21.4,0.7207911610603333;1.17.4,0.07638339698314667;1.8.4,0.0646761879324913;1.4.1,0.04191088676452637;2.5.1,0.0339382067322731"
R12356,"1.3.3,0.9810346961021423;1.3.8,0.015688689425587654;1.3.99,0.001530687790364027;1.3.1,0.0004522126982919872;1.1.3,0.0003774001379497349"
R09561,"1.8.1,0.9113685488700867;1.6.4,0.07928047329187393;1.8.4,0.0020245902705937624;1.11.1,0.0015598651953041553;1.3.1,0.0008865156560204923"
R05774,"4.1.1,0.999584972858429;2.6.1,0.00040466783684678376;4.1.4,4.5105311983206775e-06;1.1.1,1.6142984122780035e-06;1.2.7,9.620928267395357e-07"
R04321,"2.7.8,0.99959796667099;6.5.1,0.00019264353613834828;2.7.7,8.466851431876421e-05;3.1.3,6.0549511545104906e-05;2.7.1,4.111741509404965e-05"
R04656,"2.4.99,0.9330508708953857;2.4.1,0.04166604205965996;3.1.3,0.020567750558257103;3.1.4,0.0023324801586568356;2.3.2,0.0016613223124295473"
R01924,"3.1.1,0.9999927282333374;2.3.1,6.119822501204908e-06;3.1.2,2.5551696580805583e-07;1.11.2,1.6146172754361032e-07;4.2.1,1.590669427287139e-07"
R01251,"1.5.1,0.9798392653465271;1.2.1,0.008586962707340717;1.3.1,0.004777509719133377;1.6.99,0.0011502400739118457;1.19.1,0.001126415329053998"
R03269,"4.1.1,0.9860073328018188;2.3.1,0.011201486922800541;1.8.4,0.0007922152290120721;1.2.7,0.0005260498146526515;1.2.4,0.00039313812158070505"
R02493,"2.7.1,0.9987510442733765;2.7.4,0.0011951642809435725;2.1.1,2.274807593494188e-05;2.7.2,1.7115789887611754e-05;2.3.1,3.1743477393320063e-06"
R12909,"1.14.13,0.9998506307601929;1.14.14,0.00014677619037684053;1.14.15,6.226748610060895e-07;1.14.12,5.179894060347578e-07;1.14.-,3.850545340355893e-07"
R12012,"2.4.1,0.9761189222335815;2.4.-,0.010049762204289436;2.7.7,0.0072277868166565895;5.1.3,0.0015566510846838355;2.7.1,0.0012095938436686993"
R12624,"3.5.1,0.996747612953186;2.7.2,0.0021001677960157394;3.1.1,0.0009613701258786023;3.2.1,0.00011093698412878439;3.5.3,5.6793069234117866e-05"
R12407,"1.14.20,0.9607831239700317;1.14.11,0.03660758584737778;4.1.1,0.0011323851067572832;1.9.3,0.0003900887386407703;1.2.2,0.00018414594524074346"
R04225,"4.1.1,0.9922475814819336;3.5.1,0.0020744013600051403;4.1.3,0.0020207022316753864;2.3.1,0.0005891433102078736;1.13.11,0.0004904744564555585"
R12391,"3.1.1,0.8654625415802002;3.2.1,0.11523047834634781;3.2.2,0.01261176634579897;2.3.1,0.004864453803747892;3.5.1,0.0010647964663803577"
R03681,"2.4.1,0.9998100399971008;2.4.2,0.00015025149332359433;3.2.1,1.4686831491417252e-05;2.7.7,1.0018175998993684e-05;4.1.3,2.625187562443898e-06"
R12947,"3.1.1,0.8279473185539246;2.3.1,0.08310344815254211;3.5.1,0.029602238908410072;1.7.99,0.029044052585959435;4.2.1,0.01002888847142458"
R01900,"4.2.1,0.998996913433075;5.4.4,0.0006907192873768508;3.2.1,0.00010315550025552511;1.14.14,6.62182064843364e-05;1.14.13,3.32433010044042e-05"
R06886,"1.3.-,0.9995668530464172;1.14.12,0.00011611697846092284;1.1.3,7.492065196856856e-05;4.2.1,5.956454333500005e-05;1.1.99,4.183665078016929e-05"
R06498,"2.4.1,0.9999995231628418;2.4.2,2.2253223619372875e-07;2.7.7,1.3560300260451186e-07;2.3.1,4.2378282216759544e-08;3.2.1,1.75066698915316e-08"
R00031,"1.14.18,0.7779586315155029;1.14.13,0.15434232354164124;1.13.11,0.026063133031129837;1.14.16,0.012998941354453564;1.14.12,0.012303617782890797"
R10161,"1.3.1,0.998420238494873;2.3.1,0.0006672547315247357;1.1.1,0.00031001120805740356;1.3.8,0.00015640088531654328;1.6.2,9.145012882072479e-05"
R02409,"2.5.1,0.9970839619636536;1.8.4,0.001654511783272028;2.6.1,0.0007867137901484966;1.8.5,0.00013993312313687056;5.1.99,0.00013302484876476228"
R00551,"3.5.3,0.9982680082321167;3.5.1,0.0006223017117008567;3.2.1,0.0005875105271115899;3.5.4,0.00010427989764139056;3.4.11,4.626439476851374e-05"
R01184,"1.13.99,0.9997223019599915;3.7.1,0.00014373760495800525;3.2.1,9.921551099978387e-05;1.1.3,2.5402889150427654e-05;5.3.1,2.6553650513960747e-06"
R01189,"2.1.1,1.0;2.3.1,1.8239756493371173e-12;2.5.1,9.416030238504347e-13;3.3.1,4.724267309817731e-13;6.3.2,3.551402607323423e-13"
R11106,"1.14.19,0.9999918937683105;1.14.14,4.216052730043884e-06;1.9.3,1.980166643988923e-06;1.3.3,6.014269047227572e-07;1.14.99,3.727239459294651e-07"
R10113,"1.1.1,0.9997692704200745;1.3.1,7.414774154312909e-05;1.6.5,4.198046735837124e-05;1.2.1,3.7177029298618436e-05;1.8.1,1.9589890143834054e-05"
R12767,"2.1.1,0.5111861228942871;2.7.4,0.28006094694137573;6.2.1,0.176147922873497;2.7.1,0.0058165802620351315;1.13.12,0.004601589869707823"
R00889,"5.1.3,0.9411482810974121;2.4.1,0.05322624742984772;2.7.1,0.0023150609340518713;1.1.1,0.00128873810172081;3.2.1,0.00044636501115746796"
R12868,"3.1.1,0.786239743232727;4.2.1,0.10298006236553192;1.14.13,0.03977367654442787;3.5.1,0.027524972334504128;2.3.1,0.020028242841362953"
R06490,"2.4.1,0.9999957084655762;2.4.2,3.167682280036388e-06;2.7.7,5.492142349794449e-07;2.3.1,3.120188694083481e-07;3.2.1,4.848538637247657e-08"
R12711,"4.2.1,0.9758033752441406;5.5.1,0.0061902678571641445;4.2.3,0.003549536457285285;5.4.4,0.0016858133021742105;3.1.7,0.001647659344598651"
R04756,"5.3.3,0.990936815738678;1.3.1,0.006328292656689882;4.2.1,0.001301140757277608;1.3.99,0.0005661518662236631;1.3.3,0.000342855928465724"
R07109,"3.3.2,0.9896948337554932;1.14.14,0.007625032216310501;1.14.13,0.00123885041102767;5.4.4,0.0005691300611943007;3.4.11,0.00016532778681721538"
R04643,"2.8.2,1.0;2.7.8,6.780573880149632e-09;1.8.4,2.4766084738558902e-09;2.5.1,7.91601839633671e-10;2.3.1,4.469407899332367e-10"
R06203,"3.7.1,0.5091992616653442;3.2.1,0.43497833609580994;5.3.1,0.02548588253557682;2.4.1,0.016963209956884384;3.1.1,0.003322998294606805"
R07301,"3.5.1,0.9992675185203552;3.1.1,0.0003348698955960572;4.2.1,0.00019275165686849505;6.3.4,8.697895827936009e-05;2.3.1,3.8935620978008956e-05"
R06824,"2.1.1,1.0;1.-.-,8.335893607325229e-12;2.5.1,1.5743398338458059e-12;2.3.1,1.3759322457437828e-12;6.3.2,9.639049541182443e-13"
R00686,"3.4.17,0.6003260612487793;5.1.1,0.3689855933189392;3.4.11,0.01054998580366373;3.4.16,0.007980463095009327;3.4.13,0.005770031362771988"
R06679,"1.13.12,0.9997219443321228;1.9.3,0.00016180958482436836;1.14.18,5.902427074033767e-05;1.14.13,1.493923718953738e-05;4.2.1,8.396992598136421e-06"
R05391,"5.5.1,0.9971580505371094;3.1.1,0.002834626939147711;5.3.3,5.246318323770538e-06;2.3.1,1.2967120710527524e-06;4.2.99,2.7359774890101107e-07"
R12333,"3.5.1,0.9993209838867188;3.5.3,0.00039524357998743653;3.2.1,6.869083154015243e-05;3.4.19,6.258410576265305e-05;3.5.4,4.0034465200733393e-05"
R10282,"5.2.1,0.4767471253871918;1.14.19,0.46015655994415283;1.14.99,0.03848875313997269;2.3.1,0.002758841495960951;2.7.4,0.002434458816424012"
R05621,"1.14.12,0.9746931791305542;1.3.1,0.024683324620127678;1.14.13,0.0004529829020611942;1.18.1,6.999946344876662e-05;1.14.-,5.5843149311840534e-05"
R08403,"1.14.14,0.9997759461402893;1.14.19,8.822914969641715e-05;1.-.-,5.443499321700074e-05;1.14.12,4.0640537918079644e-05;4.99.1,1.0072179065900855e-05"
R05631,"2.4.2,0.9603739380836487;2.7.7,0.01749774068593979;2.3.1,0.010096583515405655;2.4.1,0.00954305287450552;5.1.3,0.0014486243017017841"
R12457,"1.8.1,0.9986549615859985;1.6.4,0.0006907252827659249;1.1.1,8.155713294399902e-05;1.2.1,7.61131159379147e-05;1.11.1,5.6589597079437226e-05"
R02111,"2.4.1,0.9999567270278931;2.4.2,1.592598891875241e-05;3.1.3,1.0860891961783636e-05;2.7.1,9.957109796232544e-06;2.7.3,2.061044142465107e-06"
R02396,"2.3.1,0.99989914894104;3.1.2,4.2384966945974156e-05;1.1.1,1.748901922837831e-05;3.1.1,1.6127150956890546e-05;1.14.13,1.3998489521327429e-05"
R06028,"2.1.1,0.9568701386451721;2.5.1,0.04301841929554939;2.7.4,6.8656649091281e-05;2.7.7,3.0503795642289333e-05;3.8.1,3.817243850789964e-06"
R11277,"1.1.1,0.99935382604599;4.2.1,0.0003090164973400533;2.3.1,6.739574018865824e-05;1.3.1,5.689298268407583e-05;1.2.1,5.488125316333026e-05"
R03067,"2.5.1,0.9999295473098755;5.3.3,1.7830641809268855e-05;1.1.1,1.2958812476426829e-05;2.2.1,1.0466061212355271e-05;4.2.99,9.0896210167557e-06"
R03346,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R07657,"1.13.11,0.8785971403121948;1.1.99,0.06489712744951248;1.14.-,0.015239384025335312;1.14.11,0.013005556538701057;4.1.3,0.0056562540121376514"
R00190,"2.4.2,0.8694416880607605;2.7.8,0.10840646177530289;3.2.2,0.022127479314804077;2.4.1,4.46079820903833e-06;2.3.1,3.3703290682751685e-06"
R06112,"3.2.1,0.925284206867218;1.1.3,0.04657750949263573;1.1.1,0.025836125016212463;4.2.1,0.000734628236386925;1.1.99,0.00047972469474188983"
R01472,"2.4.2,0.9999861717224121;2.7.7,1.2909182260045782e-05;2.3.1,2.782865635708731e-07;5.1.3,2.164053114483977e-07;2.7.6,1.3720786284920905e-07"
R08233,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R03607,"2.7.1,0.8548243045806885;2.7.4,0.13126081228256226;2.1.1,0.0036885677836835384;3.1.3,0.0029195742681622505;6.2.1,0.002177242189645767"
R08543,"4.1.99,0.8175301551818848;4.2.1,0.09541106224060059;4.2.3,0.06854483485221863;4.3.2,0.005953741725534201;5.5.1,0.005453699734061956"
R01434,"1.4.1,0.9996964931488037;1.7.1,6.660588405793533e-05;1.4.3,6.415353709599003e-05;1.5.1,4.703677768702619e-05;4.3.1,3.3725456887623295e-05"
R10512,"1.1.1,0.6464912295341492;1.8.1,0.19409409165382385;1.3.1,0.062392279505729675;1.6.5,0.04021260887384415;1.6.99,0.010603117756545544"
R02817,"3.1.4,0.7647344470024109;3.1.3,0.22032207250595093;3.6.1,0.01471641194075346;3.4.11,7.756119885016233e-05;3.2.1,3.375876622158103e-05"
R11510,"4.2.1,0.5568597912788391;1.-.-,0.1418590098619461;1.1.1,0.05961106717586517;2.5.1,0.056480057537555695;1.11.1,0.05539167299866676"
R05149,"2.1.1,1.0;4.1.1,2.4519955510449165e-11;1.3.98,2.3044066654875905e-12;2.3.1,9.399055969291914e-13;4.4.1,4.183399503546181e-14"
R09941,"2.4.2,0.6210918426513672;2.4.1,0.27360913157463074;2.7.1,0.10141491889953613;3.1.3,0.0030212090350687504;2.7.3,0.0005537858814932406"
R01140,"2.7.1,0.9978252649307251;2.7.2,0.0008844866533763707;2.1.1,0.00046578911133110523;3.6.1,0.00016982709348667413;3.1.3,0.00014199994620867074"
R12125,"3.1.3,0.9883871674537659;3.6.1,0.009308159351348877;2.7.1,0.001779056852683425;3.1.4,0.0003411156649235636;4.2.3,6.734014459652826e-05"
